		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Chillagoe		0	0.00		1	0.57		0	0.00		1	0.57		32	18.18		1	0.57		1	0.57		0	0.00		34	19.32		0	0.00		0	0.00		0	0.00		0	0.00		32	18.18		0	0.00		0	0.00		0	0.00		32	18.18		0	0.00		0	0.00		0	0.00		0	0.00		3	1.70		0	0.00		0	0.00		0	0.00		3	1.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		57	32.39		6	3.41		0	0.00		0	0.00		0	0.00		63	35.80		26	14.77		0	0.00		1	0.57		0	0.00		0	0.00		27	15.34		15	8.52		0	0.00		0	0.00		15	8.52		1	0.57		0	0.00		0	0.00		0	0.00		1	0.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		176	99.44		1	0.56		177	0.22																																													
	Cloncurry		7	0.56		0	0.00		0	0.00		7	0.56		410	32.59		11	0.87		0	0.00		0	0.00		421	33.47		3	0.24		0	0.00		0	0.00		3	0.24		273	21.70		7	0.56		2	0.16		0	0.00		282	22.42		13	1.03		3	0.24		0	0.00		16	1.27		13	1.03		1	0.08		0	0.00		0	0.00		14	1.11		16	1.27		2	0.16		0	0.00		18	1.43		1	0.08		0	0.00		0	0.00		1	0.08		126	10.02		6	0.48		0	0.00		0	0.00		1	0.08		133	10.57		273	21.70		4	0.32		0	0.00		0	0.00		0	0.00		277	22.02		33	2.62		0	0.00		0	0.00		33	2.62		45	3.58		6	0.48		0	0.00		1	0.08		52	4.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		0	0.00		0	0.00		1	0.08		1258	98.13		24	1.87		1282	1.61																																													
	Croydon		1	0.72		0	0.00		0	0.00		1	0.72		44	31.88		1	0.72		0	0.00		1	0.72		46	33.33		0	0.00		0	0.00		0	0.00		0	0.00		22	15.94		0	0.00		0	0.00		0	0.00		22	15.94		1	0.72		0	0.00		0	0.00		1	0.72		2	1.45		0	0.00		0	0.00		0	0.00		2	1.45		1	0.72		0	0.00		0	0.00		1	0.72		0	0.00		0	0.00		0	0.00		0	0.00		44	31.88		0	0.00		0	0.00		0	0.00		0	0.00		44	31.88		18	13.04		0	0.00		1	0.72		0	0.00		0	0.00		19	13.77		1	0.72		0	0.00		0	0.00		1	0.72		1	0.72		0	0.00		0	0.00		0	0.00		1	0.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		138	100.00		0	0.00		138	0.17																																													
	Dajarra		2	2.38		0	0.00		0	0.00		2	2.38		58	69.05		0	0.00		0	0.00		0	0.00		58	69.05		0	0.00		0	0.00		0	0.00		0	0.00		10	11.90		0	0.00		0	0.00		0	0.00		10	11.90		0	0.00		0	0.00		0	0.00		0	0.00		1	1.19		0	0.00		0	0.00		0	0.00		1	1.19		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.19		0	0.00		0	0.00		0	0.00		0	0.00		1	1.19		5	5.95		0	0.00		0	0.00		0	0.00		0	0.00		5	5.95		5	5.95		0	0.00		0	0.00		5	5.95		2	2.38		0	0.00		0	0.00		0	0.00		2	2.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		84	100.00		0	0.00		84	0.11																																													
	Dimbulah		3	0.53		1	0.18		0	0.00		4	0.70		146	25.57		2	0.35		1	0.18		0	0.00		149	26.09		5	0.88		0	0.00		0	0.00		5	0.88		78	13.66		2	0.35		0	0.00		0	0.00		80	14.01		6	1.05		0	0.00		0	0.00		6	1.05		9	1.58		2	0.35		0	0.00		0	0.00		11	1.93		1	0.18		1	0.18		0	0.00		2	0.35		4	0.70		0	0.00		0	0.00		4	0.70		190	33.27		6	1.05		0	0.00		0	0.00		0	0.00		196	34.33		77	13.49		0	0.00		0	0.00		0	0.00		1	0.18		78	13.66		15	2.63		0	0.00		0	0.00		15	2.63		21	3.68		0	0.00		0	0.00		0	0.00		21	3.68		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		571	94.38		34	5.62		605	0.76																																													
	Doomadgee		4	1.07		0	0.00		0	0.00		4	1.07		281	75.34		7	1.88		1	0.27		0	0.00		289	77.48		1	0.27		0	0.00		0	0.00		1	0.27		24	6.43		1	0.27		0	0.00		0	0.00		25	6.70		5	1.34		2	0.54		0	0.00		7	1.88		2	0.54		0	0.00		1	0.27		0	0.00		3	0.80		3	0.80		0	0.00		0	0.00		3	0.80		2	0.54		0	0.00		0	0.00		2	0.54		1	0.27		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		18	4.83		1	0.27		0	0.00		0	0.00		0	0.00		19	5.09		15	4.02		1	0.27		0	0.00		16	4.29		3	0.80		0	0.00		0	0.00		0	0.00		3	0.80		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		373	96.88		12	3.12		385	0.48																																													
	East Palmerston		0	0.00		0	0.00		0	0.00		0	0.00		30	13.82		0	0.00		0	0.00		0	0.00		30	13.82		0	0.00		0	0.00		0	0.00		0	0.00		47	21.66		4	1.84		1	0.46		0	0.00		52	23.96		5	2.30		0	0.00		0	0.00		5	2.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	1.38		0	0.00		0	0.00		3	1.38		0	0.00		0	0.00		0	0.00		0	0.00		59	27.19		8	3.69		0	0.00		0	0.00		0	0.00		67	30.88		50	23.04		1	0.46		0	0.00		0	0.00		0	0.00		51	23.50		4	1.84		0	0.00		0	0.00		4	1.84		3	1.38		0	0.00		0	0.00		2	0.92		5	2.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		217	97.75		5	2.25		222	0.28																																													
	Einasleigh		0	0.00		0	0.00		0	0.00		0	0.00		4	12.90		0	0.00		0	0.00		0	0.00		4	12.90		0	0.00		0	0.00		0	0.00		0	0.00		13	41.94		0	0.00		0	0.00		0	0.00		13	41.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		11	35.48		1	3.23		0	0.00		0	0.00		0	0.00		12	38.71		2	6.45		0	0.00		0	0.00		0	0.00		0	0.00		2	6.45		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		31	91.18		3	8.82		34	0.04																																													
	El Arish		4	0.95		1	0.24		0	0.00		5	1.19		115	27.45		2	0.48		1	0.24		0	0.00		118	28.16		0	0.00		0	0.00		0	0.00		0	0.00		80	19.09		2	0.48		0	0.00		1	0.24		83	19.81		4	0.95		0	0.00		0	0.00		4	0.95		4	0.95		1	0.24		0	0.00		0	0.00		5	1.19		7	1.67		2	0.48		0	0.00		9	2.15		1	0.24		0	0.00		0	0.00		1	0.24		89	21.24		4	0.95		0	0.00		0	0.00		0	0.00		93	22.20		77	18.38		0	0.00		0	0.00		0	0.00		1	0.24		78	18.62		4	0.95		0	0.00		0	0.00		4	0.95		18	4.30		1	0.24		0	0.00		0	0.00		19	4.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		419	95.66		19	4.34		438	0.55																																													
	Emerald Creek		0	0.00		0	0.00		0	0.00		0	0.00		30	11.24		1	0.37		1	0.37		0	0.00		32	11.99		1	0.37		0	0.00		0	0.00		1	0.37		61	22.85		0	0.00		0	0.00		0	0.00		61	22.85		2	0.75		0	0.00		0	0.00		2	0.75		5	1.87		0	0.00		0	0.00		0	0.00		5	1.87		4	1.50		0	0.00		0	0.00		4	1.50		0	0.00		0	0.00		0	0.00		0	0.00		85	31.84		5	1.87		0	0.00		0	0.00		0	0.00		90	33.71		53	19.85		1	0.37		0	0.00		0	0.00		0	0.00		54	20.22		8	3.00		0	0.00		0	0.00		8	3.00		10	3.75		0	0.00		0	0.00		0	0.00		10	3.75		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		267	96.74		9	3.26		276	0.35																																													
	Evelyn Central		0	0.00		1	1.64		0	0.00		1	1.64		12	19.67		2	3.28		0	0.00		0	0.00		14	22.95		1	1.64		0	0.00		0	0.00		1	1.64		7	11.48		1	1.64		0	0.00		0	0.00		8	13.11		1	1.64		0	0.00		0	0.00		1	1.64		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		23	37.70		5	8.20		0	0.00		0	0.00		0	0.00		28	45.90		5	8.20		0	0.00		0	0.00		0	0.00		0	0.00		5	8.20		0	0.00		0	0.00		0	0.00		0	0.00		3	4.92		0	0.00		0	0.00		0	0.00		3	4.92		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		61	96.83		2	3.17		63	0.08																																													
	Feluga		2	0.83		0	0.00		0	0.00		2	0.83		43	17.77		0	0.00		1	0.41		0	0.00		44	18.18		0	0.00		0	0.00		0	0.00		0	0.00		75	30.99		1	0.41		0	0.00		0	0.00		76	31.40		0	0.00		0	0.00		0	0.00		0	0.00		5	2.07		0	0.00		0	0.00		0	0.00		5	2.07		2	0.83		0	0.00		0	0.00		2	0.83		0	0.00		0	0.00		0	0.00		0	0.00		56	23.14		0	0.00		0	0.00		0	0.00		0	0.00		56	23.14		39	16.12		3	1.24		0	0.00		0	0.00		0	0.00		42	17.36		1	0.41		0	0.00		0	0.00		1	0.41		13	5.37		1	0.41		0	0.00		0	0.00		14	5.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		242	96.41		9	3.59		251	0.32																																													
	Flying Fish Point		0	0.00		0	0.00		0	0.00		0	0.00		85	30.04		0	0.00		1	0.35		0	0.00		86	30.39		0	0.00		0	0.00		0	0.00		0	0.00		35	12.37		0	0.00		0	0.00		0	0.00		35	12.37		2	0.71		0	0.00		0	0.00		2	0.71		8	2.83		3	1.06		0	0.00		0	0.00		11	3.89		7	2.47		0	0.00		0	0.00		7	2.47		0	0.00		0	0.00		0	0.00		0	0.00		63	22.26		6	2.12		0	0.00		0	0.00		0	0.00		69	24.38		58	20.49		3	1.06		0	0.00		0	0.00		0	0.00		61	21.55		2	0.71		0	0.00		0	0.00		2	0.71		7	2.47		2	0.71		0	0.00		0	0.00		9	3.18		0	0.00		0	0.00		1	0.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.35		283	97.59		7	2.41		290	0.37																																													
	Forrest Beach		2	0.34		1	0.17		0	0.00		3	0.51		157	26.52		4	0.68		0	0.00		0	0.00		161	27.20		0	0.00		0	0.00		0	0.00		0	0.00		86	14.53		2	0.34		0	0.00		0	0.00		88	14.86		5	0.84		0	0.00		0	0.00		5	0.84		14	2.36		1	0.17		0	0.00		0	0.00		15	2.53		8	1.35		1	0.17		0	0.00		9	1.52		2	0.34		0	0.00		0	0.00		2	0.34		124	20.95		17	2.87		0	0.00		0	0.00		0	0.00		141	23.82		122	20.61		2	0.34		0	0.00		0	0.00		0	0.00		124	20.95		12	2.03		0	0.00		0	0.00		12	2.03		29	4.90		2	0.34		0	0.00		0	0.00		31	5.24		1	0.17		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.17		592	99.00		6	1.00		598	0.75																																													
	Forsayth		0	0.00		0	0.00		0	0.00		0	0.00		10	13.51		0	0.00		0	0.00		0	0.00		10	13.51		0	0.00		0	0.00		0	0.00		0	0.00		14	18.92		2	2.70		0	0.00		0	0.00		16	21.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.35		0	0.00		0	0.00		1	1.35		1	1.35		0	0.00		0	0.00		1	1.35		23	31.08		1	1.35		0	0.00		0	0.00		0	0.00		24	32.43		19	25.68		1	1.35		0	0.00		0	0.00		0	0.00		20	27.03		0	0.00		0	0.00		0	0.00		0	0.00		2	2.70		0	0.00		0	0.00		0	0.00		2	2.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		74	100.00		0	0.00		74	0.09																																													
	Garradunga		1	0.40		0	0.00		0	0.00		1	0.40		38	15.38		0	0.00		0	0.00		0	0.00		38	15.38		0	0.00		0	0.00		0	0.00		0	0.00		57	23.08		1	0.40		0	0.00		0	0.00		58	23.48		2	0.81		0	0.00		0	0.00		2	0.81		1	0.40		1	0.40		0	0.00		0	0.00		2	0.81		6	2.43		0	0.00		0	0.00		6	2.43		1	0.40		0	0.00		0	0.00		1	0.40		52	21.05		6	2.43		0	0.00		0	0.00		0	0.00		58	23.48		71	28.74		1	0.40		0	0.00		0	0.00		1	0.40		73	29.55		3	1.21		0	0.00		0	0.00		3	1.21		5	2.02		0	0.00		0	0.00		0	0.00		5	2.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		247	97.24		7	2.76		254	0.32																																													
	Georgetown		2	1.40		0	0.00		0	0.00		2	1.40		26	18.18		1	0.70		0	0.00		0	0.00		27	18.88		0	0.00		0	0.00		0	0.00		0	0.00		36	25.17		3	2.10		0	0.00		0	0.00		39	27.27		2	1.40		0	0.00		0	0.00		2	1.40		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.40		0	0.00		0	0.00		2	1.40		0	0.00		0	0.00		0	0.00		0	0.00		29	20.28		3	2.10		0	0.00		0	0.00		0	0.00		32	22.38		28	19.58		1	0.70		0	0.00		0	0.00		0	0.00		29	20.28		5	3.50		1	0.70		0	0.00		6	4.20		2	1.40		2	1.40		0	0.00		0	0.00		4	2.80		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		143	100.00		0	0.00		143	0.18																																													
	Goondi		6	0.55		0	0.00		0	0.00		6	0.55		367	33.64		4	0.37		0	0.00		0	0.00		371	34.01		1	0.09		0	0.00		0	0.00		1	0.09		183	16.77		0	0.00		1	0.09		0	0.00		184	16.87		24	2.20		0	0.00		0	0.00		24	2.20		9	0.82		0	0.00		0	0.00		0	0.00		9	0.82		6	0.55		0	0.00		0	0.00		6	0.55		0	0.00		1	0.09		0	0.00		1	0.09		208	19.07		7	0.64		0	0.00		0	0.00		0	0.00		215	19.71		213	19.52		6	0.55		0	0.00		0	0.00		0	0.00		219	20.07		25	2.29		1	0.09		0	0.00		26	2.38		28	2.57		0	0.00		0	0.00		0	0.00		28	2.57		0	0.00		1	0.09		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		1091	96.21		43	3.79		1134	1.43																																													
	Gordonvale		8	0.31		0	0.00		0	0.00		8	0.31		760	29.00		11	0.42		1	0.04		1	0.04		773	29.49		5	0.19		1	0.04		0	0.00		6	0.23		416	15.87		10	0.38		1	0.04		0	0.00		427	16.29		38	1.45		4	0.15		0	0.00		42	1.60		49	1.87		6	0.23		0	0.00		1	0.04		56	2.14		29	1.11		4	0.15		0	0.00		33	1.26		10	0.38		0	0.00		0	0.00		10	0.38		462	17.63		33	1.26		0	0.00		0	0.00		0	0.00		495	18.89		566	21.59		14	0.53		1	0.04		0	0.00		1	0.04		582	22.21		28	1.07		0	0.00		0	0.00		28	1.07		151	5.76		8	0.31		0	0.00		0	0.00		159	6.07		1	0.04		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		0	0.00		2	0.08		2621	96.32		100	3.68		2721	3.43																																													
	Greenvale		2	2.30		0	0.00		1	1.15		3	3.45		13	14.94		1	1.15		0	0.00		1	1.15		15	17.24		0	0.00		0	0.00		0	0.00		0	0.00		13	14.94		3	3.45		0	0.00		0	0.00		16	18.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.15		0	0.00		0	0.00		1	1.15		0	0.00		0	0.00		0	0.00		0	0.00		26	29.89		3	3.45		0	0.00		0	0.00		0	0.00		29	33.33		21	24.14		0	0.00		0	0.00		0	0.00		0	0.00		21	24.14		0	0.00		0	0.00		0	0.00		0	0.00		2	2.30		0	0.00		0	0.00		0	0.00		2	2.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		87	100.00		0	0.00		87	0.11																																													
	Halifax		0	0.00		0	0.00		0	0.00		0	0.00		245	41.32		3	0.51		1	0.17		0	0.00		249	41.99		3	0.51		0	0.00		2	0.34		5	0.84		69	11.64		2	0.34		1	0.17		0	0.00		72	12.14		8	1.35		1	0.17		0	0.00		9	1.52		6	1.01		1	0.17		0	0.00		0	0.00		7	1.18		10	1.69		1	0.17		0	0.00		11	1.85		0	0.00		0	0.00		0	0.00		0	0.00		123	20.74		3	0.51		0	0.00		0	0.00		0	0.00		126	21.25		89	15.01		1	0.17		1	0.17		0	0.00		0	0.00		91	15.35		7	1.18		0	0.00		0	0.00		7	1.18		15	2.53		1	0.17		0	0.00		0	0.00		16	2.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		593	95.65		27	4.35		620	0.78																																													
	Happy Valley		7	0.80		0	0.00		1	0.11		8	0.91		285	32.53		2	0.23		1	0.11		2	0.23		290	33.11		0	0.00		0	0.00		0	0.00		0	0.00		113	12.90		3	0.34		1	0.11		1	0.11		118	13.47		10	1.14		1	0.11		0	0.00		11	1.26		18	2.05		1	0.11		0	0.00		0	0.00		19	2.17		10	1.14		2	0.23		0	0.00		12	1.37		1	0.11		0	0.00		0	0.00		1	0.11		120	13.70		9	1.03		0	0.00		0	0.00		0	0.00		129	14.73		221	25.23		4	0.46		0	0.00		0	0.00		1	0.11		226	25.80		15	1.71		0	0.00		1	0.11		16	1.83		40	4.57		3	0.34		0	0.00		1	0.11		44	5.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.23		0	0.00		0	0.00		2	0.23		876	97.88		19	2.12		895	1.13																																													
	Hawkins Creek		0	0.00		0	0.00		0	0.00		0	0.00		22	12.72		1	0.58		0	0.00		0	0.00		23	13.29		0	0.00		0	0.00		0	0.00		0	0.00		48	27.75		0	0.00		0	0.00		0	0.00		48	27.75		3	1.73		0	0.00		0	0.00		3	1.73		1	0.58		0	0.00		0	0.00		0	0.00		1	0.58		3	1.73		0	0.00		0	0.00		3	1.73		0	0.00		0	0.00		0	0.00		0	0.00		40	23.12		4	2.31		1	0.58		0	0.00		0	0.00		45	26.01		44	25.43		1	0.58		0	0.00		0	0.00		0	0.00		45	26.01		3	1.73		0	0.00		0	0.00		3	1.73		2	1.16		0	0.00		0	0.00		0	0.00		2	1.16		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		173	96.11		7	3.89		180	0.23																																													
	Healy		3	0.25		1	0.08		0	0.00		4	0.33		397	33.22		9	0.75		0	0.00		2	0.17		408	34.14		0	0.00		0	0.00		0	0.00		0	0.00		128	10.71		4	0.33		0	0.00		1	0.08		133	11.13		12	1.00		1	0.08		0	0.00		13	1.09		28	2.34		3	0.25		0	0.00		0	0.00		31	2.59		23	1.92		0	0.00		1	0.08		24	2.01		3	0.25		0	0.00		0	0.00		3	0.25		147	12.30		2	0.17		0	0.00		0	0.00		0	0.00		149	12.47		310	25.94		4	0.33		1	0.08		0	0.00		0	0.00		315	26.36		21	1.76		0	0.00		0	0.00		21	1.76		82	6.86		7	0.59		0	0.00		2	0.17		91	7.62		1	0.08		0	0.00		0	0.00		0	0.00		0	0.00		2	0.17		0	0.00		0	0.00		3	0.25		1195	99.17		10	0.83		1205	1.52																																													
	Herberton		2	0.33		0	0.00		0	0.00		2	0.33		191	31.47		3	0.49		0	0.00		0	0.00		194	31.96		1	0.16		0	0.00		0	0.00		1	0.16		85	14.00		2	0.33		0	0.00		0	0.00		87	14.33		3	0.49		1	0.16		0	0.00		4	0.66		31	5.11		7	1.15		0	0.00		0	0.00		38	6.26		13	2.14		2	0.33		0	0.00		15	2.47		0	0.00		0	0.00		0	0.00		0	0.00		140	23.06		7	1.15		0	0.00		0	0.00		0	0.00		147	24.22		81	13.34		2	0.33		0	0.00		0	0.00		0	0.00		83	13.67		8	1.32		0	0.00		0	0.00		8	1.32		27	4.45		1	0.16		0	0.00		0	0.00		28	4.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		607	98.38		10	1.62		617	0.78																																													
	Homestead		0	0.00		0	0.00		0	0.00		0	0.00		36	50.00		0	0.00		0	0.00		0	0.00		36	50.00		0	0.00		0	0.00		0	0.00		0	0.00		14	19.44		0	0.00		0	0.00		0	0.00		14	19.44		1	1.39		0	0.00		0	0.00		1	1.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	18.06		0	0.00		0	0.00		0	0.00		0	0.00		13	18.06		7	9.72		0	0.00		0	0.00		0	0.00		0	0.00		7	9.72		1	1.39		0	0.00		0	0.00		1	1.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		72	98.63		1	1.37		73	0.09																																													
	Hughenden		4	0.57		0	0.00		0	0.00		4	0.57		268	38.23		2	0.29		1	0.14		2	0.29		273	38.94		2	0.29		0	0.00		1	0.14		3	0.43		106	15.12		6	0.86		0	0.00		0	0.00		112	15.98		1	0.14		0	0.00		0	0.00		1	0.14		5	0.71		0	0.00		0	0.00		1	0.14		6	0.86		4	0.57		0	0.00		0	0.00		4	0.57		0	0.00		0	0.00		0	0.00		0	0.00		171	24.39		2	0.29		0	0.00		0	0.00		0	0.00		173	24.68		87	12.41		1	0.14		1	0.14		0	0.00		0	0.00		89	12.70		20	2.85		1	0.14		0	0.00		21	3.00		14	2.00		1	0.14		0	0.00		0	0.00		15	2.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		701	95.63		32	4.37		733	0.92																																													
	Ingham		7	0.37		0	0.00		0	0.00		7	0.37		556	29.32		18	0.95		2	0.11		2	0.11		578	30.49		3	0.16		0	0.00		0	0.00		3	0.16		294	15.51		12	0.63		1	0.05		1	0.05		308	16.24		36	1.90		4	0.21		0	0.00		40	2.11		12	0.63		2	0.11		0	0.00		0	0.00		14	0.74		27	1.42		0	0.00		0	0.00		27	1.42		3	0.16		0	0.00		0	0.00		3	0.16		366	19.30		15	0.79		0	0.00		0	0.00		1	0.05		382	20.15		412	21.73		6	0.32		1	0.05		0	0.00		1	0.05		420	22.15		49	2.58		2	0.11		0	0.00		51	2.69		60	3.16		2	0.11		0	0.00		0	0.00		62	3.27		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1896	95.42		91	4.58		1987	2.50																																													
	Ingham Hospital		12	1.03		2	0.17		0	0.00		14	1.21		389	33.51		4	0.34		0	0.00		1	0.09		394	33.94		1	0.09		0	0.00		0	0.00		1	0.09		184	15.85		6	0.52		1	0.09		0	0.00		191	16.45		15	1.29		3	0.26		0	0.00		18	1.55		5	0.43		1	0.09		0	0.00		0	0.00		6	0.52		14	1.21		0	0.00		0	0.00		14	1.21		2	0.17		0	0.00		0	0.00		2	0.17		155	13.35		6	0.52		2	0.17		0	0.00		0	0.00		163	14.04		293	25.24		1	0.09		0	0.00		0	0.00		0	0.00		294	25.32		21	1.81		0	0.00		0	0.00		21	1.81		37	3.19		3	0.26		0	0.00		0	0.00		40	3.45		1	0.09		0	0.00		0	0.00		1	0.09		0	0.00		0	0.00		1	0.09		0	0.00		3	0.26		1161	96.59		41	3.41		1202	1.51																																													
	Innisfail		13	0.65		6	0.30		0	0.00		19	0.96		660	33.23		13	0.65		0	0.00		0	0.00		673	33.89		4	0.20		0	0.00		0	0.00		4	0.20		270	13.60		12	0.60		2	0.10		1	0.05		285	14.35		25	1.26		3	0.15		1	0.05		29	1.46		31	1.56		2	0.10		0	0.00		1	0.05		34	1.71		27	1.36		2	0.10		0	0.00		29	1.46		3	0.15		1	0.05		0	0.00		4	0.20		305	15.36		19	0.96		0	0.00		0	0.00		0	0.00		324	16.31		455	22.91		10	0.50		3	0.15		0	0.00		0	0.00		468	23.56		40	2.01		1	0.05		1	0.05		42	2.11		70	3.52		3	0.15		0	0.00		0	0.00		73	3.68		1	0.05		0	0.00		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		2	0.10		1986	96.03		82	3.97		2068	2.60																																													
