Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Hinkler (81566)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Booyal		0	0.00		0	0.00		0	0.00		0	0.00		31	29.81		0	0.00		0	0.00		0	0.00		31	29.81		0	0.00		0	0.00		0	0.00		0	0.00		35	33.65		0	0.00		0	0.00		0	0.00		35	33.65		1	0.96		0	0.00		0	0.00		1	0.96		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.92		0	0.00		0	0.00		2	1.92		0	0.00		1	0.96		0	0.00		1	0.96		18	17.31		0	0.00		0	0.00		0	0.00		0	0.00		18	17.31		8	7.69		0	0.00		0	0.00		0	0.00		0	0.00		8	7.69		5	4.81		0	0.00		0	0.00		5	4.81		1	0.96		0	0.00		0	0.00		0	0.00		1	0.96		1	0.96		0	0.00		0	0.00		0	0.00		0	0.00		1	0.96		0	0.00		0	0.00		2	1.92		104	96.30		4	3.70		108	0.14																																													
	Bororen		1	0.33		0	0.00		0	0.00		1	0.33		84	28.09		0	0.00		0	0.00		0	0.00		84	28.09		0	0.00		0	0.00		0	0.00		0	0.00		105	35.12		4	1.34		2	0.67		0	0.00		111	37.12		0	0.00		0	0.00		0	0.00		0	0.00		5	1.67		0	0.00		0	0.00		1	0.33		6	2.01		1	0.33		0	0.00		0	0.00		1	0.33		1	0.33		1	0.33		0	0.00		2	0.67		61	20.40		5	1.67		0	0.00		0	0.00		0	0.00		66	22.07		26	8.70		0	0.00		0	0.00		0	0.00		0	0.00		26	8.70		1	0.33		0	0.00		0	0.00		1	0.33		1	0.33		0	0.00		0	0.00		0	0.00		1	0.33		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		299	96.45		11	3.55		310	0.40																																													
	Boyne Island		4	0.18		2	0.09		1	0.04		7	0.31		882	38.74		16	0.70		2	0.09		1	0.04		901	39.57		4	0.18		0	0.00		0	0.00		4	0.18		484	21.26		22	0.97		0	0.00		0	0.00		506	22.22		22	0.97		5	0.22		1	0.04		28	1.23		58	2.55		3	0.13		0	0.00		1	0.04		62	2.72		31	1.36		2	0.09		0	0.00		33	1.45		3	0.13		0	0.00		0	0.00		3	0.13		193	8.48		15	0.66		0	0.00		0	0.00		0	0.00		208	9.13		377	16.56		12	0.53		1	0.04		0	0.00		1	0.04		391	17.17		31	1.36		4	0.18		0	0.00		35	1.54		90	3.95		4	0.18		1	0.04		1	0.04		96	4.22		1	0.04		0	0.00		0	0.00		0	0.00		2	0.09		0	0.00		0	0.00		0	0.00		3	0.13		2277	97.81		51	2.19		2328	2.98																																													
	Branyan		3	0.42		0	0.00		0	0.00		3	0.42		219	30.67		3	0.42		0	0.00		0	0.00		222	31.09		1	0.14		0	0.00		0	0.00		1	0.14		204	28.57		5	0.70		1	0.14		0	0.00		210	29.41		16	2.24		4	0.56		0	0.00		20	2.80		6	0.84		1	0.14		0	0.00		0	0.00		7	0.98		7	0.98		0	0.00		0	0.00		7	0.98		1	0.14		0	0.00		0	0.00		1	0.14		87	12.18		3	0.42		0	0.00		0	0.00		0	0.00		90	12.61		109	15.27		3	0.42		2	0.28		0	0.00		0	0.00		114	15.97		4	0.56		0	0.00		0	0.00		4	0.56		33	4.62		1	0.14		1	0.14		0	0.00		35	4.90		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		714	97.94		15	2.06		729	0.93																																													
	Brisbane City (Hinkler)		0	0.00		0	0.00		0	0.00		0	0.00		26	29.21		1	1.12		0	0.00		0	0.00		27	30.34		0	0.00		0	0.00		0	0.00		0	0.00		15	16.85		0	0.00		0	0.00		0	0.00		15	16.85		2	2.25		0	0.00		0	0.00		2	2.25		3	3.37		1	1.12		0	0.00		1	1.12		5	5.62		2	2.25		0	0.00		0	0.00		2	2.25		0	0.00		0	0.00		0	0.00		0	0.00		4	4.49		0	0.00		0	0.00		0	0.00		0	0.00		4	4.49		29	32.58		0	0.00		0	0.00		0	0.00		0	0.00		29	32.58		0	0.00		0	0.00		0	0.00		0	0.00		4	4.49		0	0.00		0	0.00		1	1.12		5	5.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		89	100.00		0	0.00		89	0.11																																													
	Bundaberg		9	0.56		2	0.13		0	0.00		11	0.69		568	35.59		12	0.75		1	0.06		2	0.13		583	36.53		2	0.13		0	0.00		0	0.00		2	0.13		391	24.50		13	0.81		1	0.06		1	0.06		406	25.44		64	4.01		0	0.00		2	0.13		66	4.14		37	2.32		0	0.00		0	0.00		1	0.06		38	2.38		15	0.94		5	0.31		0	0.00		20	1.25		2	0.13		1	0.06		0	0.00		3	0.19		161	10.09		15	0.94		0	0.00		0	0.00		0	0.00		176	11.03		188	11.78		9	0.56		1	0.06		0	0.00		0	0.00		198	12.41		27	1.69		2	0.13		0	0.00		29	1.82		52	3.26		8	0.50		1	0.06		0	0.00		61	3.82		3	0.19		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.19		1596	95.51		75	4.49		1671	2.14																																													
	Bundaberg Central		2	0.30		1	0.15		0	0.00		3	0.45		278	42.06		4	0.61		0	0.00		0	0.00		282	42.66		1	0.15		0	0.00		0	0.00		1	0.15		166	25.11		4	0.61		0	0.00		0	0.00		170	25.72		15	2.27		2	0.30		0	0.00		17	2.57		12	1.82		0	0.00		0	0.00		0	0.00		12	1.82		6	0.91		0	0.00		0	0.00		6	0.91		1	0.15		0	0.00		0	0.00		1	0.15		64	9.68		11	1.66		1	0.15		0	0.00		0	0.00		76	11.50		53	8.02		3	0.45		0	0.00		0	0.00		0	0.00		56	8.47		13	1.97		0	0.00		0	0.00		13	1.97		22	3.33		2	0.30		0	0.00		0	0.00		24	3.63		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		661	95.94		28	4.06		689	0.88																																													
	Bundaberg East		8	0.42		1	0.05		1	0.05		10	0.53		654	34.53		10	0.53		0	0.00		2	0.11		666	35.16		0	0.00		0	0.00		0	0.00		0	0.00		495	26.14		8	0.42		0	0.00		1	0.05		504	26.61		29	1.53		4	0.21		3	0.16		36	1.90		34	1.80		3	0.16		0	0.00		0	0.00		37	1.95		19	1.00		1	0.05		0	0.00		20	1.06		2	0.11		0	0.00		0	0.00		2	0.11		221	11.67		10	0.53		0	0.00		0	0.00		1	0.05		232	12.25		270	14.26		2	0.11		1	0.05		0	0.00		0	0.00		273	14.41		32	1.69		0	0.00		1	0.05		33	1.74		79	4.17		1	0.05		0	0.00		0	0.00		80	4.22		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1894	98.08		37	1.92		1931	2.47																																													
	Bundaberg North		3	0.23		2	0.15		0	0.00		5	0.38		474	35.59		14	1.05		2	0.15		0	0.00		490	36.79		0	0.00		0	0.00		0	0.00		0	0.00		285	21.40		7	0.53		1	0.08		0	0.00		293	22.00		26	1.95		3	0.23		0	0.00		29	2.18		33	2.48		3	0.23		0	0.00		0	0.00		36	2.70		17	1.28		1	0.08		0	0.00		18	1.35		1	0.08		0	0.00		0	0.00		1	0.08		201	15.09		16	1.20		0	0.00		0	0.00		0	0.00		217	16.29		155	11.64		7	0.53		0	0.00		0	0.00		2	0.15		164	12.31		15	1.13		0	0.00		0	0.00		15	1.13		55	4.13		8	0.60		0	0.00		0	0.00		63	4.73		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		1	0.08		1332	96.24		52	3.76		1384	1.77																																													
	Bundaberg North West		4	0.29		0	0.00		0	0.00		4	0.29		522	37.37		8	0.57		1	0.07		2	0.14		533	38.15		1	0.07		0	0.00		0	0.00		1	0.07		277	19.83		7	0.50		0	0.00		0	0.00		284	20.33		16	1.15		2	0.14		0	0.00		18	1.29		16	1.15		3	0.21		1	0.07		0	0.00		20	1.43		10	0.72		1	0.07		0	0.00		11	0.79		1	0.07		0	0.00		0	0.00		1	0.07		230	16.46		13	0.93		0	0.00		0	0.00		0	0.00		243	17.39		183	13.10		7	0.50		0	0.00		0	0.00		0	0.00		190	13.60		37	2.65		1	0.07		0	0.00		38	2.72		50	3.58		2	0.14		0	0.00		1	0.07		53	3.79		1	0.07		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.07		1397	98.10		27	1.90		1424	1.82																																													
