Senate - 2001 Election: Tasmania																																																																																																																																																																																																																																																												
First Preference Votes by Candidate																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												

Denison (67938)																																																																																																																																																																																																																																																												
			 A Tasmania First Party															 B Hope Party Australia												 C Pauline Hanson's One Nation												 D 												 E Australian Greens									 F Liberal Party of Australia - Tasmanian Division																		 G 												 H Australian Democrats												 I Australian Labor Party (Tasmanian Branch)															 J liberals for forests												 K Republican Party of Australia												Ungrouped																																																																																																												
	    		TICKET VOTES			CRACK			JACKSON			PRESSER			Group Total			TICKET VOTES			BRISTOW			PETHERBRIDGE-DE TISSERA			Group Total			TICKET VOTES			BOAG			STOKES			Group Total			TICKET VOTES			BONNER			HOWARD			Group Total			TICKET VOTES			# BROWN			Group Total			TICKET VOTES			# CALVERT			# WATSON			# COLBECK			PARRY			Group Total			TICKET VOTES			BAINBRIDGE			CLEARY			Group Total			TICKET VOTES			BUTLER			TOOHEY			Group Total			TICKET VOTES			# MACKAY			# SHERRY			BILYK			Group Total			TICKET VOTES			PULLINGER			THOMAS			Group Total			TICKET VOTES			CONSANDINE			LAWATSCH			Group Total			LARNER			MARMARINOS			LANE			LOCKETT			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																							
	    					Merilyn			David			John									James Tate			Shamara									Bronwyn			Peter									Stephen			Geoff									Bob									Paul			John			Richard			Stephen									Alex			Sarah									Debbie			Brendan									Sue			Nick			Catryna									Peter			Michael									Peter			Bert						Rob			John Victor			Helen			Eric																																																																																																			
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																						
	Lutana		6	0.61		4	0.41		1	0.10		1	0.10		12	1.23		1	0.10		0	0.00		0	0.00		1	0.10		20	2.04		6	0.61		2	0.20		28	2.86		1	0.10		0	0.00		0	0.00		1	0.10		59	6.03		45	4.60		104	10.63		233	23.82		33	3.37		8	0.82		1	0.10		4	0.41		279	28.53		1	0.10		1	0.10		0	0.00		2	0.20		23	2.35		10	1.02		0	0.00		33	3.37		446	45.60		35	3.58		28	2.86		3	0.31		512	52.35		4	0.41		2	0.20		0	0.00		6	0.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		978	96.54		35	3.46		1013	1.56																																																																																				
	Montrose		2	0.42		0	0.00		1	0.21		0	0.00		3	0.63		0	0.00		0	0.00		0	0.00		0	0.00		6	1.27		5	1.06		2	0.42		13	2.75		0	0.00		0	0.00		0	0.00		0	0.00		19	4.02		21	4.44		40	8.46		136	28.75		18	3.81		4	0.85		3	0.63		2	0.42		163	34.46		0	0.00		1	0.21		0	0.00		1	0.21		17	3.59		6	1.27		1	0.21		24	5.07		194	41.01		16	3.38		13	2.75		0	0.00		223	47.15		1	0.21		0	0.00		0	0.00		1	0.21		1	0.21		0	0.00		0	0.00		1	0.21		0	0.00		0	0.00		4	0.85		0	0.00		4	0.85		473	97.13		14	2.87		487	0.75																																																																																				
	Moonah		16	0.79		5	0.25		0	0.00		1	0.05		22	1.08		0	0.00		0	0.00		0	0.00		0	0.00		34	1.67		9	0.44		0	0.00		43	2.12		13	0.64		3	0.15		1	0.05		17	0.84		142	6.99		106	5.22		248	12.21		580	28.56		62	3.05		12	0.59		9	0.44		3	0.15		666	32.79		1	0.05		0	0.00		0	0.00		1	0.05		67	3.30		37	1.82		4	0.20		108	5.32		774	38.11		57	2.81		61	3.00		14	0.69		906	44.61		7	0.34		3	0.15		0	0.00		10	0.49		4	0.20		2	0.10		0	0.00		6	0.30		0	0.00		1	0.05		2	0.10		1	0.05		4	0.20		2031	95.13		104	4.87		2135	3.28																																																																																				
	Moonah North		15	1.54		4	0.41		0	0.00		0	0.00		19	1.95		1	0.10		0	0.00		0	0.00		1	0.10		24	2.46		2	0.21		3	0.31		29	2.98		2	0.21		0	0.00		0	0.00		2	0.21		57	5.85		61	6.26		118	12.11		265	27.21		25	2.57		2	0.21		4	0.41		6	0.62		302	31.01		1	0.10		0	0.00		0	0.00		1	0.10		35	3.59		10	1.03		3	0.31		48	4.93		389	39.94		28	2.87		21	2.16		3	0.31		441	45.28		3	0.31		1	0.10		2	0.21		6	0.62		2	0.21		1	0.10		0	0.00		3	0.31		0	0.00		1	0.10		0	0.00		3	0.31		4	0.41		974	95.49		46	4.51		1020	1.57																																																																																				
	Mount Nelson		1	0.08		1	0.08		1	0.08		1	0.08		4	0.34		0	0.00		0	0.00		0	0.00		0	0.00		10	0.84		5	0.42		0	0.00		15	1.26		2	0.17		3	0.25		0	0.00		5	0.42		194	16.26		175	14.67		369	30.93		390	32.69		55	4.61		4	0.34		3	0.25		5	0.42		457	38.31		0	0.00		0	0.00		2	0.17		2	0.17		59	4.95		16	1.34		3	0.25		78	6.54		196	16.43		30	2.51		15	1.26		6	0.50		247	20.70		8	0.67		1	0.08		0	0.00		9	0.75		1	0.08		1	0.08		0	0.00		2	0.17		0	0.00		1	0.08		1	0.08		3	0.25		5	0.42		1193	98.68		16	1.32		1209	1.86																																																																																				
	Mount Stuart		2	0.25		0	0.00		0	0.00		1	0.13		3	0.38		1	0.13		0	0.00		0	0.00		1	0.13		7	0.89		1	0.13		0	0.00		8	1.02		0	0.00		1	0.13		0	0.00		1	0.13		80	10.18		160	20.36		240	30.53		222	28.24		45	5.73		12	1.53		2	0.25		1	0.13		282	35.88		0	0.00		1	0.13		0	0.00		1	0.13		29	3.69		11	1.40		3	0.38		43	5.47		162	20.61		19	2.42		17	2.16		3	0.38		201	25.57		4	0.51		0	0.00		0	0.00		4	0.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.13		1	0.13		2	0.25		786	97.52		20	2.48		806	1.24																																																																																				
	Newdegate		8	0.66		5	0.41		0	0.00		0	0.00		13	1.08		0	0.00		0	0.00		0	0.00		0	0.00		20	1.66		1	0.08		1	0.08		22	1.82		1	0.08		0	0.00		0	0.00		1	0.08		163	13.50		195	16.16		358	29.66		287	23.78		40	3.31		5	0.41		4	0.33		7	0.58		343	28.42		1	0.08		1	0.08		0	0.00		2	0.17		54	4.47		26	2.15		1	0.08		81	6.71		298	24.69		42	3.48		22	1.82		6	0.50		368	30.49		4	0.33		3	0.25		1	0.08		8	0.66		2	0.17		1	0.08		0	0.00		3	0.25		0	0.00		0	0.00		3	0.25		5	0.41		8	0.66		1207	96.33		46	3.67		1253	1.93																																																																																				
	New Town		2	0.24		0	0.00		2	0.24		0	0.00		4	0.47		0	0.00		0	0.00		0	0.00		0	0.00		3	0.35		1	0.12		0	0.00		4	0.47		0	0.00		0	0.00		0	0.00		0	0.00		126	14.86		140	16.51		266	31.37		203	23.94		45	5.31		6	0.71		2	0.24		7	0.83		263	31.01		0	0.00		0	0.00		0	0.00		0	0.00		39	4.60		19	2.24		3	0.35		61	7.19		185	21.82		21	2.48		23	2.71		4	0.47		233	27.48		4	0.47		1	0.12		0	0.00		5	0.59		3	0.35		2	0.24		0	0.00		5	0.59		1	0.12		1	0.12		3	0.35		2	0.24		7	0.83		848	97.70		20	2.30		868	1.33																																																																																				
	Queenborough		5	0.99		0	0.00		0	0.00		0	0.00		5	0.99		0	0.00		0	0.00		0	0.00		0	0.00		5	0.99		3	0.59		0	0.00		8	1.58		0	0.00		0	0.00		1	0.20		1	0.20		75	14.79		87	17.16		162	31.95		129	25.44		19	3.75		3	0.59		1	0.20		1	0.20		153	30.18		0	0.00		1	0.20		0	0.00		1	0.20		16	3.16		7	1.38		0	0.00		23	4.54		126	24.85		11	2.17		8	1.58		1	0.20		146	28.80		6	1.18		0	0.00		0	0.00		6	1.18		1	0.20		1	0.20		0	0.00		2	0.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		507	97.69		12	2.31		519	0.80																																																																																				
	Roseneath		4	1.18		0	0.00		0	0.00		1	0.30		5	1.48		0	0.00		0	0.00		0	0.00		0	0.00		13	3.85		0	0.00		0	0.00		13	3.85		0	0.00		0	0.00		0	0.00		0	0.00		9	2.66		7	2.07		16	4.73		65	19.23		9	2.66		0	0.00		0	0.00		1	0.30		75	22.19		0	0.00		0	0.00		0	0.00		0	0.00		6	1.78		1	0.30		0	0.00		7	2.07		190	56.21		12	3.55		19	5.62		0	0.00		221	65.38		1	0.30		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		338	97.13		10	2.87		348	0.54																																																																																						
	Rosetta		1	0.12		0	0.00		0	0.00		1	0.12		2	0.24		1	0.12		0	0.00		0	0.00		1	0.12		11	1.34		2	0.24		1	0.12		14	1.71		0	0.00		2	0.24		0	0.00		2	0.24		47	5.75		50	6.11		97	11.86		296	36.19		36	4.40		5	0.61		1	0.12		2	0.24		340	41.56		0	0.00		0	0.00		1	0.12		1	0.12		26	3.18		12	1.47		3	0.37		41	5.01		273	33.37		21	2.57		17	2.08		3	0.37		314	38.39		2	0.24		0	0.00		0	0.00		2	0.24		1	0.12		0	0.00		0	0.00		1	0.12		0	0.00		0	0.00		2	0.24		1	0.12		3	0.37		818	95.90		35	4.10		853	1.31																																																																																						
	St Johns Park		1	0.28		1	0.28		0	0.00		0	0.00		2	0.57		1	0.28		1	0.28		0	0.00		2	0.57		7	1.99		0	0.00		0	0.00		7	1.99		0	0.00		0	0.00		0	0.00		0	0.00		33	9.40		30	8.55		63	17.95		96	27.35		9	2.56		1	0.28		0	0.00		1	0.28		107	30.48		0	0.00		1	0.28		0	0.00		1	0.28		23	6.55		9	2.56		0	0.00		32	9.12		110	31.34		12	3.42		9	2.56		1	0.28		132	37.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.28		0	0.00		2	0.57		2	0.57		5	1.42		351	99.15		3	0.85		354	0.54																																																																																						
	St Peters		1	0.24		0	0.00		0	0.00		1	0.24		2	0.47		0	0.00		1	0.24		0	0.00		1	0.24		7	1.66		0	0.00		1	0.24		8	1.90		0	0.00		0	0.00		0	0.00		0	0.00		96	22.75		63	14.93		159	37.68		82	19.43		18	4.27		1	0.24		1	0.24		2	0.47		104	24.64		1	0.24		0	0.00		0	0.00		1	0.24		24	5.69		7	1.66		0	0.00		31	7.35		91	21.56		11	2.61		12	2.84		2	0.47		116	27.49		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		422	98.37		7	1.63		429	0.66																																																																																						
	Sandy Bay		1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		4	0.24		2	0.12		2	0.12		8	0.47		0	0.00		2	0.12		0	0.00		2	0.12		227	13.40		276	16.29		503	29.69		586	34.59		101	5.96		18	1.06		7	0.41		4	0.24		716	42.27		1	0.06		0	0.00		2	0.12		3	0.18		70	4.13		24	1.42		3	0.18		97	5.73		264	15.58		43	2.54		32	1.89		7	0.41		346	20.43		6	0.35		3	0.18		0	0.00		9	0.53		1	0.06		1	0.06		0	0.00		2	0.12		2	0.12		0	0.00		2	0.12		3	0.18		7	0.41		1694	97.75		39	2.25		1733	2.67																																																																																						
	Sandy Bay Beach		1	0.10		0	0.00		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		0	0.00		0	0.00		3	0.31		1	0.10		0	0.00		4	0.42		1	0.10		1	0.10		0	0.00		2	0.21		106	11.01		103	10.70		209	21.70		456	47.35		53	5.50		10	1.04		5	0.52		6	0.62		530	55.04		0	0.00		0	0.00		0	0.00		0	0.00		36	3.74		12	1.25		0	0.00		48	4.98		124	12.88		20	2.08		11	1.14		4	0.42		159	16.51		2	0.21		2	0.21		1	0.10		5	0.52		1	0.10		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		4	0.42		0	0.00		4	0.42		963	97.47		25	2.53		988	1.52																																																																																						
	Swan		2	0.33		4	0.67		0	0.00		0	0.00		6	1.00		1	0.17		0	0.00		0	0.00		1	0.17		4	0.67		0	0.00		1	0.17		5	0.83		0	0.00		1	0.17		0	0.00		1	0.17		112	18.70		100	16.69		212	35.39		106	17.70		24	4.01		2	0.33		1	0.17		3	0.50		136	22.70		2	0.33		0	0.00		0	0.00		2	0.33		24	4.01		10	1.67		1	0.17		35	5.84		156	26.04		25	4.17		12	2.00		2	0.33		195	32.55		3	0.50		1	0.17		0	0.00		4	0.67		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.17		1	0.17		2	0.33		599	95.53		28	4.47		627	0.96																																																																																						
	Taroona		6	0.40		2	0.13		0	0.00		0	0.00		8	0.53		0	0.00		0	0.00		0	0.00		0	0.00		3	0.20		3	0.20		0	0.00		6	0.40		0	0.00		2	0.13		0	0.00		2	0.13		287	18.94		250	16.50		537	35.45		484	31.95		49	3.23		7	0.46		5	0.33		4	0.26		549	36.24		0	0.00		0	0.00		1	0.07		1	0.07		70	4.62		27	1.78		0	0.00		97	6.40		226	14.92		32	2.11		28	1.85		13	0.86		299	19.74		4	0.26		3	0.20		0	0.00		7	0.46		0	0.00		1	0.07		0	0.00		1	0.07		0	0.00		1	0.07		5	0.33		2	0.13		8	0.53		1515	98.70		20	1.30		1535	2.36																																																																																						
	Tolosa		24	1.51		7	0.44		1	0.06		2	0.13		34	2.14		0	0.00		0	0.00		0	0.00		0	0.00		40	2.52		5	0.31		2	0.13		47	2.96		1	0.06		1	0.06		0	0.00		2	0.13		70	4.40		39	2.45		109	6.86		412	25.91		35	2.20		8	0.50		5	0.31		3	0.19		463	29.12		2	0.13		1	0.06		0	0.00		3	0.19		64	4.03		13	0.82		5	0.31		82	5.16		725	45.60		58	3.65		39	2.45		17	1.07		839	52.77		6	0.38		1	0.06		0	0.00		7	0.44		2	0.13		0	0.00		0	0.00		2	0.13		0	0.00		1	0.06		0	0.00		1	0.06		2	0.13		1590	96.01		66	3.99		1656	2.55																																																																																						
	Waimea Heights		1	0.14		1	0.14		0	0.00		1	0.14		3	0.43		0	0.00		0	0.00		0	0.00		0	0.00		7	1.00		3	0.43		1	0.14		11	1.56		0	0.00		0	0.00		0	0.00		0	0.00		71	10.10		101	14.37		172	24.47		314	44.67		47	6.69		7	1.00		4	0.57		3	0.43		375	53.34		0	0.00		0	0.00		0	0.00		0	0.00		14	1.99		16	2.28		1	0.14		31	4.41		84	11.95		15	2.13		5	0.71		2	0.28		106	15.08		2	0.28		2	0.28		0	0.00		4	0.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.14		1	0.14		703	98.05		14	1.95		717	1.10																																																																																						
	Windermere		13	1.18		4	0.36		1	0.09		2	0.18		20	1.82		1	0.09		0	0.00		0	0.00		1	0.09		22	2.00		2	0.18		0	0.00		24	2.18		0	0.00		1	0.09		0	0.00		1	0.09		59	5.36		37	3.36		96	8.72		305	27.70		26	2.36		7	0.64		4	0.36		5	0.45		347	31.52		0	0.00		1	0.09		1	0.09		2	0.18		26	2.36		6	0.54		2	0.18		34	3.09		512	46.50		26	2.36		29	2.63		2	0.18		569	51.68		3	0.27		0	0.00		0	0.00		3	0.27		1	0.09		0	0.00		0	0.00		1	0.09		0	0.00		0	0.00		2	0.18		1	0.09		3	0.27		1101	96.58		39	3.42		1140	1.75																																																																																						
	Special Hospitals		15	3.03		0	0.00		0	0.00		0	0.00		15	3.03		0	0.00		0	0.00		0	0.00		0	0.00		6	1.21		0	0.00		0	0.00		6	1.21		0	0.00		0	0.00		0	0.00		0	0.00		15	3.03		6	1.21		21	4.24		219	44.24		3	0.61		0	0.00		1	0.20		0	0.00		223	45.05		1	0.20		0	0.00		0	0.00		1	0.20		5	1.01		2	0.40		0	0.00		7	1.41		202	40.81		1	0.20		10	2.02		0	0.00		213	43.03		8	1.62		1	0.20		0	0.00		9	1.82		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		495	97.25		14	2.75		509	0.78																																																																																						
	Total Ordinary		352	0.66		99	0.19		28	0.05		34	0.06		513	0.96		30	0.06		9	0.02		1	0.00		40	0.07		828	1.55		159	0.30		37	0.07		1024	1.92		45	0.08		35	0.07		3	0.01		83	0.16		5779	10.81		5387	10.08		11166	20.89		14919	27.91		1852	3.46		281	0.53		143	0.27		190	0.36		17385	32.52		40	0.07		25	0.05		19	0.04		84	0.16		1978	3.70		746	1.40		80	0.15		2804	5.25		16947	31.70		1511	2.83		1166	2.18		209	0.39		19833	37.10		211	0.39		55	0.10		15	0.03		281	0.53		43	0.08		21	0.04		1	0.00		65	0.12		7	0.01		17	0.03		74	0.14		80	0.15		178	0.33		53456	96.82		1755	3.18		55211	84.91																																																																																						
	ABSENT		26	0.83		5	0.16		3	0.10		3	0.10		37	1.18		4	0.13		0	0.00		0	0.00		4	0.13		69	2.20		13	0.41		1	0.03		83	2.64		2	0.06		1	0.03		0	0.00		3	0.10		382	12.16		307	9.77		689	21.93		862	27.43		97	3.09		13	0.41		9	0.29		17	0.54		998	31.76		4	0.13		0	0.00		2	0.06		6	0.19		147	4.68		31	0.99		2	0.06		180	5.73		952	30.30		71	2.26		64	2.04		18	0.57		1105	35.17		17	0.54		2	0.06		1	0.03		20	0.64		7	0.22		0	0.00		0	0.00		7	0.22		0	0.00		1	0.03		3	0.10		6	0.19		10	0.32		3142	98.50		48	1.50		3190	4.91																																																																																						
	POSTAL		17	0.58		10	0.34		1	0.03		2	0.07		30	1.02		1	0.03		1	0.03		0	0.00		2	0.07		48	1.64		10	0.34		1	0.03		59	2.01		2	0.07		0	0.00		0	0.00		2	0.07		226	7.70		156	5.32		382	13.02		991	33.78		85	2.90		21	0.72		9	0.31		8	0.27		1114	37.97		4	0.14		0	0.00		0	0.00		4	0.14		87	2.97		34	1.16		9	0.31		130	4.43		1012	34.49		67	2.28		87	2.97		12	0.41		1178	40.15		16	0.55		1	0.03		5	0.17		22	0.75		6	0.20		2	0.07		1	0.03		9	0.31		0	0.00		0	0.00		1	0.03		1	0.03		2	0.07		2934	98.39		48	1.61		2982	4.59																																																																																						
	PRE_POLL		26	0.90		5	0.17		5	0.17		2	0.07		38	1.32		2	0.07		2	0.07		0	0.00		4	0.14		49	1.70		4	0.14		3	0.10		56	1.94		1	0.03		2	0.07		0	0.00		3	0.10		389	13.48		300	10.40		689	23.87		896	31.05		84	2.91		13	0.45		10	0.35		8	0.28		1011	35.03		1	0.03		2	0.07		0	0.00		3	0.10		162	5.61		49	1.70		9	0.31		220	7.62		700	24.26		59	2.04		50	1.73		17	0.59		826	28.62		16	0.55		2	0.07		2	0.07		20	0.69		7	0.24		4	0.14		0	0.00		11	0.38		0	0.00		2	0.07		3	0.10		0	0.00		5	0.17		2886	98.70		38	1.30		2924	4.50																																																																																						
	PROVISIONAL		8	1.16		1	0.14		0	0.00		1	0.14		10	1.45		1	0.14		1	0.14		0	0.00		2	0.29		8	1.16		1	0.14		0	0.00		9	1.30		1	0.14		1	0.14		0	0.00		2	0.29		119	17.20		48	6.94		167	24.13		132	19.08		11	1.59		2	0.29		0	0.00		2	0.29		147	21.24		0	0.00		0	0.00		3	0.43		3	0.43		32	4.62		10	1.45		0	0.00		42	6.07		270	39.02		20	2.89		10	1.45		0	0.00		300	43.35		5	0.72		0	0.00		0	0.00		5	0.72		2	0.29		1	0.14		0	0.00		3	0.43		0	0.00		0	0.00		2	0.29		0	0.00		2	0.29		692	96.78		23	3.22		715	1.10																																																																																						
	Division Summary		429	0.68		120	0.19		37	0.06		42	0.07		628	1.00		38	0.06		13	0.02		1	0.00		52	0.08		1002	1.59		187	0.30		42	0.07		1231	1.95		51	0.08		39	0.06		3	0.00		93	0.15		6895	10.93		6198	9.82		13093	20.75		17800	28.20		2129	3.37		330	0.52		171	0.27		225	0.36		20655	32.73		49	0.08		27	0.04		24	0.04		100	0.16		2406	3.81		870	1.38		100	0.16		3376	5.35		19881	31.50		1728	2.74		1377	2.18		256	0.41		23242	36.83		265	0.42		60	0.10		23	0.04		348	0.55		65	0.10		28	0.04		2	0.00		95	0.15		7	0.01		20	0.03		83	0.13		87	0.14		197	0.31		63110	97.06		1912	2.94		65022	95.71																																																																																						
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
