Senate - 2001 Election: Tasmania																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												

Braddon (67749)																																																																																																																																																																																																																																																												
			 A Tasmania First Party															 B Hope Party Australia												 C Pauline Hanson's One Nation												 D 												 E Australian Greens									 F Liberal Party of Australia - Tasmanian Division																		 G 												 H Australian Democrats												 I Australian Labor Party (Tasmanian Branch)															 J liberals for forests												 K Republican Party of Australia												Ungrouped																																																																																																												
	    		TICKET VOTES			CRACK			JACKSON			PRESSER			Group Total			TICKET VOTES			BRISTOW			PETHERBRIDGE-DE TISSERA			Group Total			TICKET VOTES			BOAG			STOKES			Group Total			TICKET VOTES			BONNER			HOWARD			Group Total			TICKET VOTES			# BROWN			Group Total			TICKET VOTES			# CALVERT			# WATSON			# COLBECK			PARRY			Group Total			TICKET VOTES			BAINBRIDGE			CLEARY			Group Total			TICKET VOTES			BUTLER			TOOHEY			Group Total			TICKET VOTES			# MACKAY			# SHERRY			BILYK			Group Total			TICKET VOTES			PULLINGER			THOMAS			Group Total			TICKET VOTES			CONSANDINE			LAWATSCH			Group Total			LARNER			MARMARINOS			LANE			LOCKETT			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																							
	    					Merilyn			David			John									James Tate			Shamara									Bronwyn			Peter									Stephen			Geoff									Bob									Paul			John			Richard			Stephen									Alex			Sarah									Debbie			Brendan									Sue			Nick			Catryna									Peter			Michael									Peter			Bert						Rob			John Victor			Helen			Eric																																																																																																			
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																						
	Valley Road		25	1.12		11	0.49		5	0.22		0	0.00		41	1.84		3	0.13		0	0.00		0	0.00		3	0.13		65	2.91		12	0.54		11	0.49		88	3.94		1	0.04		0	0.00		2	0.09		3	0.13		66	2.96		52	2.33		118	5.29		836	37.47		26	1.17		42	1.88		26	1.17		63	2.82		993	44.51		0	0.00		0	0.00		1	0.04		1	0.04		77	3.45		10	0.45		3	0.13		90	4.03		758	33.98		28	1.26		85	3.81		3	0.13		874	39.18		9	0.40		1	0.04		0	0.00		10	0.45		3	0.13		0	0.00		0	0.00		3	0.13		1	0.04		1	0.04		2	0.09		3	0.13		7	0.31		2231	95.92		95	4.08		2326	3.56																																																																																				
	Waratah		1	0.75		0	0.00		0	0.00		0	0.00		1	0.75		0	0.00		0	0.00		0	0.00		0	0.00		10	7.46		2	1.49		0	0.00		12	8.96		0	0.00		0	0.00		0	0.00		0	0.00		4	2.99		6	4.48		10	7.46		33	24.63		4	2.99		4	2.99		2	1.49		3	2.24		46	34.33		0	0.00		0	0.00		0	0.00		0	0.00		3	2.24		0	0.00		0	0.00		3	2.24		55	41.04		2	1.49		5	3.73		0	0.00		62	46.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		134	93.71		9	6.29		143	0.22																																																																																				
	Wesley Vale		5	1.47		0	0.00		1	0.29		0	0.00		6	1.76		0	0.00		0	0.00		0	0.00		0	0.00		13	3.81		2	0.59		0	0.00		15	4.40		1	0.29		0	0.00		0	0.00		1	0.29		17	4.99		24	7.04		41	12.02		151	44.28		11	3.23		19	5.57		3	0.88		14	4.11		198	58.06		0	0.00		0	0.00		0	0.00		0	0.00		5	1.47		4	1.17		0	0.00		9	2.64		55	16.13		6	1.76		7	2.05		1	0.29		69	20.23		1	0.29		1	0.29		0	0.00		2	0.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		341	96.88		11	3.13		352	0.54																																																																																				
	Wivenhoe		4	1.15		1	0.29		0	0.00		0	0.00		5	1.44		0	0.00		0	0.00		0	0.00		0	0.00		12	3.45		4	1.15		0	0.00		16	4.60		0	0.00		0	0.00		0	0.00		0	0.00		18	5.17		10	2.87		28	8.05		114	32.76		4	1.15		4	1.15		0	0.00		33	9.48		155	44.54		1	0.29		0	0.00		0	0.00		1	0.29		9	2.59		3	0.86		0	0.00		12	3.45		104	29.89		6	1.72		14	4.02		0	0.00		124	35.63		5	1.44		1	0.29		0	0.00		6	1.72		1	0.29		0	0.00		0	0.00		1	0.29		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		348	95.87		15	4.13		363	0.56																																																																																				
	Wynyard Central		15	0.74		5	0.25		3	0.15		1	0.05		24	1.18		4	0.20		1	0.05		0	0.00		5	0.25		76	3.73		17	0.84		6	0.29		99	4.86		3	0.15		1	0.05		1	0.05		5	0.25		106	5.21		109	5.36		215	10.57		641	31.50		29	1.43		39	1.92		7	0.34		114	5.60		830	40.79		0	0.00		0	0.00		0	0.00		0	0.00		75	3.69		21	1.03		0	0.00		96	4.72		602	29.58		44	2.16		73	3.59		6	0.29		725	35.63		14	0.69		13	0.64		0	0.00		27	1.33		0	0.00		2	0.10		0	0.00		2	0.10		1	0.05		0	0.00		0	0.00		6	0.29		7	0.34		2035	95.90		87	4.10		2122	3.25																																																																																						
	Wynyard East		4	0.76		0	0.00		0	0.00		0	0.00		4	0.76		0	0.00		0	0.00		0	0.00		0	0.00		17	3.25		6	1.15		1	0.19		24	4.59		0	0.00		1	0.19		0	0.00		1	0.19		38	7.27		21	4.02		59	11.28		114	21.80		4	0.76		2	0.38		0	0.00		36	6.88		156	29.83		0	0.00		0	0.00		0	0.00		0	0.00		20	3.82		5	0.96		1	0.19		26	4.97		209	39.96		9	1.72		25	4.78		1	0.19		244	46.65		5	0.96		1	0.19		1	0.19		7	1.34		0	0.00		0	0.00		0	0.00		0	0.00		1	0.19		0	0.00		1	0.19		0	0.00		2	0.38		523	96.67		18	3.33		541	0.83																																																																																						
	Wynyard West		7	0.69		0	0.00		1	0.10		0	0.00		8	0.79		1	0.10		0	0.00		0	0.00		1	0.10		39	3.87		4	0.40		2	0.20		45	4.46		0	0.00		1	0.10		0	0.00		1	0.10		62	6.15		33	3.27		95	9.42		319	31.65		17	1.69		9	0.89		3	0.30		60	5.95		408	40.48		0	0.00		1	0.10		0	0.00		1	0.10		28	2.78		3	0.30		0	0.00		31	3.08		351	34.82		21	2.08		36	3.57		1	0.10		409	40.58		6	0.60		1	0.10		0	0.00		7	0.69		1	0.10		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		0	0.00		1	0.10		1	0.10		1008	96.37		38	3.63		1046	1.60																																																																																						
	Yolla		2	0.50		2	0.50		0	0.00		0	0.00		4	0.99		0	0.00		0	0.00		0	0.00		0	0.00		18	4.46		2	0.50		2	0.50		22	5.45		0	0.00		0	0.00		0	0.00		0	0.00		32	7.92		30	7.43		62	15.35		106	26.24		6	1.49		6	1.49		1	0.25		39	9.65		158	39.11		0	0.00		1	0.25		0	0.00		1	0.25		14	3.47		8	1.98		0	0.00		22	5.45		118	29.21		6	1.49		3	0.74		0	0.00		127	31.44		5	1.24		0	0.00		0	0.00		5	1.24		2	0.50		0	0.00		0	0.00		2	0.50		0	0.00		0	0.00		0	0.00		1	0.25		1	0.25		404	95.73		18	4.27		422	0.65																																																																																						
	Special Hospitals		14	2.50		0	0.00		0	0.00		0	0.00		14	2.50		4	0.71		0	0.00		0	0.00		4	0.71		20	3.57		0	0.00		0	0.00		20	3.57		1	0.18		0	0.00		0	0.00		1	0.18		18	3.21		0	0.00		18	3.21		283	50.45		1	0.18		3	0.53		1	0.18		1	0.18		289	51.52		2	0.36		0	0.00		0	0.00		2	0.36		9	1.60		1	0.18		0	0.00		10	1.78		179	31.91		3	0.53		4	0.71		0	0.00		186	33.16		12	2.14		0	0.00		0	0.00		12	2.14		3	0.53		0	0.00		0	0.00		3	0.53		0	0.00		0	0.00		0	0.00		2	0.36		2	0.36		561	96.56		20	3.44		581	0.89																																																																																						
	Total Ordinary		488	0.88		149	0.27		33	0.06		26	0.05		696	1.25		68	0.12		8	0.01		5	0.01		81	0.15		1979	3.56		425	0.76		199	0.36		2603	4.68		44	0.08		17	0.03		11	0.02		72	0.13		2817	5.06		1989	3.57		4806	8.64		18766	33.72		885	1.59		881	1.58		312	0.56		3258	5.85		24102	43.31		33	0.06		5	0.01		7	0.01		45	0.08		1463	2.63		354	0.64		31	0.06		1848	3.32		17599	31.62		986	1.77		2127	3.82		105	0.19		20817	37.41		299	0.54		111	0.20		3	0.01		413	0.74		44	0.08		11	0.02		1	0.00		56	0.10		11	0.02		11	0.02		16	0.03		74	0.13		112	0.20		55651	96.17		2216	3.83		57867	88.51																																																																																						
	ABSENT		14	0.65		4	0.18		3	0.14		1	0.05		22	1.02		2	0.09		0	0.00		0	0.00		2	0.09		67	3.09		9	0.42		2	0.09		78	3.60		1	0.05		0	0.00		1	0.05		2	0.09		177	8.18		103	4.76		280	12.93		719	33.21		37	1.71		39	1.80		14	0.65		101	4.67		910	42.03		1	0.05		1	0.05		0	0.00		2	0.09		96	4.43		32	1.48		0	0.00		128	5.91		603	27.85		34	1.57		71	3.28		4	0.18		712	32.89		12	0.55		8	0.37		0	0.00		20	0.92		3	0.14		0	0.00		0	0.00		3	0.14		2	0.09		0	0.00		0	0.00		4	0.18		6	0.28		2165	98.68		29	1.32		2194	3.36																																																																																						
	POSTAL		16	0.77		2	0.10		0	0.00		2	0.10		20	0.96		0	0.00		0	0.00		0	0.00		0	0.00		82	3.96		13	0.63		7	0.34		102	4.92		3	0.14		1	0.05		0	0.00		4	0.19		123	5.93		57	2.75		180	8.68		843	40.67		46	2.22		63	3.04		7	0.34		32	1.54		991	47.81		1	0.05		0	0.00		0	0.00		1	0.05		50	2.41		16	0.77		1	0.05		67	3.23		587	28.32		32	1.54		49	2.36		5	0.24		673	32.47		18	0.87		4	0.19		1	0.05		23	1.11		5	0.24		2	0.10		0	0.00		7	0.34		0	0.00		2	0.10		1	0.05		2	0.10		5	0.24		2073	98.71		27	1.29		2100	3.21																																																																																						
	PRE_POLL		43	1.69		5	0.20		1	0.04		1	0.04		50	1.96		4	0.16		1	0.04		0	0.00		5	0.20		99	3.89		16	0.63		5	0.20		120	4.71		1	0.04		1	0.04		1	0.04		3	0.12		128	5.03		61	2.40		189	7.42		972	38.18		38	1.49		49	1.92		21	0.82		82	3.22		1162	45.64		2	0.08		0	0.00		2	0.08		4	0.16		106	4.16		18	0.71		7	0.27		131	5.15		758	29.77		34	1.34		58	2.28		4	0.16		854	33.54		17	0.67		2	0.08		0	0.00		19	0.75		5	0.20		0	0.00		0	0.00		5	0.20		2	0.08		0	0.00		0	0.00		2	0.08		4	0.16		2546	98.23		46	1.77		2592	3.96																																																																																						
	PROVISIONAL		12	2.00		6	1.00		1	0.17		0	0.00		19	3.16		5	0.83		2	0.33		0	0.00		7	1.16		20	3.33		1	0.17		0	0.00		21	3.49		0	0.00		0	0.00		1	0.17		1	0.17		43	7.15		6	1.00		49	8.15		159	26.46		9	1.50		3	0.50		2	0.33		7	1.16		180	29.95		3	0.50		0	0.00		0	0.00		3	0.50		16	2.66		4	0.67		1	0.17		21	3.49		270	44.93		15	2.50		8	1.33		0	0.00		293	48.75		3	0.50		2	0.33		0	0.00		5	0.83		0	0.00		1	0.17		0	0.00		1	0.17		0	0.00		0	0.00		1	0.17		0	0.00		1	0.17		601	96.31		23	3.69		624	0.95																																																																																						
	Division Summary		573	0.91		166	0.26		38	0.06		30	0.05		807	1.28		79	0.13		11	0.02		5	0.01		95	0.15		2247	3.56		464	0.74		213	0.34		2924	4.64		49	0.08		19	0.03		14	0.02		82	0.13		3288	5.22		2216	3.52		5504	8.73		21459	34.04		1015	1.61		1035	1.64		356	0.56		3480	5.52		27345	43.38		40	0.06		6	0.01		9	0.01		55	0.09		1731	2.75		424	0.67		40	0.06		2195	3.48		19817	31.44		1101	1.75		2313	3.67		118	0.19		23349	37.04		349	0.55		127	0.20		4	0.01		480	0.76		57	0.09		14	0.02		1	0.00		72	0.11		15	0.02		13	0.02		18	0.03		82	0.13		128	0.20		63036	96.42		2341	3.58		65377	96.50																																																																																						
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																																																																																																												
																																																																																																																																																																						
																																																																																																																																																																						
																																																																																																																																																																						
																																																																																																																																																																						
																																																																																																																																																																						
