Senate - 2001 Election: Tasmania																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												

Lyons (62942)																																																																																																																																																																																																																																																												
			 A Tasmania First Party															 B Hope Party Australia												 C Pauline Hanson's One Nation												 D 												 E Australian Greens									 F Liberal Party of Australia - Tasmanian Division																		 G 												 H Australian Democrats												 I Australian Labor Party (Tasmanian Branch)															 J liberals for forests												 K Republican Party of Australia												Ungrouped																																																																																																												
	    		TICKET VOTES			CRACK			JACKSON			PRESSER			Group Total			TICKET VOTES			BRISTOW			PETHERBRIDGE-DE TISSERA			Group Total			TICKET VOTES			BOAG			STOKES			Group Total			TICKET VOTES			BONNER			HOWARD			Group Total			TICKET VOTES			# BROWN			Group Total			TICKET VOTES			# CALVERT			# WATSON			# COLBECK			PARRY			Group Total			TICKET VOTES			BAINBRIDGE			CLEARY			Group Total			TICKET VOTES			BUTLER			TOOHEY			Group Total			TICKET VOTES			# MACKAY			# SHERRY			BILYK			Group Total			TICKET VOTES			PULLINGER			THOMAS			Group Total			TICKET VOTES			CONSANDINE			LAWATSCH			Group Total			LARNER			MARMARINOS			LANE			LOCKETT			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																							
	    					Merilyn			David			John									James Tate			Shamara									Bronwyn			Peter									Stephen			Geoff									Bob									Paul			John			Richard			Stephen									Alex			Sarah									Debbie			Brendan									Sue			Nick			Catryna									Peter			Michael									Peter			Bert						Rob			John Victor			Helen			Eric																																																																																																			
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																						
	Ellendale		2	1.25		0	0.00		0	0.00		0	0.00		2	1.25		0	0.00		0	0.00		0	0.00		0	0.00		7	4.38		0	0.00		1	0.63		8	5.00		0	0.00		0	0.00		0	0.00		0	0.00		7	4.38		9	5.63		16	10.00		49	30.63		7	4.38		2	1.25		0	0.00		1	0.63		59	36.88		0	0.00		0	0.00		0	0.00		0	0.00		2	1.25		2	1.25		0	0.00		4	2.50		63	39.38		6	3.75		1	0.63		0	0.00		70	43.75		1	0.63		0	0.00		0	0.00		1	0.63		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		160	95.24		8	4.76		168	0.28																																																																																				
	Epping		4	2.33		0	0.00		1	0.58		0	0.00		5	2.91		0	0.00		0	0.00		0	0.00		0	0.00		13	7.56		1	0.58		0	0.00		14	8.14		0	0.00		0	0.00		0	0.00		0	0.00		7	4.07		0	0.00		7	4.07		71	41.28		6	3.49		2	1.16		0	0.00		0	0.00		79	45.93		0	0.00		0	0.00		0	0.00		0	0.00		6	3.49		3	1.74		0	0.00		9	5.23		53	30.81		2	1.16		2	1.16		1	0.58		58	33.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		172	98.29		3	1.71		175	0.29																																																																																				
	Evandale		15	1.45		4	0.39		3	0.29		1	0.10		23	2.22		1	0.10		0	0.00		0	0.00		1	0.10		26	2.51		7	0.68		2	0.19		35	3.38		0	0.00		0	0.00		0	0.00		0	0.00		103	9.94		59	5.69		162	15.64		356	34.36		17	1.64		31	2.99		3	0.29		3	0.29		410	39.58		0	0.00		0	0.00		0	0.00		0	0.00		49	4.73		9	0.87		1	0.10		59	5.69		301	29.05		20	1.93		11	1.06		1	0.10		333	32.14		10	0.97		1	0.10		1	0.10		12	1.16		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.10		1	0.10		1036	96.73		35	3.27		1071	1.77																																																																																				
	Exeter		6	0.54		3	0.27		2	0.18		0	0.00		11	0.99		1	0.09		0	0.00		0	0.00		1	0.09		27	2.44		6	0.54		2	0.18		35	3.16		0	0.00		1	0.09		0	0.00		1	0.09		103	9.30		67	6.05		170	15.36		396	35.77		39	3.52		53	4.79		0	0.00		3	0.27		491	44.35		0	0.00		0	0.00		1	0.09		1	0.09		54	4.88		17	1.54		2	0.18		73	6.59		275	24.84		21	1.90		15	1.36		1	0.09		312	28.18		7	0.63		0	0.00		0	0.00		7	0.63		0	0.00		0	0.00		0	0.00		0	0.00		3	0.27		0	0.00		1	0.09		1	0.09		5	0.45		1107	96.85		36	3.15		1143	1.88																																																																																				
	Fingal		3	1.08		2	0.72		0	0.00		0	0.00		5	1.81		0	0.00		0	0.00		0	0.00		0	0.00		7	2.53		3	1.08		0	0.00		10	3.61		0	0.00		0	0.00		0	0.00		0	0.00		9	3.25		8	2.89		17	6.14		51	18.41		8	2.89		4	1.44		0	0.00		0	0.00		63	22.74		0	0.00		0	0.00		0	0.00		0	0.00		6	2.17		0	0.00		0	0.00		6	2.17		154	55.60		9	3.25		10	3.61		0	0.00		173	62.45		2	0.72		0	0.00		0	0.00		2	0.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.36		1	0.36		277	96.18		11	3.82		288	0.47																																																																																				
	Forcett		5	1.47		2	0.59		0	0.00		1	0.29		8	2.36		0	0.00		0	0.00		0	0.00		0	0.00		18	5.31		3	0.88		1	0.29		22	6.49		0	0.00		0	0.00		0	0.00		0	0.00		22	6.49		23	6.78		45	13.27		125	36.87		13	3.83		0	0.00		0	0.00		2	0.59		140	41.30		0	0.00		1	0.29		0	0.00		1	0.29		9	2.65		3	0.88		1	0.29		13	3.83		98	28.91		3	0.88		4	1.18		0	0.00		105	30.97		4	1.18		0	0.00		0	0.00		4	1.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.29		1	0.29		339	96.86		11	3.14		350	0.58																																																																																				
	Frankford		0	0.00		1	0.77		1	0.77		0	0.00		2	1.54		0	0.00		0	0.00		0	0.00		0	0.00		6	4.62		0	0.00		0	0.00		6	4.62		0	0.00		0	0.00		0	0.00		0	0.00		10	7.69		8	6.15		18	13.85		42	32.31		4	3.08		6	4.62		0	0.00		0	0.00		52	40.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.54		0	0.00		0	0.00		2	1.54		45	34.62		3	2.31		2	1.54		0	0.00		50	38.46		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		130	93.53		9	6.47		139	0.23																																																																																				
	Glengarry		4	1.39		1	0.35		0	0.00		0	0.00		5	1.74		0	0.00		0	0.00		0	0.00		0	0.00		7	2.44		1	0.35		0	0.00		8	2.79		0	0.00		0	0.00		1	0.35		1	0.35		16	5.57		23	8.01		39	13.59		102	35.54		1	0.35		17	5.92		0	0.00		1	0.35		121	42.16		0	0.00		1	0.35		0	0.00		1	0.35		11	3.83		4	1.39		0	0.00		15	5.23		85	29.62		5	1.74		3	1.05		0	0.00		93	32.40		3	1.05		1	0.35		0	0.00		4	1.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		287	96.96		9	3.04		296	0.49																																																																																				
	Glenora		6	2.75		3	1.38		1	0.46		0	0.00		10	4.59		1	0.46		0	0.00		0	0.00		1	0.46		4	1.83		1	0.46		0	0.00		5	2.29		0	0.00		0	0.00		0	0.00		0	0.00		9	4.13		10	4.59		19	8.72		51	23.39		10	4.59		2	0.92		0	0.00		0	0.00		63	28.90		0	0.00		0	0.00		0	0.00		0	0.00		1	0.46		1	0.46		0	0.00		2	0.92		106	48.62		3	1.38		6	2.75		0	0.00		115	52.75		3	1.38		0	0.00		0	0.00		3	1.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		218	94.78		12	5.22		230	0.38																																																																																				
	Granton		2	0.67		0	0.00		1	0.33		0	0.00		3	1.00		1	0.33		0	0.00		0	0.00		1	0.33		12	4.01		4	1.34		0	0.00		16	5.35		0	0.00		0	0.00		0	0.00		0	0.00		12	4.01		14	4.68		26	8.70		98	32.78		16	5.35		6	2.01		2	0.67		8	2.68		130	43.48		0	0.00		0	0.00		0	0.00		0	0.00		8	2.68		1	0.33		0	0.00		9	3.01		89	29.77		14	4.68		7	2.34		1	0.33		111	37.12		3	1.00		0	0.00		0	0.00		3	1.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		299	98.03		6	1.97		305	0.50																																																																																				
	Gravelly Beach		4	0.65		1	0.16		0	0.00		1	0.16		6	0.98		0	0.00		0	0.00		0	0.00		0	0.00		14	2.28		0	0.00		0	0.00		14	2.28		0	0.00		0	0.00		0	0.00		0	0.00		69	11.24		42	6.84		111	18.08		192	31.27		11	1.79		36	5.86		3	0.49		1	0.16		243	39.58		0	0.00		0	0.00		0	0.00		0	0.00		21	3.42		5	0.81		0	0.00		26	4.23		161	26.22		30	4.89		6	0.98		3	0.49		200	32.57		5	0.81		3	0.49		0	0.00		8	1.30		0	0.00		0	0.00		0	0.00		0	0.00		6	0.98		0	0.00		0	0.00		0	0.00		6	0.98		614	97.31		17	2.69		631	1.04																																																																																				
	Gretna		2	1.12		0	0.00		2	1.12		0	0.00		4	2.25		0	0.00		0	0.00		0	0.00		0	0.00		5	2.81		2	1.12		0	0.00		7	3.93		0	0.00		0	0.00		0	0.00		0	0.00		8	4.49		4	2.25		12	6.74		71	39.89		4	2.25		1	0.56		0	0.00		0	0.00		76	42.70		0	0.00		0	0.00		0	0.00		0	0.00		7	3.93		1	0.56		0	0.00		8	4.49		66	37.08		4	2.25		1	0.56		0	0.00		71	39.89		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		178	94.68		10	5.32		188	0.31																																																																																				
	Hadspen		8	0.76		4	0.38		0	0.00		1	0.09		13	1.23		0	0.00		1	0.09		0	0.00		1	0.09		34	3.21		7	0.66		2	0.19		43	4.06		0	0.00		1	0.09		0	0.00		1	0.09		60	5.67		24	2.27		84	7.93		395	37.30		23	2.17		32	3.02		5	0.47		4	0.38		459	43.34		0	0.00		1	0.09		0	0.00		1	0.09		46	4.34		13	1.23		1	0.09		60	5.67		340	32.11		29	2.74		18	1.70		2	0.19		389	36.73		5	0.47		0	0.00		1	0.09		6	0.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		0	0.00		1	0.09		2	0.19		1059	97.33		29	2.67		1088	1.79																																																																																				
	Hagley		5	1.63		0	0.00		0	0.00		0	0.00		5	1.63		0	0.00		0	0.00		0	0.00		0	0.00		8	2.61		5	1.63		0	0.00		13	4.23		0	0.00		0	0.00		0	0.00		0	0.00		19	6.19		25	8.14		44	14.33		143	46.58		14	4.56		15	4.89		1	0.33		2	0.65		175	57.00		0	0.00		0	0.00		0	0.00		0	0.00		7	2.28		6	1.95		0	0.00		13	4.23		42	13.68		7	2.28		1	0.33		2	0.65		52	16.94		4	1.30		0	0.00		0	0.00		4	1.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.33		1	0.33		307	95.64		14	4.36		321	0.53																																																																																				
	Hamilton		4	2.55		1	0.64		1	0.64		0	0.00		6	3.82		1	0.64		0	0.00		0	0.00		1	0.64		5	3.18		0	0.00		0	0.00		5	3.18		0	0.00		0	0.00		0	0.00		0	0.00		2	1.27		3	1.91		5	3.18		53	33.76		3	1.91		0	0.00		1	0.64		0	0.00		57	36.31		0	0.00		0	0.00		0	0.00		0	0.00		2	1.27		1	0.64		0	0.00		3	1.91		58	36.94		9	5.73		5	3.18		2	1.27		74	47.13		5	3.18		0	0.00		0	0.00		5	3.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.64		0	0.00		1	0.64		157	93.45		11	6.55		168	0.28																																																																																				
	Kelso		0	0.00		1	0.68		0	0.00		0	0.00		1	0.68		0	0.00		0	0.00		0	0.00		0	0.00		3	2.04		2	1.36		0	0.00		5	3.40		0	0.00		0	0.00		0	0.00		0	0.00		11	7.48		5	3.40		16	10.88		58	39.46		6	4.08		3	2.04		0	0.00		0	0.00		67	45.58		0	0.00		0	0.00		0	0.00		0	0.00		3	2.04		1	0.68		0	0.00		4	2.72		46	31.29		5	3.40		1	0.68		1	0.68		53	36.05		1	0.68		0	0.00		0	0.00		1	0.68		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		147	97.35		4	2.65		151	0.25																																																																																				
	Kempton		7	2.57		1	0.37		1	0.37		0	0.00		9	3.31		1	0.37		0	0.00		0	0.00		1	0.37		16	5.88		1	0.37		3	1.10		20	7.35		0	0.00		0	0.00		0	0.00		0	0.00		19	6.99		6	2.21		25	9.19		61	22.43		11	4.04		0	0.00		0	0.00		1	0.37		73	26.84		0	0.00		0	0.00		0	0.00		0	0.00		7	2.57		0	0.00		0	0.00		7	2.57		122	44.85		5	1.84		7	2.57		0	0.00		134	49.26		1	0.37		0	0.00		0	0.00		1	0.37		1	0.37		0	0.00		0	0.00		1	0.37		0	0.00		0	0.00		0	0.00		1	0.37		1	0.37		272	94.44		16	5.56		288	0.47																																																																																				
	Lachlan		1	0.35		2	0.71		0	0.00		0	0.00		3	1.06		0	0.00		0	0.00		0	0.00		0	0.00		8	2.83		1	0.35		0	0.00		9	3.18		0	0.00		0	0.00		0	0.00		0	0.00		31	10.95		23	8.13		54	19.08		67	23.67		12	4.24		0	0.00		0	0.00		0	0.00		79	27.92		0	0.00		0	0.00		0	0.00		0	0.00		13	4.59		4	1.41		0	0.00		17	6.01		105	37.10		5	1.77		7	2.47		0	0.00		117	41.34		2	0.71		1	0.35		0	0.00		3	1.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.35		1	0.35		283	94.65		16	5.35		299	0.49																																																																																				
	Legana (Lyons)		7	0.93		2	0.27		2	0.27		1	0.13		12	1.60		0	0.00		0	0.00		0	0.00		0	0.00		22	2.93		3	0.40		0	0.00		25	3.32		0	0.00		0	0.00		0	0.00		0	0.00		61	8.11		52	6.91		113	15.03		346	46.01		18	2.39		32	4.26		2	0.27		2	0.27		400	53.19		28	3.72		0	0.00		0	0.00		28	3.72		134	17.82		12	1.60		2	0.27		148	19.68		4	0.53		11	1.46		9	1.20		0	0.00		24	3.19		0	0.00		1	0.13		0	0.00		1	0.13		0	0.00		0	0.00		0	0.00		0	0.00		1	0.13		0	0.00		0	0.00		0	0.00		1	0.13		752	97.54		19	2.46		771	1.27																																																																																				
	Levendale		5	4.46		0	0.00		0	0.00		0	0.00		5	4.46		1	0.89		1	0.89		0	0.00		2	1.79		3	2.68		0	0.00		0	0.00		3	2.68		0	0.00		0	0.00		0	0.00		0	0.00		2	1.79		6	5.36		8	7.14		40	35.71		8	7.14		0	0.00		0	0.00		0	0.00		48	42.86		1	0.89		0	0.00		0	0.00		1	0.89		2	1.79		0	0.00		0	0.00		2	1.79		39	34.82		3	2.68		1	0.89		0	0.00		43	38.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		112	98.25		2	1.75		114	0.19																																																																																				
	Longford		20	0.99		6	0.30		3	0.15		3	0.15		32	1.59		1	0.05		1	0.05		0	0.00		2	0.10		102	5.06		19	0.94		1	0.05		122	6.06		0	0.00		1	0.05		1	0.05		2	0.10		115	5.71		69	3.43		184	9.14		705	35.00		43	2.14		61	3.03		5	0.25		6	0.30		820	40.71		1	0.05		1	0.05		0	0.00		2	0.10		60	2.98		12	0.60		0	0.00		72	3.57		676	33.57		47	2.33		26	1.29		10	0.50		759	37.69		10	0.50		1	0.05		0	0.00		11	0.55		1	0.05		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		7	0.35		7	0.35		2014	95.77		89	4.23		2103	3.47																																																																																				
	Lower Barrington		6	1.55		2	0.52		0	0.00		0	0.00		8	2.07		1	0.26		0	0.00		0	0.00		1	0.26		12	3.10		2	0.52		0	0.00		14	3.62		0	0.00		0	0.00		0	0.00		0	0.00		28	7.24		19	4.91		47	12.14		179	46.25		5	1.29		7	1.81		4	1.03		6	1.55		201	51.94		0	0.00		0	0.00		1	0.26		1	0.26		11	2.84		2	0.52		0	0.00		13	3.36		82	21.19		9	2.33		7	1.81		0	0.00		98	25.32		4	1.03		0	0.00		0	0.00		4	1.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		387	96.03		16	3.97		403	0.66																																																																																				
	Magra		6	1.37		1	0.23		1	0.23		0	0.00		8	1.83		2	0.46		0	0.00		0	0.00		2	0.46		25	5.71		4	0.91		2	0.46		31	7.08		0	0.00		0	0.00		0	0.00		0	0.00		13	2.97		3	0.68		16	3.65		122	27.85		14	3.20		3	0.68		4	0.91		0	0.00		143	32.65		0	0.00		0	0.00		0	0.00		0	0.00		11	2.51		0	0.00		0	0.00		11	2.51		201	45.89		9	2.05		11	2.51		0	0.00		221	50.46		5	1.14		0	0.00		0	0.00		5	1.14		1	0.23		0	0.00		0	0.00		1	0.23		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		438	93.79		29	6.21		467	0.77																																																																																				
	Mathinna		6	5.66		0	0.00		1	0.94		0	0.00		7	6.60		0	0.00		0	0.00		0	0.00		0	0.00		5	4.72		3	2.83		0	0.00		8	7.55		0	0.00		0	0.00		0	0.00		0	0.00		11	10.38		5	4.72		16	15.09		7	6.60		2	1.89		2	1.89		0	0.00		0	0.00		11	10.38		0	0.00		0	0.00		0	0.00		0	0.00		1	0.94		0	0.00		0	0.00		1	0.94		56	52.83		5	4.72		0	0.00		0	0.00		61	57.55		0	0.00		1	0.94		0	0.00		1	0.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.94		1	0.94		106	99.07		1	0.93		107	0.18																																																																																				
	Maydena		1	0.60		0	0.00		0	0.00		0	0.00		1	0.60		0	0.00		0	0.00		0	0.00		0	0.00		10	5.95		2	1.19		0	0.00		12	7.14		0	0.00		0	0.00		0	0.00		0	0.00		20	11.90		4	2.38		24	14.29		41	24.40		6	3.57		0	0.00		1	0.60		0	0.00		48	28.57		0	0.00		0	0.00		0	0.00		0	0.00		3	1.79		2	1.19		0	0.00		5	2.98		65	38.69		4	2.38		3	1.79		3	1.79		75	44.64		3	1.79		0	0.00		0	0.00		3	1.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		168	95.45		8	4.55		176	0.29																																																																																				
	Meander		0	0.00		5	2.38		1	0.48		1	0.48		7	3.33		0	0.00		0	0.00		0	0.00		0	0.00		9	4.29		4	1.90		2	0.95		15	7.14		0	0.00		0	0.00		0	0.00		0	0.00		37	17.62		19	9.05		56	26.67		56	26.67		16	7.62		13	6.19		1	0.48		0	0.00		86	40.95		0	0.00		0	0.00		0	0.00		0	0.00		3	1.43		2	0.95		0	0.00		5	2.38		33	15.71		7	3.33		1	0.48		0	0.00		41	19.52		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		210	97.22		6	2.78		216	0.36																																																																																				
	Midway Point		7	0.50		1	0.07		2	0.14		1	0.07		11	0.79		1	0.07		0	0.00		0	0.00		1	0.07		32	2.30		13	0.93		2	0.14		47	3.38		0	0.00		0	0.00		1	0.07		1	0.07		78	5.61		42	3.02		120	8.63		476	34.22		51	3.67		4	0.29		3	0.22		4	0.29		538	38.68		1	0.07		0	0.00		0	0.00		1	0.07		41	2.95		16	1.15		2	0.14		59	4.24		541	38.89		38	2.73		22	1.58		5	0.36		606	43.57		4	0.29		1	0.07		1	0.07		6	0.43		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.07		1	0.07		1391	94.69		78	5.31		1469	2.42																																																																																				
	Miena		1	0.93		0	0.00		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		0	0.00		0	0.00		3	2.80		3	2.80		0	0.00		6	5.61		0	0.00		0	0.00		0	0.00		0	0.00		5	4.67		0	0.00		5	4.67		38	35.51		5	4.67		1	0.93		0	0.00		1	0.93		45	42.06		0	0.00		0	0.00		0	0.00		0	0.00		3	2.80		0	0.00		0	0.00		3	2.80		38	35.51		2	1.87		5	4.67		1	0.93		46	42.99		1	0.93		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		107	98.17		2	1.83		109	0.18																																																																																				
	Mole Creek		7	1.93		3	0.83		3	0.83		0	0.00		13	3.58		2	0.55		0	0.00		0	0.00		2	0.55		19	5.23		5	1.38		4	1.10		28	7.71		0	0.00		0	0.00		0	0.00		0	0.00		23	6.34		18	4.96		41	11.29		135	37.19		9	2.48		20	5.51		5	1.38		0	0.00		169	46.56		0	0.00		0	0.00		1	0.28		1	0.28		11	3.03		0	0.00		2	0.55		13	3.58		68	18.73		13	3.58		10	2.75		0	0.00		91	25.07		4	1.10		0	0.00		0	0.00		4	1.10		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.28		0	0.00		1	0.28		363	95.53		17	4.47		380	0.63																																																																																				
	Molesworth		4	1.53		1	0.38		0	0.00		1	0.38		6	2.29		0	0.00		0	0.00		0	0.00		0	0.00		4	1.53		3	1.15		2	0.76		9	3.44		0	0.00		0	0.00		0	0.00		0	0.00		29	11.07		34	12.98		63	24.05		50	19.08		10	3.82		1	0.38		3	1.15		1	0.38		65	24.81		0	0.00		0	0.00		0	0.00		0	0.00		7	2.67		1	0.38		0	0.00		8	3.05		84	32.06		11	4.20		8	3.05		1	0.38		104	39.69		3	1.15		1	0.38		0	0.00		4	1.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.38		2	0.76		3	1.15		262	97.40		7	2.60		269	0.44																																																																																				
	New Norfolk		27	1.18		8	0.35		0	0.00		7	0.31		42	1.83		6	0.26		0	0.00		0	0.00		6	0.26		79	3.44		10	0.44		7	0.31		96	4.18		2	0.09		0	0.00		0	0.00		2	0.09		77	3.36		60	2.61		137	5.97		611	26.62		68	2.96		10	0.44		2	0.09		2	0.09		693	30.20		2	0.09		0	0.00		1	0.04		3	0.13		62	2.70		15	0.65		1	0.04		78	3.40		1113	48.50		46	2.00		46	2.00		13	0.57		1218	53.07		14	0.61		2	0.09		0	0.00		16	0.70		1	0.04		0	0.00		0	0.00		1	0.04		1	0.04		1	0.04		0	0.00		1	0.04		3	0.13		2295	94.64		130	5.36		2425	4.00																																																																																				
	New Norfolk North		8	0.88		3	0.33		0	0.00		1	0.11		12	1.32		0	0.00		0	0.00		0	0.00		0	0.00		45	4.94		6	0.66		1	0.11		52	5.71		0	0.00		1	0.11		0	0.00		1	0.11		22	2.41		16	1.76		38	4.17		161	17.67		20	2.20		3	0.33		1	0.11		3	0.33		188	20.64		0	0.00		0	0.00		0	0.00		0	0.00		19	2.09		5	0.55		0	0.00		24	2.63		538	59.06		25	2.74		24	2.63		2	0.22		589	64.65		4	0.44		2	0.22		0	0.00		6	0.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.11		0	0.00		0	0.00		1	0.11		911	92.02		79	7.98		990	1.63																																																																																				
	Nubeena		3	0.54		0	0.00		1	0.18		0	0.00		4	0.72		0	0.00		0	0.00		0	0.00		0	0.00		21	3.76		1	0.18		0	0.00		22	3.94		0	0.00		0	0.00		0	0.00		0	0.00		63	11.27		25	4.47		88	15.74		173	30.95		12	2.15		2	0.36		0	0.00		1	0.18		188	33.63		0	0.00		0	0.00		0	0.00		0	0.00		16	2.86		3	0.54		0	0.00		19	3.40		214	38.28		9	1.61		7	1.25		2	0.36		232	41.50		3	0.54		1	0.18		0	0.00		4	0.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.18		1	0.18		2	0.36		559	97.90		12	2.10		571	0.94																																																																																				
	Oatlands		11	1.86		3	0.51		1	0.17		0	0.00		15	2.53		1	0.17		0	0.00		0	0.00		1	0.17		16	2.70		7	1.18		0	0.00		23	3.89		0	0.00		0	0.00		1	0.17		1	0.17		33	5.57		17	2.87		50	8.45		198	33.45		31	5.24		5	0.84		1	0.17		1	0.17		236	39.86		1	0.17		0	0.00		0	0.00		1	0.17		11	1.86		3	0.51		0	0.00		14	2.36		216	36.49		18	3.04		7	1.18		1	0.17		242	40.88		5	0.84		0	0.00		1	0.17		6	1.01		1	0.17		1	0.17		0	0.00		2	0.34		0	0.00		0	0.00		0	0.00		1	0.17		1	0.17		592	96.10		24	3.90		616	1.02																																																																																				
	Orford		3	0.67		0	0.00		0	0.00		0	0.00		3	0.67		0	0.00		0	0.00		0	0.00		0	0.00		10	2.22		3	0.67		1	0.22		14	3.11		0	0.00		0	0.00		0	0.00		0	0.00		25	5.56		27	6.00		52	11.56		206	45.78		27	6.00		4	0.89		0	0.00		1	0.22		238	52.89		0	0.00		0	0.00		0	0.00		0	0.00		13	2.89		2	0.44		0	0.00		15	3.33		109	24.22		12	2.67		4	0.89		1	0.22		126	28.00		1	0.22		0	0.00		0	0.00		1	0.22		1	0.22		0	0.00		0	0.00		1	0.22		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		450	95.95		19	4.05		469	0.77																																																																																				
	Ouse		5	2.20		3	1.32		1	0.44		0	0.00		9	3.96		0	0.00		0	0.00		0	0.00		0	0.00		8	3.52		2	0.88		0	0.00		10	4.41		0	0.00		0	0.00		0	0.00		0	0.00		2	0.88		5	2.20		7	3.08		71	31.28		17	7.49		2	0.88		0	0.00		1	0.44		91	40.09		0	0.00		0	0.00		0	0.00		0	0.00		4	1.76		3	1.32		0	0.00		7	3.08		91	40.09		5	2.20		4	1.76		1	0.44		101	44.49		2	0.88		0	0.00		0	0.00		2	0.88		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		227	94.58		13	5.42		240	0.40																																																																																				
	Parattah		4	2.80		0	0.00		0	0.00		0	0.00		4	2.80		0	0.00		0	0.00		0	0.00		0	0.00		1	0.70		0	0.00		0	0.00		1	0.70		0	0.00		0	0.00		0	0.00		0	0.00		5	3.50		4	2.80		9	6.29		46	32.17		5	3.50		5	3.50		1	0.70		0	0.00		57	39.86		0	0.00		0	0.00		0	0.00		0	0.00		4	2.80		1	0.70		1	0.70		6	4.20		60	41.96		3	2.10		2	1.40		0	0.00		65	45.45		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.70		0	0.00		0	0.00		0	0.00		1	0.70		143	94.70		8	5.30		151	0.25																																																																																				
