State;Division;Polling Place;Count;Ballot Position;Candidate Status;Vote Distributed;Vote;Vote Pc;Elected Swing;Exhausted Transfer;Exhausted
NSW;Cowper;Ulong;1;1;R;0;6;6.06;;;
NSW;Cowper;Ulong;1;2;R;0;5;5.05;;;
NSW;Cowper;Ulong;1;3;R;0;0;0.00;;;
NSW;Cowper;Ulong;1;4;R;0;2;2.02;;;
NSW;Cowper;Ulong;1;5;R;0;48;48.48;;;
NSW;Cowper;Ulong;1;6;R;0;34;34.34;;;
NSW;Cowper;Ulong;1;7;R;0;4;4.04;;;
NSW;Cowper;Upper Orara;1;1;R;0;24;8.60;;;
NSW;Cowper;Upper Orara;1;2;R;0;2;0.72;;;
NSW;Cowper;Upper Orara;1;3;R;0;3;1.08;;;
NSW;Cowper;Upper Orara;1;4;R;0;0;0.00;;;
NSW;Cowper;Upper Orara;1;5;R;0;140;50.18;;;
NSW;Cowper;Upper Orara;1;6;R;0;93;33.33;;;
NSW;Cowper;Upper Orara;1;7;R;0;17;6.09;;;
NSW;Cowper;Urunga;1;1;R;0;53;2.91;;;
NSW;Cowper;Urunga;1;2;R;0;32;1.75;;;
NSW;Cowper;Urunga;1;3;R;0;23;1.26;;;
NSW;Cowper;Urunga;1;4;R;0;7;0.38;;;
NSW;Cowper;Urunga;1;5;R;0;795;43.59;;;
NSW;Cowper;Urunga;1;6;R;0;844;46.27;;;
NSW;Cowper;Urunga;1;7;R;0;70;3.84;;;
NSW;Cowper;Utungun;1;1;R;0;3;2.68;;;
NSW;Cowper;Utungun;1;2;R;0;2;1.79;;;
NSW;Cowper;Utungun;1;3;R;0;0;0.00;;;
NSW;Cowper;Utungun;1;4;R;0;0;0.00;;;
NSW;Cowper;Utungun;1;5;R;0;80;71.43;;;
NSW;Cowper;Utungun;1;6;R;0;21;18.75;;;
NSW;Cowper;Utungun;1;7;R;0;6;5.36;;;
NSW;Cowper;Valla Beach;1;1;R;0;35;6.21;;;
NSW;Cowper;Valla Beach;1;2;R;0;17;3.01;;;
NSW;Cowper;Valla Beach;1;3;R;0;3;0.53;;;
NSW;Cowper;Valla Beach;1;4;R;0;1;0.18;;;
NSW;Cowper;Valla Beach;1;5;R;0;231;40.96;;;
NSW;Cowper;Valla Beach;1;6;R;0;256;45.39;;;
NSW;Cowper;Valla Beach;1;7;R;0;21;3.72;;;
NSW;Cowper;Warrell Creek;1;1;R;0;4;1.80;;;
NSW;Cowper;Warrell Creek;1;2;R;0;4;1.80;;;
NSW;Cowper;Warrell Creek;1;3;R;0;0;0.00;;;
NSW;Cowper;Warrell Creek;1;4;R;0;0;0.00;;;
NSW;Cowper;Warrell Creek;1;5;R;0;159;71.62;;;
NSW;Cowper;Warrell Creek;1;6;R;0;52;23.42;;;
NSW;Cowper;Warrell Creek;1;7;R;0;3;1.35;;;
NSW;Cowper;Willawarrin;1;1;R;0;30;6.45;;;
NSW;Cowper;Willawarrin;1;2;R;0;20;4.30;;;
NSW;Cowper;Willawarrin;1;3;R;0;5;1.08;;;
NSW;Cowper;Willawarrin;1;4;R;0;9;1.94;;;
NSW;Cowper;Willawarrin;1;5;R;0;190;40.86;;;
NSW;Cowper;Willawarrin;1;6;R;0;188;40.43;;;
NSW;Cowper;Willawarrin;1;7;R;0;23;4.95;;;
NSW;Cowper;Woolgoolga;1;1;R;0;177;5.29;;;
NSW;Cowper;Woolgoolga;1;2;R;0;55;1.64;;;
NSW;Cowper;Woolgoolga;1;3;R;0;85;2.54;;;
NSW;Cowper;Woolgoolga;1;4;R;0;13;0.39;;;
NSW;Cowper;Woolgoolga;1;5;R;0;1417;42.37;;;
NSW;Cowper;Woolgoolga;1;6;R;0;1470;43.96;;;
NSW;Cowper;Woolgoolga;1;7;R;0;127;3.80;;;
NSW;Cowper;Yarras;1;1;R;0;4;4.26;;;
NSW;Cowper;Yarras;1;2;R;0;0;0.00;;;
NSW;Cowper;Yarras;1;3;R;0;0;0.00;;;
NSW;Cowper;Yarras;1;4;R;0;0;0.00;;;
NSW;Cowper;Yarras;1;5;R;0;68;72.34;;;
NSW;Cowper;Yarras;1;6;R;0;18;19.15;;;
NSW;Cowper;Yarras;1;7;R;0;4;4.26;;;
NSW;Cowper;ABSENT;1;1;R;0;343;8.32;;;
NSW;Cowper;ABSENT;1;2;R;0;69;1.67;;;
NSW;Cowper;ABSENT;1;3;R;0;56;1.36;;;
NSW;Cowper;ABSENT;1;4;R;0;28;0.68;;;
NSW;Cowper;ABSENT;1;5;R;0;1858;45.09;;;
NSW;Cowper;ABSENT;1;6;R;0;1571;38.12;;;
NSW;Cowper;ABSENT;1;7;R;0;196;4.76;;;
NSW;Cowper;POSTAL;1;1;R;0;63;3.79;;;
NSW;Cowper;POSTAL;1;2;R;0;22;1.32;;;
NSW;Cowper;POSTAL;1;3;R;0;15;0.90;;;
NSW;Cowper;POSTAL;1;4;R;0;8;0.48;;;
NSW;Cowper;POSTAL;1;5;R;0;942;56.71;;;
NSW;Cowper;POSTAL;1;6;R;0;535;32.21;;;
NSW;Cowper;POSTAL;1;7;R;0;76;4.58;;;
NSW;Cowper;PRE POLL;1;1;R;0;126;5.05;;;
NSW;Cowper;PRE POLL;1;2;R;0;44;1.76;;;
NSW;Cowper;PRE POLL;1;3;R;0;47;1.88;;;
NSW;Cowper;PRE POLL;1;4;R;0;22;0.88;;;
NSW;Cowper;PRE POLL;1;5;R;0;1245;49.88;;;
NSW;Cowper;PRE POLL;1;6;R;0;909;36.42;;;
NSW;Cowper;PRE POLL;1;7;R;0;103;4.13;;;
NSW;Cowper;PROVISIONAL;1;1;R;0;56;8.08;;;
NSW;Cowper;PROVISIONAL;1;2;R;0;22;3.17;;;
NSW;Cowper;PROVISIONAL;1;3;R;0;10;1.44;;;
NSW;Cowper;PROVISIONAL;1;4;R;0;5;0.72;;;
NSW;Cowper;PROVISIONAL;1;5;R;0;249;35.93;;;
NSW;Cowper;PROVISIONAL;1;6;R;0;331;47.76;;;
NSW;Cowper;PROVISIONAL;1;7;R;0;20;2.89;;;
NSW;Cowper;DIVISION SUMMARY;1;1;R;0;3191;4.68;;;
NSW;Cowper;DIVISION SUMMARY;1;2;R;0;1714;2.51;;;
NSW;Cowper;DIVISION SUMMARY;1;3;R;0;968;1.42;;;
NSW;Cowper;DIVISION SUMMARY;1;4;R;0;439;0.64;;;
NSW;Cowper;DIVISION SUMMARY;1;5;R;0;32771;48.05;;;
NSW;Cowper;DIVISION SUMMARY;1;6;R;0;26671;39.11;;;
NSW;Cowper;DIVISION SUMMARY;1;7;R;0;2448;3.59;;;
NSW;Cowper;DIVISION SUMMARY;2;1;R;32;3223;4.73;;;
NSW;Cowper;DIVISION SUMMARY;2;2;R;112;1826;2.68;;;
NSW;Cowper;DIVISION SUMMARY;2;3;R;72;1040;1.52;;;
NSW;Cowper;DIVISION SUMMARY;2;4;X;;;;;3;3
NSW;Cowper;DIVISION SUMMARY;2;5;R;141;32913;48.26;;;
NSW;Cowper;DIVISION SUMMARY;2;6;R;39;26709;39.16;;;
NSW;Cowper;DIVISION SUMMARY;2;7;R;40;2488;3.65;;;
NSW;Cowper;DIVISION SUMMARY;3;1;R;439;3662;5.37;;;
NSW;Cowper;DIVISION SUMMARY;3;2;R;182;2008;2.94;;;
NSW;Cowper;DIVISION SUMMARY;3;3;X;;;;;1;4
NSW;Cowper;DIVISION SUMMARY;3;5;R;193;33106;48.54;;;
NSW;Cowper;DIVISION SUMMARY;3;6;R;136;26845;39.36;;;
NSW;Cowper;DIVISION SUMMARY;3;7;R;89;2577;3.78;;;
NSW;Cowper;DIVISION SUMMARY;4;1;R;382;4044;5.93;;;
NSW;Cowper;DIVISION SUMMARY;4;2;X;;;;;10;14
NSW;Cowper;DIVISION SUMMARY;4;5;R;1163;34269;50.26;;;
NSW;Cowper;DIVISION SUMMARY;4;6;R;268;27113;39.76;;;
NSW;Cowper;DIVISION SUMMARY;4;7;R;185;2762;4.05;;;
NSW;Cowper;DIVISION SUMMARY;5;1;R;1250;5294;7.76;;;
NSW;Cowper;DIVISION SUMMARY;5;5;R;599;34868;51.14;;;
NSW;Cowper;DIVISION SUMMARY;5;6;R;906;28019;41.10;;;
NSW;Cowper;DIVISION SUMMARY;5;7;X;;;;;7;21
NSW;Cowper;DIVISION SUMMARY;6;1;X;;;;;24;45
NSW;Cowper;DIVISION SUMMARY;6;5;E;1978;36846;54.06;-1.50;;
NSW;Cowper;DIVISION SUMMARY;6;6;R;3292;31311;45.94;;;
NSW;Cunningham;Austinmer;1;1;R;0;36;3.45;;;
NSW;Cunningham;Austinmer;1;2;R;0;314;30.13;;;
NSW;Cunningham;Austinmer;1;3;R;0;557;53.45;;;
NSW;Cunningham;Austinmer;1;4;R;0;8;0.77;;;
NSW;Cunningham;Austinmer;1;5;R;0;75;7.20;;;
NSW;Cunningham;Austinmer;1;6;R;0;31;2.98;;;
NSW;Cunningham;Austinmer;1;7;R;0;14;1.34;;;
NSW;Cunningham;Austinmer;1;8;R;0;7;0.67;;;
NSW;Cunningham;Balgownie;1;1;R;0;129;3.48;;;
NSW;Cunningham;Balgownie;1;2;R;0;1224;32.98;;;
NSW;Cunningham;Balgownie;1;3;R;0;2039;54.94;;;
NSW;Cunningham;Balgownie;1;4;R;0;30;0.81;;;
NSW;Cunningham;Balgownie;1;5;R;0;119;3.21;;;
NSW;Cunningham;Balgownie;1;6;R;0;87;2.34;;;
NSW;Cunningham;Balgownie;1;7;R;0;52;1.40;;;
NSW;Cunningham;Balgownie;1;8;R;0;31;0.84;;;
NSW;Cunningham;Bellambi;1;1;R;0;26;1.95;;;
NSW;Cunningham;Bellambi;1;2;R;0;179;13.44;;;
NSW;Cunningham;Bellambi;1;3;R;0;980;73.57;;;
NSW;Cunningham;Bellambi;1;4;R;0;11;0.83;;;
NSW;Cunningham;Bellambi;1;5;R;0;71;5.33;;;
NSW;Cunningham;Bellambi;1;6;R;0;34;2.55;;;
NSW;Cunningham;Bellambi;1;7;R;0;20;1.50;;;
NSW;Cunningham;Bellambi;1;8;R;0;11;0.83;;;
NSW;Cunningham;Bulli;1;1;R;0;34;4.22;;;
NSW;Cunningham;Bulli;1;2;R;0;153;18.98;;;
NSW;Cunningham;Bulli;1;3;R;0;549;68.11;;;
NSW;Cunningham;Bulli;1;4;R;0;3;0.37;;;
NSW;Cunningham;Bulli;1;5;R;0;39;4.84;;;
NSW;Cunningham;Bulli;1;6;R;0;13;1.61;;;
NSW;Cunningham;Bulli;1;7;R;0;5;0.62;;;
NSW;Cunningham;Bulli;1;8;R;0;10;1.24;;;
NSW;Cunningham;Bulli Central;1;1;R;0;87;3.46;;;
NSW;Cunningham;Bulli Central;1;2;R;0;564;22.44;;;
NSW;Cunningham;Bulli Central;1;3;R;0;1609;64.03;;;
NSW;Cunningham;Bulli Central;1;4;R;0;12;0.48;;;
NSW;Cunningham;Bulli Central;1;5;R;0;112;4.46;;;
NSW;Cunningham;Bulli Central;1;6;R;0;61;2.43;;;
NSW;Cunningham;Bulli Central;1;7;R;0;26;1.03;;;
NSW;Cunningham;Bulli Central;1;8;R;0;42;1.67;;;
NSW;Cunningham;Bulli Hospital;1;1;R;0;8;6.84;;;
NSW;Cunningham;Bulli Hospital;1;2;R;0;30;25.64;;;
NSW;Cunningham;Bulli Hospital;1;3;R;0;71;60.68;;;
NSW;Cunningham;Bulli Hospital;1;4;R;0;1;0.85;;;
NSW;Cunningham;Bulli Hospital;1;5;R;0;5;4.27;;;
NSW;Cunningham;Bulli Hospital;1;6;R;0;1;0.85;;;
NSW;Cunningham;Bulli Hospital;1;7;R;0;0;0.00;;;
NSW;Cunningham;Bulli Hospital;1;8;R;0;1;0.85;;;
NSW;Cunningham;Coledale;1;1;R;0;12;1.93;;;
NSW;Cunningham;Coledale;1;2;R;0;96;15.46;;;
NSW;Cunningham;Coledale;1;3;R;0;429;69.08;;;
NSW;Cunningham;Coledale;1;4;R;0;4;0.64;;;
NSW;Cunningham;Coledale;1;5;R;0;69;11.11;;;
NSW;Cunningham;Coledale;1;6;R;0;2;0.32;;;
NSW;Cunningham;Coledale;1;7;R;0;6;0.97;;;
NSW;Cunningham;Coledale;1;8;R;0;3;0.48;;;
NSW;Cunningham;Coniston;1;1;R;0;84;4.96;;;
NSW;Cunningham;Coniston;1;2;R;0;316;18.67;;;
NSW;Cunningham;Coniston;1;3;R;0;1148;67.81;;;
NSW;Cunningham;Coniston;1;4;R;0;22;1.30;;;
NSW;Cunningham;Coniston;1;5;R;0;57;3.37;;;
NSW;Cunningham;Coniston;1;6;R;0;45;2.66;;;
NSW;Cunningham;Coniston;1;7;R;0;11;0.65;;;
NSW;Cunningham;Coniston;1;8;R;0;10;0.59;;;
NSW;Cunningham;Corrimal;1;1;R;0;88;3.33;;;
NSW;Cunningham;Corrimal;1;2;R;0;535;20.27;;;
NSW;Cunningham;Corrimal;1;3;R;0;1776;67.27;;;
NSW;Cunningham;Corrimal;1;4;R;0;15;0.57;;;
NSW;Cunningham;Corrimal;1;5;R;0;68;2.58;;;
NSW;Cunningham;Corrimal;1;6;R;0;87;3.30;;;
NSW;Cunningham;Corrimal;1;7;R;0;50;1.89;;;
NSW;Cunningham;Corrimal;1;8;R;0;21;0.80;;;
NSW;Cunningham;Corrimal East;1;1;R;0;145;4.53;;;
NSW;Cunningham;Corrimal East;1;2;R;0;560;17.49;;;
NSW;Cunningham;Corrimal East;1;3;R;0;2146;67.02;;;
NSW;Cunningham;Corrimal East;1;4;R;0;27;0.84;;;
NSW;Cunningham;Corrimal East;1;5;R;0;142;4.43;;;
NSW;Cunningham;Corrimal East;1;6;R;0;104;3.25;;;
NSW;Cunningham;Corrimal East;1;7;R;0;37;1.16;;;
NSW;Cunningham;Corrimal East;1;8;R;0;41;1.28;;;
NSW;Cunningham;Fairy Meadow;1;1;R;0;108;4.69;;;
NSW;Cunningham;Fairy Meadow;1;2;R;0;606;26.29;;;
NSW;Cunningham;Fairy Meadow;1;3;R;0;1390;60.30;;;
NSW;Cunningham;Fairy Meadow;1;4;R;0;20;0.87;;;
NSW;Cunningham;Fairy Meadow;1;5;R;0;86;3.73;;;
NSW;Cunningham;Fairy Meadow;1;6;R;0;41;1.78;;;
NSW;Cunningham;Fairy Meadow;1;7;R;0;32;1.39;;;
NSW;Cunningham;Fairy Meadow;1;8;R;0;22;0.95;;;
NSW;Cunningham;Fairy Meadow South;1;1;R;0;6;3.14;;;
NSW;Cunningham;Fairy Meadow South;1;2;R;0;65;34.03;;;
NSW;Cunningham;Fairy Meadow South;1;3;R;0;110;57.59;;;
NSW;Cunningham;Fairy Meadow South;1;4;R;0;3;1.57;;;
NSW;Cunningham;Fairy Meadow South;1;5;R;0;2;1.05;;;
NSW;Cunningham;Fairy Meadow South;1;6;R;0;2;1.05;;;
NSW;Cunningham;Fairy Meadow South;1;7;R;0;0;0.00;;;
NSW;Cunningham;Fairy Meadow South;1;8;R;0;3;1.57;;;
NSW;Cunningham;Figtree (Cunningham);1;1;R;0;105;3.86;;;
NSW;Cunningham;Figtree (Cunningham);1;2;R;0;898;33.04;;;
NSW;Cunningham;Figtree (Cunningham);1;3;R;0;1418;52.17;;;
NSW;Cunningham;Figtree (Cunningham);1;4;R;0;15;0.55;;;
NSW;Cunningham;Figtree (Cunningham);1;5;R;0;100;3.68;;;
NSW;Cunningham;Figtree (Cunningham);1;6;R;0;83;3.05;;;
NSW;Cunningham;Figtree (Cunningham);1;7;R;0;84;3.09;;;
NSW;Cunningham;Figtree (Cunningham);1;8;R;0;15;0.55;;;
NSW;Cunningham;Figtree Heights;1;1;R;0;50;4.41;;;
NSW;Cunningham;Figtree Heights;1;2;R;0;425;37.48;;;
NSW;Cunningham;Figtree Heights;1;3;R;0;504;44.44;;;
NSW;Cunningham;Figtree Heights;1;4;R;0;12;1.06;;;
NSW;Cunningham;Figtree Heights;1;5;R;0;45;3.97;;;
NSW;Cunningham;Figtree Heights;1;6;R;0;60;5.29;;;
NSW;Cunningham;Figtree Heights;1;7;R;0;32;2.82;;;
NSW;Cunningham;Figtree Heights;1;8;R;0;6;0.53;;;
NSW;Cunningham;Gwynneville;1;1;R;0;49;4.56;;;
NSW;Cunningham;Gwynneville;1;2;R;0;292;27.19;;;
NSW;Cunningham;Gwynneville;1;3;R;0;580;54.00;;;
NSW;Cunningham;Gwynneville;1;4;R;0;14;1.30;;;
NSW;Cunningham;Gwynneville;1;5;R;0;70;6.52;;;
NSW;Cunningham;Gwynneville;1;6;R;0;43;4.00;;;
NSW;Cunningham;Gwynneville;1;7;R;0;13;1.21;;;
NSW;Cunningham;Gwynneville;1;8;R;0;13;1.21;;;
NSW;Cunningham;Keiraville;1;1;R;0;154;5.39;;;
NSW;Cunningham;Keiraville;1;2;R;0;1009;35.29;;;
NSW;Cunningham;Keiraville;1;3;R;0;1384;48.41;;;
NSW;Cunningham;Keiraville;1;4;R;0;32;1.12;;;
NSW;Cunningham;Keiraville;1;5;R;0;132;4.62;;;
NSW;Cunningham;Keiraville;1;6;R;0;77;2.69;;;
NSW;Cunningham;Keiraville;1;7;R;0;60;2.10;;;
NSW;Cunningham;Keiraville;1;8;R;0;11;0.38;;;
NSW;Cunningham;Kembla Heights;1;1;R;0;2;3.13;;;
NSW;Cunningham;Kembla Heights;1;2;R;0;6;9.38;;;
NSW;Cunningham;Kembla Heights;1;3;R;0;52;81.25;;;
NSW;Cunningham;Kembla Heights;1;4;R;0;1;1.56;;;
NSW;Cunningham;Kembla Heights;1;5;R;0;2;3.13;;;
NSW;Cunningham;Kembla Heights;1;6;R;0;1;1.56;;;
NSW;Cunningham;Kembla Heights;1;7;R;0;0;0.00;;;
NSW;Cunningham;Kembla Heights;1;8;R;0;0;0.00;;;
NSW;Cunningham;Lindsay Park;1;1;R;0;105;4.32;;;
NSW;Cunningham;Lindsay Park;1;2;R;0;883;36.35;;;
NSW;Cunningham;Lindsay Park;1;3;R;0;1151;47.39;;;
NSW;Cunningham;Lindsay Park;1;4;R;0;19;0.78;;;
NSW;Cunningham;Lindsay Park;1;5;R;0;113;4.65;;;
NSW;Cunningham;Lindsay Park;1;6;R;0;77;3.17;;;
NSW;Cunningham;Lindsay Park;1;7;R;0;70;2.88;;;
NSW;Cunningham;Lindsay Park;1;8;R;0;11;0.45;;;
NSW;Cunningham;Mount Keira;1;1;R;0;71;4.63;;;
NSW;Cunningham;Mount Keira;1;2;R;0;539;35.18;;;
NSW;Cunningham;Mount Keira;1;3;R;0;762;49.74;;;
NSW;Cunningham;Mount Keira;1;4;R;0;18;1.17;;;
NSW;Cunningham;Mount Keira;1;5;R;0;73;4.77;;;
NSW;Cunningham;Mount Keira;1;6;R;0;39;2.55;;;
NSW;Cunningham;Mount Keira;1;7;R;0;24;1.57;;;
NSW;Cunningham;Mount Keira;1;8;R;0;6;0.39;;;
NSW;Cunningham;Mount Kembla;1;1;R;0;23;4.41;;;
NSW;Cunningham;Mount Kembla;1;2;R;0;159;30.52;;;
NSW;Cunningham;Mount Kembla;1;3;R;0;254;48.75;;;
NSW;Cunningham;Mount Kembla;1;4;R;0;6;1.15;;;
NSW;Cunningham;Mount Kembla;1;5;R;0;56;10.75;;;
NSW;Cunningham;Mount Kembla;1;6;R;0;13;2.50;;;
NSW;Cunningham;Mount Kembla;1;7;R;0;10;1.92;;;
NSW;Cunningham;Mount Kembla;1;8;R;0;0;0.00;;;
NSW;Cunningham;Mount Ousley;1;1;R;0;89;4.40;;;
NSW;Cunningham;Mount Ousley;1;2;R;0;796;39.33;;;
NSW;Cunningham;Mount Ousley;1;3;R;0;942;46.54;;;
NSW;Cunningham;Mount Ousley;1;4;R;0;7;0.35;;;
NSW;Cunningham;Mount Ousley;1;5;R;0;82;4.05;;;
NSW;Cunningham;Mount Ousley;1;6;R;0;55;2.72;;;
NSW;Cunningham;Mount Ousley;1;7;R;0;44;2.17;;;
NSW;Cunningham;Mount Ousley;1;8;R;0;9;0.44;;;
NSW;Cunningham;Mount Saint Thomas;1;1;R;0;84;4.37;;;
NSW;Cunningham;Mount Saint Thomas;1;2;R;0;630;32.80;;;
NSW;Cunningham;Mount Saint Thomas;1;3;R;0;997;51.90;;;
NSW;Cunningham;Mount Saint Thomas;1;4;R;0;22;1.15;;;
NSW;Cunningham;Mount Saint Thomas;1;5;R;0;104;5.41;;;
NSW;Cunningham;Mount Saint Thomas;1;6;R;0;60;3.12;;;
NSW;Cunningham;Mount Saint Thomas;1;7;R;0;23;1.20;;;
NSW;Cunningham;Mount Saint Thomas;1;8;R;0;1;0.05;;;
NSW;Cunningham;Reidtown;1;1;R;0;30;3.26;;;
NSW;Cunningham;Reidtown;1;2;R;0;192;20.89;;;
NSW;Cunningham;Reidtown;1;3;R;0;591;64.31;;;
NSW;Cunningham;Reidtown;1;4;R;0;6;0.65;;;
NSW;Cunningham;Reidtown;1;5;R;0;42;4.57;;;
NSW;Cunningham;Reidtown;1;6;R;0;37;4.03;;;
NSW;Cunningham;Reidtown;1;7;R;0;17;1.85;;;
NSW;Cunningham;Reidtown;1;8;R;0;4;0.44;;;
NSW;Cunningham;Russell Vale;1;1;R;0;38;2.78;;;
NSW;Cunningham;Russell Vale;1;2;R;0;280;20.51;;;
NSW;Cunningham;Russell Vale;1;3;R;0;919;67.33;;;
NSW;Cunningham;Russell Vale;1;4;R;0;5;0.37;;;
NSW;Cunningham;Russell Vale;1;5;R;0;57;4.18;;;
NSW;Cunningham;Russell Vale;1;6;R;0;43;3.15;;;
NSW;Cunningham;Russell Vale;1;7;R;0;15;1.10;;;
NSW;Cunningham;Russell Vale;1;8;R;0;8;0.59;;;
NSW;Cunningham;Scarborough;1;1;R;0;9;4.81;;;
NSW;Cunningham;Scarborough;1;2;R;0;27;14.44;;;
NSW;Cunningham;Scarborough;1;3;R;0;123;65.78;;;
NSW;Cunningham;Scarborough;1;4;R;0;1;0.53;;;
NSW;Cunningham;Scarborough;1;5;R;0;23;12.30;;;
NSW;Cunningham;Scarborough;1;6;R;0;2;1.07;;;
NSW;Cunningham;Scarborough;1;7;R;0;0;0.00;;;
NSW;Cunningham;Scarborough;1;8;R;0;2;1.07;;;
NSW;Cunningham;Smith's Hill;1;1;R;0;136;5.72;;;
NSW;Cunningham;Smith's Hill;1;2;R;0;719;30.22;;;
NSW;Cunningham;Smith's Hill;1;3;R;0;1259;52.92;;;
NSW;Cunningham;Smith's Hill;1;4;R;0;35;1.47;;;
NSW;Cunningham;Smith's Hill;1;5;R;0;123;5.17;;;
NSW;Cunningham;Smith's Hill;1;6;R;0;55;2.31;;;
NSW;Cunningham;Smith's Hill;1;7;R;0;34;1.43;;;
NSW;Cunningham;Smith's Hill;1;8;R;0;18;0.76;;;
NSW;Cunningham;Special Hospital Team 1;1;1;R;0;2;1.60;;;
NSW;Cunningham;Special Hospital Team 1;1;2;R;0;40;32.00;;;
NSW;Cunningham;Special Hospital Team 1;1;3;R;0;76;60.80;;;
NSW;Cunningham;Special Hospital Team 1;1;4;R;0;2;1.60;;;
NSW;Cunningham;Special Hospital Team 1;1;5;R;0;1;0.80;;;
NSW;Cunningham;Special Hospital Team 1;1;6;R;0;1;0.80;;;
NSW;Cunningham;Special Hospital Team 1;1;7;R;0;2;1.60;;;
NSW;Cunningham;Special Hospital Team 1;1;8;R;0;1;0.80;;;
NSW;Cunningham;Special Hospital Team 2;1;1;R;0;4;8.16;;;
NSW;Cunningham;Special Hospital Team 2;1;2;R;0;14;28.57;;;
NSW;Cunningham;Special Hospital Team 2;1;3;R;0;28;57.14;;;
NSW;Cunningham;Special Hospital Team 2;1;4;R;0;2;4.08;;;
NSW;Cunningham;Special Hospital Team 2;1;5;R;0;0;0.00;;;
NSW;Cunningham;Special Hospital Team 2;1;6;R;0;0;0.00;;;
NSW;Cunningham;Special Hospital Team 2;1;7;R;0;1;2.04;;;
NSW;Cunningham;Special Hospital Team 2;1;8;R;0;0;0.00;;;
NSW;Cunningham;Sydney (Cunningham);1;1;R;0;4;8.33;;;
NSW;Cunningham;Sydney (Cunningham);1;2;R;0;16;33.33;;;
NSW;Cunningham;Sydney (Cunningham);1;3;R;0;26;54.17;;;
NSW;Cunningham;Sydney (Cunningham);1;4;R;0;0;0.00;;;
NSW;Cunningham;Sydney (Cunningham);1;5;R;0;2;4.17;;;
NSW;Cunningham;Sydney (Cunningham);1;6;R;0;0;0.00;;;
NSW;Cunningham;Sydney (Cunningham);1;7;R;0;0;0.00;;;
NSW;Cunningham;Sydney (Cunningham);1;8;R;0;0;0.00;;;
NSW;Cunningham;Tarrawanna;1;1;R;0;58;3.70;;;
NSW;Cunningham;Tarrawanna;1;2;R;0;347;22.13;;;
NSW;Cunningham;Tarrawanna;1;3;R;0;992;63.27;;;
NSW;Cunningham;Tarrawanna;1;4;R;0;15;0.96;;;
NSW;Cunningham;Tarrawanna;1;5;R;0;64;4.08;;;
NSW;Cunningham;Tarrawanna;1;6;R;0;61;3.89;;;
NSW;Cunningham;Tarrawanna;1;7;R;0;20;1.28;;;
NSW;Cunningham;Tarrawanna;1;8;R;0;11;0.70;;;
NSW;Cunningham;Thirroul;1;1;R;0;85;4.33;;;
NSW;Cunningham;Thirroul;1;2;R;0;462;23.55;;;
NSW;Cunningham;Thirroul;1;3;R;0;1237;63.05;;;
NSW;Cunningham;Thirroul;1;4;R;0;5;0.25;;;
NSW;Cunningham;Thirroul;1;5;R;0;90;4.59;;;
NSW;Cunningham;Thirroul;1;6;R;0;47;2.40;;;
NSW;Cunningham;Thirroul;1;7;R;0;17;0.87;;;
NSW;Cunningham;Thirroul;1;8;R;0;19;0.97;;;
NSW;Cunningham;Thirroul East;1;1;R;0;63;4.58;;;
NSW;Cunningham;Thirroul East;1;2;R;0;324;23.56;;;
NSW;Cunningham;Thirroul East;1;3;R;0;830;60.36;;;
NSW;Cunningham;Thirroul East;1;4;R;0;4;0.29;;;
NSW;Cunningham;Thirroul East;1;5;R;0;86;6.25;;;
NSW;Cunningham;Thirroul East;1;6;R;0;36;2.62;;;
NSW;Cunningham;Thirroul East;1;7;R;0;14;1.02;;;
NSW;Cunningham;Thirroul East;1;8;R;0;18;1.31;;;
NSW;Cunningham;Towradgi;1;1;R;0;62;4.27;;;
NSW;Cunningham;Towradgi;1;2;R;0;269;18.53;;;
NSW;Cunningham;Towradgi;1;3;R;0;973;67.01;;;
NSW;Cunningham;Towradgi;1;4;R;0;13;0.90;;;
NSW;Cunningham;Towradgi;1;5;R;0;58;3.99;;;
NSW;Cunningham;Towradgi;1;6;R;0;28;1.93;;;
NSW;Cunningham;Towradgi;1;7;R;0;38;2.62;;;
NSW;Cunningham;Towradgi;1;8;R;0;11;0.76;;;
NSW;Cunningham;Towradgi East;1;1;R;0;17;3.67;;;
NSW;Cunningham;Towradgi East;1;2;R;0;127;27.43;;;
NSW;Cunningham;Towradgi East;1;3;R;0;291;62.85;;;
NSW;Cunningham;Towradgi East;1;4;R;0;4;0.86;;;
NSW;Cunningham;Towradgi East;1;5;R;0;10;2.16;;;
NSW;Cunningham;Towradgi East;1;6;R;0;4;0.86;;;
NSW;Cunningham;Towradgi East;1;7;R;0;3;0.65;;;
NSW;Cunningham;Towradgi East;1;8;R;0;7;1.51;;;
NSW;Cunningham;Unanderra;1;1;R;0;25;5.56;;;
NSW;Cunningham;Unanderra;1;2;R;0;108;24.00;;;
NSW;Cunningham;Unanderra;1;3;R;0;268;59.56;;;
NSW;Cunningham;Unanderra;1;4;R;0;0;0.00;;;
NSW;Cunningham;Unanderra;1;5;R;0;28;6.22;;;
NSW;Cunningham;Unanderra;1;6;R;0;14;3.11;;;
NSW;Cunningham;Unanderra;1;7;R;0;7;1.56;;;
NSW;Cunningham;Unanderra;1;8;R;0;0;0.00;;;
NSW;Cunningham;Unanderra Central (Cunningham);1;1;R;0;120;4.29;;;
