State;Division;Ballot Position;Member;Candidate;Party;Gender;Vote;Vote Percent;Swing
NSW;Richmond;5;;CROOKS, Fred;CAP;M;261;0.38;0.38
NSW;Richmond;6;;MCILRATH, Christopher;IND;M;230;0.33;0.33
NSW;Richmond;7;;GRAYNDLER, Moira;NLP;F;155;0.23;0.23
NSW;Richmond;8;;FAITH, Josephine;GRN;F;3167;4.60;4.60
NSW;Richmond;9;;FRANCIS, Bruce;LP;M;14521;21.11;21.11
NSW;Richmond;904;;;CTA;;0;0.00;-1.01
NSW;Richmond;997;;;OTH;;0;0.00;-19.44
NSW;Riverina;1;;TER HAAR, Margaret Fiona;NLP;F;847;1.16;1.16
NSW;Riverina;2;#;HICKS, Noel;NP;M;28177;38.47;7.67
NSW;Riverina;3;;BRASSIL, Pat;ALP;M;24606;33.59;0.66
NSW;Riverina;4;;HEFFERNAN, Bill;LP;M;17386;23.74;-3.20
NSW;Riverina;5;;MEREDITH, Paul William;IND;M;2233;3.05;3.05
NSW;Riverina;904;;;DEM;;0;0.00;-3.53
NSW;Riverina;997;;;OTH;;0;0.00;-5.81
NSW;Robertson;1;#;WALKER, Frank;ALP;M;34275;50.15;10.61
NSW;Robertson;2;;GRIFFITHS, Glenice;DEM;F;3311;4.84;-10.04
NSW;Robertson;3;;GALLACHER, Mike;LP;M;28226;41.30;5.93
NSW;Robertson;4;;ELLIS, Bryan;CCG;M;2218;3.25;0.57
NSW;Robertson;5;;EAGER, Beth;NLP;F;310;0.45;0.45
NSW;Robertson;905;;;EFF;;0;0.00;-4.52
NSW;Robertson;906;;;GRY;;0;0.00;-1.81
NSW;Robertson;997;;;OTH;;0;0.00;-1.20
NSW;Shortland;1;;COGHLAN, Laurie;LP;M;20082;28.87;6.19
NSW;Shortland;2;;COOK, Terry;;M;737;1.06;1.06
NSW;Shortland;3;;PAYNE, Geoff;;M;329;0.47;0.47
NSW;Shortland;4;;RANDALL, Brett;NLP;M;413;0.59;0.59
NSW;Shortland;5;;MORROW, Ivan;CTA;M;1113;1.60;1.60
NSW;Shortland;6;#;MORRIS, Peter;ALP;M;43012;61.84;7.80
NSW;Shortland;7;;RECKENBERG, Michael;DEM;M;3864;5.56;-5.14
NSW;Shortland;904;;;GRY;;0;0.00;-0.72
NSW;Shortland;905;;;CCG;;0;0.00;-0.52
NSW;Shortland;997;;;OTH;;0;0.00;-11.34
NSW;Sydney;1;;GLEESON, Margaret;;F;1914;2.69;2.69
NSW;Sydney;2;;FISHER, James;LP;M;18493;25.98;-0.87
NSW;Sydney;3;;DAWSON, Bob;DEM;M;2805;3.94;-9.70
NSW;Sydney;4;;BERRIMAN, Mark;GRN;M;5513;7.75;3.37
NSW;Sydney;5;;O'HALLORAN, Donald;;M;183;0.26;0.26
NSW;Sydney;6;#;BALDWIN, Peter;ALP;M;41621;58.48;13.40
NSW;Sydney;7;;HATFIELD, Bronia;NLP;F;639;0.90;0.90
NSW;Sydney;904;;;SSG;;0;0.00;-2.59
NSW;Sydney;905;;;CTA;;0;0.00;-0.43
NSW;Sydney;906;;;SG;;0;0.00;-5.33
NSW;Sydney;997;;;OTH;;0;0.00;-1.70
NSW;Throsby;1;;GRIJAK, Dragan;;M;1124;1.66;1.66
NSW;Throsby;2;;BARNES, Richard;NLP;M;267;0.40;0.40
NSW;Throsby;3;;HUGHES, Brian;CTA;M;1458;2.16;2.16
NSW;Throsby;4;;SPERLING, Karla;GRN;F;2838;4.20;4.20
NSW;Throsby;5;;CONNOR, Rex;RCL;M;7083;10.48;2.63
NSW;Throsby;6;;PERROTT, Margaret;;F;657;0.97;0.97
NSW;Throsby;7;;HUGHES, David;AFI;M;1015;1.50;1.50
NSW;Throsby;8;#;HOLLIS, Colin;ALP;M;39476;58.44;5.00
NSW;Throsby;9;;JOSEVSKI, Peter;LP;M;11394;16.87;-1.41
NSW;Throsby;10;;HADLEY, Tom;DEM;M;2242;3.32;-10.49
NSW;Throsby;902;;;IG;;0;0.00;-3.08
NSW;Throsby;906;;;AGP;;0;0.00;-0.88
NSW;Throsby;997;;;OTH;;0;0.00;-2.66
NSW;Warringah;1;;CANNANE, Steve;ALP;M;24690;33.80;5.39
NSW;Warringah;2;;KNOLES, Catherine;NLP;F;1502;2.06;2.06
NSW;Warringah;3;;WALKER, Hugh;IND;M;2762;3.78;3.78
NSW;Warringah;4;;DISNEY, Simon;DEM;M;3112;4.26;-11.79
NSW;Warringah;5;#;MACKELLAR, Michael John Randal;LP;M;40983;56.10;1.34
NSW;Warringah;904;;;NDP;;0;0.00;-0.36
NSW;Warringah;908;;;AGP;;0;0.00;-0.00
NSW;Warringah;909;;;CTA;;0;0.00;-0.00
NSW;Warringah;997;;;OTH;;0;0.00;-0.42
NSW;Watson;1;;HARDING, Col;EFF;M;2499;3.57;3.57
NSW;Watson;2;;O'BREE, Bernard Patrick;LP;M;21330;30.46;-4.06
NSW;Watson;3;#;MCLEAY, Leo;ALP;M;41701;59.56;9.74
NSW;Watson;4;;MEYER, Brian;IND;M;721;1.03;0.99
NSW;Watson;5;;TSIRKAS, George;IND;M;952;1.36;1.36
NSW;Watson;6;;NEWMAN, Amelia J.;DEM;F;2457;3.51;-5.45
NSW;Watson;7;;CHAPLIN, M;NLP;F;355;0.51;0.51
NSW;Watson;904;;;CTA;;0;0.00;-0.54
NSW;Watson;905;;;DSP;;0;0.00;-0.47
NSW;Watson;906;;;AF;;0;0.00;-0.58
NSW;Watson;907;;;SPA;;0;0.00;-0.32
NSW;Watson;908;;;AGP;;0;0.00;-1.51
NSW;Watson;909;;;GRY;;0;0.00;-0.61
NSW;Watson;997;;;OTH;;0;0.00;-2.63
NSW;Wentworth;1;#;HEWSON, John Robert;LP;M;38850;52.67;5.46
NSW;Wentworth;2;;HICKS, Armon;DEM;M;2055;2.79;-6.80
NSW;Wentworth;3;;OQUIST, Ben;ESG;M;4350;5.90;5.90
NSW;Wentworth;4;;PEARCE, Paul;ALP;M;27156;36.81;4.64
NSW;Wentworth;5;;DUROVIC, Susan;IND;F;598;0.81;0.81
NSW;Wentworth;6;;BEGG, Zanny;;F;253;0.34;0.34
NSW;Wentworth;7;;BOLAND, Patricia;NLP;F;503;0.68;0.68
NSW;Wentworth;904;;;GRY;;0;0.00;-0.37
NSW;Wentworth;905;;;GRN;;0;0.00;-5.98
NSW;Wentworth;906;;;CTA;;0;0.00;-0.46
NSW;Wentworth;997;;;OTH;;0;0.00;-4.23
NSW;Werriwa;1;;CHAMBERLAIN, Julie;NLP;F;2129;3.13;3.13
NSW;Werriwa;2;;LEWIS, Rick;LP;M;20722;30.50;0.48
NSW;Werriwa;3;#;KERIN, John;ALP;M;41725;61.40;9.23
NSW;Werriwa;4;;FRASER, Peter D;DEM;M;3376;4.97;-5.31
NSW;Werriwa;904;;;EI;;0;0.00;-6.44
NSW;Werriwa;905;;;AGP;;0;0.00;-1.06
NSW;Werriwa;907;;;EFF;;0;0.00;-0.01
NSW;Werriwa;997;;;OTH;;0;0.00;-0.02
VIC;Aston;1;;CHAPMAN, Christine Anne;CTA;F;1483;1.98;-0.43
VIC;Aston;2;;CRAVEN, Susan Anne;ALP;F;32904;44.04;7.74
VIC;Aston;3;;PARRY, Andrew;NLP;M;617;0.83;0.83
VIC;Aston;4;#;NUGENT, Peter;LP;M;36747;49.19;0.81
VIC;Aston;5;;WISE, Damian;DEM;M;2960;3.96;-8.95
VIC;Ballarat;1;;CAVEN, Veronica;NLP;F;740;1.05;1.05
VIC;Ballarat;2;;RICKARD, Jodie;CTA;F;2618;3.71;0.29
VIC;Ballarat;3;;DE CAEN, Rob;DEM;M;1516;2.15;-6.21
VIC;Ballarat;4;#;RONALDSON, Michael;LP;M;33478;47.47;1.20
VIC;Ballarat;5;;HARDY, Geoffrey Edward;IND;M;1703;2.41;2.41
VIC;Ballarat;6;;DEVEREUX, Peter M;ALP;M;30470;43.20;2.36
VIC;Ballarat;997;;;OTH;;0;0.00;-1.11
VIC;Batman;1;;THRUPP, Mabel;LP;F;17503;24.61;-2.85
VIC;Batman;2;;CARR, Geoff;DEM;M;2541;3.57;-9.31
VIC;Batman;3;#;HOWE, Brian;ALP;M;47974;67.45;15.60
VIC;Batman;4;;SIMATKOVICH, Gordana;;F;490;0.69;0.69
VIC;Batman;5;;D'SOUZA, Nigel;;M;1908;2.68;2.68
VIC;Batman;6;;DICKINS, Joan;NLP;F;708;1.00;1.00
VIC;Batman;901;;;CTA;;0;0.00;-5.94
VIC;Batman;904;;;DSP;;0;0.00;-1.88
VIC;Bendigo;1;;HELPER, Joe;ALP;M;33785;46.10;5.57
VIC;Bendigo;2;;SEMMENS, Don;DEM;M;2198;3.00;-5.00
VIC;Bendigo;3;;HILL, Sharon E.;NLP;F;393;0.54;0.54
VIC;Bendigo;4;;TAYLOR, Pamela;CTA;F;1717;2.34;0.07
VIC;Bendigo;5;#;REID, Bruce;LP;M;33527;45.75;11.83
VIC;Bendigo;6;;HARRISON, Doug;;M;330;0.45;0.45
VIC;Bendigo;7;;OBERIN, Julie;IND;F;1335;1.82;1.82
VIC;Bendigo;906;;;NP;;0;0.00;-13.41
VIC;Bendigo;997;;;OTH;;0;0.00;-1.87
VIC;Bruce;1;;CHANDRA, Leslie Ram;DEM;M;3899;5.48;-8.07
VIC;Bruce;2;;WILLIAMS, Beverley;ALP;F;28986;40.74;9.42
VIC;Bruce;3;#;BEALE, Julian;LP;M;37607;52.85;0.87
VIC;Bruce;4;;DI TEMPORA, Nicolas;NLP;M;665;0.93;0.93
VIC;Bruce;903;;;CTA;;0;0.00;-3.15
VIC;Burke;1;;BURROWES, Ian;CTA;M;1491;2.06;2.06
VIC;Burke;2;#;O'KEEFE, Neil;ALP;M;40067;55.39;12.51
VIC;Burke;3;;DICKINS, Michael;NLP;M;552;0.76;0.76
VIC;Burke;4;;RALPH, Iain;DEM;M;3180;4.40;-11.42
VIC;Burke;5;;MITCHELL, Stephen;LP;M;27047;37.39;-3.92
VIC;Calwell;1;;LIVETT, Dianne;LP;F;21752;28.79;-4.01
VIC;Calwell;2;;RODENBURG, Veronica A.;IND;F;1373;1.82;1.82
VIC;Calwell;3;;SPENCER, Rod;AFI;M;1013;1.34;1.34
VIC;Calwell;4;#;THEOPHANOUS, Andrew;ALP;M;48749;64.53;19.01
VIC;Calwell;5;;PRICE, Sandy;NLP;F;522;0.69;0.69
VIC;Calwell;6;;MACKAY, David;DEM;M;2140;2.83;-9.20
VIC;Calwell;902;;;CTA;;0;0.00;-2.70
VIC;Calwell;997;;;OTH;;0;0.00;-6.94
VIC;Casey;1;;GINSBERG, Sam;DEM;M;4574;6.21;-8.68
VIC;Casey;2;;KENDI, Robert J;NLP;M;1104;1.50;1.50
VIC;Casey;3;#;HALVERSON, Bob;LP;M;38716;52.55;4.02
VIC;Casey;4;;WARREN, Julie;ALP;F;29277;39.74;9.94
VIC;Casey;901;;;CTA;;0;0.00;-5.47
VIC;Casey;997;;;OTH;;0;0.00;-1.31
VIC;Chisholm;1;;JOHNSTON, Doug;DEM;M;4620;6.41;-6.98
VIC;Chisholm;2;;MCCASKIE, Gordon;ALP;M;29998;41.63;7.45
VIC;Chisholm;3;;ALDOUS, Richard;NLP;M;1247;1.73;1.73
VIC;Chisholm;4;#;WOOLDRIDGE, Michael Richard;LP;M;36198;50.23;1.76
VIC;Chisholm;901;;;CTA;;0;0.00;-3.96
VIC;Corangamite;1;;WARNOCK, John;IND;M;1231;1.72;1.72
VIC;Corangamite;2;;EADES, Bernie;ALP;M;26199;36.69;6.12
VIC;Corangamite;3;#;MCARTHUR, Stewart;LP;M;38133;53.40;-0.82
VIC;Corangamite;4;;PEARCE, Greta;DEM;F;2208;3.09;-7.90
VIC;Corangamite;5;;WINTER, Terry;CTA;M;866;1.21;-2.19
VIC;Corangamite;6;;GOLDEN, Isaac;NLP;M;567;0.79;0.79
VIC;Corangamite;7;;POWELL, Norm;IND;M;2203;3.09;3.09
VIC;Corangamite;997;;;OTH;;0;0.00;-0.82
VIC;Corinella;1;;NELSON, Gary;NLP;M;1494;1.91;1.91
VIC;Corinella;2;;HOLST, Taylor;DEM;M;2224;2.84;-9.09
VIC;Corinella;3;;BROADBENT, Russell Evan;LP;M;33139;42.32;-2.03
VIC;Corinella;4;;PJANIC, Predrag;;M;782;1.00;1.00
VIC;Corinella;5;#;GRIFFIN, Alan;ALP;M;39194;50.05;11.72
VIC;Corinella;6;;OLDIS, Trudie;IND;F;1482;1.89;1.89
VIC;Corinella;904;;;CEC;;0;0.00;-5.39
VIC;Corio;1;;MARTORANA, Mike;DEM;M;3559;4.93;-5.40
VIC;Corio;2;;TOL, John;LP;M;28063;38.88;0.56
VIC;Corio;3;#;O'CONNOR, Gavan;ALP;M;38133;52.84;8.90
VIC;Corio;4;;WINTER, Ian;CTA;M;889;1.23;-2.46
VIC;Corio;5;;SMITH, Carol Lorraine;NLP;F;450;0.62;0.62
VIC;Corio;6;;BELL, Aidan;IND;M;1076;1.49;1.49
VIC;Corio;997;;;OTH;;0;0.00;-3.71
VIC;Deakin;1;;BACKHOUSE, William Ernest;;M;987;1.37;1.37
VIC;Deakin;2;;NIEUWENHUIS, Robert;NLP;M;1060;1.47;1.47
VIC;Deakin;3;;ADKINS, Greg;ALP;M;31073;43.16;8.86
VIC;Deakin;4;#;ALDRED, Ken;LP;M;34123;47.40;2.70
VIC;Deakin;5;;BARRON, Alan J;CTA;M;1227;1.70;-2.01
VIC;Deakin;6;;MAGART, Peter;DEM;M;3519;4.89;-11.80
VIC;Deakin;904;;;DSP;;0;0.00;-0.59
VIC;Dunkley;1;;NELSON, Bev;NLP;F;2056;2.99;2.99
VIC;Dunkley;2;;FORD, Frank;LP;M;31621;45.94;2.16
VIC;Dunkley;3;;ROWLAND-HORNBLOW, Barrie J;DEM;M;2696;3.92;-9.32
VIC;Dunkley;4;#;CHYNOWETH, Bob;ALP;M;32461;47.16;9.52
VIC;Dunkley;906;;;CTA;;0;0.00;-0.84
VIC;Dunkley;908;;;CIR;;0;0.00;-1.39
VIC;Dunkley;997;;;OTH;;0;0.00;-3.12
VIC;Flinders;1;;CHARLWOOD, Jan;NLP;F;1636;2.36;2.36
VIC;Flinders;2;;HASSETT, Denise;ALP;F;27832;40.12;5.46
VIC;Flinders;3;;BROWN, Malcolm;DEM;M;3167;4.57;-8.63
VIC;Flinders;4;#;REITH, Peter K.;LP;M;36735;52.96;2.04
VIC;Flinders;997;;;OTH;;0;0.00;-1.23
VIC;Gellibrand;1;;BENSON, Nada;;F;2236;3.22;3.22
VIC;Gellibrand;2;#;WILLIS, Ralph;ALP;M;47968;69.11;14.55
VIC;Gellibrand;3;;SANKO, Peter Marijan;CTA;M;570;0.82;0.82
VIC;Gellibrand;4;;STAROPOLI, Leon;NLP;M;585;0.84;0.84
VIC;Gellibrand;5;;PARKER, Alan A;DEM;M;2275;3.28;-7.29
VIC;Gellibrand;6;;MACGREGOR, Chris;LP;F;15779;22.73;-3.79
VIC;Gellibrand;903;;;DSP;;0;0.00;-2.22
VIC;Gellibrand;997;;;OTH;;0;0.00;-6.14
VIC;Gippsland;1;;STONE, Judith;ALP;F;21209;29.33;6.37
VIC;Gippsland;2;;VAN BAER, Paul;NLP;M;445;0.62;0.62
VIC;Gippsland;3;;PHILLIPS, Bruce E;;M;1720;2.38;2.38
VIC;Gippsland;4;;BUCKLEY, Ben;IND;M;3049;4.22;0.76
VIC;Gippsland;5;#;MCGAURAN, Peter;NP;M;43773;60.54;-0.15
VIC;Gippsland;6;;STOREY, Donal;DEM;M;2105;2.91;-7.53
VIC;Gippsland;901;;;CTA;;0;0.00;-2.44
VIC;Goldstein;1;;GALE, Brian;NLP;M;1503;2.06;2.06
VIC;Goldstein;2;;HERBERT, Geoff;DEM;M;3479;4.77;-8.38
VIC;Goldstein;3;;PAKULA, Martin;ALP;M;28436;39.02;9.17
VIC;Goldstein;4;;RITCHIE, James A;;M;983;1.35;1.35
VIC;Goldstein;5;#;KEMP, David;LP;M;38474;52.79;5.54
VIC;Goldstein;901;;;DSP;;0;0.00;-1.42
VIC;Goldstein;908;;;CTA;;0;0.00;-1.07
VIC;Goldstein;997;;;OTH;;0;0.00;-7.25
VIC;Higgins;1;;MENDELSON, Lesley;NLP;F;1740;2.40;2.40
VIC;Higgins;2;;CERRITELLI, Joe;ALP;M;25077;34.66;7.69
VIC;Higgins;3;#;COSTELLO, Peter;LP;M;41501;57.36;1.08
VIC;Higgins;4;;JACKSON, Clive;DEM;M;4040;5.58;-10.20
VIC;Higgins;902;;;CTA;;0;0.00;-0.98
VIC;Holt;1;;LEWIS, Barbara;LP;F;25016;36.78;2.37
VIC;Holt;2;;BLACKBURN, Paul;NLP;M;679;1.00;1.00
VIC;Holt;3;;NEDELJKOVIC, Stephen;;M;1347;1.98;1.98
VIC;Holt;4;;BURNS, Michael;DEM;M;2457;3.61;-8.25
VIC;Holt;5;#;DUFFY, Michael;ALP;M;38518;56.63;11.80
VIC;Holt;903;;;CTA;;0;0.00;-8.90
VIC;Hotham;1;;HICKS, Robert Gordon;LP;M;25308;35.30;-0.90
VIC;Hotham;2;;PHILLIPS, Sue;;F;876;1.22;1.22
VIC;Hotham;3;;PJESIVAC, Petar;;M;765;1.07;1.07
VIC;Hotham;4;;DE WAN, Gabrielle;NLP;F;482;0.67;0.67
VIC;Hotham;5;#;CREAN, Simon;ALP;M;42514;59.30;15.20
VIC;Hotham;6;;SQUILLACCIOTTI, Giancarlo;DEM;M;1743;2.43;-8.59
VIC;Hotham;902;;;CTA;;0;0.00;-2.79
VIC;Hotham;906;;;SPA;;0;0.00;-1.37
VIC;Hotham;997;;;OTH;;0;0.00;-4.51
VIC;Indi;1;;LUCK, Jenny;ALP;F;24475;34.36;9.56
VIC;Indi;2;;MARTIN, Jeanette;NLP;F;1317;1.85;1.85
VIC;Indi;3;#;LIEBERMAN, Lou;LP;M;28951;40.65;-9.49
VIC;Indi;4;;PULLAR, Philip;NP;M;16483;23.14;23.14
VIC;Indi;903;;;DEM;;0;0.00;-10.25
VIC;Indi;997;;;OTH;;0;0.00;-14.81
VIC;Isaacs;1;;HORIN, Judee;NLP;F;1458;2.06;2.06
VIC;Isaacs;2;;RAYNOR, Kaylyn;DEM;F;3546;5.01;-10.60
VIC;Isaacs;3;;MCSWINEY, John;ALP;M;30007;42.38;8.48
VIC;Isaacs;4;#;ATKINSON, Rod;LP;M;35792;50.55;0.07
VIC;Jagajaga;1;;VASSIS, Chris;IND;M;843;1.25;1.25
VIC;Jagajaga;2;;FITZHERBERT, Richard;IND;M;260;0.38;0.38
VIC;Jagajaga;3;#;STAPLES, Peter;ALP;M;33881;50.14;9.75
VIC;Jagajaga;4;;O'KANE, Doreen Jean;CTA;F;436;0.65;-1.86
VIC;Jagajaga;5;;WALKER, Angela;AFI;F;842;1.25;1.25
VIC;Jagajaga;6;;KIRKWOOD, Eric;;M;344;0.51;0.51
VIC;Jagajaga;7;;URQUHART, Alistair Buxton;LP;M;27441;40.61;0.21
VIC;Jagajaga;8;;WEST, Bob;DEM;M;2137;3.16;-12.39
VIC;Jagajaga;9;;FOLEY, Gary;IND;M;592;0.88;0.88
VIC;Jagajaga;10;;GRIFFITH, Sue;NLP;F;795;1.18;1.18
VIC;Jagajaga;997;;;OTH;;0;0.00;-1.14
VIC;Kooyong;1;#;PEACOCK, Andrew Sharp;LP;M;42363;61.13;3.10
VIC;Kooyong;2;;GREAGG, David L.J.;;M;987;1.42;0.99
VIC;Kooyong;3;;ZEMDEGS, David;DEM;M;3780;5.45;-8.34
VIC;Kooyong;4;;CLARKE, Wayne;ALP;M;20961;30.25;7.42
VIC;Kooyong;5;;HARRIS, Christine;NLP;F;1210;1.75;1.75
VIC;Kooyong;902;;;AFI;;0;0.00;-1.24
VIC;Kooyong;997;;;OTH;;0;0.00;-3.67
VIC;Lalor;1;;CANTERBURY, Anne;LP;F;22400;30.39;-1.29
VIC;Lalor;2;;EVANS, Floyd;NLP;M;682;0.93;0.93
VIC;Lalor;3;#;JONES, Barry;ALP;M;47390;64.29;16.26
VIC;Lalor;4;;GOLDING, Anthony;CTA;M;1126;1.53;-1.44
VIC;Lalor;5;;STACEY, Carla;DEM;F;2113;2.87;-7.17
VIC;Lalor;997;;;OTH;;0;0.00;-7.29
VIC;La Trobe;1;#;CHARLES, Bob;LP;M;35306;48.17;4.49
VIC;La Trobe;2;;HERBERT, Peter;EFF;M;552;0.75;0.75
VIC;La Trobe;3;;VOIGT, Wolfgang;CTA;M;866;1.18;-2.44
VIC;La Trobe;4;;WIGNEY, Rebecca;GRN;F;3317;4.53;4.53
VIC;La Trobe;5;;KENDI, Juliana;NLP;F;436;0.59;0.59
VIC;La Trobe;6;;JUNGWIRTH, Raymond;DEM;M;3106;4.24;-13.71
VIC;La Trobe;7;;PAIN, Geoff;ALP;M;29715;40.54;5.78
VIC;McEwen;1;;MOSLEY, Geoff;DEM;M;3022;3.99;-6.37
VIC;McEwen;2;#;CLEELAND, Peter;ALP;M;34320;45.34;7.04
VIC;McEwen;3;;GREY, Harry;IND;M;2148;2.84;2.84
VIC;McEwen;4;;NIHILL, Julie;NLP;F;655;0.87;0.87
VIC;McEwen;5;;BAILEY, Fran;LP;F;35549;46.96;0.12
VIC;McEwen;903;;;CTA;;0;0.00;-2.44
VIC;McEwen;997;;;OTH;;0;0.00;-2.07
VIC;McMillan;1;;WHITE, David George;DEM;M;2515;3.35;-6.86
VIC;McMillan;2;#;CUNNINGHAM, Barry;ALP;M;34295;45.66;7.77
VIC;McMillan;3;;MANN, Glen;IND;M;540;0.72;-0.05
VIC;McMillan;4;;HOPPNER, Helen;IND;F;4385;5.84;5.84
VIC;McMillan;5;;BOSCHIN, Cathy;NLP;F;428;0.57;0.57
VIC;McMillan;6;;RIGGALL, John;LP;M;32939;43.86;5.52
VIC;McMillan;903;;;CTA;;0;0.00;-3.84
VIC;McMillan;905;;;NP;;0;0.00;-8.95
VIC;Mallee;1;;ZIGOURAS, John Nicholas;ALP;M;19510;26.52;4.23
VIC;Mallee;2;;KIDD, Adrian;LP;M;23894;32.48;32.48
VIC;Mallee;3;;STEAR, Christopher;DEM;M;1840;2.50;-5.89
VIC;Mallee;4;#;FORREST, John A;NP;M;27708;37.66;-31.66
VIC;Mallee;5;;LAWSON KERR, Andrew;NLP;M;617;0.84;0.84
VIC;Maribyrnong;1;;HOPPER, Maureen;LP;F;21146;29.19;-9.17
VIC;Maribyrnong;2;;MARINKOVIC, George;;M;1126;1.55;1.55
VIC;Maribyrnong;3;;BELL, John;NLP;M;614;0.85;0.85
VIC;Maribyrnong;4;#;GRIFFITHS, Alan;ALP;M;47161;65.09;16.45
VIC;Maribyrnong;5;;MCKAY, Frances;DEM;F;2407;3.32;-9.69
VIC;Melbourne;1;#;TANNER, Lindsay James;ALP;M;47958;65.73;14.39
VIC;Melbourne;2;;QUIN, Di;;F;1955;2.68;2.68
VIC;Melbourne;3;;FERRARI, James Stephen;;U;394;0.54;-0.08
VIC;Melbourne;4;;CLARKE, Larry;NLP;M;765;1.05;1.05
VIC;Melbourne;5;;SIEVERS, Elvie Margaret;IND;F;1348;1.85;1.85
VIC;Melbourne;6;;IVANOV, Stevan;;M;281;0.39;0.39
VIC;Melbourne;7;;COOPER, Dias;DEM;M;2756;3.78;-14.11
VIC;Melbourne;8;;KOZANOGLU, Riza;LP;M;17507;23.99;-1.95
VIC;Melbourne;903;;;DSP;;0;0.00;-1.71
VIC;Melbourne;997;;;OTH;;0;0.00;-2.50
VIC;Melbourne Ports;1;;COLBERT, Andrew;IND;M;2291;3.21;3.21
VIC;Melbourne Ports;2;#;HOLDING, Clyde;ALP;M;34751;48.65;9.10
VIC;Melbourne Ports;3;;CRAIK, Christine;;F;1276;1.79;1.79
VIC;Melbourne Ports;4;;HOCKLEY, Caroline;NLP;F;678;0.95;0.95
VIC;Melbourne Ports;5;;FRIEDMANN, Helen;LP;F;29817;41.74;-1.86
VIC;Melbourne Ports;6;;BROADBENT, Beverley;DEM;F;2614;3.66;-11.85
VIC;Melbourne Ports;903;;;DSP;;0;0.00;-1.33
VIC;Menzies;1;#;ANDREWS, Kevin;LP;M;40200;57.37;-1.08
VIC;Menzies;2;;DE ANGELIS, Peter Marlon;ALP;M;26154;37.32;9.46
VIC;Menzies;3;;DOBINSON, John;DEM;M;2955;4.22;-7.38
VIC;Menzies;4;;QUINLAN, Denis;NLP;M;762;1.09;1.09
VIC;Menzies;904;;;CTA;;0;0.00;-2.08
VIC;Murray;1;;SHEEN, John;ALP;M;19555;26.59;5.56
VIC;Murray;2;;HYLAND, Sonia;NLP;F;781;1.06;1.06
VIC;Murray;3;;THOMSON, Allan;DEM;M;2027;2.76;-6.41
VIC;Murray;4;;LACEY, Dennis;IND;M;1678;2.28;2.28
VIC;Murray;5;#;LLOYD, Bruce;NP;M;49506;67.31;0.70
VIC;Murray;997;;;OTH;;0;0.00;-3.20
VIC;Scullin;1;;VEITCH, Don;CEG;M;1027;1.37;1.37
VIC;Scullin;2;;GRUJOVSKI, Jordan;IND;M;874;1.17;1.17
VIC;Scullin;3;#;JENKINS, Harry;ALP;M;46672;62.33;14.46
VIC;Scullin;4;;SMITH, Barbara;LP;F;20988;28.03;-7.75
VIC;Scullin;5;;GEORGIEVSKI, John;DEM;M;2259;3.02;-11.23
VIC;Scullin;6;;SIDDONS, John;IND;M;2648;3.54;3.54
VIC;Scullin;7;;PHILLIPS, Neil;NLP;M;412;0.55;0.55
VIC;Scullin;997;;;OTH;;0;0.00;-2.10
VIC;Wannon;1;;MORROW, Richard Neale;ALP;M;26846;36.47;5.70
VIC;Wannon;2;;PHILPOT, John D;IND;M;1963;2.67;2.67
VIC;Wannon;3;;HEMINGWAY, Les;IND;M;1234;1.68;1.68
VIC;Wannon;4;;HORSHAM, Yasmin;NLP;F;462;0.63;0.63
VIC;Wannon;5;;ANDERSON, Donald F;DEM;M;1534;2.08;-6.85
VIC;Wannon;6;#;HAWKER, David;LP;M;40819;55.46;-1.55
VIC;Wannon;7;;WILSON, David Graeme;IND;M;746;1.01;1.01
VIC;Wannon;901;;;CTA;;0;0.00;-3.30
VIC;Wills;1;;STONE, Robert;DEM;M;1474;2.09;-7.48
VIC;Wills;2;;SAVAGE, Katheryne;IND;F;652;0.93;0.93
VIC;Wills;3;;MURGATROYD, Cecil Godfrey;;M;219;0.31;-0.17
VIC;Wills;4;;MANTELL, Ken;;M;271;0.38;0.38
VIC;Wills;5;;KARDAMITSIS, Bill;ALP;M;29499;41.88;-6.80
VIC;Wills;6;;PRICE, John;NLP;M;212;0.30;0.30
VIC;Wills;7;#;CLEARY, Philip;IND;M;20721;29.42;29.42
VIC;Wills;8;;MINAS, Jack;LP;M;17386;24.68;-9.80
VIC;Wills;902;;;DSP;;0;0.00;-1.01
VIC;Wills;903;;;DLP;;0;0.00;-3.83
VIC;Wills;997;;;OTH;;0;0.00;-1.94
QLD;Bowman;1;;BICKLE, Frank;QG;M;2674;3.78;3.78
QLD;Bowman;2;#;SCIACCA, Con;ALP;M;35927;50.84;4.18
QLD;Bowman;3;;WARDLE, Debra;LP;F;24700;34.95;4.28
QLD;Bowman;4;;HENMAN, Murray;DEM;M;2714;3.84;-12.60
QLD;Bowman;5;;MARSH, Nigel;NP;M;3009;4.26;-1.96
QLD;Bowman;6;;MAY, Richard;IND;M;574;0.81;0.81
QLD;Bowman;7;;MCLAREN, Mark;IND;M;301;0.43;0.43
QLD;Bowman;8;;HENDSTOCK, Kevin;CAP;M;551;0.78;0.78
QLD;Bowman;9;;WHEELER, Bill;;M;214;0.30;0.30
QLD;Brisbane;1;;KELLETT, Kerri Jean;DEM;F;4166;5.60;-7.19
QLD;Brisbane;2;;ENNIS, Neil;LP;M;26717;35.93;1.08
