Senate - 2001 Election: New South Wales																																																																																																																																																																																																																																																															
First Preference Votes by Candidate																																																																																																																																																																																																																																																															
By Polling Place																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																															
Calare (85310)																																																																																																																																																																																																																																																															
			 A Pauline Hanson's One Nation															 B Christian Democratic Party (Fred Nile Group)												 C Unity - Say No To Hanson												 D Citizens Electoral Council of Australia												 E Progressive Labour Party												 F Helen Caldicott's - Our Common Future Party												 G Australian Democrats																								 H Help End Marijuana Prohibition												 I Peter Breen - Reform The Legal System												 J Australian Labor Party / Country Labor																		 K Lower Excise Fuel and Beer Party												 L 												 M The Fishing Party												 N 																																																																											
    			TICKET VOTES			MCKINNON			PUTRA			DEENEY			Group Total			TICKET VOTES			CAPSIS			HUME			Group Total			TICKET VOTES			NGO			MCLEOD			Group Total			TICKET VOTES			BUTLER			COLLINS			Group Total			TICKET VOTES			WOLDRING			LEE			Group Total			TICKET VOTES			CALDICOTT			POTTS			Group Total			TICKET VOTES			BOURNE			YATES			CHUNG			MAYFIELD			PRINCE			EVANS			Group Total			TICKET VOTES		BALDERSTONE				FUGGLE			Group Total			TICKET VOTES			GREENAWAY			ARMSTRONG			Group Total			TICKET VOTES			# STEPHENS			# CAMPBELL			MUNDINE			WOODS			Group Total			TICKET VOTES			O'LOUGHLIN			FREEMAN			Group Total			TICKET VOTES			STEWART			STEWART			Group Total			TICKET VOTES			SMITH			WISEMAN			Group Total			TICKET VOTES			SMITH			LAWLER			ANTHONY			Group Total																																																															
    						Don			Rick			Carol									George			Kevin									Thang			Robert									Robert			Glenys									Klaas			Shona									Helen			Ted									Vicki			Joanne			Craig			E Caroline			Janine			Julian									Michael			Don									Denise			Valerie									Ursula			George			Warren			Joanna									David			Paul									Lex			Joe									Robert			David									Warren			Geoff			Dora																																																																		
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																														
	Molong		108	8.28		3	0.23		0	0.00		0	0.00		111	8.51		55	4.21		16	1.23		0	0.00		71	5.44		2	0.15		0	0.00		0	0.00		2	0.15		3	0.23		0	0.00		0	0.00		3	0.23		19	1.46		0	0.00		0	0.00		19	1.46		2	0.15		2	0.15		0	0.00		4	0.31		50	3.83		3	0.23		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		53	4.06		11	0.84		1	0.08		0	0.00		12	0.92		4	0.31		0	0.00		0	0.00		4	0.31		336	25.75		4	0.31		0	0.00		0	0.00		1	0.08		341	26.13		14	1.07		1	0.08		0	0.00		15	1.15		1	0.08		0	0.00		0	0.00		1	0.08		12	0.92		1	0.08		0	0.00		13	1.00		2	0.15		0	0.00		0	0.00		0	0.00		2	0.15
	Morongla Creek		25	11.79		0	0.00		0	0.00		0	0.00		25	11.79		5	2.36		0	0.00		0	0.00		5	2.36		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.47		0	0.00		0	0.00		1	0.47		0	0.00		0	0.00		0	0.00		0	0.00		6	2.83		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	2.83		1	0.47		0	0.00		0	0.00		1	0.47		1	0.47		0	0.00		0	0.00		1	0.47		22	10.38		0	0.00		0	0.00		0	0.00		1	0.47		23	10.85		2	0.94		0	0.00		0	0.00		2	0.94		0	0.00		0	0.00		0	0.00		0	0.00		2	0.94		0	0.00		0	0.00		2	0.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Mullion Creek		37	11.42		11	3.40		0	0.00		0	0.00		48	14.81		4	1.23		1	0.31		1	0.31		6	1.85		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.62		0	0.00		0	0.00		2	0.62		0	0.00		0	0.00		0	0.00		0	0.00		15	4.63		1	0.31		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		16	4.94		3	0.93		0	0.00		0	0.00		3	0.93		1	0.31		0	0.00		0	0.00		1	0.31		46	14.20		0	0.00		0	0.00		0	0.00		1	0.31		47	14.51		4	1.23		0	0.00		0	0.00		4	1.23		0	0.00		0	0.00		0	0.00		0	0.00		5	1.54		0	0.00		0	0.00		5	1.54		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Nashdale		29	8.50		0	0.00		0	0.00		0	0.00		29	8.50		10	2.93		0	0.00		1	0.29		11	3.23		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.29		0	0.00		1	0.29		2	0.59		0	0.00		0	0.00		2	0.59		0	0.00		0	0.00		0	0.00		0	0.00		22	6.45		2	0.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		24	7.04		2	0.59		1	0.29		0	0.00		3	0.88		0	0.00		0	0.00		0	0.00		0	0.00		49	14.37		4	1.17		0	0.00		0	0.00		0	0.00		53	15.54		3	0.88		0	0.00		0	0.00		3	0.88		0	0.00		0	0.00		0	0.00		0	0.00		1	0.29		1	0.29		0	0.00		2	0.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Neville		16	11.59		0	0.00		0	0.00		0	0.00		16	11.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.72		0	0.00		0	0.00		1	0.72		4	2.90		0	0.00		0	0.00		4	2.90		0	0.00		0	0.00		0	0.00		0	0.00		4	2.90		1	0.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	3.62		2	1.45		0	0.00		0	0.00		2	1.45		0	0.00		0	0.00		0	0.00		0	0.00		19	13.77		0	0.00		0	0.00		0	0.00		0	0.00		19	13.77		1	0.72		0	0.00		0	0.00		1	0.72		0	0.00		0	0.00		0	0.00		0	0.00		1	0.72		0	0.00		0	0.00		1	0.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Newbridge		6	3.97		3	1.99		0	0.00		0	0.00		9	5.96		2	1.32		0	0.00		0	0.00		2	1.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.66		0	0.00		1	0.66		7	4.64		2	1.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		9	5.96		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		33	21.85		0	0.00		1	0.66		0	0.00		0	0.00		34	22.52		2	1.32		0	0.00		0	0.00		2	1.32		0	0.00		0	0.00		0	0.00		0	0.00		2	1.32		0	0.00		0	0.00		2	1.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	O'Connell		26	8.44		2	0.65		0	0.00		0	0.00		28	9.09		10	3.25		0	0.00		0	0.00		10	3.25		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		24	7.79		3	0.97		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		27	8.77		2	0.65		0	0.00		0	0.00		2	0.65		2	0.65		0	0.00		0	0.00		2	0.65		71	23.05		1	0.32		0	0.00		0	0.00		1	0.32		73	23.70		1	0.32		0	0.00		0	0.00		1	0.32		0	0.00		0	0.00		0	0.00		0	0.00		3	0.97		0	0.00		0	0.00		3	0.97		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Oakey Park		38	10.50		2	0.55		0	0.00		0	0.00		40	11.05		3	0.83		0	0.00		0	0.00		3	0.83		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	1.10		1	0.28		0	0.00		5	1.38		1	0.28		0	0.00		0	0.00		1	0.28		12	3.31		1	0.28		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	3.59		6	1.66		0	0.00		0	0.00		6	1.66		1	0.28		0	0.00		0	0.00		1	0.28		205	56.63		2	0.55		0	0.00		0	0.00		0	0.00		207	57.18		5	1.38		1	0.28		0	0.00		6	1.66		0	0.00		0	0.00		0	0.00		0	0.00		2	0.55		0	0.00		0	0.00		2	0.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Oberon		151	7.82		5	0.26		0	0.00		0	0.00		156	8.08		19	0.98		5	0.26		1	0.05		25	1.30		2	0.10		0	0.00		0	0.00		2	0.10		7	0.36		0	0.00		0	0.00		7	0.36		42	2.18		0	0.00		0	0.00		42	2.18		0	0.00		0	0.00		0	0.00		0	0.00		75	3.89		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		75	3.89		22	1.14		1	0.05		0	0.00		23	1.19		6	0.31		0	0.00		0	0.00		6	0.31		529	27.41		2	0.10		0	0.00		1	0.05		0	0.00		532	27.56		30	1.55		1	0.05		0	0.00		31	1.61		2	0.10		0	0.00		0	0.00		2	0.10		21	1.09		0	0.00		0	0.00		21	1.09		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Orange		92	3.98		4	0.17		0	0.00		0	0.00		96	4.16		88	3.81		7	0.30		0	0.00		95	4.11		5	0.22		2	0.09		0	0.00		7	0.30		2	0.09		0	0.00		0	0.00		2	0.09		34	1.47		0	0.00		0	0.00		34	1.47		3	0.13		0	0.00		0	0.00		3	0.13		144	6.24		9	0.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		153	6.63		25	1.08		0	0.00		0	0.00		25	1.08		7	0.30		0	0.00		0	0.00		7	0.30		584	25.29		6	0.26		0	0.00		0	0.00		1	0.04		591	25.60		23	1.00		1	0.04		0	0.00		24	1.04		3	0.13		0	0.00		0	0.00		3	0.13		13	0.56		0	0.00		0	0.00		13	0.56		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Orange East		104	5.99		6	0.35		0	0.00		0	0.00		110	6.34		41	2.36		11	0.63		0	0.00		52	3.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		49	2.82		0	0.00		0	0.00		49	2.82		5	0.29		1	0.06		0	0.00		6	0.35		80	4.61		9	0.52		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		90	5.19		30	1.73		2	0.12		0	0.00		32	1.84		3	0.17		0	0.00		0	0.00		3	0.17		570	32.85		6	0.35		0	0.00		1	0.06		1	0.06		578	33.31		30	1.73		0	0.00		0	0.00		30	1.73		0	0.00		0	0.00		0	0.00		0	0.00		19	1.10		0	0.00		0	0.00		19	1.10		2	0.12		0	0.00		0	0.00		0	0.00		2	0.12
	Orange Hospital		20	3.62		2	0.36		0	0.00		0	0.00		22	3.99		17	3.08		5	0.91		1	0.18		23	4.17		1	0.18		0	0.00		0	0.00		1	0.18		1	0.18		0	0.00		0	0.00		1	0.18		13	2.36		0	0.00		0	0.00		13	2.36		2	0.36		0	0.00		0	0.00		2	0.36		35	6.34		3	0.54		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		38	6.88		3	0.54		0	0.00		0	0.00		3	0.54		1	0.18		0	0.00		0	0.00		1	0.18		192	34.78		2	0.36		0	0.00		1	0.18		0	0.00		195	35.33		3	0.54		1	0.18		0	0.00		4	0.72		1	0.18		0	0.00		0	0.00		1	0.18		5	0.91		0	0.00		0	0.00		5	0.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Orange North		48	5.39		8	0.90		0	0.00		0	0.00		56	6.29		23	2.58		1	0.11		0	0.00		24	2.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	1.57		0	0.00		0	0.00		14	1.57		0	0.00		0	0.00		0	0.00		0	0.00		66	7.42		4	0.45		1	0.11		0	0.00		0	0.00		0	0.00		0	0.00		71	7.98		11	1.24		0	0.00		0	0.00		11	1.24		1	0.11		0	0.00		0	0.00		1	0.11		209	23.48		4	0.45		0	0.00		1	0.11		0	0.00		214	24.04		11	1.24		1	0.11		0	0.00		12	1.35		0	0.00		0	0.00		0	0.00		0	0.00		6	0.67		0	0.00		0	0.00		6	0.67		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Orange South		101	5.92		10	0.59		0	0.00		0	0.00		111	6.50		35	2.05		3	0.18		0	0.00		38	2.23		0	0.00		1	0.06		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		33	1.93		0	0.00		0	0.00		33	1.93		1	0.06		0	0.00		0	0.00		1	0.06		67	3.93		5	0.29		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		73	4.28		21	1.23		1	0.06		0	0.00		22	1.29		1	0.06		0	0.00		0	0.00		1	0.06		464	27.18		7	0.41		0	0.00		1	0.06		0	0.00		472	27.65		26	1.52		1	0.06		0	0.00		27	1.58		2	0.12		0	0.00		1	0.06		3	0.18		15	0.88		1	0.06		0	0.00		16	0.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Orange West		131	4.53		9	0.31		0	0.00		0	0.00		140	4.84		90	3.11		13	0.45		0	0.00		103	3.56		2	0.07		0	0.00		0	0.00		2	0.07		2	0.07		0	0.00		0	0.00		2	0.07		44	1.52		0	0.00		0	0.00		44	1.52		1	0.03		0	0.00		0	0.00		1	0.03		146	5.05		13	0.45		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		159	5.50		21	0.73		2	0.07		0	0.00		23	0.80		10	0.35		0	0.00		0	0.00		10	0.35		588	20.34		12	0.42		1	0.03		2	0.07		1	0.03		604	20.89		42	1.45		3	0.10		0	0.00		45	1.56		2	0.07		0	0.00		0	0.00		2	0.07		21	0.73		0	0.00		0	0.00		21	0.73		2	0.07		0	0.00		0	0.00		0	0.00		2	0.07
	Peel		10	8.77		1	0.88		0	0.00		0	0.00		11	9.65		3	2.63		0	0.00		0	0.00		3	2.63		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.88		0	0.00		0	0.00		1	0.88		0	0.00		0	0.00		0	0.00		0	0.00		13	11.40		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	11.40		2	1.75		0	0.00		0	0.00		2	1.75		1	0.88		0	0.00		0	0.00		1	0.88		18	15.79		1	0.88		0	0.00		0	0.00		0	0.00		19	16.67		1	0.88		0	0.00		0	0.00		1	0.88		0	0.00		0	0.00		0	0.00		0	0.00		1	0.88		0	0.00		0	0.00		1	0.88		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Perthville		45	9.05		5	1.01		0	0.00		0	0.00		50	10.06		13	2.62		2	0.40		0	0.00		15	3.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	1.01		0	0.00		0	0.00		5	1.01		2	0.40		0	0.00		0	0.00		2	0.40		18	3.62		3	0.60		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		21	4.23		7	1.41		1	0.20		0	0.00		8	1.61		5	1.01		0	0.00		0	0.00		5	1.01		103	20.72		1	0.20		0	0.00		0	0.00		0	0.00		104	20.93		9	1.81		0	0.00		0	0.00		9	1.81		0	0.00		0	0.00		0	0.00		0	0.00		3	0.60		0	0.00		0	0.00		3	0.60		1	0.20		0	0.00		0	0.00		0	0.00		1	0.20
	Portland		90	7.35		9	0.73		0	0.00		1	0.08		100	8.16		13	1.06		1	0.08		0	0.00		14	1.14		1	0.08		0	0.00		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		0	0.00		34	2.78		0	0.00		0	0.00		34	2.78		0	0.00		0	0.00		0	0.00		0	0.00		34	2.78		1	0.08		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		36	2.94		10	0.82		0	0.00		0	0.00		10	0.82		5	0.41		0	0.00		0	0.00		5	0.41		722	58.94		3	0.24		1	0.08		0	0.00		0	0.00		726	59.27		8	0.65		1	0.08		0	0.00		9	0.73		1	0.08		0	0.00		0	0.00		1	0.08		8	0.65		0	0.00		0	0.00		8	0.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Raglan		61	7.42		4	0.49		0	0.00		0	0.00		65	7.91		27	3.28		0	0.00		0	0.00		27	3.28		0	0.00		0	0.00		0	0.00		0	0.00		1	0.12		0	0.00		0	0.00		1	0.12		12	1.46		0	0.00		0	0.00		12	1.46		1	0.12		0	0.00		0	0.00		1	0.12		47	5.72		1	0.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		48	5.84		11	1.34		2	0.24		0	0.00		13	1.58		2	0.24		0	0.00		0	0.00		2	0.24		288	35.04		2	0.24		1	0.12		0	0.00		1	0.12		292	35.52		5	0.61		0	0.00		0	0.00		5	0.61		0	0.00		0	0.00		0	0.00		0	0.00		7	0.85		0	0.00		0	0.00		7	0.85		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Rockley		26	10.79		0	0.00		0	0.00		0	0.00		26	10.79		3	1.24		0	0.00		0	0.00		3	1.24		0	0.00		0	0.00		0	0.00		0	0.00		1	0.41		0	0.00		0	0.00		1	0.41		3	1.24		0	0.00		0	0.00		3	1.24		0	0.00		0	0.00		0	0.00		0	0.00		10	4.15		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		10	4.15		1	0.41		0	0.00		0	0.00		1	0.41		2	0.83		0	0.00		0	0.00		2	0.83		68	28.22		3	1.24		1	0.41		0	0.00		0	0.00		72	29.88		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	2.07		1	0.41		0	0.00		6	2.49		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Rydal		22	13.25		3	1.81		0	0.00		0	0.00		25	15.06		2	1.20		0	0.00		0	0.00		2	1.20		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	1.81		0	0.00		0	0.00		3	1.81		0	0.00		0	0.00		0	0.00		0	0.00		6	3.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	3.61		3	1.81		0	0.00		0	0.00		3	1.81		0	0.00		0	0.00		0	0.00		0	0.00		41	24.70		0	0.00		0	0.00		0	0.00		0	0.00		41	24.70		1	0.60		0	0.00		0	0.00		1	0.60		0	0.00		0	0.00		0	0.00		0	0.00		2	1.20		1	0.60		0	0.00		3	1.81		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Sofala		14	15.73		1	1.12		0	0.00		0	0.00		15	16.85		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.12		0	0.00		0	0.00		1	1.12		0	0.00		1	1.12		0	0.00		1	1.12		5	5.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	5.62		0	0.00		1	1.12		0	0.00		1	1.12		0	0.00		0	0.00		0	0.00		0	0.00		21	23.60		0	0.00		0	0.00		0	0.00		0	0.00		21	23.60		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.12		0	0.00		0	0.00		1	1.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Spring Hill		18	8.07		4	1.79		0	0.00		0	0.00		22	9.87		2	0.90		1	0.45		0	0.00		3	1.35		1	0.45		0	0.00		0	0.00		1	0.45		0	0.00		0	0.00		0	0.00		0	0.00		5	2.24		0	0.00		0	0.00		5	2.24		0	0.00		0	0.00		0	0.00		0	0.00		12	5.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		12	5.38		2	0.90		0	0.00		1	0.45		3	1.35		0	0.00		0	0.00		0	0.00		0	0.00		48	21.52		1	0.45		0	0.00		0	0.00		0	0.00		49	21.97		2	0.90		0	0.00		0	0.00		2	0.90		0	0.00		0	0.00		0	0.00		0	0.00		4	1.79		0	0.00		0	0.00		4	1.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Spring Terrace		25	9.69		7	2.71		0	0.00		0	0.00		32	12.40		4	1.55		0	0.00		0	0.00		4	1.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.78		0	0.00		0	0.00		2	0.78		0	0.00		0	0.00		0	0.00		0	0.00		12	4.65		1	0.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	5.04		2	0.78		0	0.00		0	0.00		2	0.78		2	0.78		0	0.00		0	0.00		2	0.78		40	15.50		1	0.39		0	0.00		0	0.00		0	0.00		41	15.89		2	0.78		1	0.39		0	0.00		3	1.16		0	0.00		0	0.00		0	0.00		0	0.00		2	0.78		0	0.00		0	0.00		2	0.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Sydney (Calare)		2	5.71		0	0.00		0	0.00		0	0.00		2	5.71		1	2.86		0	0.00		0	0.00		1	2.86		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	5.71		0	0.00		0	0.00		2	5.71		0	0.00		0	0.00		0	0.00		0	0.00		3	8.57		1	2.86		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	11.43		1	2.86		0	0.00		0	0.00		1	2.86		0	0.00		0	0.00		0	0.00		0	0.00		16	45.71		0	0.00		0	0.00		0	0.00		0	0.00		16	45.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	The Lagoon		8	7.48		5	4.67		0	0.00		0	0.00		13	12.15		1	0.93		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.87		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.87		2	1.87		0	0.00		0	0.00		2	1.87		2	1.87		0	0.00		0	0.00		2	1.87		18	16.82		0	0.00		0	0.00		0	0.00		0	0.00		18	16.82		1	0.93		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		1	0.93		1	0.93		0	0.00		0	0.00		0	0.00		1	0.93
	Trunkey		11	7.53		0	0.00		0	0.00		0	0.00		11	7.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.68		0	0.00		0	0.00		1	0.68		0	0.00		0	0.00		0	0.00		0	0.00		7	4.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	4.79		1	0.68		0	0.00		0	0.00		1	0.68		0	0.00		0	0.00		0	0.00		0	0.00		28	19.18		1	0.68		0	0.00		0	0.00		0	0.00		29	19.86		2	1.37		0	0.00		0	0.00		2	1.37		0	0.00		0	0.00		0	0.00		0	0.00		1	0.68		1	0.68		0	0.00		2	1.37		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Tweed Mills		42	5.23		2	0.25		0	0.00		0	0.00		44	5.48		23	2.86		3	0.37		0	0.00		26	3.24		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		20	2.49		2	0.25		0	0.00		22	2.74		0	0.00		0	0.00		0	0.00		0	0.00		23	2.86		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		23	2.86		10	1.25		0	0.00		0	0.00		10	1.25		2	0.25		0	0.00		0	0.00		2	0.25		479	59.65		2	0.25		0	0.00		0	0.00		2	0.25		483	60.15		6	0.75		0	0.00		0	0.00		6	0.75		0	0.00		0	0.00		0	0.00		0	0.00		2	0.25		0	0.00		0	0.00		2	0.25		1	0.12		0	0.00		0	0.00		0	0.00		1	0.12
	Vale Of Clwydd		52	8.13		3	0.47		0	0.00		0	0.00		55	8.59		12	1.88		0	0.00		0	0.00		12	1.88		0	0.00		1	0.16		0	0.00		1	0.16		0	0.00		0	0.00		0	0.00		0	0.00		16	2.50		0	0.00		0	0.00		16	2.50		1	0.16		0	0.00		0	0.00		1	0.16		14	2.19		1	0.16		1	0.16		0	0.00		0	0.00		0	0.00		0	0.00		16	2.50		19	2.97		1	0.16		0	0.00		20	3.13		2	0.31		0	0.00		0	0.00		2	0.31		301	47.03		3	0.47		0	0.00		0	0.00		1	0.16		305	47.66		6	0.94		1	0.16		0	0.00		7	1.09		3	0.47		0	0.00		0	0.00		3	0.47		4	0.63		0	0.00		0	0.00		4	0.63		1	0.16		0	0.00		0	0.00		0	0.00		1	0.16
	Wallerawang		88	7.35		3	0.25		0	0.00		0	0.00		91	7.60		37	3.09		3	0.25		0	0.00		40	3.34		0	0.00		0	0.00		0	0.00		0	0.00		2	0.17		0	0.00		0	0.00		2	0.17		31	2.59		1	0.08		0	0.00		32	2.67		1	0.08		0	0.00		0	0.00		1	0.08		29	2.42		4	0.33		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		33	2.75		15	1.25		0	0.00		0	0.00		15	1.25		3	0.25		0	0.00		0	0.00		3	0.25		604	50.42		5	0.42		4	0.33		0	0.00		1	0.08		614	51.25		11	0.92		1	0.08		0	0.00		12	1.00		0	0.00		0	0.00		0	0.00		0	0.00		17	1.42		0	0.00		0	0.00		17	1.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Wattle Flat		21	12.65		0	0.00		0	0.00		1	0.60		22	13.25		1	0.60		0	0.00		0	0.00		1	0.60		1	0.60		0	0.00		0	0.00		1	0.60		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		11	6.63		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		11	6.63		3	1.81		0	0.00		0	0.00		3	1.81		0	0.00		0	0.00		0	0.00		0	0.00		35	21.08		0	0.00		0	0.00		1	0.60		0	0.00		36	21.69		3	1.81		0	0.00		0	0.00		3	1.81		0	0.00		0	0.00		0	0.00		0	0.00		1	0.60		0	0.00		0	0.00		1	0.60		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
	Woodstock		36	10.71		4	1.19		0	0.00		0	0.00		40	11.90		3	0.89		1	0.30		0	0.00		4	1.19		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	1.49		0	0.00		0	0.00		5	1.49		0	0.00		0	0.00		0	0.00		0	0.00		12	3.57		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	3.87		1	0.30		0	0.00		0	0.00		1	0.30		1	0.30		0	0.00		0	0.00		1	0.30		101	30.06		2	0.60		0	0.00		1	0.30		0	0.00		104	30.95		5	1.49		0	0.00		0	0.00		5	1.49		0	0.00		0	0.00		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00
