Senate - 2001 Election: New South Wales																																																																																																																																																																																																																																																															
First Preference Votes by Candidate 																																																																																																																																																																																																																																																															
By Polling Place																																																																																																																																																																																																																																																															

Page (82272)																																																																																																																																																																																																																																																															
			 A Pauline Hanson's One Nation															 B Christian Democratic Party (Fred Nile Group)												 C Unity - Say No To Hanson												 D Citizens Electoral Council of Australia												 E Progressive Labour Party												 F Helen Caldicott's - Our Common Future Party												 G Australian Democrats																								 H Help End Marijuana Prohibition												 I Peter Breen - Reform The Legal System												 J Australian Labor Party / Country Labor																		 K Lower Excise Fuel and Beer Party												 L 												 M The Fishing Party												 N 															 O Non-Custodial Parents Party												 P Nuclear Disarmament Party of Australia												 Q Liberal/Nationals																								 R No Goods and Services Tax Party												
	    		TICKET VOTES			MCKINNON			PUTRA			DEENEY			Group Total			TICKET VOTES			CAPSIS			HUME			Group Total			TICKET VOTES			NGO			MCLEOD			Group Total			TICKET VOTES			BUTLER			COLLINS			Group Total			TICKET VOTES			WOLDRING			LEE			Group Total			TICKET VOTES			CALDICOTT			POTTS			Group Total			TICKET VOTES			BOURNE			YATES			CHUNG			MAYFIELD			PRINCE			EVANS			Group Total			TICKET VOTES			BALDERSTONE			FUGGLE			Group Total			TICKET VOTES			GREENAWAY			ARMSTRONG			Group Total			TICKET VOTES			# STEPHENS			# CAMPBELL			MUNDINE			WOODS			Group Total			TICKET VOTES			O'LOUGHLIN			FREEMAN			Group Total			TICKET VOTES			STEWART			STEWART			Group Total			TICKET VOTES			SMITH			WISEMAN			Group Total			TICKET VOTES			SMITH			LAWLER			ANTHONY			Group Total			TICKET VOTES			THOMPSON			MCKEEGAN			Group Total			TICKET VOTES			DENBOROUGH			FRANCIS			Group Total			TICKET VOTES			# COONAN			# MACDONALD			# PAYNE			NASH			MACDONALD			TANG			Group Total			TICKET VOTES			GALLAGHER			MARTIN						
	    					Don			Rick			Carol									George			Kevin									Thang			Robert									Robert			Glenys									Klaas			Shona									Helen			Ted									Vicki			Joanne			Craig			E Caroline			Janine			Julian									Michael			Don									Denise			Valerie									Ursula			George			Warren			Joanna									David			Paul									Lex			Joe									Robert			David									Warren			Geoff			Dora									Andy			Annette									Michael			Yvonne									Helen			Sandy			Marise			Fiona			Scot			Terence									Mick			Charles H						
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
	Casino		331	10.38		13	0.41		0	0.00		0	0.00		344	10.79		67	2.10		8	0.25		0	0.00		75	2.35		1	0.03		0	0.00		0	0.00		1	0.03		2	0.06		1	0.03		0	0.00		3	0.09		70	2.20		0	0.00		0	0.00		70	2.20		3	0.09		0	0.00		0	0.00		3	0.09		104	3.26		4	0.13		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		109	3.42		33	1.04		2	0.06		0	0.00		35	1.10		9	0.28		1	0.03		0	0.00		10	0.31		940	29.49		13	0.41		2	0.06		0	0.00		1	0.03		956	29.99		22	0.69		0	0.00		1	0.03		23	0.72		4	0.13		0	0.00		0	0.00		4	0.13		48	1.51		1	0.03		0	0.00		49	1.54		2	0.06		0	0.00		0	0.00		0	0.00		2	0.06		4	0.13		0	0.00		0	0.00		4	0.13		1	0.03		0	0.00		0	0.00		1	0.03		1375	43.13		7	0.22		0	0.00		1	0.03		0	0.00		2	0.06		0	0.00		1385	43.44		27	0.85		1	0.03		0	0.00
	Casino High		66	8.08		4	0.49		0	0.00		0	0.00		70	8.57		18	2.20		0	0.00		0	0.00		18	2.20		2	0.24		0	0.00		0	0.00		2	0.24		3	0.37		0	0.00		0	0.00		3	0.37		21	2.57		0	0.00		0	0.00		21	2.57		0	0.00		1	0.12		0	0.00		1	0.12		38	4.65		1	0.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		39	4.77		18	2.20		1	0.12		0	0.00		19	2.33		1	0.12		0	0.00		0	0.00		1	0.12		296	36.23		1	0.12		0	0.00		0	0.00		0	0.00		297	36.35		3	0.37		2	0.24		0	0.00		5	0.61		1	0.12		0	0.00		0	0.00		1	0.12		10	1.22		1	0.12		0	0.00		11	1.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.24		0	0.00		0	0.00		2	0.24		2	0.24		0	0.00		0	0.00		2	0.24		292	35.74		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		292	35.74		16	1.96		0	0.00		0	0.00
	Casino Hospital		39	7.10		4	0.73		0	0.00		0	0.00		43	7.83		9	1.64		1	0.18		1	0.18		11	2.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	2.55		0	0.00		0	0.00		14	2.55		2	0.36		0	0.00		0	0.00		2	0.36		29	5.28		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		29	5.28		4	0.73		0	0.00		0	0.00		4	0.73		1	0.18		0	0.00		1	0.18		2	0.36		186	33.88		2	0.36		0	0.00		0	0.00		0	0.00		188	34.24		6	1.09		0	0.00		0	0.00		6	1.09		0	0.00		0	0.00		0	0.00		0	0.00		3	0.55		0	0.00		0	0.00		3	0.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.18		0	0.00		0	0.00		1	0.18		0	0.00		0	0.00		0	0.00		0	0.00		233	42.44		1	0.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		234	42.62		6	1.09		0	0.00		0	0.00
	Casino South		91	8.47		8	0.74		0	0.00		0	0.00		99	9.22		24	2.23		3	0.28		0	0.00		27	2.51		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		0	0.00		0	0.00		1	0.09		17	1.58		0	0.00		0	0.00		17	1.58		2	0.19		2	0.19		0	0.00		4	0.37		49	4.56		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		49	4.56		13	1.21		0	0.00		0	0.00		13	1.21		2	0.19		0	0.00		0	0.00		2	0.19		294	27.37		1	0.09		1	0.09		0	0.00		0	0.00		296	27.56		4	0.37		1	0.09		0	0.00		5	0.47		0	0.00		0	0.00		0	0.00		0	0.00		15	1.40		0	0.00		0	0.00		15	1.40		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		1	0.09		0	0.00		2	0.19		0	0.00		0	0.00		0	0.00		0	0.00		486	45.25		5	0.47		3	0.28		0	0.00		0	0.00		1	0.09		0	0.00		495	46.09		4	0.37		0	0.00		0	0.00
	Casino West		61	7.40		3	0.36		0	0.00		0	0.00		64	7.77		20	2.43		1	0.12		0	0.00		21	2.55		2	0.24		0	0.00		0	0.00		2	0.24		13	1.58		0	0.00		0	0.00		13	1.58		2	0.24		2	0.24		0	0.00		4	0.49		1	0.12		0	0.00		0	0.00		1	0.12		34	4.13		3	0.36		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		37	4.49		14	1.70		1	0.12		0	0.00		15	1.82		3	0.36		0	0.00		0	0.00		3	0.36		310	37.62		1	0.12		0	0.00		0	0.00		0	0.00		311	37.74		10	1.21		1	0.12		0	0.00		11	1.33		0	0.00		0	0.00		0	0.00		0	0.00		17	2.06		0	0.00		0	0.00		17	2.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.24		0	0.00		0	0.00		2	0.24		1	0.12		0	0.00		0	0.00		1	0.12		300	36.41		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		300	36.41		6	0.73		1	0.12		0	0.00
	Cawongla		12	3.20		3	0.80		0	0.00		1	0.27		16	4.27		3	0.80		0	0.00		0	0.00		3	0.80		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		3	0.80		0	0.00		4	1.07		31	8.27		5	1.33		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		36	9.60		10	2.67		12	3.20		1	0.27		23	6.13		0	0.00		0	0.00		0	0.00		0	0.00		83	22.13		2	0.53		0	0.00		0	0.00		0	0.00		85	22.67		1	0.27		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		1	0.27		1	0.27		0	0.00		0	0.00		1	0.27		70	18.67		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		70	18.67		1	0.27		0	0.00		0	0.00
	Chatsworth Island		55	14.95		4	1.09		0	0.00		0	0.00		59	16.03		8	2.17		1	0.27		0	0.00		9	2.45		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		1	0.27		3	0.82		0	0.00		0	0.00		3	0.82		0	0.00		0	0.00		0	0.00		0	0.00		18	4.89		1	0.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		19	5.16		6	1.63		0	0.00		0	0.00		6	1.63		0	0.00		0	0.00		0	0.00		0	0.00		84	22.83		2	0.54		0	0.00		0	0.00		0	0.00		86	23.37		3	0.82		0	0.00		0	0.00		3	0.82		0	0.00		0	0.00		0	0.00		0	0.00		3	0.82		0	0.00		0	0.00		3	0.82		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		159	43.21		0	0.00		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		160	43.48		1	0.27		0	0.00		0	0.00
	Clovass		12	4.49		2	0.75		0	0.00		0	0.00		14	5.24		9	3.37		0	0.00		0	0.00		9	3.37		1	0.37		0	0.00		0	0.00		1	0.37		0	0.00		0	0.00		0	0.00		0	0.00		1	0.37		0	0.00		0	0.00		1	0.37		2	0.75		0	0.00		0	0.00		2	0.75		14	5.24		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	5.24		3	1.12		0	0.00		0	0.00		3	1.12		0	0.00		0	0.00		0	0.00		0	0.00		41	15.36		2	0.75		0	0.00		0	0.00		0	0.00		43	16.10		1	0.37		0	0.00		0	0.00		1	0.37		0	0.00		0	0.00		0	0.00		0	0.00		2	0.75		0	0.00		0	0.00		2	0.75		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.37		0	0.00		0	0.00		1	0.37		0	0.00		0	0.00		0	0.00		0	0.00		170	63.67		1	0.37		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		171	64.04		0	0.00		0	0.00		0	0.00
	Clunes		10	2.54		0	0.00		0	0.00		0	0.00		10	2.54		10	2.54		0	0.00		0	0.00		10	2.54		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.51		1	0.25		0	0.00		3	0.76		1	0.25		1	0.25		0	0.00		2	0.51		35	8.88		8	2.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		43	10.91		4	1.02		0	0.00		0	0.00		4	1.02		0	0.00		0	0.00		0	0.00		0	0.00		96	24.37		3	0.76		0	0.00		0	0.00		0	0.00		99	25.13		1	0.25		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		0	0.00		0	0.00		4	1.02		0	0.00		0	0.00		4	1.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		1	0.25		1	0.25		0	0.00		0	0.00		1	0.25		151	38.32		2	0.51		1	0.25		1	0.25		0	0.00		0	0.00		0	0.00		155	39.34		1	0.25		0	0.00		0	0.00
	Copmanhurst		27	7.65		3	0.85		0	0.00		0	0.00		30	8.50		3	0.85		1	0.28		0	0.00		4	1.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.85		0	0.00		0	0.00		3	0.85		2	0.57		0	0.00		0	0.00		2	0.57		16	4.53		2	0.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		18	5.10		2	0.57		0	0.00		0	0.00		2	0.57		1	0.28		0	0.00		0	0.00		1	0.28		91	25.78		0	0.00		0	0.00		0	0.00		0	0.00		91	25.78		1	0.28		0	0.00		0	0.00		1	0.28		0	0.00		0	0.00		0	0.00		0	0.00		1	0.28		0	0.00		0	0.00		1	0.28		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.28		0	0.00		0	0.00		1	0.28		1	0.28		0	0.00		0	0.00		1	0.28		170	48.16		0	0.00		1	0.28		0	0.00		0	0.00		0	0.00		0	0.00		171	48.44		7	1.98		0	0.00		0	0.00
