House of Representatives - 2001 Election: New South Wales																																											
First Preference Votes and TCP 																																											
By Candidate by Polling Place																																											

Paterson (82782)																																											
	HORNE			SHAW			DAVIES			RANKE			HENNELLY			# BALDWIN			KING			CARY			FORMAL			INFORMAL			TOTAL												
	Bob			Ian			Sharon			Aina			Paul			Bob			Tony			Paul												Two Candidate Preferred									
	ALP			NP			DEM			GRN			FPY			LP			CEC			HAN												 HORNE ALP			# BALDWIN LP						
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
Woodville	142	34.89		31	7.62		12	2.95		25	6.14		3	0.74		169	41.52		3	0.74		22	5.41		407	95.09		21	4.91		428	0.53		188	46.19		219	53.81			
Wootton	28	25.23		18	16.22		5	4.50		7	6.31		1	0.90		40	36.04		2	1.80		10	9.01		111	97.37		3	2.63		114	0.14		44	39.64		67	60.36			
Special Hospitals	99	46.70		8	3.77		5	2.36		1	0.47		0	0.00		95	44.81		0	0.00		4	1.89		212	98.60		3	1.40		215	0.27		106	50.00		106	50.00			
Total Ordinary	26426	41.16		4664	7.27		1626	2.53		1674	2.61		584	0.91		25459	39.66		288	0.45		3477	5.42		64198	96.21		2529	3.79		66727	83.40		31385	48.89		32813	51.11			
ABSENT	1557	39.33		197	4.98		163	4.12		208	5.25		72	1.82		1515	38.27		27	0.68		220	5.56		3959	95.44		189	4.56		4148	5.18		2007	50.69		1952	49.31			
POSTAL	1255	37.42		257	7.66		73	2.18		58	1.73		19	0.57		1483	44.22		15	0.45		194	5.78		3354	98.85		39	1.15		3393	4.24		1482	44.19		1872	55.81			
PRE_POLL	1967	38.27		401	7.80		110	2.14		125	2.43		36	0.70		2170	42.22		9	0.18		322	6.26		5140	97.89		111	2.11		5251	6.56		2314	45.02		2826	54.98			
PROVISIONAL	225	47.87		25	5.32		7	1.49		30	6.38		9	1.91		154	32.77		0	0.00		20	4.26		470	95.53		22	4.47		492	0.61		275	58.51		195	41.49			
Division Summary	31430	40.75		5544	7.19		1979	2.57		2095	2.72		720	0.93		30781	39.91		339	0.44		4233	5.49		77121	96.39		2890	3.61		80011	96.65		37463	48.58		39658	51.42			
																																									
																																									
																																									
																																									
																																						
