House of Representatives - 2001 Election: New South Wales																																											
First Preference Votes and TCP 																																											
By Candidate by Polling Place																																											

Macarthur (80127)																																											
	WATKINS			OATES			SANDERS			# FARMER			LANTRY			KNOWLES			SHEPPARD			HUNT			FORMAL			INFORMAL			TOTAL												
	Len			Meg			Eric			Pat			Jasmine			Gregory John			Elwyn			Geraldine												Two Candidate Preferred									
	HAN			ALP			NCP			LP			DEM			IND			CTA			GRN												 OATES ALP			# FARMER LP						
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
ABSENT	361	7.90		1539	33.69		42	0.92		2054	44.96		145	3.17		80	1.75		98	2.15		249	5.45		4568	94.38		272	5.62		4840	6.36		2086	45.67		2482	54.33			
POSTAL	100	4.78		659	31.53		6	0.29		1186	56.75		52	2.49		14	0.67		35	1.67		38	1.82		2090	97.66		50	2.34		2140	2.81		781	37.37		1309	62.63			
PRE_POLL	221	7.08		1046	33.51		12	0.38		1631	52.26		58	1.86		39	1.25		46	1.47		68	2.18		3121	96.84		102	3.16		3223	4.24		1255	40.21		1866	59.79			
PROVISIONAL	31	6.58		174	36.94		4	0.85		229	48.62		8	1.70		3	0.64		3	0.64		19	4.03		471	91.10		46	8.90		517	0.68		212	45.01		259	54.99			
Division Summary	3759	5.25		25675	35.88		236	0.33		36348	50.79		1555	2.17		757	1.06		1052	1.47		2183	3.05		71565	94.07		4508	5.93		76073	94.94		30798	43.04		40767	56.96			
																																									
																																									
																																									
																																									
																																						
