House of Representatives - 2001 Election: New South Wales																																								
First Preference Votes and TCP 																																								
By Candidate by Polling Place																																								

Lowe (83707)																																								
	# MURPHY			DOUST			GARRETT			WONG			KRUMINS			LANE			SOULOS			FORMAL			INFORMAL			TOTAL												
	John			David			Anna			Ernest			Harry			Max			Mersina												Two Candidate Preferred									
	ALP			LP			DEM			UNI			HAN						GRN												# MURPHY ALP			 DOUST LP						
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
Strathfield Central	612	30.07		1198	58.87		71	3.49		79	3.88		31	1.52		7	0.34		37	1.82		2035	95.90		87	4.10		2122	2.67		745	36.61		1290	63.39
Strathfield City	160	41.67		174	45.31		15	3.91		15	3.91		6	1.56		2	0.52		12	3.13		384	95.76		17	4.24		401	0.50		199	51.82		185	48.18
Strathfield North	1055	42.96		1039	42.30		127	5.17		60	2.44		47	1.91		10	0.41		118	4.80		2456	94.03		156	5.97		2612	3.29		1320	53.75		1136	46.25			
Strathfield South	682	46.46		605	41.21		60	4.09		56	3.81		27	1.84		4	0.27		34	2.32		1468	92.56		118	7.44		1586	2.00		816	55.59		652	44.41			
Strathfield West	268	29.52		577	63.55		15	1.65		20	2.20		12	1.32		3	0.33		13	1.43		908	94.39		54	5.61		962	1.21		302	33.26		606	66.74			
Sydney (Lowe)	76	46.06		52	31.52		16	9.70		8	4.85		0	0.00		1	0.61		12	7.27		165	93.22		12	6.78		177	0.22		100	60.61		65	39.39			
Wareemba	645	50.63		525	41.21		23	1.81		10	0.78		38	2.98		5	0.39		28	2.20		1274	92.32		106	7.68		1380	1.74		688	54.00		586	46.00			
Wellbank	610	40.37		743	49.17		55	3.64		12	0.79		37	2.45		6	0.40		48	3.18		1511	93.10		112	6.90		1623	2.04		704	46.59		807	53.41			
Special Hospitals	86	47.51		84	46.41		7	3.87		0	0.00		4	2.21		0	0.00		0	0.00		181	93.30		13	6.70		194	0.24		90	49.72		91	50.28			
Total Ordinary	28840	45.37		26632	41.90		2720	4.28		1401	2.20		1193	1.88		218	0.34		2561	4.03		63565	93.96		4086	6.04		67651	85.15		34384	54.09		29181	45.91			
