Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group																																																																																	
 By Polling Place																																																																																	

Gwydir (84602)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
		HAN			CTA			UNI			CEC			PLP			OCF			DEM			HMP			RLS			ACL			LEF			Unendorsed			FPY			Unendorsed			NCP			NDP			LNP			NGST			RPA			GRN			Unendorsed			AAP			AFI			Independent										
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%
Mudgee High School		181	8.87		33	1.62		0	0.00		6	0.29		42	2.06		2	0.10		84	4.12		35	1.71		4	0.20		715	35.03		24	1.18		2	0.10		17	0.83		0	0.00		1	0.05		3	0.15		795	38.95		13	0.64		1	0.05		69	3.38		0	0.00		1	0.05		12	0.59		1	0.05		2041	96.91		65	3.09		2106	2.61
Mudgee South		187	9.46		37	1.87		1	0.05		3	0.15		22	1.11		0	0.00		78	3.95		22	1.11		3	0.15		655	33.13		24	1.21		1	0.05		16	0.81		1	0.05		2	0.10		1	0.05		842	42.59		13	0.66		0	0.00		43	2.18		0	0.00		2	0.10		24	1.21		0	0.00		1977	97.87		43	2.13		2020	2.51
Mullaley		27	10.67		3	1.19		0	0.00		2	0.79		0	0.00		0	0.00		7	2.77		2	0.79		1	0.40		34	13.44		1	0.40		1	0.40		1	0.40		0	0.00		0	0.00		0	0.00		172	67.98		1	0.40		0	0.00		0	0.00		0	0.00		0	0.00		1	0.40		0	0.00		253	99.22		2	0.78		255	0.32
Mumbil		26	15.76		4	2.42		0	0.00		0	0.00		5	3.03		0	0.00		2	1.21		2	1.21		0	0.00		63	38.18		1	0.61		0	0.00		1	0.61		0	0.00		0	0.00		1	0.61		57	34.55		1	0.61		0	0.00		0	0.00		0	0.00		0	0.00		2	1.21		0	0.00		165	97.06		5	2.94		170	0.21
Mungindi		75	15.56		6	1.24		0	0.00		1	0.21		5	1.04		1	0.21		11	2.28		4	0.83		1	0.21		128	26.56		8	1.66		1	0.21		10	2.07		0	0.00		3	0.62		0	0.00		217	45.02		2	0.41		0	0.00		6	1.24		0	0.00		0	0.00		3	0.62		0	0.00		482	97.18		14	2.82		496	0.62
Murrurundi		69	11.50		5	0.83		0	0.00		1	0.17		16	2.67		0	0.00		12	2.00		5	0.83		2	0.33		208	34.67		3	0.50		3	0.50		10	1.67		0	0.00		0	0.00		0	0.00		244	40.67		7	1.17		0	0.00		12	2.00		0	0.00		0	0.00		2	0.33		1	0.17		600	96.00		25	4.00		625	0.78
Narrabri		257	11.54		57	2.56		2	0.09		2	0.09		42	1.89		1	0.04		95	4.26		19	0.85		3	0.13		536	24.06		40	1.80		3	0.13		30	1.35		0	0.00		3	0.13		4	0.18		1058	47.49		24	1.08		1	0.04		36	1.62		0	0.00		2	0.09		12	0.54		1	0.04		2228	97.00		69	3.00		2297	2.85
Narrabri West		196	17.27		35	3.08		0	0.00		0	0.00		22	1.94		2	0.18		22	1.94		10	0.88		3	0.26		292	25.73		20	1.76		1	0.09		20	1.76		0	0.00		2	0.18		4	0.35		471	41.50		16	1.41		1	0.09		15	1.32		0	0.00		0	0.00		3	0.26		0	0.00		1135	96.43		42	3.57		1177	1.46
North Star		18	11.25		1	0.63		0	0.00		0	0.00		0	0.00		0	0.00		7	4.38		1	0.63		0	0.00		19	11.88		2	1.25		0	0.00		4	2.50		0	0.00		0	0.00		0	0.00		103	64.38		3	1.88		1	0.63		0	0.00		0	0.00		0	0.00		1	0.63		0	0.00		160	96.97		5	3.03		165	0.20
Pallamallawa		44	12.68		5	1.44		0	0.00		2	0.58		7	2.02		1	0.29		6	1.73		2	0.58		0	0.00		105	30.26		5	1.44		0	0.00		2	0.58		0	0.00		0	0.00		0	0.00		155	44.67		5	1.44		0	0.00		5	1.44		0	0.00		0	0.00		3	0.86		0	0.00		347	97.47		9	2.53		356	0.44
Pilliga		60	34.88		0	0.00		1	0.58		0	0.00		4	2.33		0	0.00		2	1.16		0	0.00		0	0.00		25	14.53		4	2.33		0	0.00		3	1.74		0	0.00		0	0.00		0	0.00		66	38.37		3	1.74		1	0.58		1	0.58		0	0.00		0	0.00		2	1.16		0	0.00		172	97.73		4	2.27		176	0.22
Pine Ridge		7	7.45		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	2.13		0	0.00		1	1.06		8	8.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.06		75	79.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		94	97.92		2	2.08		96	0.12
Premer		20	16.67		0	0.00		0	0.00		0	0.00		2	1.67		0	0.00		0	0.00		0	0.00		0	0.00		15	12.50		3	2.50		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		77	64.17		2	1.67		0	0.00		0	0.00		0	0.00		0	0.00		1	0.83		0	0.00		120	96.00		5	4.00		125	0.16
Purlewaugh		6	5.71		1	0.95		0	0.00		0	0.00		0	0.00		0	0.00		6	5.71		0	0.00		0	0.00		10	9.52		1	0.95		0	0.00		2	1.90		0	0.00		0	0.00		0	0.00		76	72.38		0	0.00		0	0.00		3	2.86		0	0.00		0	0.00		0	0.00		0	0.00		105	98.13		2	1.87		107	0.13
Quambone		21	16.28		0	0.00		0	0.00		0	0.00		4	3.10		0	0.00		2	1.55		0	0.00		0	0.00		17	13.18		0	0.00		0	0.00		1	0.78		0	0.00		1	0.78		0	0.00		83	64.34		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		129	100.00		0	0.00		129	0.16
Quirindi		201	10.22		53	2.70		0	0.00		8	0.41		29	1.48		3	0.15		58	2.95		13	0.66		3	0.15		542	27.57		35	1.78		2	0.10		25	1.27		1	0.05		3	0.15		3	0.15		922	46.90		22	1.12		4	0.20		30	1.53		0	0.00		1	0.05		6	0.31		2	0.10		1966	97.67		47	2.33		2013	2.50
Rowena		19	16.67		1	0.88		0	0.00		0	0.00		2	1.75		0	0.00		1	0.88		0	0.00		0	0.00		11	9.65		8	7.02		0	0.00		1	0.88		0	0.00		0	0.00		0	0.00		66	57.89		3	2.63		1	0.88		0	0.00		0	0.00		1	0.88		0	0.00		0	0.00		114	100.00		0	0.00		114	0.14
Rylstone		114	14.65		8	1.03		0	0.00		3	0.39		14	1.80		2	0.26		41	5.27		3	0.39		1	0.13		237	30.46		10	1.29		0	0.00		3	0.39		0	0.00		0	0.00		0	0.00		298	38.30		6	0.77		1	0.13		25	3.21		2	0.26		3	0.39		6	0.77		1	0.13		778	97.37		21	2.63		799	0.99
Scone		105	7.43		13	0.92		1	0.07		5	0.35		25	1.77		0	0.00		71	5.02		10	0.71		2	0.14		387	27.37		16	1.13		3	0.21		11	0.78		0	0.00		0	0.00		1	0.07		706	49.93		14	0.99		1	0.07		36	2.55		0	0.00		1	0.07		6	0.42		0	0.00		1414	96.58		50	3.42		1464	1.82
Scone East		92	9.56		7	0.73		1	0.10		6	0.62		24	2.49		2	0.21		26	2.70		8	0.83		1	0.10		286	29.73		14	1.46		1	0.10		10	1.04		0	0.00		1	0.10		2	0.21		453	47.09		6	0.62		0	0.00		16	1.66		0	0.00		2	0.21		4	0.42		0	0.00		962	95.15		49	4.85		1011	1.25
Scone High School		63	7.36		6	0.70		0	0.00		0	0.00		17	1.99		0	0.00		39	4.56		9	1.05		2	0.23		252	29.44		23	2.69		0	0.00		12	1.40		0	0.00		3	0.35		1	0.12		397	46.38		2	0.23		1	0.12		22	2.57		0	0.00		0	0.00		7	0.82		0	0.00		856	97.94		18	2.06		874	1.08
Spring Ridge		22	10.14		9	4.15		0	0.00		0	0.00		2	0.92		0	0.00		10	4.61		1	0.46		0	0.00		26	11.98		4	1.84		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		140	64.52		0	0.00		1	0.46		1	0.46		0	0.00		0	0.00		1	0.46		0	0.00		217	96.44		8	3.56		225	0.28
Stuart Town		20	10.58		1	0.53		0	0.00		0	0.00		8	4.23		0	0.00		11	5.82		0	0.00		0	0.00		61	32.28		0	0.00		0	0.00		1	0.53		0	0.00		0	0.00		1	0.53		74	39.15		4	2.12		0	0.00		7	3.70		0	0.00		0	0.00		1	0.53		0	0.00		189	95.45		9	4.55		198	0.25
Sydney (Gwydir)		3	8.82		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	5.88		1	2.94		0	0.00		14	41.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		10	29.41		1	2.94		0	0.00		3	8.82		0	0.00		0	0.00		0	0.00		0	0.00		34	97.14		1	2.86		35	0.04
Tambar Springs		14	10.22		4	2.92		0	0.00		0	0.00		1	0.73		0	0.00		4	2.92		6	4.38		1	0.73		36	26.28		3	2.19		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		62	45.26		3	2.19		0	0.00		2	1.46		0	0.00		1	0.73		0	0.00		0	0.00		137	97.86		3	2.14		140	0.17
Terry Hie Hie		6	7.89		1	1.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		20	26.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		48	63.16		0	0.00		1	1.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		76	98.70		1	1.30		77	0.10
Toomelah		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		69	98.57		0	0.00		1	1.43		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		70	95.89		3	4.11		73	0.09
Tooraweenah		39	16.32		4	1.67		0	0.00		4	1.67		1	0.42		1	0.42		8	3.35		0	0.00		0	0.00		24	10.04		2	0.84		0	0.00		2	0.84		0	0.00		0	0.00		0	0.00		151	63.18		1	0.42		0	0.00		2	0.84		0	0.00		0	0.00		0	0.00		0	0.00		239	99.17		2	0.83		241	0.30
Tulloona		6	8.33		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	4.17		1	1.39		0	0.00		2	2.78		1	1.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		56	77.78		1	1.39		0	0.00		2	2.78		0	0.00		0	0.00		0	0.00		0	0.00		72	98.63		1	1.37		73	0.09
Ulan		36	17.22		5	2.39		0	0.00		1	0.48		4	1.91		2	0.96		6	2.87		2	0.96		0	0.00		84	40.19		0	0.00		0	0.00		2	0.96		0	0.00		0	0.00		0	0.00		62	29.67		1	0.48		0	0.00		2	0.96		0	0.00		0	0.00		1	0.48		1	0.48		209	96.76		7	3.24		216	0.27
Upper Rouchel		1	1.25		1	1.25		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.25		0	0.00		3	3.75		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		73	91.25		0	0.00		0	0.00		0	0.00		0	0.00		1	1.25		0	0.00		0	0.00		80	100.00		0	0.00		80	0.10
Walgett		138	12.79		6	0.56		51	4.73		1	0.09		1	0.09		0	0.00		15	1.39		8	0.74		2	0.19		293	27.15		12	1.11		1	0.09		8	0.74		0	0.00		0	0.00		2	0.19		508	47.08		16	1.48		1	0.09		11	1.02		0	0.00		0	0.00		2	0.19		3	0.28		1079	97.47		28	2.53		1107	1.37
Wallabadah		26	9.49		4	1.46		0	0.00		0	0.00		5	1.82		1	0.36		4	1.46		0	0.00		0	0.00		56	20.44		2	0.73		0	0.00		0	0.00		0	0.00		0	0.00		1	0.36		168	61.31		3	1.09		0	0.00		3	1.09		0	0.00		0	0.00		1	0.36		0	0.00		274	96.82		9	3.18		283	0.35
Wanaaring		2	5.41		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	8.11		1	2.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		29	78.38		0	0.00		0	0.00		2	5.41		0	0.00		0	0.00		0	0.00		0	0.00		37	97.37		1	2.63		38	0.05
Warialda		150	14.87		13	1.29		1	0.10		6	0.59		28	2.78		2	0.20		15	1.49		3	0.30		5	0.50		335	33.20		13	1.29		3	0.30		7	0.69		0	0.00		1	0.10		1	0.10		386	38.26		15	1.49		5	0.50		14	1.39		0	0.00		0	0.00		6	0.59		0	0.00		1009	95.28		50	4.72		1059	1.31
Warialda Rail		19	20.43		0	0.00		0	0.00		0	0.00		4	4.30		0	0.00		0	0.00		1	1.08		0	0.00		32	34.41		2	2.15		0	0.00		1	1.08		0	0.00		0	0.00		0	0.00		32	34.41		0	0.00		1	1.08		1	1.08		0	0.00		0	0.00		0	0.00		0	0.00		93	94.90		5	5.10		98	0.12
Wee Waa		204	14.79		50	3.63		1	0.07		1	0.07		25	1.81		1	0.07		28	2.03		4	0.29		3	0.22		237	17.19		14	1.02		1	0.07		15	1.09		3	0.22		0	0.00		1	0.07		747	54.17		18	1.31		2	0.15		9	0.65		0	0.00		0	0.00		14	1.02		1	0.07		1379	96.64		48	3.36		1427	1.77
Weilmoringle		6	13.04		0	0.00		0	0.00		0	0.00		1	2.17		0	0.00		0	0.00		1	2.17		0	0.00		11	23.91		2	4.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		24	52.17		1	2.17		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		46	100.00		0	0.00		46	0.06
Wellington		205	11.17		72	3.92		1	0.05		6	0.33		25	1.36		0	0.00		56	3.05		13	0.71		3	0.16		589	32.08		13	0.71		4	0.22		7	0.38		0	0.00		4	0.22		2	0.11		769	41.88		16	0.87		5	0.27		38	2.07		0	0.00		0	0.00		8	0.44		0	0.00		1836	96.48		67	3.52		1903	2.36
Wellington East		73	9.07		36	4.47		0	0.00		1	0.12		13	1.61		1	0.12		21	2.61		7	0.87		1	0.12		283	35.16		11	1.37		0	0.00		4	0.50		1	0.12		2	0.25		1	0.12		322	40.00		9	1.12		0	0.00		10	1.24		0	0.00		1	0.12		8	0.99		0	0.00		805	96.29		31	3.71		836	1.04
Willow Tree		41	11.85		2	0.58		0	0.00		0	0.00		5	1.45		0	0.00		8	2.31		3	0.87		2	0.58		64	18.50		5	1.45		0	0.00		2	0.58		0	0.00		0	0.00		0	0.00		207	59.83		1	0.29		3	0.87		2	0.58		0	0.00		0	0.00		1	0.29		0	0.00		346	95.05		18	4.95		364	0.45
Windeyer		27	15.98		2	1.18		0	0.00		1	0.59		4	2.37		0	0.00		6	3.55		4	2.37		0	0.00		26	15.38		5	2.96		0	0.00		1	0.59		0	0.00		2	1.18		0	0.00		81	47.93		2	1.18		0	0.00		6	3.55		0	0.00		0	0.00		2	1.18		0	0.00		169	98.26		3	1.74		172	0.21
Wingen		14	8.64		3	1.85		0	0.00		0	0.00		3	1.85		0	0.00		12	7.41		5	3.09		1	0.62		31	19.14		5	3.09		0	0.00		1	0.62		0	0.00		0	0.00		0	0.00		79	48.77		1	0.62		2	1.23		4	2.47		0	0.00		0	0.00		1	0.62		0	0.00		162	98.18		3	1.82		165	0.20
Wollar		24	18.75		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	5.47		2	1.56		0	0.00		39	30.47		2	1.56		0	0.00		0	0.00		0	0.00		0	0.00		1	0.78		42	32.81		2	1.56		0	0.00		9	7.03		0	0.00		0	0.00		0	0.00		0	0.00		128	96.97		4	3.03		132	0.16
Special Hospitals		29	4.86		1	0.17		1	0.17		3	0.50		9	1.51		1	0.17		5	0.84		2	0.34		1	0.17		160	26.80		2	0.34		0	0.00		4	0.67		0	0.00		1	0.17		0	0.00		368	61.64		6	1.01		0	0.00		2	0.34		0	0.00		0	0.00		2	0.34		0	0.00		597	97.55		15	2.45		612	0.76
Total Ordinary		8251	12.76		1254	1.94		84	0.13		153	0.24		1248	1.93		58	0.09		1839	2.85		554	0.86		148	0.23		17387	26.90		775	1.20		58	0.09		563	0.87		16	0.02		75	0.12		69	0.11		30020	46.44		579	0.90		66	0.10		1042	1.61		8	0.01		43	0.07		322	0.50		27	0.04		64639	97.02		1987	2.98		66626	82.63
ABSENT		644	9.89		133	2.04		6	0.09		7	0.11		135	2.07		10	0.15		314	4.82		75	1.15		11	0.17		1475	22.66		132	2.03		3	0.05		77	1.18		2	0.03		9	0.14		7	0.11		3163	48.59		54	0.83		5	0.08		192	2.95		1	0.02		2	0.03		51	0.78		2	0.03		6510	98.49		100	1.51		6610	8.20
POSTAL		401	12.91		87	2.80		3	0.10		9	0.29		17	0.55		0	0.00		108	3.48		10	0.32		3	0.10		526	16.93		29	0.93		1	0.03		26	0.84		0	0.00		0	0.00		1	0.03		1798	57.89		11	0.35		7	0.23		42	1.35		0	0.00		4	0.13		21	0.68		2	0.06		3106	99.14		27	0.86		3133	3.89
PRE_POLL		421	11.77		99	2.77		0	0.00		5	0.14		55	1.54		3	0.08		143	4.00		29	0.81		8	0.22		714	19.96		44	1.23		0	0.00		31	0.87		0	0.00		2	0.06		3	0.08		1867	52.18		45	1.26		2	0.06		77	2.15		0	0.00		2	0.06		23	0.64		5	0.14		3578	98.70		47	1.30		3625	4.50
PROVISIONAL		86	13.80		2	0.32		1	0.16		4	0.64		32	5.14		0	0.00		21	3.37		16	2.57		1	0.16		225	36.12		16	2.57		0	0.00		8	1.28		1	0.16		0	0.00		3	0.48		188	30.18		5	0.80		0	0.00		12	1.93		0	0.00		1	0.16		1	0.16		0	0.00		623	97.34		17	2.66		640	0.79
Division Summary		9803	12.49		1575	2.01		94	0.12		178	0.23		1487	1.9		71	0.09		2425	3.09		684	0.87		171	0.22		20327	25.91		996	1.27		62	0.08		705	0.9		19	0.02		86	0.11		83	0.11		37036	47.21		694	0.88		80	0.1		1365	1.74		9	0.01		52	0.07		418	0.53		36	0.05		78456	97.3		2178	2.7		80634	95.31
