			 A Pauline Hanson's One Nation															 B Christian Democratic Party (Fred Nile Group)												 C Unity - Say No To Hanson												 D Citizens Electoral Council of Australia												 E Progressive Labour Party												 F Helen Caldicott's - Our Common Future Party												 G Australian Democrats																								 H Help End Marijuana Prohibition												 I Peter Breen - Reform The Legal System												 J Australian Labor Party / Country Labor																		 K Lower Excise Fuel and Beer Party												 L 												 M The Fishing Party												 N 															 O Non-Custodial Parents Party												 P Nuclear Disarmament Party of Australia												 Q Liberal/Nationals																								 R No Goods and Services Tax Party												
	    		TICKET VOTES			MCKINNON			PUTRA			DEENEY			Group Total			TICKET VOTES			CAPSIS			HUME			Group Total			TICKET VOTES			NGO			MCLEOD			Group Total			TICKET VOTES			BUTLER			COLLINS			Group Total			TICKET VOTES			WOLDRING			LEE			Group Total			TICKET VOTES			CALDICOTT			POTTS			Group Total			TICKET VOTES			BOURNE			YATES			CHUNG			MAYFIELD			PRINCE			EVANS			Group Total			TICKET VOTES			BALDERSTONE			FUGGLE			Group Total			TICKET VOTES			GREENAWAY			ARMSTRONG			Group Total			TICKET VOTES			# STEPHENS			# CAMPBELL			MUNDINE			WOODS			Group Total			TICKET VOTES			O'LOUGHLIN			FREEMAN			Group Total			TICKET VOTES			STEWART			STEWART			Group Total			TICKET VOTES			SMITH			WISEMAN			Group Total			TICKET VOTES			SMITH			LAWLER			ANTHONY			Group Total			TICKET VOTES			THOMPSON			MCKEEGAN			Group Total			TICKET VOTES			DENBOROUGH			FRANCIS			Group Total			TICKET VOTES			# COONAN			# MACDONALD			# PAYNE			NASH			MACDONALD			TANG			Group Total			TICKET VOTES			GALLAGHER			MARTIN						
	    					Don			Rick			Carol									George			Kevin									Thang			Robert									Robert			Glenys									Klaas			Shona									Helen			Ted									Vicki			Joanne			Craig			E Caroline			Janine			Julian									Michael			Don									Denise			Valerie									Ursula			George			Warren			Joanna									David			Paul									Lex			Joe									Robert			David									Warren			Geoff			Dora									Andy			Annette									Michael			Yvonne									Helen			Sandy			Marise			Fiona			Scot			Terence									Mick			Charles H						
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
	Brocklesby		10	8.40		0	0.00		0	0.00		0	0.00		10	8.40		14	11.76		1	0.84		0	0.00		15	12.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.84		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.84		1	0.84		0	0.00		0	0.00		1	0.84		0	0.00		0	0.00		0	0.00		0	0.00		21	17.65		0	0.00		0	0.00		0	0.00		0	0.00		21	17.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.84		0	0.00		0	0.00		1	0.84		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.84		0	0.00		0	0.00		1	0.84		0	0.00		0	0.00		0	0.00		0	0.00		65	54.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		65	54.62		2	1.68		0	0.00		0	0.00
	Brungle		8	8.33		1	1.04		0	0.00		0	0.00		9	9.38		3	3.13		1	1.04		0	0.00		4	4.17		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	3.13		0	0.00		0	0.00		3	3.13		0	0.00		0	0.00		0	0.00		0	0.00		1	1.04		2	2.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	3.13		1	1.04		0	0.00		0	0.00		1	1.04		0	0.00		0	0.00		0	0.00		0	0.00		25	26.04		0	0.00		0	0.00		0	0.00		0	0.00		25	26.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.04		0	0.00		0	0.00		1	1.04		47	48.96		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		47	48.96		1	1.04		0	0.00		0	0.00
	Bunnaloo		11	6.04		0	0.00		0	0.00		0	0.00		11	6.04		7	3.85		2	1.10		0	0.00		9	4.95		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		8	4.40		1	0.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		9	4.95		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	7.69		0	0.00		0	0.00		0	0.00		0	0.00		14	7.69		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.55		0	0.00		0	0.00		1	0.55		133	73.08		1	0.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		134	73.63		0	0.00		0	0.00		0	0.00
	Buronga		150	18.61		4	0.50		0	0.00		0	0.00		154	19.11		7	0.87		1	0.12		0	0.00		8	0.99		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	0.87		0	0.00		0	0.00		7	0.87		0	0.00		0	0.00		0	0.00		0	0.00		19	2.36		1	0.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		20	2.48		2	0.25		0	0.00		0	0.00		2	0.25		0	0.00		0	0.00		0	0.00		0	0.00		131	16.25		0	0.00		0	0.00		0	0.00		0	0.00		131	16.25		4	0.50		1	0.12		0	0.00		5	0.62		1	0.12		0	0.00		0	0.00		1	0.12		4	0.50		0	0.00		0	0.00		4	0.50		1	0.12		0	0.00		0	0.00		0	0.00		1	0.12		0	0.00		0	0.00		0	0.00		0	0.00		2	0.25		0	0.00		0	0.00		2	0.25		446	55.33		3	0.37		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		449	55.71		3	0.37		0	0.00		0	0.00
	Burrumbuttock		14	7.49		2	1.07		0	0.00		0	0.00		16	8.56		5	2.67		0	0.00		0	0.00		5	2.67		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	1.60		0	0.00		0	0.00		3	1.60		0	0.00		0	0.00		0	0.00		0	0.00		1	0.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.53		1	0.53		0	0.00		0	0.00		1	0.53		0	0.00		0	0.00		0	0.00		0	0.00		16	8.56		0	0.00		0	0.00		0	0.00		0	0.00		16	8.56		2	1.07		0	0.00		0	0.00		2	1.07		1	0.53		0	0.00		0	0.00		1	0.53		2	1.07		0	0.00		0	0.00		2	1.07		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		129	68.98		3	1.60		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		132	70.59		1	0.53		0	0.00		0	0.00
	Conargo		14	13.73		1	0.98		0	0.00		0	0.00		15	14.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.96		0	0.00		0	0.00		2	1.96		8	7.84		0	0.00		0	0.00		0	0.00		0	0.00		8	7.84		4	3.92		0	0.00		0	0.00		4	3.92		0	0.00		0	0.00		0	0.00		0	0.00		1	0.98		0	0.00		0	0.00		1	0.98		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		69	67.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		69	67.65		0	0.00		0	0.00		0	0.00
	Corowa		135	7.34		6	0.33		0	0.00		0	0.00		141	7.67		10	0.54		2	0.11		0	0.00		12	0.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		21	1.14		0	0.00		0	0.00		21	1.14		1	0.05		1	0.05		0	0.00		2	0.11		80	4.35		4	0.22		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		84	4.57		25	1.36		0	0.00		0	0.00		25	1.36		3	0.16		0	0.00		0	0.00		3	0.16		443	24.10		0	0.00		0	0.00		0	0.00		0	0.00		443	24.10		21	1.14		1	0.05		0	0.00		22	1.20		6	0.33		0	0.00		0	0.00		6	0.33		38	2.07		0	0.00		0	0.00		38	2.07		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	0.27		0	0.00		0	0.00		5	0.27		1	0.05		0	0.00		0	0.00		1	0.05		961	52.29		6	0.33		2	0.11		0	0.00		0	0.00		0	0.00		0	0.00		969	52.72		16	0.87		0	0.00		0	0.00
	Corowa Hospital		59	5.77		0	0.00		0	0.00		0	0.00		59	5.77		4	0.39		0	0.00		0	0.00		4	0.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		20	1.96		0	0.00		0	0.00		20	1.96		0	0.00		0	0.00		0	0.00		0	0.00		33	3.23		1	0.10		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		34	3.32		9	0.88		0	0.00		0	0.00		9	0.88		2	0.20		0	0.00		0	0.00		2	0.20		277	27.08		0	0.00		0	0.00		0	0.00		0	0.00		277	27.08		7	0.68		0	0.00		0	0.00		7	0.68		4	0.39		0	0.00		0	0.00		4	0.39		8	0.78		0	0.00		0	0.00		8	0.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		1	0.10		2	0.20		0	0.00		0	0.00		2	0.20		564	55.13		2	0.20		0	0.00		2	0.20		0	0.00		0	0.00		0	0.00		568	55.52		7	0.68		0	0.00		0	0.00
	Corowa South		32	5.41		0	0.00		0	0.00		0	0.00		32	5.41		9	1.52		0	0.00		0	0.00		9	1.52		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	1.01		0	0.00		0	0.00		6	1.01		0	0.00		0	0.00		0	0.00		0	0.00		13	2.20		1	0.17		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	2.36		5	0.84		0	0.00		0	0.00		5	0.84		1	0.17		0	0.00		0	0.00		1	0.17		159	26.86		3	0.51		0	0.00		0	0.00		0	0.00		162	27.36		6	1.01		0	0.00		0	0.00		6	1.01		0	0.00		0	0.00		0	0.00		0	0.00		3	0.51		0	0.00		0	0.00		3	0.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.17		0	0.00		0	0.00		1	0.17		0	0.00		0	0.00		0	0.00		0	0.00		339	57.26		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		339	57.26		3	0.51		0	0.00		0	0.00
	Culcairn		61	6.84		4	0.45		0	0.00		0	0.00		65	7.29		29	3.25		1	0.11		0	0.00		30	3.36		0	0.00		0	0.00		0	0.00		0	0.00		1	0.11		0	0.00		0	0.00		1	0.11		20	2.24		0	0.00		0	0.00		20	2.24		1	0.11		0	0.00		0	0.00		1	0.11		34	3.81		3	0.34		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		37	4.15		14	1.57		0	0.00		0	0.00		14	1.57		2	0.22		0	0.00		0	0.00		2	0.22		210	23.54		1	0.11		0	0.00		0	0.00		0	0.00		211	23.65		14	1.57		0	0.00		0	0.00		14	1.57		2	0.22		0	0.00		0	0.00		2	0.22		7	0.78		0	0.00		0	0.00		7	0.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.11		0	0.00		0	0.00		1	0.11		2	0.22		0	0.00		0	0.00		2	0.22		462	51.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		462	51.79		5	0.56		1	0.11		0	0.00
	Curlwaa		48	25.13		0	0.00		0	0.00		0	0.00		48	25.13		3	1.57		0	0.00		0	0.00		3	1.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.52		0	0.00		0	0.00		1	0.52		0	0.00		0	0.00		0	0.00		0	0.00		6	3.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	3.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		30	15.71		0	0.00		0	0.00		0	0.00		0	0.00		30	15.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		101	52.88		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		101	52.88		1	0.52		0	0.00		0	0.00
	Dareton		204	30.04		9	1.33		1	0.15		0	0.00		214	31.52		0	0.00		0	0.00		0	0.00		0	0.00		1	0.15		0	0.00		0	0.00		1	0.15		0	0.00		0	0.00		0	0.00		0	0.00		14	2.06		0	0.00		0	0.00		14	2.06		2	0.29		0	0.00		0	0.00		2	0.29		14	2.06		0	0.00		0	0.00		0	0.00		0	0.00		1	0.15		0	0.00		15	2.21		6	0.88		0	0.00		0	0.00		6	0.88		0	0.00		0	0.00		0	0.00		0	0.00		120	17.67		2	0.29		1	0.15		0	0.00		1	0.15		124	18.26		2	0.29		0	0.00		0	0.00		2	0.29		1	0.15		0	0.00		0	0.00		1	0.15		7	1.03		0	0.00		0	0.00		7	1.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.29		0	0.00		0	0.00		2	0.29		0	0.00		0	0.00		0	0.00		0	0.00		284	41.83		2	0.29		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		286	42.12		1	0.15		0	0.00		0	0.00
	Daysdale		10	9.71		0	0.00		0	0.00		0	0.00		10	9.71		1	0.97		0	0.00		0	0.00		1	0.97		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.97		0	0.00		0	0.00		1	0.97		0	0.00		0	0.00		0	0.00		0	0.00		2	1.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		12	11.65		0	0.00		0	0.00		0	0.00		0	0.00		12	11.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.97		0	0.00		0	0.00		1	0.97		72	69.90		1	0.97		1	0.97		0	0.00		0	0.00		0	0.00		0	0.00		74	71.84		2	1.94		0	0.00		0	0.00
	Deniliquin		91	6.79		3	0.22		0	0.00		0	0.00		94	7.01		17	1.27		1	0.07		0	0.00		18	1.34		0	0.00		0	0.00		0	0.00		0	0.00		2	0.15		0	0.00		0	0.00		2	0.15		20	1.49		0	0.00		0	0.00		20	1.49		2	0.15		0	0.00		0	0.00		2	0.15		59	4.40		2	0.15		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		61	4.55		11	0.82		0	0.00		0	0.00		11	0.82		6	0.45		0	0.00		0	0.00		6	0.45		291	21.70		1	0.07		0	0.00		0	0.00		0	0.00		292	21.77		13	0.97		0	0.00		0	0.00		13	0.97		4	0.30		0	0.00		0	0.00		4	0.30		18	1.34		0	0.00		0	0.00		18	1.34		3	0.22		0	0.00		0	0.00		0	0.00		3	0.22		1	0.07		0	0.00		0	0.00		1	0.07		1	0.07		0	0.00		0	0.00		1	0.07		730	54.44		4	0.30		0	0.00		0	0.00		0	0.00		1	0.07		0	0.00		735	54.81		15	1.12		1	0.07		0	0.00
	Deniliquin Hospital		22	5.46		1	0.25		0	0.00		0	0.00		23	5.71		8	1.99		2	0.50		0	0.00		10	2.48		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.50		0	0.00		0	0.00		2	0.50		1	0.25		0	0.00		0	0.00		1	0.25		17	4.22		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		17	4.22		2	0.50		0	0.00		0	0.00		2	0.50		3	0.74		0	0.00		0	0.00		3	0.74		91	22.58		0	0.00		0	0.00		0	0.00		0	0.00		91	22.58		3	0.74		0	0.00		0	0.00		3	0.74		0	0.00		0	0.00		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		234	58.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		234	58.06		4	0.99		0	0.00		0	0.00
	Deniliquin North		93	8.87		1	0.10		0	0.00		0	0.00		94	8.96		19	1.81		5	0.48		0	0.00		24	2.29		1	0.10		0	0.00		0	0.00		1	0.10		2	0.19		0	0.00		0	0.00		2	0.19		7	0.67		0	0.00		0	0.00		7	0.67		0	0.00		0	0.00		0	0.00		0	0.00		28	2.67		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		28	2.67		10	0.95		0	0.00		0	0.00		10	0.95		1	0.10		0	0.00		0	0.00		1	0.10		218	20.78		0	0.00		0	0.00		0	0.00		0	0.00		218	20.78		7	0.67		1	0.10		0	0.00		8	0.76		2	0.19		0	0.00		0	0.00		2	0.19		16	1.53		0	0.00		0	0.00		16	1.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		1	0.10		605	57.67		0	0.00		1	0.10		0	0.00		0	0.00		0	0.00		0	0.00		606	57.77		8	0.76		0	0.00		0	0.00
	Deniliquin South		66	8.74		1	0.13		0	0.00		0	0.00		67	8.87		10	1.32		1	0.13		0	0.00		11	1.46		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	1.85		0	0.00		0	0.00		14	1.85		0	0.00		0	0.00		0	0.00		0	0.00		18	2.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		18	2.38		7	0.93		0	0.00		0	0.00		7	0.93		1	0.13		0	0.00		0	0.00		1	0.13		173	22.91		1	0.13		0	0.00		0	0.00		0	0.00		174	23.05		9	1.19		0	0.00		0	0.00		9	1.19		1	0.13		0	0.00		0	0.00		1	0.13		5	0.66		1	0.13		0	0.00		6	0.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		427	56.56		1	0.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		428	56.69		6	0.79		0	0.00		0	0.00
	Deniliquin West		120	8.59		4	0.29		0	0.00		0	0.00		124	8.88		10	0.72		1	0.07		0	0.00		11	0.79		2	0.14		0	0.00		0	0.00		2	0.14		3	0.21		1	0.07		0	0.00		4	0.29		29	2.08		0	0.00		0	0.00		29	2.08		2	0.14		0	0.00		0	0.00		2	0.14		45	3.22		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		45	3.22		15	1.07		1	0.07		0	0.00		16	1.15		4	0.29		0	0.00		0	0.00		4	0.29		367	26.27		0	0.00		0	0.00		0	0.00		0	0.00		367	26.27		20	1.43		0	0.00		0	0.00		20	1.43		3	0.21		0	0.00		0	0.00		3	0.21		33	2.36		0	0.00		0	0.00		33	2.36		1	0.07		0	0.00		0	0.00		0	0.00		1	0.07		2	0.14		0	0.00		0	0.00		2	0.14		0	0.00		0	0.00		0	0.00		0	0.00		691	49.46		1	0.07		1	0.07		0	0.00		0	0.00		0	0.00		0	0.00		693	49.61		15	1.07		0	0.00		0	0.00
	Emery		14	8.92		4	2.55		0	0.00		0	0.00		18	11.46		2	1.27		0	0.00		0	0.00		2	1.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	3.82		2	1.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		8	5.10		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	1.91		0	0.00		0	0.00		0	0.00		0	0.00		3	1.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		122	77.71		3	1.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		125	79.62		0	0.00		0	0.00		0	0.00
	Euston		62	15.31		1	0.25		0	0.00		0	0.00		63	15.56		1	0.25		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		15	3.70		0	0.00		0	0.00		15	3.70		0	0.00		0	0.00		0	0.00		0	0.00		4	0.99		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	0.99		4	0.99		0	0.00		0	0.00		4	0.99		0	0.00		0	0.00		0	0.00		0	0.00		67	16.54		0	0.00		0	0.00		0	0.00		0	0.00		67	16.54		4	0.99		0	0.00		0	0.00		4	0.99		0	0.00		0	0.00		0	0.00		0	0.00		6	1.48		0	0.00		0	0.00		6	1.48		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		0	0.00		0	0.00		221	54.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		221	54.57		11	2.72		0	0.00		0	0.00
	Finley		83	5.14		3	0.19		0	0.00		0	0.00		86	5.33		53	3.28		3	0.19		0	0.00		56	3.47		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		16	0.99		0	0.00		0	0.00		16	0.99		4	0.25		0	0.00		0	0.00		4	0.25		53	3.28		1	0.06		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		55	3.41		9	0.56		0	0.00		0	0.00		9	0.56		5	0.31		0	0.00		0	0.00		5	0.31		233	14.44		4	0.25		1	0.06		0	0.00		2	0.12		240	14.87		19	1.18		0	0.00		0	0.00		19	1.18		3	0.19		0	0.00		0	0.00		3	0.19		14	0.87		0	0.00		0	0.00		14	0.87		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		1	0.06		3	0.19		0	0.00		0	0.00		3	0.19		1037	64.25		6	0.37		0	0.00		0	0.00		2	0.12		0	0.00		0	0.00		1045	64.75		19	1.18		0	0.00		0	0.00
	Gerogery		32	11.07		4	1.38		0	0.00		0	0.00		36	12.46		6	2.08		1	0.35		0	0.00		7	2.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.35		0	0.00		0	0.00		1	0.35		1	0.35		0	0.00		0	0.00		1	0.35		9	3.11		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		9	3.11		4	1.38		0	0.00		0	0.00		4	1.38		0	0.00		0	0.00		0	0.00		0	0.00		38	13.15		0	0.00		0	0.00		0	0.00		0	0.00		38	13.15		6	2.08		0	0.00		0	0.00		6	2.08		0	0.00		0	0.00		0	0.00		0	0.00		2	0.69		0	0.00		0	0.00		2	0.69		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.35		0	0.00		0	0.00		1	0.35		0	0.00		0	0.00		0	0.00		0	0.00		160	55.36		2	0.69		0	0.00		0	0.00		0	0.00		1	0.35		0	0.00		163	56.40		5	1.73		0	0.00		0	0.00
	Glenroy		154	7.01		3	0.14		0	0.00		0	0.00		157	7.15		31	1.41		3	0.14		0	0.00		34	1.55		0	0.00		1	0.05		0	0.00		1	0.05		1	0.05		0	0.00		0	0.00		1	0.05		42	1.91		1	0.05		0	0.00		43	1.96		1	0.05		0	0.00		0	0.00		1	0.05		151	6.87		4	0.18		0	0.00		1	0.05		0	0.00		0	0.00		2	0.09		158	7.19		30	1.37		2	0.09		0	0.00		32	1.46		2	0.09		0	0.00		0	0.00		2	0.09		542	24.67		4	0.18		1	0.05		1	0.05		0	0.00		548	24.94		22	1.00		2	0.09		0	0.00		24	1.09		2	0.09		0	0.00		0	0.00		2	0.09		20	0.91		0	0.00		0	0.00		20	0.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.09		0	0.00		0	0.00		2	0.09		3	0.14		0	0.00		0	0.00		3	0.14		1065	48.48		4	0.18		1	0.05		1	0.05		0	0.00		0	0.00		0	0.00		1071	48.75		18	0.82		0	0.00		0	0.00
	Gol Gol		93	18.24		5	0.98		0	0.00		0	0.00		98	19.22		1	0.20		0	0.00		0	0.00		1	0.20		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	1.18		0	0.00		0	0.00		6	1.18		0	0.00		0	0.00		0	0.00		0	0.00		13	2.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	2.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		74	14.51		0	0.00		0	0.00		0	0.00		0	0.00		74	14.51		3	0.59		0	0.00		0	0.00		3	0.59		0	0.00		0	0.00		0	0.00		0	0.00		4	0.78		0	0.00		0	0.00		4	0.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.39		0	0.00		0	0.00		2	0.39		0	0.00		0	0.00		0	0.00		0	0.00		297	58.24		3	0.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		300	58.82		2	0.39		0	0.00		0	0.00
