Senate - 2001 Election: New South Wales																																																																																																																																																																																																																																																															
First Preference Votes by Candidate																																																																																																																																																																																																																																																															
By Polling Place																																																																																																																																																																																																																																																															

Hume (85640)																																																																																																																																																																																																																																																															
			 A Pauline Hanson's One Nation															 B Christian Democratic Party (Fred Nile Group)												 C Unity - Say No To Hanson												 D Citizens Electoral Council of Australia												 E Progressive Labour Party												 F Helen Caldicott's - Our Common Future Party												 G Australian Democrats																								 H Help End Marijuana Prohibition												 I Peter Breen - Reform The Legal System												 J Australian Labor Party / Country Labor																		 K Lower Excise Fuel and Beer Party												 L 												 M The Fishing Party												 N 															 O Non-Custodial Parents Party												 P Nuclear Disarmament Party of Australia												 Q Liberal/Nationals																								 R No Goods and Services Tax Party												
	    		TICKET VOTES			MCKINNON			PUTRA			DEENEY			Group Total			TICKET VOTES			CAPSIS			HUME			Group Total			TICKET VOTES			NGO			MCLEOD			Group Total			TICKET VOTES			BUTLER			COLLINS			Group Total			TICKET VOTES			WOLDRING			LEE			Group Total			TICKET VOTES			CALDICOTT			POTTS			Group Total			TICKET VOTES			BOURNE			YATES			CHUNG			MAYFIELD			PRINCE			EVANS			Group Total			TICKET VOTES			BALDERSTONE			FUGGLE			Group Total			TICKET VOTES			GREENAWAY			ARMSTRONG			Group Total			TICKET VOTES			# STEPHENS			# CAMPBELL			MUNDINE			WOODS			Group Total			TICKET VOTES			O'LOUGHLIN			FREEMAN			Group Total			TICKET VOTES			STEWART			STEWART			Group Total			TICKET VOTES			SMITH			WISEMAN			Group Total			TICKET VOTES			SMITH			LAWLER			ANTHONY			Group Total			TICKET VOTES			THOMPSON			MCKEEGAN			Group Total			TICKET VOTES			DENBOROUGH			FRANCIS			Group Total			TICKET VOTES			# COONAN			# MACDONALD			# PAYNE			NASH			MACDONALD			TANG			Group Total			TICKET VOTES			GALLAGHER			MARTIN						
	    					Don			Rick			Carol									George			Kevin									Thang			Robert									Robert			Glenys									Klaas			Shona									Helen			Ted									Vicki			Joanne			Craig			E Caroline			Janine			Julian									Michael			Don									Denise			Valerie									Ursula			George			Warren			Joanna									David			Paul									Lex			Joe									Robert			David									Warren			Geoff			Dora									Andy			Annette									Michael			Yvonne									Helen			Sandy			Marise			Fiona			Scot			Terence									Mick			Charles H						
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
	Bowral		102	2.98		12	0.35		0	0.00		0	0.00		114	3.33		78	2.28		14	0.41		0	0.00		92	2.69		5	0.15		1	0.03		0	0.00		6	0.18		0	0.00		0	0.00		0	0.00		0	0.00		25	0.73		1	0.03		0	0.00		26	0.76		4	0.12		3	0.09		0	0.00		7	0.20		269	7.86		20	0.58		0	0.00		1	0.03		0	0.00		1	0.03		0	0.00		291	8.50		17	0.50		1	0.03		0	0.00		18	0.53		6	0.18		0	0.00		0	0.00		6	0.18		587	17.15		11	0.32		2	0.06		0	0.00		3	0.09		603	17.62		10	0.29		0	0.00		0	0.00		10	0.29		0	0.00		0	0.00		0	0.00		0	0.00		8	0.23		0	0.00		0	0.00		8	0.23		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.09		0	0.00		0	0.00		3	0.09		2	0.06		0	0.00		0	0.00		2	0.06		1963	57.36		29	0.85		3	0.09		3	0.09		1	0.03		0	0.00		0	0.00		1999	58.42		9	0.26		0	0.00		0	0.00
	Bowral South		80	3.81		10	0.48		1	0.05		0	0.00		91	4.33		54	2.57		9	0.43		1	0.05		64	3.04		0	0.00		1	0.05		0	0.00		1	0.05		1	0.05		0	0.00		0	0.00		1	0.05		13	0.62		0	0.00		0	0.00		13	0.62		2	0.10		0	0.00		0	0.00		2	0.10		164	7.80		16	0.76		1	0.05		0	0.00		0	0.00		1	0.05		0	0.00		182	8.66		10	0.48		1	0.05		0	0.00		11	0.52		1	0.05		0	0.00		0	0.00		1	0.05		434	20.65		6	0.29		1	0.05		0	0.00		0	0.00		441	20.98		8	0.38		0	0.00		0	0.00		8	0.38		0	0.00		0	0.00		0	0.00		0	0.00		6	0.29		0	0.00		0	0.00		6	0.29		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.10		0	0.00		0	0.00		2	0.10		2	0.10		0	0.00		0	0.00		2	0.10		1148	54.61		9	0.43		2	0.10		0	0.00		0	0.00		1	0.05		0	0.00		1160	55.19		5	0.24		0	0.00		0	0.00
	Bradfordville		162	9.64		8	0.48		0	0.00		0	0.00		170	10.12		10	0.60		2	0.12		0	0.00		12	0.71		2	0.12		0	0.00		0	0.00		2	0.12		0	0.00		0	0.00		0	0.00		0	0.00		29	1.73		0	0.00		0	0.00		29	1.73		0	0.00		0	0.00		0	0.00		0	0.00		85	5.06		2	0.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		87	5.18		22	1.31		1	0.06		0	0.00		23	1.37		3	0.18		0	0.00		0	0.00		3	0.18		615	36.61		5	0.30		0	0.00		0	0.00		1	0.06		621	36.96		22	1.31		0	0.00		0	0.00		22	1.31		1	0.06		0	0.00		0	0.00		1	0.06		17	1.01		0	0.00		0	0.00		17	1.01		1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		2	0.12		0	0.00		0	0.00		2	0.12		634	37.74		5	0.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		639	38.04		8	0.48		0	0.00		0	0.00
	Bribbaree		20	12.66		0	0.00		0	0.00		0	0.00		20	12.66		4	2.53		0	0.00		0	0.00		4	2.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.63		0	0.00		0	0.00		1	0.63		1	0.63		0	0.00		0	0.00		1	0.63		1	0.63		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.63		3	1.90		0	0.00		0	0.00		3	1.90		0	0.00		0	0.00		0	0.00		0	0.00		15	9.49		0	0.00		0	0.00		0	0.00		0	0.00		15	9.49		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		109	68.99		1	0.63		2	1.27		0	0.00		0	0.00		0	0.00		0	0.00		112	70.89		1	0.63		0	0.00		0	0.00
	Bungonia		31	16.15		2	1.04		0	0.00		0	0.00		33	17.19		5	2.60		0	0.00		0	0.00		5	2.60		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.04		0	0.00		0	0.00		2	1.04		0	0.00		0	0.00		0	0.00		0	0.00		11	5.73		1	0.52		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		12	6.25		1	0.52		1	0.52		0	0.00		2	1.04		1	0.52		0	0.00		0	0.00		1	0.52		44	22.92		0	0.00		0	0.00		0	0.00		0	0.00		44	22.92		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.52		0	0.00		0	0.00		1	0.52		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.52		0	0.00		0	0.00		1	0.52		0	0.00		0	0.00		0	0.00		0	0.00		79	41.15		3	1.56		1	0.52		0	0.00		0	0.00		0	0.00		0	0.00		83	43.23		1	0.52		0	0.00		0	0.00
	Buxton		97	11.51		5	0.59		0	0.00		0	0.00		102	12.10		8	0.95		1	0.12		1	0.12		10	1.19		2	0.24		0	0.00		0	0.00		2	0.24		0	0.00		0	0.00		0	0.00		0	0.00		14	1.66		0	0.00		0	0.00		14	1.66		0	0.00		0	0.00		0	0.00		0	0.00		50	5.93		5	0.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		55	6.52		9	1.07		1	0.12		0	0.00		10	1.19		6	0.71		0	0.00		0	0.00		6	0.71		266	31.55		1	0.12		0	0.00		1	0.12		1	0.12		269	31.91		9	1.07		0	0.00		0	0.00		9	1.07		1	0.12		0	0.00		0	0.00		1	0.12		8	0.95		0	0.00		0	0.00		8	0.95		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.12		0	0.00		0	0.00		1	0.12		295	34.99		5	0.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		300	35.59		9	1.07		0	0.00		0	0.00
	Canyonleigh		9	7.63		0	0.00		0	0.00		1	0.85		10	8.47		4	3.39		0	0.00		0	0.00		4	3.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.69		0	0.00		2	1.69		7	5.93		1	0.85		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		8	6.78		1	0.85		0	0.00		0	0.00		1	0.85		0	0.00		0	0.00		0	0.00		0	0.00		17	14.41		0	0.00		0	0.00		0	0.00		0	0.00		17	14.41		1	0.85		0	0.00		0	0.00		1	0.85		0	0.00		0	0.00		0	0.00		0	0.00		2	1.69		0	0.00		0	0.00		2	1.69		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		58	49.15		0	0.00		0	0.00		1	0.85		0	0.00		0	0.00		0	0.00		59	50.00		0	0.00		0	0.00		0	0.00
	Cawdor (Hume)		17	4.63		6	1.63		0	0.00		1	0.27		24	6.54		3	0.82		0	0.00		0	0.00		3	0.82		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.82		0	0.00		0	0.00		3	0.82		0	0.00		1	0.27		0	0.00		1	0.27		16	4.36		1	0.27		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		18	4.90		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		1	0.27		40	10.90		1	0.27		0	0.00		0	0.00		0	0.00		41	11.17		1	0.27		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		0	0.00		0	0.00		1	0.27		254	69.21		1	0.27		0	0.00		1	0.27		0	0.00		0	0.00		0	0.00		256	69.75		2	0.54		0	0.00		0	0.00
	Cobbitty (Hume)		20	5.92		2	0.59		0	0.00		0	0.00		22	6.51		7	2.07		2	0.59		0	0.00		9	2.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		12	3.55		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	3.85		1	0.30		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		60	17.75		0	0.00		0	0.00		0	0.00		0	0.00		60	17.75		1	0.30		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		2	0.59		0	0.00		0	0.00		2	0.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		213	63.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		213	63.02		2	0.59		0	0.00		0	0.00
	Collector		9	5.73		1	0.64		0	0.00		0	0.00		10	6.37		4	2.55		1	0.64		0	0.00		5	3.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		9	5.73		3	1.91		0	0.00		0	0.00		0	0.00		0	0.00		1	0.64		13	8.28		1	0.64		0	0.00		0	0.00		1	0.64		1	0.64		0	0.00		0	0.00		1	0.64		27	17.20		2	1.27		0	0.00		0	0.00		0	0.00		29	18.47		1	0.64		0	0.00		0	0.00		1	0.64		0	0.00		0	0.00		0	0.00		0	0.00		1	0.64		0	0.00		0	0.00		1	0.64		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.64		0	0.00		1	0.64		79	50.32		1	0.64		0	0.00		0	0.00		1	0.64		0	0.00		0	0.00		81	51.59		1	0.64		0	0.00		0	0.00
