House of Representatives - 2001 Election: New South Wales																																										
First Preference Votes and TCP 																																										
By Candidate by Polling Place																																										

Cunningham (81540)																																										
	CURTIS			PINK			FIELDS			BERRY			MOTT			# MARTIN			NEWMAN			SKINNER			FORMAL			INFORMAL			TOTAL											
	John			J Edwin			Jeremy			Carol			Trevor			Stephen			Michael			Paul												Two Candidate Preferred								
	HAN			NGST			LP			GRN			IND			ALP			DEM			CTA												 FIELDS LP			# MARTIN ALP					
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%				
Special Hospitals	7	3.85		3	1.65		62	34.07		1	0.55		6	3.30		98	53.85		5	2.75		0	0.00		182	96.81		6	3.19		188	0.24		75	41.21		107	58.79			
Total Ordinary	2849	4.50		682	1.08		17498	27.63		4124	6.51		3774	5.96		28241	44.60		4557	7.20		1597	2.52		63322	94.86		3434	5.14		66756	85.80		24647	38.92		38675	61.08			
ABSENT	220	5.59		62	1.57		1101	27.95		408	10.36		178	4.52		1550	39.35		317	8.05		103	2.61		3939	95.56		183	4.44		4122	5.30		1610	40.87		2329	59.13			
POSTAL	187	6.13		34	1.12		1058	34.70		124	4.07		124	4.07		1316	43.16		148	4.85		58	1.90		3049	98.71		40	1.29		3089	3.97		1373	45.03		1676	54.97			
PRE_POLL	153	4.49		48	1.41		1039	30.49		227	6.66		149	4.37		1458	42.78		261	7.66		73	2.14		3408	97.54		86	2.46		3494	4.49		1404	41.20		2004	58.80			
PROVISIONAL	16	4.91		14	4.29		64	19.63		31	9.51		10	3.07		157	48.16		24	7.36		10	3.07		326	94.22		20	5.78		346	0.44		106	32.52		220	67.48			
Division Summary	3425	4.63		840	1.13		20760	28.04		4914	6.64		4235	5.72		32722	44.19		5307	7.17		1841	2.49		74044	95.16		3763	4.84		77807	95.42		29140	39.35		44904	60.65			
																																									
																																						
																																						
																																						
																																						
