	   		 A Pensioner and Citizen Initiated Referendum Alliance												 B The Australian Greens - Victoria															 C Democratic Labor Party (DLP) of Australia																								 D Liberal/National Party																								 E Australian Labor Party (Victorian Branch)																		 F Australians Against Further Immigration												 G Australian Democrats																		 H Natural Law Party												 I Republican Party/Australian Bill of Rights Group												 J - Unendorsed Group												 K Australian Shooters Party															 L Call to Australia (Fred Nile) Group												Ungrouped																												
    			TICKET VOTES			BORZATTI			MCKAY			Group Total			TICKET VOTES			SINGER			ALEXANDER			LUCAS			Group Total			TICKET VOTES			MULHOLLAND			CAHILL			ROWE			CREA			CODY			DODD			Group Total			TICKET VOTES			# ALSTON			# KEMP			# PATTERSON			ETTERY			HEAD			FERNANDEZ			Group Total			TICKET VOTES			# RAY			# COONEY			GILLARD			RAYMOND			Group Total			TICKET VOTES			MCCORMACK			SPENCER			Group Total			TICKET VOTES			# ALLISON			MCLAREN			LEVY			WHITE			Group Total			TICKET VOTES			GRIFFITH			MASON			Group Total			TICKET VOTES			DAHAN			BERGEN			Group Total			TICKET VOTES			TOSCANO			ROPER			Group Total			TICKET VOTES			WOOD			SAYERS			FLIEGNER			Group Total			TICKET VOTES			COOK			CHAPMAN			Group Total			RASKOVY			SMITH			GOOD			GREEN			ABBOTTO			ARMSTRONG			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Will			Neil									Peter			Karen			Helen									John			Paul			Michael			Pat			Matthew			Christine									Richard K R			Rod			Kay			Robert John			Robyne L			Anthony G									Robert Francis			Barney			Julia			Melanie									Denis			Robyn Marion									Lyn			John			Laurie			Marj									Stephen			Ngaire									Paul			Des									Joe			Steve									Colin F			Neville			Gary									Ken			Christine						Steve			Maurie			Michael			Neil			John M			David													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Heathmont West		                             	0	0	 	0	0	 	0	0	 	0	0	 	23	3.35	 	4	0.58	 	0	0	 	0	0	 	27	3.94	 	12	1.75	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	12	1.75	 	273	39.8	 	5	0.73	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	278	40.52	 	221	32.22	 	6	0.87	 	0	0	 	1	0.15	 	0	0	 	228	33.24	 	9	1.31	 	2	0.29	 	0	0	 	11	1.6	 	92	13.41	 	14	2.04	 	0	0	 	0	0	 	0	0	 	106	15.45	 	1	0.15	 	0	0	 	0	0	 	1	0.15	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.29	 	1	0.15	 	0	0	 	0	0	 	3	0.44	 	9	1.31	 	10	1.46	 	0	0	 	19	2.77	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.15	 	1	0.15	 	686	96.89	 	22	3.11	 	708	0.89
Inala Village		                              	1	0.23	 	0	0	 	0	0	 	1	0.23	 	5	1.14	 	0	0	 	1	0.23	 	1	0.23	 	7	1.6	 	8	1.83	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	8	1.83	 	247	56.39	 	3	0.68	 	0	0	 	1	0.23	 	0	0	 	0	0	 	0	0	 	251	57.31	 	119	27.17	 	0	0	 	0	0	 	0	0	 	0	0	 	119	27.17	 	2	0.46	 	3	0.68	 	0	0	 	5	1.14	 	33	7.53	 	1	0.23	 	0	0	 	0	0	 	0	0	 	34	7.76	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	9	2.05	 	3	0.68	 	0	0	 	12	2.74	 	1	0.23	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.23	 	438	91.44	 	41	8.56	 	479	0.6
Kalinda		                                    	1	0.06	 	1	0.06	 	0	0	 	2	0.11	 	58	3.2	 	9	0.5	 	0	0	 	0	0	 	67	3.7	 	12	0.66	 	2	0.11	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	14	0.77	 	861	47.49	 	26	1.43	 	1	0.06	 	0	0	 	0	0	 	0	0	 	1	0.06	 	889	49.03	 	472	26.03	 	8	0.44	 	0	0	 	2	0.11	 	0	0	 	482	26.59	 	26	1.43	 	3	0.17	 	0	0	 	29	1.6	 	246	13.57	 	35	1.93	 	2	0.11	 	0	0	 	0	0	 	283	15.61	 	3	0.17	 	0	0	 	0	0	 	3	0.17	 	1	0.06	 	0	0	 	0	0	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.17	 	2	0.11	 	0	0	 	0	0	 	5	0.28	 	18	0.99	 	14	0.77	 	0	0	 	32	1.77	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	5	0.28	 	6	0.33	 	1813	97.95	 	38	2.05	 	1851	2.34
Laburnum		                                   	0	0	 	0	0	 	0	0	 	0	0	 	62	4.11	 	18	1.19	 	1	0.07	 	0	0	 	81	5.37	 	21	1.39	 	3	0.2	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	24	1.59	 	596	39.52	 	24	1.59	 	1	0.07	 	3	0.2	 	0	0	 	1	0.07	 	1	0.07	 	626	41.51	 	452	29.97	 	11	0.73	 	0	0	 	2	0.13	 	1	0.07	 	466	30.9	 	20	1.33	 	8	0.53	 	0	0	 	28	1.86	 	194	12.86	 	46	3.05	 	2	0.13	 	0	0	 	1	0.07	 	243	16.11	 	3	0.2	 	0	0	 	0	0	 	3	0.2	 	1	0.07	 	0	0	 	0	0	 	1	0.07	 	1	0.07	 	0	0	 	0	0	 	1	0.07	 	3	0.2	 	1	0.07	 	0	0	 	0	0	 	4	0.27	 	18	1.19	 	10	0.66	 	1	0.07	 	29	1.92	 	0	0	 	0	0	 	0	0	 	1	0.07	 	1	0.07	 	0	0	 	2	0.13	 	1508	97.48	 	39	2.52	 	1547	1.95
Melbourne (Deakin)		                         	0	0	 	0	0	 	0	0	 	0	0	 	6	8.33	 	2	2.78	 	0	0	 	0	0	 	8	11.11	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	20	27.78	 	1	1.39	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	21	29.17	 	28	38.89	 	2	2.78	 	0	0	 	0	0	 	0	0	 	30	41.67	 	1	1.39	 	0	0	 	0	0	 	1	1.39	 	10	13.89	 	1	1.39	 	0	0	 	0	0	 	0	0	 	11	15.28	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.39	 	0	0	 	0	0	 	1	1.39	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	72	98.63	 	1	1.37	 	73	0.09
Mitcham		                                    	2	0.13	 	1	0.07	 	0	0	 	3	0.2	 	42	2.74	 	7	0.46	 	0	0	 	0	0	 	49	3.19	 	14	0.91	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	14	0.91	 	643	41.89	 	19	1.24	 	0	0	 	3	0.2	 	0	0	 	0	0	 	0	0	 	665	43.32	 	500	32.57	 	16	1.04	 	0	0	 	5	0.33	 	2	0.13	 	523	34.07	 	14	0.91	 	6	0.39	 	0	0	 	20	1.3	 	192	12.51	 	25	1.63	 	0	0	 	0	0	 	0	0	 	217	14.14	 	3	0.2	 	0	0	 	0	0	 	3	0.2	 	2	0.13	 	2	0.13	 	0	0	 	4	0.26	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.07	 	1	0.07	 	0	0	 	0	0	 	2	0.13	 	15	0.98	 	14	0.91	 	0	0	 	29	1.89	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	6	0.39	 	6	0.39	 	1535	95.64	 	70	4.36	 	1605	2.03
Mullum		                                     	0	0	 	0	0	 	0	0	 	0	0	 	34	2.12	 	4	0.25	 	0	0	 	0	0	 	38	2.37	 	21	1.31	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	21	1.31	 	721	45.01	 	24	1.5	 	1	0.06	 	1	0.06	 	0	0	 	1	0.06	 	1	0.06	 	749	46.75	 	488	30.46	 	11	0.69	 	0	0	 	0	0	 	1	0.06	 	500	31.21	 	15	0.94	 	5	0.31	 	0	0	 	20	1.25	 	199	12.42	 	26	1.62	 	0	0	 	1	0.06	 	0	0	 	226	14.11	 	4	0.25	 	0	0	 	1	0.06	 	5	0.31	 	1	0.06	 	0	0	 	0	0	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.19	 	3	0.19	 	0	0	 	0	0	 	6	0.37	 	22	1.37	 	12	0.75	 	1	0.06	 	35	2.18	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.06	 	1	0.06	 	1602	97.03	 	49	2.97	 	1651	2.08
Norwood		                                    	4	0.15	 	1	0.04	 	0	0	 	5	0.18	 	66	2.44	 	9	0.33	 	1	0.04	 	1	0.04	 	77	2.85	 	22	0.81	 	3	0.11	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	25	0.92	 	1288	47.65	 	43	1.59	 	1	0.04	 	3	0.11	 	0	0	 	1	0.04	 	0	0	 	1336	49.43	 	723	26.75	 	20	0.74	 	0	0	 	2	0.07	 	0	0	 	745	27.56	 	41	1.52	 	6	0.22	 	0	0	 	47	1.74	 	351	12.99	 	37	1.37	 	0	0	 	2	0.07	 	0	0	 	390	14.43	 	5	0.18	 	1	0.04	 	0	0	 	6	0.22	 	2	0.07	 	0	0	 	0	0	 	2	0.07	 	0	0	 	0	0	 	0	0	 	0	0	 	10	0.37	 	4	0.15	 	0	0	 	0	0	 	14	0.52	 	39	1.44	 	8	0.3	 	1	0.04	 	48	1.78	 	2	0.07	 	1	0.04	 	0	0	 	0	0	 	0	0	 	5	0.18	 	8	0.3	 	2703	97.76	 	62	2.24	 	2765	3.49
Nunawading		                                 	0	0	 	1	0.06	 	0	0	 	1	0.06	 	42	2.51	 	8	0.48	 	0	0	 	1	0.06	 	51	3.04	 	14	0.84	 	3	0.18	 	2	0.12	 	0	0	 	0	0	 	0	0	 	0	0	 	19	1.13	 	605	36.12	 	17	1.01	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.12	 	624	37.25	 	651	38.87	 	23	1.37	 	0	0	 	2	0.12	 	1	0.06	 	677	40.42	 	15	0.9	 	4	0.24	 	0	0	 	19	1.13	 	211	12.6	 	28	1.67	 	0	0	 	0	0	 	2	0.12	 	241	14.39	 	0	0	 	2	0.12	 	0	0	 	2	0.12	 	3	0.18	 	0	0	 	0	0	 	3	0.18	 	1	0.06	 	0	0	 	0	0	 	1	0.06	 	2	0.12	 	1	0.06	 	0	0	 	0	0	 	3	0.18	 	21	1.25	 	10	0.6	 	0	0	 	31	1.85	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.18	 	3	0.18	 	1675	95.88	 	72	4.12	 	1747	2.21
Nunawading East		                            	6	0.3	 	2	0.1	 	1	0.05	 	9	0.45	 	39	1.95	 	2	0.1	 	2	0.1	 	1	0.05	 	44	2.2	 	14	0.7	 	2	0.1	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.05	 	17	0.85	 	684	34.2	 	18	0.9	 	0	0	 	2	0.1	 	0	0	 	0	0	 	0	0	 	704	35.2	 	804	40.2	 	13	0.65	 	1	0.05	 	3	0.15	 	0	0	 	821	41.05	 	39	1.95	 	5	0.25	 	1	0.05	 	45	2.25	 	269	13.45	 	31	1.55	 	0	0	 	1	0.05	 	0	0	 	301	15.05	 	4	0.2	 	0	0	 	0	0	 	4	0.2	 	0	0	 	1	0.05	 	0	0	 	1	0.05	 	0	0	 	0	0	 	0	0	 	0	0	 	8	0.4	 	2	0.1	 	0	0	 	0	0	 	10	0.5	 	29	1.45	 	13	0.65	 	0	0	 	42	2.1	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.1	 	2	0.1	 	2000	95.65	 	91	4.35	 	2091	2.64
Nunawading South		                           	4	0.15	 	1	0.04	 	0	0	 	5	0.19	 	52	2	 	17	0.65	 	3	0.12	 	1	0.04	 	73	2.81	 	26	1	 	2	0.08	 	1	0.04	 	0	0	 	0	0	 	0	0	 	0	0	 	29	1.12	 	1040	40.06	 	18	0.69	 	0	0	 	3	0.12	 	1	0.04	 	1	0.04	 	1	0.04	 	1064	40.99	 	895	34.48	 	20	0.77	 	0	0	 	1	0.04	 	1	0.04	 	917	35.32	 	20	0.77	 	10	0.39	 	0	0	 	30	1.16	 	345	13.29	 	48	1.85	 	0	0	 	1	0.04	 	1	0.04	 	395	15.22	 	3	0.12	 	2	0.08	 	0	0	 	5	0.19	 	1	0.04	 	0	0	 	0	0	 	1	0.04	 	2	0.08	 	0	0	 	0	0	 	2	0.08	 	7	0.27	 	6	0.23	 	0	0	 	0	0	 	13	0.5	 	45	1.73	 	5	0.19	 	2	0.08	 	52	2	 	1	0.04	 	0	0	 	0	0	 	0	0	 	0	0	 	9	0.35	 	10	0.39	 	2596	97.01	 	80	2.99	 	2676	3.38
Parkwood		                                   	0	0	 	0	0	 	0	0	 	0	0	 	23	1.73	 	0	0	 	0	0	 	0	0	 	23	1.73	 	11	0.83	 	4	0.3	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	15	1.13	 	671	50.34	 	21	1.58	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	692	51.91	 	350	26.26	 	3	0.23	 	1	0.08	 	1	0.08	 	0	0	 	355	26.63	 	9	0.68	 	2	0.15	 	0	0	 	11	0.83	 	165	12.38	 	26	1.95	 	0	0	 	0	0	 	0	0	 	191	14.33	 	1	0.08	 	2	0.15	 	0	0	 	3	0.23	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	9	0.68	 	0	0	 	0	0	 	0	0	 	9	0.68	 	21	1.58	 	6	0.45	 	0	0	 	27	2.03	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	7	0.53	 	7	0.53	 	1333	98.67	 	18	1.33	 	1351	1.71
Rangeview		                                  	1	0.06	 	0	0	 	0	0	 	1	0.06	 	22	1.28	 	5	0.29	 	1	0.06	 	0	0	 	28	1.62	 	16	0.93	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	17	0.99	 	685	39.71	 	27	1.57	 	1	0.06	 	1	0.06	 	1	0.06	 	0	0	 	0	0	 	715	41.45	 	520	30.14	 	14	0.81	 	1	0.06	 	4	0.23	 	1	0.06	 	540	31.3	 	22	1.28	 	5	0.29	 	0	0	 	27	1.57	 	305	17.68	 	29	1.68	 	1	0.06	 	1	0.06	 	3	0.17	 	339	19.65	 	3	0.17	 	0	0	 	0	0	 	3	0.17	 	1	0.06	 	0	0	 	0	0	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	8	0.46	 	2	0.12	 	1	0.06	 	1	0.06	 	12	0.7	 	18	1.04	 	20	1.16	 	0	0	 	38	2.2	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.17	 	4	0.23	 	1725	97.62	 	42	2.38	 	1767	2.23
Ringwood		                                   	2	0.23	 	0	0	 	0	0	 	2	0.23	 	15	1.71	 	2	0.23	 	0	0	 	0	0	 	17	1.94	 	7	0.8	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	7	0.8	 	366	41.69	 	9	1.03	 	0	0	 	1	0.11	 	0	0	 	0	0	 	0	0	 	376	42.82	 	312	35.54	 	8	0.91	 	0	0	 	0	0	 	1	0.11	 	321	36.56	 	10	1.14	 	3	0.34	 	0	0	 	13	1.48	 	101	11.5	 	15	1.71	 	0	0	 	1	0.11	 	2	0.23	 	119	13.55	 	3	0.34	 	0	0	 	0	0	 	3	0.34	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.23	 	0	0	 	0	0	 	0	0	 	2	0.23	 	6	0.68	 	8	0.91	 	0	0	 	14	1.59	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.11	 	3	0.34	 	4	0.46	 	878	95.23	 	44	4.77	 	922	1.16
Ringwood East		                              	2	0.12	 	2	0.12	 	0	0	 	4	0.23	 	26	1.51	 	13	0.76	 	0	0	 	0	0	 	39	2.27	 	19	1.11	 	1	0.06	 	0	0	 	0	0	 	0	0	 	1	0.06	 	0	0	 	21	1.22	 	671	39.06	 	14	0.81	 	1	0.06	 	1	0.06	 	0	0	 	0	0	 	0	0	 	687	39.99	 	590	34.34	 	9	0.52	 	1	0.06	 	1	0.06	 	0	0	 	601	34.98	 	18	1.05	 	6	0.35	 	0	0	 	24	1.4	 	271	15.77	 	20	1.16	 	0	0	 	0	0	 	0	0	 	291	16.94	 	6	0.35	 	0	0	 	0	0	 	6	0.35	 	1	0.06	 	0	0	 	0	0	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.17	 	0	0	 	0	0	 	0	0	 	3	0.17	 	23	1.34	 	12	0.7	 	0	0	 	35	2.04	 	1	0.06	 	1	0.06	 	0	0	 	0	0	 	0	0	 	4	0.23	 	6	0.35	 	1718	96.57	 	61	3.43	 	1779	2.25
Ringwood Heights		                           	0	0	 	0	0	 	0	0	 	0	0	 	49	3.85	 	13	1.02	 	1	0.08	 	0	0	 	63	4.95	 	9	0.71	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	9	0.71	 	533	41.84	 	13	1.02	 	0	0	 	1	0.08	 	0	0	 	0	0	 	0	0	 	547	42.94	 	362	28.41	 	9	0.71	 	0	0	 	0	0	 	1	0.08	 	372	29.2	 	18	1.41	 	3	0.24	 	1	0.08	 	22	1.73	 	176	13.81	 	30	2.35	 	0	0	 	0	0	 	0	0	 	206	16.17	 	4	0.31	 	0	0	 	0	0	 	4	0.31	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.08	 	0	0	 	1	0.08	 	4	0.31	 	1	0.08	 	0	0	 	0	0	 	5	0.39	 	33	2.59	 	12	0.94	 	0	0	 	45	3.53	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1274	98.15	 	24	1.85	 	1298	1.64
Ringwood South		                             	5	0.27	 	3	0.16	 	0	0	 	8	0.43	 	35	1.9	 	6	0.33	 	0	0	 	0	0	 	41	2.23	 	24	1.3	 	2	0.11	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	26	1.41	 	675	36.68	 	18	0.98	 	1	0.05	 	1	0.05	 	0	0	 	0	0	 	0	0	 	695	37.77	 	713	38.75	 	7	0.38	 	1	0.05	 	2	0.11	 	1	0.05	 	724	39.35	 	24	1.3	 	4	0.22	 	1	0.05	 	29	1.58	 	242	13.15	 	35	1.9	 	0	0	 	1	0.05	 	0	0	 	278	15.11	 	4	0.22	 	2	0.11	 	0	0	 	6	0.33	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	5	0.27	 	1	0.05	 	0	0	 	0	0	 	6	0.33	 	18	0.98	 	6	0.33	 	0	0	 	24	1.3	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.05	 	1	0.05	 	1840	95.34	 	90	4.66	 	1930	2.44
Southwood		                                  	4	0.31	 	2	0.16	 	0	0	 	6	0.47	 	19	1.49	 	6	0.47	 	0	0	 	1	0.08	 	26	2.04	 	16	1.25	 	2	0.16	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	18	1.41	 	448	35.11	 	10	0.78	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	458	35.89	 	502	39.34	 	13	1.02	 	0	0	 	1	0.08	 	0	0	 	516	40.44	 	19	1.49	 	1	0.08	 	0	0	 	20	1.57	 	184	14.42	 	18	1.41	 	1	0.08	 	0	0	 	0	0	 	203	15.91	 	2	0.16	 	1	0.08	 	0	0	 	3	0.24	 	2	0.16	 	0	0	 	0	0	 	2	0.16	 	0	0	 	0	0	 	0	0	 	0	0	 	5	0.39	 	0	0	 	0	0	 	0	0	 	5	0.39	 	17	1.33	 	2	0.16	 	0	0	 	19	1.49	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1276	95.8	 	56	4.2	 	1332	1.68
Springview		                                 	3	0.14	 	0	0	 	0	0	 	3	0.14	 	31	1.41	 	7	0.32	 	0	0	 	0	0	 	38	1.73	 	16	0.73	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	16	0.73	 	811	36.85	 	16	0.73	 	1	0.05	 	2	0.09	 	0	0	 	1	0.05	 	0	0	 	831	37.76	 	821	37.3	 	11	0.5	 	0	0	 	0	0	 	0	0	 	832	37.8	 	25	1.14	 	2	0.09	 	0	0	 	27	1.23	 	329	14.95	 	47	2.14	 	0	0	 	1	0.05	 	0	0	 	377	17.13	 	2	0.09	 	0	0	 	0	0	 	2	0.09	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	2	0.09	 	0	0	 	0	0	 	2	0.09	 	12	0.55	 	0	0	 	0	0	 	0	0	 	12	0.55	 	36	1.64	 	16	0.73	 	0	0	 	52	2.36	 	2	0.09	 	0	0	 	0	0	 	0	0	 	1	0.05	 	5	0.23	 	8	0.36	 	2201	96.49	 	80	3.51	 	2281	2.88
Tally Ho		                                   	3	0.2	 	1	0.07	 	0	0	 	4	0.26	 	15	0.98	 	6	0.39	 	2	0.13	 	0	0	 	23	1.51	 	14	0.92	 	2	0.13	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	16	1.05	 	597	39.2	 	16	1.05	 	0	0	 	1	0.07	 	0	0	 	0	0	 	0	0	 	614	40.32	 	615	40.38	 	18	1.18	 	0	0	 	1	0.07	 	1	0.07	 	635	41.69	 	10	0.66	 	3	0.2	 	0	0	 	13	0.85	 	168	11.03	 	22	1.44	 	0	0	 	0	0	 	0	0	 	190	12.48	 	4	0.26	 	1	0.07	 	0	0	 	5	0.33	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	7	0.46	 	0	0	 	0	0	 	0	0	 	7	0.46	 	8	0.53	 	5	0.33	 	0	0	 	13	0.85	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.2	 	3	0.2	 	1523	96.51	 	55	3.49	 	1578	1.99
Tinternvale		                                	2	0.13	 	1	0.06	 	0	0	 	3	0.19	 	30	1.94	 	7	0.45	 	0	0	 	1	0.06	 	38	2.46	 	21	1.36	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	22	1.42	 	657	42.5	 	18	1.16	 	3	0.19	 	1	0.06	 	0	0	 	0	0	 	0	0	 	679	43.92	 	477	30.85	 	9	0.58	 	1	0.06	 	0	0	 	2	0.13	 	489	31.63	 	29	1.88	 	5	0.32	 	0	0	 	34	2.2	 	201	13	 	27	1.75	 	0	0	 	1	0.06	 	0	0	 	229	14.81	 	5	0.32	 	0	0	 	1	0.06	 	6	0.39	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	12	0.78	 	0	0	 	0	0	 	0	0	 	12	0.78	 	21	1.36	 	10	0.65	 	0	0	 	31	2.01	 	2	0.13	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.06	 	3	0.19	 	1546	97.42	 	41	2.58	 	1587	2
Vermont North		                              	3	0.23	 	0	0	 	0	0	 	3	0.23	 	25	1.91	 	3	0.23	 	0	0	 	0	0	 	28	2.14	 	8	0.61	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	8	0.61	 	584	44.61	 	13	0.99	 	1	0.08	 	2	0.15	 	0	0	 	0	0	 	0	0	 	600	45.84	 	364	27.81	 	10	0.76	 	2	0.15	 	0	0	 	1	0.08	 	377	28.8	 	24	1.83	 	6	0.46	 	0	0	 	30	2.29	 	206	15.74	 	30	2.29	 	0	0	 	0	0	 	0	0	 	236	18.03	 	2	0.15	 	0	0	 	0	0	 	2	0.15	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.08	 	0	0	 	0	0	 	1	0.08	 	0	0	 	1	0.08	 	0	0	 	0	0	 	1	0.08	 	14	1.07	 	6	0.46	 	0	0	 	20	1.53	 	1	0.08	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.15	 	3	0.23	 	1309	97.11	 	39	2.89	 	1348	1.7
Special Hospitals		                          	1	0.52	 	0	0	 	0	0	 	1	0.52	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.05	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.05	 	139	72.77	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	139	72.77	 	35	18.32	 	0	0	 	0	0	 	0	0	 	0	0	 	35	18.32	 	1	0.52	 	0	0	 	0	0	 	1	0.52	 	6	3.14	 	1	0.52	 	0	0	 	0	0	 	0	0	 	7	3.66	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	5	2.62	 	0	0	 	0	0	 	5	2.62	 	1	0.52	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.52	 	191	95.5	 	9	4.5	 	200	0.25
Total Ordinary		                             	94	0.14	 	39	0.06	 	1	0	 	134	0.2	 	1475	2.22	 	323	0.49	 	25	0.04	 	9	0.01	 	1832	2.76	 	647	0.97	 	67	0.1	 	5	0.01	 	0	0	 	0	0	 	1	0	 	2	0	 	722	1.09	 	27122	40.81	 	763	1.15	 	20	0.03	 	51	0.08	 	9	0.01	 	5	0.01	 	11	0.02	 	27981	42.1	 	22287	33.54	 	486	0.73	 	15	0.02	 	58	0.09	 	28	0.04	 	22874	34.42	 	821	1.24	 	172	0.26	 	8	0.01	 	1001	1.51	 	8733	13.14	 	1247	1.88	 	20	0.03	 	16	0.02	 	18	0.03	 	10034	15.1	 	116	0.17	 	26	0.04	 	3	0	 	145	0.22	 	45	0.07	 	9	0.01	 	1	0	 	55	0.08	 	28	0.04	 	2	0	 	0	0	 	30	0.05	 	225	0.34	 	53	0.08	 	1	0	 	1	0	 	280	0.42	 	832	1.25	 	355	0.53	 	9	0.01	 	1196	1.8	 	28	0.04	 	3	0	 	1	0	 	2	0	 	6	0.01	 	134	0.2	 	174	0.26	 	66458	96.83	 	2175	3.17	 	68633	86.66
