	   		 A Australian Women's Party												 B Liberal Party (W.A. Division) Inc.																								 C - Unendorsed Group												 D Call to Australia (Fred Nile) Group												 E National Party of Australia (WA) Inc												 F Australians Against Further Immigration												 G Australian Labor Party (Western Australi																		 H The Greens (WA) Inc												 I Australian Democrats															Ungrouped																						
    			TICKET VOTES			TURNBULL			MUDFORD			Group Total			TICKET VOTES			# CRANE			# PANIZZA			# EGGLESTON			HUSTON			SIRNA			THOMPSON			Group Total			TICKET VOTES			DRAKE			ROBINSON			Group Total			TICKET VOTES			JACKSON			LAURIE			Group Total			TICKET VOTES			MCANUFF			ANDERSON			Group Total			TICKET VOTES			HAYE			HAMMOND			Group Total			TICKET VOTES			# MCKIERNAN			# BISHOP			BEAHAN			CRAWFORD			Group Total			TICKET VOTES			CHAMARETTE			CHAPPLE			Group Total			TICKET VOTES			# MURRAY			MILLAR			DE LA HUNTY			Group Total			BRADSHAW			MACKINTOSH			COOPER			WHITE			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Mattie			Kate									Winston			John H			Alan			Michael			Enzo			Clare Helen									Tony			Jean H									Don			Marj									Kevin			Lynley									Richard T			Robert K									Jim			Mark			Michael			Catherine									Christabel			Robin									Andrew J M			Don			Shirley						Craig			Craig Alan			Vin			Ros													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Albany Regional Hospital		                   	1	0.39	 	1	0.39	 	0	0	 	2	0.78	 	138	53.49	 	2	0.78	 	1	0.39	 	1	0.39	 	0	0	 	0	0	 	0	0	 	142	55.04	 	0	0	 	0	0	 	0	0	 	0	0	 	6	2.33	 	2	0.78	 	0	0	 	8	3.1	 	10	3.88	 	0	0	 	0	0	 	10	3.88	 	0	0	 	0	0	 	0	0	 	0	0	 	65	25.19	 	2	0.78	 	0	0	 	0	0	 	0	0	 	67	25.97	 	9	3.49	 	0	0	 	0	0	 	9	3.49	 	19	7.36	 	1	0.39	 	0	0	 	0	0	 	20	7.75	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	258	98.85	 	3	1.15	 	261	0.33
Alexandra Bridge		                           	0	0	 	0	0	 	0	0	 	0	0	 	97	71.85	 	1	0.74	 	2	1.48	 	0	0	 	0	0	 	0	0	 	0	0	 	100	74.07	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	11	8.15	 	0	0	 	0	0	 	11	8.15	 	0	0	 	0	0	 	0	0	 	0	0	 	11	8.15	 	0	0	 	0	0	 	0	0	 	0	0	 	11	8.15	 	3	2.22	 	2	1.48	 	0	0	 	5	3.7	 	7	5.19	 	1	0.74	 	0	0	 	0	0	 	8	5.93	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	135	97.83	 	3	2.17	 	138	0.18
Augusta		                                    	1	0.12	 	0	0	 	0	0	 	1	0.12	 	505	60.26	 	4	0.48	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.12	 	510	60.86	 	2	0.24	 	0	0	 	0	0	 	2	0.24	 	2	0.24	 	0	0	 	0	0	 	2	0.24	 	8	0.95	 	1	0.12	 	0	0	 	9	1.07	 	5	0.6	 	0	0	 	0	0	 	5	0.6	 	187	22.32	 	8	0.95	 	0	0	 	0	0	 	0	0	 	195	23.27	 	49	5.85	 	13	1.55	 	0	0	 	62	7.4	 	45	5.37	 	4	0.48	 	0	0	 	3	0.36	 	52	6.21	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	838	94.8	 	46	5.2	 	884	1.13
Australind		                                 	18	0.65	 	4	0.15	 	0	0	 	22	0.8	 	1359	49.36	 	16	0.58	 	1	0.04	 	0	0	 	1	0.04	 	0	0	 	0	0	 	1377	50.02	 	1	0.04	 	1	0.04	 	0	0	 	2	0.07	 	13	0.47	 	4	0.15	 	0	0	 	17	0.62	 	59	2.14	 	4	0.15	 	0	0	 	63	2.29	 	18	0.65	 	4	0.15	 	0	0	 	22	0.8	 	897	32.58	 	16	0.58	 	0	0	 	0	0	 	2	0.07	 	915	33.24	 	107	3.89	 	24	0.87	 	1	0.04	 	132	4.79	 	168	6.1	 	29	1.05	 	0	0	 	6	0.22	 	203	7.37	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2753	97.76	 	63	2.24	 	2816	3.61
Balingup		                                   	4	1.34	 	0	0	 	0	0	 	4	1.34	 	138	46.31	 	1	0.34	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	139	46.64	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	8	2.68	 	0	0	 	0	0	 	8	2.68	 	1	0.34	 	0	0	 	0	0	 	1	0.34	 	50	16.78	 	5	1.68	 	0	0	 	1	0.34	 	0	0	 	56	18.79	 	46	15.44	 	13	4.36	 	0	0	 	59	19.8	 	19	6.38	 	12	4.03	 	0	0	 	0	0	 	31	10.4	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	298	95.21	 	15	4.79	 	313	0.4
Bayonet Head		                               	7	1.02	 	0	0	 	0	0	 	7	1.02	 	342	49.78	 	10	1.46	 	2	0.29	 	0	0	 	0	0	 	0	0	 	0	0	 	354	51.53	 	0	0	 	0	0	 	1	0.15	 	1	0.15	 	8	1.16	 	1	0.15	 	0	0	 	9	1.31	 	59	8.59	 	4	0.58	 	0	0	 	63	9.17	 	2	0.29	 	0	0	 	0	0	 	2	0.29	 	187	27.22	 	3	0.44	 	0	0	 	0	0	 	0	0	 	190	27.66	 	12	1.75	 	6	0.87	 	0	0	 	18	2.62	 	37	5.39	 	4	0.58	 	1	0.15	 	1	0.15	 	43	6.26	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	687	97.31	 	19	2.69	 	706	0.91
Bornholm		                                   	3	0.91	 	1	0.3	 	0	0	 	4	1.21	 	163	49.39	 	4	1.21	 	1	0.3	 	0	0	 	0	0	 	0	0	 	0	0	 	168	50.91	 	3	0.91	 	0	0	 	0	0	 	3	0.91	 	0	0	 	3	0.91	 	0	0	 	3	0.91	 	27	8.18	 	0	0	 	0	0	 	27	8.18	 	5	1.52	 	0	0	 	0	0	 	5	1.52	 	35	10.61	 	5	1.52	 	0	0	 	0	0	 	0	0	 	40	12.12	 	35	10.61	 	14	4.24	 	0	0	 	49	14.85	 	25	7.58	 	3	0.91	 	0	0	 	0	0	 	28	8.48	 	0	0	 	1	0.3	 	2	0.61	 	0	0	 	3	0.91	 	330	97.06	 	10	2.94	 	340	0.44
Boyanup		                                    	5	0.85	 	1	0.17	 	0	0	 	6	1.03	 	336	57.44	 	5	0.85	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	341	58.29	 	1	0.17	 	1	0.17	 	0	0	 	2	0.34	 	1	0.17	 	1	0.17	 	0	0	 	2	0.34	 	8	1.37	 	1	0.17	 	0	0	 	9	1.54	 	7	1.2	 	3	0.51	 	0	0	 	10	1.71	 	133	22.74	 	5	0.85	 	0	0	 	0	0	 	0	0	 	138	23.59	 	21	3.59	 	5	0.85	 	0	0	 	26	4.44	 	40	6.84	 	7	1.2	 	0	0	 	3	0.51	 	50	8.55	 	0	0	 	0	0	 	0	0	 	1	0.17	 	1	0.17	 	585	95.9	 	25	4.1	 	610	0.78
Boyup Brook		                                	5	0.93	 	1	0.19	 	0	0	 	6	1.12	 	340	63.31	 	6	1.12	 	1	0.19	 	0	0	 	0	0	 	0	0	 	0	0	 	347	64.62	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.37	 	1	0.19	 	0	0	 	3	0.56	 	63	11.73	 	5	0.93	 	1	0.19	 	69	12.85	 	6	1.12	 	1	0.19	 	0	0	 	7	1.3	 	52	9.68	 	5	0.93	 	0	0	 	0	0	 	0	0	 	57	10.61	 	21	3.91	 	4	0.74	 	0	0	 	25	4.66	 	21	3.91	 	2	0.37	 	0	0	 	0	0	 	23	4.28	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	537	95.21	 	27	4.79	 	564	0.72
Bridgetown		                                 	18	1.2	 	3	0.2	 	0	0	 	21	1.4	 	773	51.57	 	15	1	 	1	0.07	 	3	0.2	 	2	0.13	 	0	0	 	0	0	 	794	52.97	 	2	0.13	 	1	0.07	 	0	0	 	3	0.2	 	10	0.67	 	3	0.2	 	0	0	 	13	0.87	 	41	2.74	 	5	0.33	 	0	0	 	46	3.07	 	18	1.2	 	4	0.27	 	0	0	 	22	1.47	 	328	21.88	 	9	0.6	 	0	0	 	0	0	 	1	0.07	 	338	22.55	 	97	6.47	 	26	1.73	 	3	0.2	 	126	8.41	 	99	6.6	 	24	1.6	 	0	0	 	6	0.4	 	129	8.61	 	3	0.2	 	2	0.13	 	1	0.07	 	1	0.07	 	7	0.47	 	1499	96.21	 	59	3.79	 	1558	2
Brookhampton		                               	1	1.03	 	0	0	 	0	0	 	1	1.03	 	71	73.2	 	1	1.03	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	72	74.23	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	13	13.4	 	0	0	 	0	0	 	13	13.4	 	0	0	 	0	0	 	0	0	 	0	0	 	4	4.12	 	0	0	 	0	0	 	0	0	 	0	0	 	4	4.12	 	1	1.03	 	2	2.06	 	0	0	 	3	3.09	 	4	4.12	 	0	0	 	0	0	 	0	0	 	4	4.12	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	97	96.04	 	4	3.96	 	101	0.13
Bunbury		                                    	7	0.76	 	1	0.11	 	0	0	 	8	0.87	 	498	54.07	 	9	0.98	 	0	0	 	0	0	 	0	0	 	1	0.11	 	1	0.11	 	509	55.27	 	1	0.11	 	0	0	 	0	0	 	1	0.11	 	0	0	 	2	0.22	 	0	0	 	2	0.22	 	5	0.54	 	1	0.11	 	0	0	 	6	0.65	 	9	0.98	 	4	0.43	 	0	0	 	13	1.41	 	249	27.04	 	11	1.19	 	0	0	 	0	0	 	2	0.22	 	262	28.45	 	44	4.78	 	14	1.52	 	0	0	 	58	6.3	 	50	5.43	 	10	1.09	 	0	0	 	1	0.11	 	61	6.62	 	1	0.11	 	0	0	 	0	0	 	0	0	 	1	0.11	 	921	97.56	 	23	2.44	 	944	1.21
Bunbury Central		                            	8	0.77	 	4	0.39	 	0	0	 	12	1.16	 	490	47.21	 	4	0.39	 	2	0.19	 	1	0.1	 	0	0	 	0	0	 	1	0.1	 	498	47.98	 	0	0	 	0	0	 	0	0	 	0	0	 	5	0.48	 	0	0	 	0	0	 	5	0.48	 	14	1.35	 	2	0.19	 	0	0	 	16	1.54	 	9	0.87	 	1	0.1	 	0	0	 	10	0.96	 	314	30.25	 	7	0.67	 	0	0	 	1	0.1	 	3	0.29	 	325	31.31	 	56	5.39	 	22	2.12	 	0	0	 	78	7.51	 	80	7.71	 	10	0.96	 	1	0.1	 	2	0.19	 	93	8.96	 	1	0.1	 	0	0	 	0	0	 	0	0	 	1	0.1	 	1038	96.65	 	36	3.35	 	1074	1.38
Bunbury East		                               	30	1.58	 	5	0.26	 	1	0.05	 	36	1.9	 	830	43.82	 	8	0.42	 	0	0	 	1	0.05	 	1	0.05	 	0	0	 	0	0	 	840	44.35	 	4	0.21	 	0	0	 	0	0	 	4	0.21	 	6	0.32	 	2	0.11	 	0	0	 	8	0.42	 	21	1.11	 	2	0.11	 	0	0	 	23	1.21	 	13	0.69	 	2	0.11	 	1	0.05	 	16	0.84	 	718	37.91	 	12	0.63	 	1	0.05	 	2	0.11	 	4	0.21	 	737	38.91	 	80	4.22	 	12	0.63	 	0	0	 	92	4.86	 	115	6.07	 	15	0.79	 	1	0.05	 	5	0.26	 	136	7.18	 	1	0.05	 	0	0	 	1	0.05	 	0	0	 	2	0.11	 	1894	95.27	 	94	4.73	 	1988	2.55
Bunbury Regional Hospital		                  	3	0.77	 	1	0.26	 	0	0	 	4	1.03	 	157	40.36	 	3	0.77	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	160	41.13	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.51	 	0	0	 	0	0	 	2	0.51	 	6	1.54	 	0	0	 	0	0	 	6	1.54	 	6	1.54	 	0	0	 	0	0	 	6	1.54	 	159	40.87	 	3	0.77	 	0	0	 	0	0	 	0	0	 	162	41.65	 	17	4.37	 	2	0.51	 	0	0	 	19	4.88	 	28	7.2	 	0	0	 	0	0	 	2	0.51	 	30	7.71	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	389	96.77	 	13	3.23	 	402	0.52
Bunbury St Johns Hospital		                  	5	1.16	 	0	0	 	0	0	 	5	1.16	 	245	56.84	 	5	1.16	 	1	0.23	 	0	0	 	0	0	 	0	0	 	0	0	 	251	58.24	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.23	 	0	0	 	1	0.23	 	3	0.7	 	3	0.7	 	0	0	 	6	1.39	 	0	0	 	0	0	 	0	0	 	0	0	 	111	25.75	 	5	1.16	 	0	0	 	0	0	 	0	0	 	116	26.91	 	16	3.71	 	5	1.16	 	0	0	 	21	4.87	 	25	5.8	 	3	0.7	 	0	0	 	3	0.7	 	31	7.19	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	431	95.14	 	22	4.86	 	453	0.58
Burekup		                                    	2	0.69	 	0	0	 	0	0	 	2	0.69	 	173	59.66	 	4	1.38	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	177	61.03	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.34	 	0	0	 	0	0	 	1	0.34	 	23	7.93	 	3	1.03	 	0	0	 	26	8.97	 	6	2.07	 	1	0.34	 	0	0	 	7	2.41	 	40	13.79	 	0	0	 	0	0	 	0	0	 	0	0	 	40	13.79	 	9	3.1	 	0	0	 	0	0	 	9	3.1	 	21	7.24	 	4	1.38	 	0	0	 	3	1.03	 	28	9.66	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	290	95.71	 	13	4.29	 	303	0.39
Busselton		                                  	40	1.09	 	6	0.16	 	2	0.05	 	48	1.3	 	2024	54.97	 	20	0.54	 	3	0.08	 	3	0.08	 	0	0	 	1	0.03	 	3	0.08	 	2054	55.78	 	5	0.14	 	0	0	 	0	0	 	5	0.14	 	19	0.52	 	6	0.16	 	1	0.03	 	26	0.71	 	54	1.47	 	7	0.19	 	1	0.03	 	62	1.68	 	34	0.92	 	4	0.11	 	1	0.03	 	39	1.06	 	978	26.56	 	23	0.62	 	0	0	 	1	0.03	 	3	0.08	 	1005	27.29	 	164	4.45	 	34	0.92	 	0	0	 	198	5.38	 	203	5.51	 	26	0.71	 	2	0.05	 	6	0.16	 	237	6.44	 	7	0.19	 	0	0	 	1	0.03	 	0	0	 	8	0.22	 	3682	96.06	 	151	3.94	 	3833	4.92
Busselton West		                             	20	0.87	 	6	0.26	 	0	0	 	26	1.12	 	1408	60.9	 	13	0.56	 	2	0.09	 	0	0	 	0	0	 	0	0	 	1	0.04	 	1424	61.59	 	2	0.09	 	1	0.04	 	2	0.09	 	5	0.22	 	13	0.56	 	1	0.04	 	0	0	 	14	0.61	 	22	0.95	 	2	0.09	 	0	0	 	24	1.04	 	21	0.91	 	4	0.17	 	0	0	 	25	1.08	 	529	22.88	 	15	0.65	 	0	0	 	1	0.04	 	1	0.04	 	546	23.62	 	87	3.76	 	10	0.43	 	0	0	 	97	4.2	 	126	5.45	 	16	0.69	 	1	0.04	 	4	0.17	 	147	6.36	 	1	0.04	 	1	0.04	 	0	0	 	2	0.09	 	4	0.17	 	2312	96.41	 	86	3.59	 	2398	3.08
Capel		                                      	9	0.82	 	1	0.09	 	0	0	 	10	0.91	 	563	51.42	 	6	0.55	 	1	0.09	 	0	0	 	0	0	 	0	0	 	0	0	 	570	52.05	 	1	0.09	 	0	0	 	0	0	 	1	0.09	 	2	0.18	 	0	0	 	0	0	 	2	0.18	 	22	2.01	 	4	0.37	 	1	0.09	 	27	2.47	 	7	0.64	 	1	0.09	 	0	0	 	8	0.73	 	312	28.49	 	9	0.82	 	2	0.18	 	2	0.18	 	0	0	 	325	29.68	 	28	2.56	 	18	1.64	 	0	0	 	46	4.2	 	88	8.04	 	14	1.28	 	1	0.09	 	1	0.09	 	104	9.5	 	2	0.18	 	0	0	 	0	0	 	0	0	 	2	0.18	 	1095	96.9	 	35	3.1	 	1130	1.45
Carbunup River		                             	1	0.45	 	0	0	 	0	0	 	1	0.45	 	144	65.45	 	2	0.91	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	146	66.36	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.45	 	0	0	 	0	0	 	1	0.45	 	7	3.18	 	1	0.45	 	1	0.45	 	9	4.09	 	4	1.82	 	0	0	 	0	0	 	4	1.82	 	34	15.45	 	0	0	 	0	0	 	0	0	 	0	0	 	34	15.45	 	14	6.36	 	3	1.36	 	0	0	 	17	7.73	 	4	1.82	 	3	1.36	 	0	0	 	0	0	 	7	3.18	 	0	0	 	0	0	 	0	0	 	1	0.45	 	1	0.45	 	220	95.65	 	10	4.35	 	230	0.29
Carey Park		                                 	30	1.49	 	1	0.05	 	1	0.05	 	32	1.59	 	690	34.29	 	8	0.4	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	0	0	 	700	34.79	 	6	0.3	 	0	0	 	0	0	 	6	0.3	 	4	0.2	 	0	0	 	0	0	 	4	0.2	 	43	2.14	 	1	0.05	 	0	0	 	44	2.19	 	24	1.19	 	1	0.05	 	2	0.1	 	27	1.34	 	952	47.32	 	9	0.45	 	1	0.05	 	1	0.05	 	2	0.1	 	965	47.96	 	86	4.27	 	12	0.6	 	0	0	 	98	4.87	 	111	5.52	 	20	0.99	 	1	0.05	 	2	0.1	 	134	6.66	 	1	0.05	 	1	0.05	 	0	0	 	0	0	 	2	0.1	 	2012	94.59	 	115	5.41	 	2127	2.73
Carey Park South		                           	15	1.8	 	2	0.24	 	0	0	 	17	2.04	 	338	40.63	 	1	0.12	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.12	 	340	40.87	 	0	0	 	0	0	 	0	0	 	0	0	 	6	0.72	 	0	0	 	0	0	 	6	0.72	 	8	0.96	 	0	0	 	0	0	 	8	0.96	 	11	1.32	 	2	0.24	 	0	0	 	13	1.56	 	385	46.27	 	2	0.24	 	0	0	 	0	0	 	2	0.24	 	389	46.75	 	10	1.2	 	6	0.72	 	0	0	 	16	1.92	 	35	4.21	 	7	0.84	 	0	0	 	1	0.12	 	43	5.17	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	832	95.74	 	37	4.26	 	869	1.11
Centennial Park		                            	12	1.04	 	2	0.17	 	0	0	 	14	1.21	 	660	57.24	 	10	0.87	 	2	0.17	 	1	0.09	 	0	0	 	0	0	 	3	0.26	 	676	58.63	 	4	0.35	 	0	0	 	0	0	 	4	0.35	 	17	1.47	 	3	0.26	 	0	0	 	20	1.73	 	30	2.6	 	1	0.09	 	0	0	 	31	2.69	 	4	0.35	 	2	0.17	 	0	0	 	6	0.52	 	262	22.72	 	9	0.78	 	0	0	 	0	0	 	1	0.09	 	272	23.59	 	49	4.25	 	9	0.78	 	0	0	 	58	5.03	 	56	4.86	 	12	1.04	 	0	0	 	3	0.26	 	71	6.16	 	1	0.09	 	0	0	 	0	0	 	0	0	 	1	0.09	 	1153	96	 	48	4	 	1201	1.54
Chowerup		                                   	0	0	 	0	0	 	0	0	 	0	0	 	48	71.64	 	0	0	 	1	1.49	 	0	0	 	0	0	 	0	0	 	0	0	 	49	73.13	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	9	13.43	 	2	2.99	 	1	1.49	 	12	17.91	 	1	1.49	 	1	1.49	 	0	0	 	2	2.99	 	1	1.49	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.49	 	0	0	 	0	0	 	0	0	 	0	0	 	3	4.48	 	0	0	 	0	0	 	0	0	 	3	4.48	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	67	98.53	 	1	1.47	 	68	0.09
Clifton Park		                               	2	0.33	 	0	0	 	0	0	 	2	0.33	 	314	51.48	 	7	1.15	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	321	52.62	 	2	0.33	 	0	0	 	0	0	 	2	0.33	 	5	0.82	 	3	0.49	 	0	0	 	8	1.31	 	10	1.64	 	2	0.33	 	0	0	 	12	1.97	 	3	0.49	 	0	0	 	0	0	 	3	0.49	 	190	31.15	 	8	1.31	 	0	0	 	0	0	 	0	0	 	198	32.46	 	12	1.97	 	12	1.97	 	0	0	 	24	3.93	 	31	5.08	 	5	0.82	 	0	0	 	1	0.16	 	37	6.07	 	2	0.33	 	0	0	 	1	0.16	 	0	0	 	3	0.49	 	610	96.98	 	19	3.02	 	629	0.81
Coral Park		                                 	12	0.97	 	1	0.08	 	1	0.08	 	14	1.13	 	569	46	 	10	0.81	 	4	0.32	 	0	0	 	0	0	 	0	0	 	0	0	 	583	47.13	 	2	0.16	 	0	0	 	0	0	 	2	0.16	 	6	0.49	 	0	0	 	0	0	 	6	0.49	 	21	1.7	 	3	0.24	 	0	0	 	24	1.94	 	7	0.57	 	3	0.24	 	0	0	 	10	0.81	 	452	36.54	 	10	0.81	 	0	0	 	2	0.16	 	1	0.08	 	465	37.59	 	24	1.94	 	13	1.05	 	0	0	 	37	2.99	 	85	6.87	 	10	0.81	 	1	0.08	 	0	0	 	96	7.76	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1237	95.3	 	61	4.7	 	1298	1.66
Cowaramup		                                  	4	0.88	 	0	0	 	1	0.22	 	5	1.1	 	271	59.56	 	6	1.32	 	1	0.22	 	0	0	 	0	0	 	0	0	 	1	0.22	 	279	61.32	 	1	0.22	 	0	0	 	0	0	 	1	0.22	 	3	0.66	 	0	0	 	0	0	 	3	0.66	 	8	1.76	 	0	0	 	0	0	 	8	1.76	 	5	1.1	 	0	0	 	0	0	 	5	1.1	 	55	12.09	 	3	0.66	 	0	0	 	0	0	 	0	0	 	58	12.75	 	45	9.89	 	11	2.42	 	0	0	 	56	12.31	 	32	7.03	 	7	1.54	 	0	0	 	0	0	 	39	8.57	 	1	0.22	 	0	0	 	0	0	 	0	0	 	1	0.22	 	455	97.01	 	14	2.99	 	469	0.6
Dardanup		                                   	3	0.47	 	0	0	 	0	0	 	3	0.47	 	399	62.93	 	7	1.1	 	1	0.16	 	0	0	 	0	0	 	0	0	 	0	0	 	407	64.2	 	0	0	 	0	0	 	0	0	 	0	0	 	4	0.63	 	0	0	 	0	0	 	4	0.63	 	10	1.58	 	4	0.63	 	0	0	 	14	2.21	 	3	0.47	 	1	0.16	 	0	0	 	4	0.63	 	116	18.3	 	2	0.32	 	0	0	 	2	0.32	 	0	0	 	120	18.93	 	18	2.84	 	8	1.26	 	0	0	 	26	4.1	 	49	7.73	 	5	0.79	 	1	0.16	 	0	0	 	55	8.68	 	0	0	 	0	0	 	0	0	 	1	0.16	 	1	0.16	 	634	96.79	 	21	3.21	 	655	0.84
Deanmill		                                   	1	0.63	 	0	0	 	0	0	 	1	0.63	 	91	57.59	 	1	0.63	 	1	0.63	 	0	0	 	0	0	 	0	0	 	0	0	 	93	58.86	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.27	 	0	0	 	2	1.27	 	3	1.9	 	0	0	 	0	0	 	3	1.9	 	9	5.7	 	0	0	 	0	0	 	9	5.7	 	42	26.58	 	1	0.63	 	0	0	 	0	0	 	0	0	 	43	27.22	 	0	0	 	2	1.27	 	0	0	 	2	1.27	 	5	3.16	 	0	0	 	0	0	 	0	0	 	5	3.16	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	158	95.76	 	7	4.24	 	165	0.21
Denmark		                                    	11	0.71	 	4	0.26	 	1	0.06	 	16	1.03	 	737	47.37	 	17	1.09	 	0	0	 	0	0	 	0	0	 	1	0.06	 	1	0.06	 	756	48.59	 	0	0	 	1	0.06	 	0	0	 	1	0.06	 	11	0.71	 	3	0.19	 	0	0	 	14	0.9	 	55	3.53	 	8	0.51	 	2	0.13	 	65	4.18	 	10	0.64	 	5	0.32	 	0	0	 	15	0.96	 	307	19.73	 	19	1.22	 	1	0.06	 	1	0.06	 	3	0.19	 	331	21.27	 	172	11.05	 	57	3.66	 	1	0.06	 	230	14.78	 	101	6.49	 	17	1.09	 	0	0	 	7	0.45	 	125	8.03	 	0	0	 	0	0	 	2	0.13	 	1	0.06	 	3	0.19	 	1556	96.65	 	54	3.35	 	1610	2.06
Dinninup		                                   	1	0.8	 	0	0	 	0	0	 	1	0.8	 	62	49.6	 	1	0.8	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	63	50.4	 	0	0	 	0	0	 	0	0	 	0	0	 	3	2.4	 	0	0	 	0	0	 	3	2.4	 	29	23.2	 	2	1.6	 	1	0.8	 	32	25.6	 	0	0	 	1	0.8	 	0	0	 	1	0.8	 	17	13.6	 	0	0	 	0	0	 	0	0	 	0	0	 	17	13.6	 	1	0.8	 	1	0.8	 	0	0	 	2	1.6	 	5	4	 	1	0.8	 	0	0	 	0	0	 	6	4.8	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	125	96.15	 	5	3.85	 	130	0.17
Donnybrook		                                 	12	0.95	 	3	0.24	 	1	0.08	 	16	1.26	 	694	54.82	 	11	0.87	 	1	0.08	 	0	0	 	1	0.08	 	1	0.08	 	2	0.16	 	710	56.08	 	1	0.08	 	0	0	 	0	0	 	1	0.08	 	3	0.24	 	0	0	 	0	0	 	3	0.24	 	77	6.08	 	4	0.32	 	2	0.16	 	83	6.56	 	13	1.03	 	2	0.16	 	0	0	 	15	1.18	 	253	19.98	 	15	1.18	 	1	0.08	 	1	0.08	 	0	0	 	270	21.33	 	53	4.19	 	19	1.5	 	0	0	 	72	5.69	 	79	6.24	 	14	1.11	 	0	0	 	3	0.24	 	96	7.58	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1266	94.62	 	72	5.38	 	1338	1.72
Dunsborough		                                	14	1.11	 	2	0.16	 	0	0	 	16	1.27	 	737	58.49	 	21	1.67	 	1	0.08	 	1	0.08	 	0	0	 	0	0	 	0	0	 	760	60.32	 	0	0	 	0	0	 	0	0	 	0	0	 	4	0.32	 	4	0.32	 	0	0	 	8	0.63	 	19	1.51	 	2	0.16	 	0	0	 	21	1.67	 	9	0.71	 	2	0.16	 	1	0.08	 	12	0.95	 	197	15.63	 	10	0.79	 	1	0.08	 	0	0	 	0	0	 	208	16.51	 	104	8.25	 	16	1.27	 	1	0.08	 	121	9.6	 	87	6.9	 	21	1.67	 	1	0.08	 	4	0.32	 	113	8.97	 	0	0	 	1	0.08	 	0	0	 	0	0	 	1	0.08	 	1260	97.6	 	31	2.4	 	1291	1.66
