Senate - 1996 Election: Tasmania																																																																																																																						
First Preference Votes by Candidate																																																																																																																						
by Polling Place																																																																																																																						
 																																																																																																																						

Bass (66017)																																																																																																																						

	   		 A Natural Law Party												 B National Party of Australia - Tasmania												 C Liberal Party of Australia - Tasmanian Division															 D Australian Democrats															 E Australian Women's Party												 F Tasmanian Greens												 G Call to Australia (Fred Nile) Group												 H Australian Labor Party (Tasmanian Branch)															Ungrouped										
    			TICKET VOTES			BROSZCZYK			HARLOW			Group Total			TICKET VOTES			JACKSON			CLAYTON			Group Total			TICKET VOTES			# NEWMAN			# CALVERT			# WATSON			Group Total			TICKET VOTES			BELL			ONSMAN			TATTERSALL			Group Total			TICKET VOTES			ANDERSEN			MACQUEEN			Group Total			TICKET VOTES			# BROWN			DALE			Group Total			TICKET VOTES			ROGERS			ROGERS			Group Total			TICKET VOTES			# MACKAY			# SHERRY			TOUBER			Group Total			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Gregory			James									Mary			Jeff									Jocelyn			Paul			John									Robert			Julia			Philip J									Clair			Lin									Bob			Janet									Don			Beryl									Sue			Nick			Charles																
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Blythe Heads		                               	2	1.1	 	1	0.55	 	0	0	 	3	1.66	 	3	1.66	 	5	2.76	 	0	0	 	8	4.42	 	49	27.07	 	12	6.63	 	1	0.55	 	4	2.21	 	66	36.46	 	12	6.63	 	13	7.18	 	0	0	 	0	0	 	25	13.81	 	2	1.1	 	1	0.55	 	0	0	 	3	1.66	 	7	3.87	 	3	1.66	 	0	0	 	10	5.52	 	1	0.55	 	0	0	 	0	0	 	1	0.55	 	50	27.62	 	5	2.76	 	10	5.52	 	0	0	 	65	35.91	 	0	0	 	181	97.31	 	5	2.69	 	186	0.3
Boat Harbour		                               	0	0	 	0	0	 	0	0	 	0	0	 	4	1.16	 	6	1.74	 	0	0	 	10	2.9	 	159	46.09	 	34	9.86	 	3	0.87	 	6	1.74	 	202	58.55	 	7	2.03	 	12	3.48	 	0	0	 	0	0	 	19	5.51	 	2	0.58	 	1	0.29	 	0	0	 	3	0.87	 	17	4.93	 	13	3.77	 	0	0	 	30	8.7	 	1	0.29	 	2	0.58	 	0	0	 	3	0.87	 	59	17.1	 	10	2.9	 	8	2.32	 	1	0.29	 	78	22.61	 	0	0	 	345	98.01	 	7	1.99	 	352	0.57
Brooklyn		                                   	0	0	 	1	0.17	 	0	0	 	1	0.17	 	6	1.01	 	17	2.85	 	0	0	 	23	3.85	 	155	25.96	 	36	6.03	 	3	0.5	 	10	1.68	 	204	34.17	 	13	2.18	 	13	2.18	 	1	0.17	 	0	0	 	27	4.52	 	4	0.67	 	0	0	 	0	0	 	4	0.67	 	10	1.68	 	8	1.34	 	1	0.17	 	19	3.18	 	2	0.34	 	0	0	 	0	0	 	2	0.34	 	234	39.2	 	19	3.18	 	63	10.55	 	1	0.17	 	317	53.1	 	0	0	 	597	96.14	 	24	3.86	 	621	1.01
Burnie		                                     	4	0.3	 	3	0.23	 	0	0	 	7	0.53	 	30	2.26	 	25	1.88	 	0	0	 	55	4.14	 	380	28.57	 	166	12.48	 	5	0.38	 	21	1.58	 	572	43.01	 	43	3.23	 	38	2.86	 	2	0.15	 	3	0.23	 	86	6.47	 	5	0.38	 	4	0.3	 	0	0	 	9	0.68	 	43	3.23	 	46	3.46	 	4	0.3	 	93	6.99	 	3	0.23	 	7	0.53	 	0	0	 	10	0.75	 	368	27.67	 	36	2.71	 	94	7.07	 	0	0	 	498	37.44	 	0	0	 	1330	96.87	 	43	3.13	 	1373	2.23
Burnie South		                               	1	0.23	 	0	0	 	0	0	 	1	0.23	 	8	1.83	 	18	4.13	 	1	0.23	 	27	6.19	 	145	33.26	 	41	9.4	 	3	0.69	 	10	2.29	 	199	45.64	 	6	1.38	 	7	1.61	 	0	0	 	0	0	 	13	2.98	 	1	0.23	 	0	0	 	0	0	 	1	0.23	 	5	1.15	 	9	2.06	 	1	0.23	 	15	3.44	 	0	0	 	0	0	 	0	0	 	0	0	 	124	28.44	 	13	2.98	 	43	9.86	 	0	0	 	180	41.28	 	0	0	 	436	97.1	 	13	2.9	 	449	0.73
Calder		                                     	0	0	 	0	0	 	0	0	 	0	0	 	1	1.15	 	5	5.75	 	0	0	 	6	6.9	 	41	47.13	 	5	5.75	 	1	1.15	 	2	2.3	 	49	56.32	 	3	3.45	 	3	3.45	 	0	0	 	0	0	 	6	6.9	 	0	0	 	0	0	 	0	0	 	0	0	 	7	8.05	 	1	1.15	 	0	0	 	8	9.2	 	0	0	 	0	0	 	1	1.15	 	1	1.15	 	13	14.94	 	2	2.3	 	2	2.3	 	0	0	 	17	19.54	 	0	0	 	87	98.86	 	1	1.14	 	88	0.14
Cooee		                                      	0	0	 	1	0.13	 	1	0.13	 	2	0.25	 	10	1.26	 	12	1.51	 	2	0.25	 	24	3.02	 	250	31.41	 	85	10.68	 	8	1.01	 	24	3.02	 	367	46.11	 	16	2.01	 	20	2.51	 	0	0	 	1	0.13	 	37	4.65	 	2	0.25	 	2	0.25	 	0	0	 	4	0.5	 	27	3.39	 	26	3.27	 	1	0.13	 	54	6.78	 	1	0.13	 	4	0.5	 	0	0	 	5	0.63	 	213	26.76	 	24	3.02	 	64	8.04	 	2	0.25	 	303	38.07	 	0	0	 	796	97.67	 	19	2.33	 	815	1.32
Cuprona		                                    	0	0	 	1	0.77	 	0	0	 	1	0.77	 	1	0.77	 	3	2.31	 	0	0	 	4	3.08	 	47	36.15	 	22	16.92	 	0	0	 	6	4.62	 	75	57.69	 	0	0	 	1	0.77	 	0	0	 	1	0.77	 	2	1.54	 	1	0.77	 	0	0	 	0	0	 	1	0.77	 	3	2.31	 	6	4.62	 	0	0	 	9	6.92	 	0	0	 	0	0	 	0	0	 	0	0	 	20	15.38	 	5	3.85	 	13	10	 	0	0	 	38	29.23	 	0	0	 	130	94.89	 	7	5.11	 	137	0.22
Currie		                                     	5	0.64	 	2	0.26	 	0	0	 	7	0.89	 	10	1.28	 	1	0.13	 	0	0	 	11	1.4	 	383	48.85	 	56	7.14	 	6	0.77	 	15	1.91	 	460	58.67	 	33	4.21	 	11	1.4	 	0	0	 	0	0	 	44	5.61	 	6	0.77	 	2	0.26	 	0	0	 	8	1.02	 	39	4.97	 	15	1.91	 	0	0	 	54	6.89	 	2	0.26	 	0	0	 	0	0	 	2	0.26	 	161	20.54	 	13	1.66	 	22	2.81	 	2	0.26	 	198	25.26	 	0	0	 	784	97.63	 	19	2.37	 	803	1.3
Devonport Central		                          	8	0.49	 	4	0.24	 	1	0.06	 	13	0.79	 	13	0.79	 	6	0.36	 	1	0.06	 	20	1.22	 	685	41.67	 	121	7.36	 	6	0.36	 	33	2.01	 	845	51.4	 	51	3.1	 	27	1.64	 	3	0.18	 	1	0.06	 	82	4.99	 	9	0.55	 	0	0	 	0	0	 	9	0.55	 	90	5.47	 	45	2.74	 	0	0	 	135	8.21	 	10	0.61	 	5	0.3	 	0	0	 	15	0.91	 	421	25.61	 	30	1.82	 	69	4.2	 	5	0.3	 	525	31.93	 	0	0	 	1644	96.76	 	55	3.24	 	1699	2.76
Devonport East		                             	10	0.41	 	9	0.37	 	0	0	 	19	0.78	 	21	0.87	 	21	0.87	 	2	0.08	 	44	1.81	 	786	32.39	 	134	5.52	 	9	0.37	 	42	1.73	 	971	40.01	 	101	4.16	 	45	1.85	 	5	0.21	 	0	0	 	151	6.22	 	3	0.12	 	1	0.04	 	1	0.04	 	5	0.21	 	48	1.98	 	28	1.15	 	3	0.12	 	79	3.26	 	5	0.21	 	8	0.33	 	0	0	 	13	0.54	 	985	40.59	 	52	2.14	 	108	4.45	 	0	0	 	1145	47.18	 	0	0	 	2427	97.27	 	68	2.73	 	2495	4.05
Devonport North		                            	3	0.44	 	2	0.29	 	0	0	 	5	0.74	 	4	0.59	 	5	0.74	 	0	0	 	9	1.33	 	269	39.68	 	58	8.55	 	2	0.29	 	22	3.24	 	351	51.77	 	14	2.06	 	12	1.77	 	0	0	 	1	0.15	 	27	3.98	 	3	0.44	 	1	0.15	 	0	0	 	4	0.59	 	22	3.24	 	13	1.92	 	0	0	 	35	5.16	 	0	0	 	0	0	 	0	0	 	0	0	 	194	28.61	 	14	2.06	 	39	5.75	 	0	0	 	247	36.43	 	0	0	 	678	97.69	 	16	2.31	 	694	1.13
Devonport South		                            	5	0.26	 	5	0.26	 	0	0	 	10	0.53	 	11	0.58	 	12	0.63	 	0	0	 	23	1.22	 	696	36.81	 	102	5.39	 	9	0.48	 	43	2.27	 	850	44.95	 	60	3.17	 	37	1.96	 	3	0.16	 	0	0	 	100	5.29	 	12	0.63	 	4	0.21	 	0	0	 	16	0.85	 	46	2.43	 	39	2.06	 	0	0	 	85	4.49	 	2	0.11	 	1	0.05	 	0	0	 	3	0.16	 	670	35.43	 	49	2.59	 	83	4.39	 	2	0.11	 	804	42.52	 	0	0	 	1891	97.17	 	55	2.83	 	1946	3.16
Don		                                        	1	0.19	 	0	0	 	0	0	 	1	0.19	 	6	1.13	 	1	0.19	 	0	0	 	7	1.32	 	231	43.58	 	34	6.42	 	3	0.57	 	11	2.08	 	279	52.64	 	15	2.83	 	11	2.08	 	2	0.38	 	1	0.19	 	29	5.47	 	2	0.38	 	0	0	 	0	0	 	2	0.38	 	27	5.09	 	26	4.91	 	1	0.19	 	54	10.19	 	1	0.19	 	2	0.38	 	0	0	 	3	0.57	 	124	23.4	 	8	1.51	 	23	4.34	 	0	0	 	155	29.25	 	0	0	 	530	96.19	 	21	3.81	 	551	0.9
Edith Creek		                                	0	0	 	0	0	 	0	0	 	0	0	 	3	2.48	 	1	0.83	 	0	0	 	4	3.31	 	68	56.2	 	7	5.79	 	1	0.83	 	1	0.83	 	77	63.64	 	2	1.65	 	0	0	 	0	0	 	0	0	 	2	1.65	 	1	0.83	 	0	0	 	0	0	 	1	0.83	 	0	0	 	2	1.65	 	1	0.83	 	3	2.48	 	0	0	 	0	0	 	0	0	 	0	0	 	31	25.62	 	1	0.83	 	2	1.65	 	0	0	 	34	28.1	 	0	0	 	121	97.58	 	3	2.42	 	124	0.2
Elliott		                                    	0	0	 	1	0.51	 	0	0	 	1	0.51	 	7	3.54	 	7	3.54	 	2	1.01	 	16	8.08	 	75	37.88	 	25	12.63	 	0	0	 	4	2.02	 	104	52.53	 	9	4.55	 	6	3.03	 	0	0	 	0	0	 	15	7.58	 	0	0	 	0	0	 	0	0	 	0	0	 	9	4.55	 	9	4.55	 	0	0	 	18	9.09	 	2	1.01	 	0	0	 	0	0	 	2	1.01	 	28	14.14	 	6	3.03	 	8	4.04	 	0	0	 	42	21.21	 	0	0	 	198	99	 	2	1	 	200	0.32
Forest		                                     	0	0	 	0	0	 	0	0	 	0	0	 	11	2.88	 	7	1.83	 	0	0	 	18	4.71	 	172	45.03	 	45	11.78	 	3	0.79	 	5	1.31	 	225	58.9	 	12	3.14	 	5	1.31	 	2	0.52	 	0	0	 	19	4.97	 	3	0.79	 	1	0.26	 	0	0	 	4	1.05	 	11	2.88	 	8	2.09	 	1	0.26	 	20	5.24	 	1	0.26	 	1	0.26	 	0	0	 	2	0.52	 	77	20.16	 	3	0.79	 	14	3.66	 	0	0	 	94	24.61	 	0	0	 	382	97.45	 	10	2.55	 	392	0.64
Forth		                                      	0	0	 	0	0	 	0	0	 	0	0	 	3	0.44	 	4	0.59	 	1	0.15	 	8	1.17	 	311	45.6	 	75	11	 	2	0.29	 	11	1.61	 	399	58.5	 	31	4.55	 	12	1.76	 	3	0.44	 	0	0	 	46	6.74	 	2	0.29	 	0	0	 	0	0	 	2	0.29	 	35	5.13	 	22	3.23	 	0	0	 	57	8.36	 	2	0.29	 	3	0.44	 	0	0	 	5	0.73	 	135	19.79	 	10	1.47	 	18	2.64	 	2	0.29	 	165	24.19	 	0	0	 	682	96.6	 	24	3.4	 	706	1.15
Gawler		                                     	1	0.28	 	0	0	 	0	0	 	1	0.28	 	6	1.66	 	6	1.66	 	0	0	 	12	3.31	 	172	47.51	 	43	11.88	 	3	0.83	 	7	1.93	 	225	62.15	 	15	4.14	 	4	1.1	 	0	0	 	0	0	 	19	5.25	 	1	0.28	 	0	0	 	0	0	 	1	0.28	 	9	2.49	 	5	1.38	 	1	0.28	 	15	4.14	 	1	0.28	 	1	0.28	 	1	0.28	 	3	0.83	 	65	17.96	 	8	2.21	 	13	3.59	 	0	0	 	86	23.76	 	0	0	 	362	97.05	 	11	2.95	 	373	0.61
Grassy		                                     	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.79	 	0	0	 	1	0.79	 	72	57.14	 	10	7.94	 	1	0.79	 	4	3.17	 	87	69.05	 	2	1.59	 	1	0.79	 	0	0	 	0	0	 	3	2.38	 	0	0	 	0	0	 	0	0	 	0	0	 	6	4.76	 	2	1.59	 	1	0.79	 	9	7.14	 	0	0	 	0	0	 	0	0	 	0	0	 	19	15.08	 	4	3.17	 	3	2.38	 	0	0	 	26	20.63	 	0	0	 	126	100	 	0	0	 	126	0.2
Gunns Plains		                               	1	0.92	 	0	0	 	0	0	 	1	0.92	 	0	0	 	1	0.92	 	0	0	 	1	0.92	 	63	57.8	 	6	5.5	 	0	0	 	3	2.75	 	72	66.06	 	3	2.75	 	1	0.92	 	0	0	 	0	0	 	4	3.67	 	0	0	 	0	0	 	0	0	 	0	0	 	8	7.34	 	6	5.5	 	0	0	 	14	12.84	 	0	0	 	0	0	 	0	0	 	0	0	 	13	11.93	 	1	0.92	 	3	2.75	 	0	0	 	17	15.6	 	0	0	 	109	96.46	 	4	3.54	 	113	0.18
Havenview		                                  	3	0.57	 	0	0	 	0	0	 	3	0.57	 	6	1.14	 	9	1.7	 	1	0.19	 	16	3.03	 	124	23.48	 	48	9.09	 	3	0.57	 	13	2.46	 	188	35.61	 	18	3.41	 	14	2.65	 	1	0.19	 	2	0.38	 	35	6.63	 	1	0.19	 	3	0.57	 	0	0	 	4	0.76	 	18	3.41	 	12	2.27	 	1	0.19	 	31	5.87	 	2	0.38	 	0	0	 	0	0	 	2	0.38	 	172	32.58	 	20	3.79	 	56	10.61	 	1	0.19	 	249	47.16	 	0	0	 	528	98.51	 	8	1.49	 	536	0.87
Highclere		                                  	0	0	 	1	0.56	 	0	0	 	1	0.56	 	5	2.78	 	5	2.78	 	0	0	 	10	5.56	 	84	46.67	 	12	6.67	 	0	0	 	3	1.67	 	99	55	 	4	2.22	 	4	2.22	 	0	0	 	0	0	 	8	4.44	 	1	0.56	 	0	0	 	0	0	 	1	0.56	 	7	3.89	 	0	0	 	0	0	 	7	3.89	 	0	0	 	0	0	 	0	0	 	0	0	 	42	23.33	 	1	0.56	 	11	6.11	 	0	0	 	54	30	 	0	0	 	180	94.74	 	10	5.26	 	190	0.31
Irishtown		                                  	3	1.2	 	0	0	 	0	0	 	3	1.2	 	3	1.2	 	4	1.59	 	0	0	 	7	2.79	 	132	52.59	 	26	10.36	 	0	0	 	3	1.2	 	161	64.14	 	4	1.59	 	1	0.4	 	0	0	 	0	0	 	5	1.99	 	2	0.8	 	0	0	 	0	0	 	2	0.8	 	1	0.4	 	1	0.4	 	0	0	 	2	0.8	 	3	1.2	 	1	0.4	 	0	0	 	4	1.59	 	54	21.51	 	4	1.59	 	9	3.59	 	0	0	 	67	26.69	 	0	0	 	251	97.67	 	6	2.33	 	257	0.42
Lileah		                                     	1	1.54	 	1	1.54	 	0	0	 	2	3.08	 	0	0	 	1	1.54	 	0	0	 	1	1.54	 	26	40	 	15	23.08	 	2	3.08	 	3	4.62	 	46	70.77	 	2	3.08	 	0	0	 	0	0	 	0	0	 	2	3.08	 	1	1.54	 	0	0	 	0	0	 	1	1.54	 	4	6.15	 	3	4.62	 	0	0	 	7	10.77	 	0	0	 	0	0	 	0	0	 	0	0	 	3	4.62	 	2	3.08	 	1	1.54	 	0	0	 	6	9.23	 	0	0	 	65	100	 	0	0	 	65	0.11
Malonga Park		                               	4	0.4	 	0	0	 	0	0	 	4	0.4	 	7	0.7	 	26	2.59	 	2	0.2	 	35	3.48	 	374	37.21	 	127	12.64	 	3	0.3	 	22	2.19	 	526	52.34	 	26	2.59	 	42	4.18	 	0	0	 	0	0	 	68	6.77	 	2	0.2	 	1	0.1	 	0	0	 	3	0.3	 	33	3.28	 	12	1.19	 	0	0	 	45	4.48	 	4	0.4	 	1	0.1	 	0	0	 	5	0.5	 	214	21.29	 	19	1.89	 	85	8.46	 	1	0.1	 	319	31.74	 	0	0	 	1005	97.29	 	28	2.71	 	1033	1.68
Marrawah		                                   	0	0	 	0	0	 	0	0	 	0	0	 	10	3.25	 	3	0.97	 	0	0	 	13	4.22	 	150	48.7	 	27	8.77	 	0	0	 	6	1.95	 	183	59.42	 	14	4.55	 	4	1.3	 	1	0.32	 	1	0.32	 	20	6.49	 	2	0.65	 	0	0	 	0	0	 	2	0.65	 	26	8.44	 	11	3.57	 	0	0	 	37	12.01	 	3	0.97	 	0	0	 	0	0	 	3	0.97	 	42	13.64	 	3	0.97	 	5	1.62	 	0	0	 	50	16.23	 	0	0	 	308	95.06	 	16	4.94	 	324	0.53
Mawbanna		                                   	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.99	 	0	0	 	2	2.99	 	32	47.76	 	9	13.43	 	2	2.99	 	8	11.94	 	51	76.12	 	2	2.99	 	1	1.49	 	0	0	 	0	0	 	3	4.48	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.49	 	0	0	 	1	1.49	 	0	0	 	0	0	 	0	0	 	0	0	 	7	10.45	 	0	0	 	3	4.48	 	0	0	 	10	14.93	 	0	0	 	67	98.53	 	1	1.47	 	68	0.11
Melrose		                                    	0	0	 	1	0.7	 	0	0	 	1	0.7	 	4	2.82	 	1	0.7	 	1	0.7	 	6	4.23	 	50	35.21	 	18	12.68	 	1	0.7	 	4	2.82	 	73	51.41	 	9	6.34	 	2	1.41	 	0	0	 	0	0	 	11	7.75	 	1	0.7	 	0	0	 	0	0	 	1	0.7	 	6	4.23	 	10	7.04	 	0	0	 	16	11.27	 	0	0	 	0	0	 	0	0	 	0	0	 	27	19.01	 	2	1.41	 	5	3.52	 	0	0	 	34	23.94	 	0	0	 	142	95.95	 	6	4.05	 	148	0.24
Montagu		                                    	0	0	 	1	0.69	 	0	0	 	1	0.69	 	4	2.76	 	3	2.07	 	0	0	 	7	4.83	 	81	55.86	 	15	10.34	 	2	1.38	 	3	2.07	 	101	69.66	 	2	1.38	 	3	2.07	 	1	0.69	 	0	0	 	6	4.14	 	0	0	 	1	0.69	 	0	0	 	1	0.69	 	3	2.07	 	0	0	 	1	0.69	 	4	2.76	 	0	0	 	0	0	 	0	0	 	0	0	 	23	15.86	 	0	0	 	2	1.38	 	0	0	 	25	17.24	 	0	0	 	145	96.67	 	5	3.33	 	150	0.24
Montello		                                   	4	0.29	 	4	0.29	 	1	0.07	 	9	0.66	 	15	1.1	 	31	2.27	 	0	0	 	46	3.37	 	293	21.48	 	114	8.36	 	6	0.44	 	22	1.61	 	435	31.89	 	37	2.71	 	32	2.35	 	4	0.29	 	1	0.07	 	74	5.43	 	10	0.73	 	0	0	 	1	0.07	 	11	0.81	 	30	2.2	 	7	0.51	 	0	0	 	37	2.71	 	5	0.37	 	4	0.29	 	0	0	 	9	0.66	 	513	37.61	 	73	5.35	 	150	11	 	7	0.51	 	743	54.47	 	0	0	 	1364	95.85	 	59	4.15	 	1423	2.31
Moorleah		                                   	1	0.61	 	0	0	 	0	0	 	1	0.61	 	2	1.23	 	5	3.07	 	0	0	 	7	4.29	 	49	30.06	 	9	5.52	 	0	0	 	6	3.68	 	64	39.26	 	8	4.91	 	2	1.23	 	0	0	 	0	0	 	10	6.13	 	2	1.23	 	0	0	 	0	0	 	2	1.23	 	13	7.98	 	9	5.52	 	0	0	 	22	13.5	 	0	0	 	1	0.61	 	0	0	 	1	0.61	 	45	27.61	 	2	1.23	 	8	4.91	 	1	0.61	 	56	34.36	 	0	0	 	163	97.6	 	4	2.4	 	167	0.27
Natone		                                     	1	0.61	 	1	0.61	 	0	0	 	2	1.23	 	4	2.45	 	3	1.84	 	0	0	 	7	4.29	 	55	33.74	 	14	8.59	 	1	0.61	 	3	1.84	 	73	44.79	 	9	5.52	 	2	1.23	 	0	0	 	0	0	 	11	6.75	 	1	0.61	 	0	0	 	0	0	 	1	0.61	 	7	4.29	 	5	3.07	 	0	0	 	12	7.36	 	0	0	 	0	0	 	0	0	 	0	0	 	44	26.99	 	5	3.07	 	6	3.68	 	2	1.23	 	57	34.97	 	0	0	 	163	96.45	 	6	3.55	 	169	0.27
Nietta		                                     	0	0	 	0	0	 	0	0	 	0	0	 	3	3.45	 	0	0	 	0	0	 	3	3.45	 	35	40.23	 	10	11.49	 	0	0	 	3	3.45	 	48	55.17	 	2	2.3	 	5	5.75	 	0	0	 	0	0	 	7	8.05	 	0	0	 	0	0	 	0	0	 	0	0	 	4	4.6	 	3	3.45	 	0	0	 	7	8.05	 	0	0	 	0	0	 	0	0	 	0	0	 	19	21.84	 	1	1.15	 	2	2.3	 	0	0	 	22	25.29	 	0	0	 	87	96.67	 	3	3.33	 	90	0.15
Nixon Street		                               	2	0.08	 	7	0.27	 	1	0.04	 	10	0.39	 	23	0.89	 	17	0.66	 	1	0.04	 	41	1.58	 	989	38.13	 	194	7.48	 	8	0.31	 	54	2.08	 	1245	48	 	98	3.78	 	44	1.7	 	5	0.19	 	0	0	 	147	5.67	 	9	0.35	 	2	0.08	 	0	0	 	11	0.42	 	78	3.01	 	54	2.08	 	0	0	 	132	5.09	 	6	0.23	 	4	0.15	 	0	0	 	10	0.39	 	835	32.19	 	50	1.93	 	108	4.16	 	5	0.19	 	998	38.47	 	0	0	 	2594	96.97	 	81	3.03	 	2675	4.35
North Motton		                               	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	4	1.72	 	1	0.43	 	5	2.15	 	98	42.06	 	29	12.45	 	5	2.15	 	5	2.15	 	137	58.8	 	7	3	 	12	5.15	 	0	0	 	0	0	 	19	8.15	 	0	0	 	0	0	 	0	0	 	0	0	 	16	6.87	 	8	3.43	 	0	0	 	24	10.3	 	1	0.43	 	0	0	 	0	0	 	1	0.43	 	40	17.17	 	2	0.86	 	5	2.15	 	0	0	 	47	20.17	 	0	0	 	233	97.49	 	6	2.51	 	239	0.39
Penguin		                                    	5	0.24	 	2	0.1	 	1	0.05	 	8	0.39	 	24	1.17	 	30	1.46	 	0	0	 	54	2.62	 	684	33.24	 	172	8.36	 	7	0.34	 	31	1.51	 	894	43.44	 	84	4.08	 	50	2.43	 	10	0.49	 	2	0.1	 	146	7.09	 	8	0.39	 	2	0.1	 	1	0.05	 	11	0.53	 	104	5.05	 	52	2.53	 	1	0.05	 	157	7.63	 	4	0.19	 	4	0.19	 	0	0	 	8	0.39	 	552	26.82	 	80	3.89	 	145	7.05	 	3	0.15	 	780	37.9	 	0	0	 	2058	96.3	 	79	3.7	 	2137	3.47
Preston		                                    	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	59	59	 	9	9	 	0	0	 	2	2	 	70	70	 	3	3	 	0	0	 	0	0	 	0	0	 	3	3	 	0	0	 	0	0	 	0	0	 	0	0	 	4	4	 	3	3	 	0	0	 	7	7	 	1	1	 	0	0	 	0	0	 	1	1	 	17	17	 	0	0	 	2	2	 	0	0	 	19	19	 	0	0	 	100	98.04	 	2	1.96	 	102	0.17
Redpa		                                      	1	1.2	 	0	0	 	0	0	 	1	1.2	 	2	2.41	 	6	7.23	 	0	0	 	8	9.64	 	32	38.55	 	7	8.43	 	0	0	 	3	3.61	 	42	50.6	 	5	6.02	 	0	0	 	1	1.2	 	0	0	 	6	7.23	 	0	0	 	0	0	 	0	0	 	0	0	 	3	3.61	 	1	1.2	 	0	0	 	4	4.82	 	0	0	 	0	0	 	0	0	 	0	0	 	14	16.87	 	4	4.82	 	3	3.61	 	1	1.2	 	22	26.51	 	0	0	 	83	97.65	 	2	2.35	 	85	0.14
Reekara		                                    	1	0.85	 	0	0	 	0	0	 	1	0.85	 	0	0	 	2	1.69	 	0	0	 	2	1.69	 	64	54.24	 	16	13.56	 	1	0.85	 	2	1.69	 	83	70.34	 	4	3.39	 	3	2.54	 	0	0	 	0	0	 	7	5.93	 	1	0.85	 	0	0	 	0	0	 	1	0.85	 	4	3.39	 	1	0.85	 	0	0	 	5	4.24	 	0	0	 	0	0	 	0	0	 	0	0	 	14	11.86	 	3	2.54	 	1	0.85	 	1	0.85	 	19	16.1	 	0	0	 	118	99.16	 	1	0.84	 	119	0.19
Riana		                                      	2	0.98	 	0	0	 	0	0	 	2	0.98	 	0	0	 	3	1.47	 	0	0	 	3	1.47	 	89	43.63	 	41	20.1	 	2	0.98	 	6	2.94	 	138	67.65	 	3	1.47	 	6	2.94	 	2	0.98	 	0	0	 	11	5.39	 	0	0	 	0	0	 	0	0	 	0	0	 	6	2.94	 	7	3.43	 	1	0.49	 	14	6.86	 	0	0	 	0	0	 	0	0	 	0	0	 	18	8.82	 	9	4.41	 	9	4.41	 	0	0	 	36	17.65	 	0	0	 	204	94.44	 	12	5.56	 	216	0.35
Ridgley		                                    	0	0	 	0	0	 	1	0.16	 	1	0.16	 	8	1.29	 	22	3.55	 	0	0	 	30	4.85	 	224	36.19	 	66	10.66	 	2	0.32	 	12	1.94	 	304	49.11	 	15	2.42	 	17	2.75	 	1	0.16	 	0	0	 	33	5.33	 	2	0.32	 	0	0	 	1	0.16	 	3	0.48	 	17	2.75	 	10	1.62	 	0	0	 	27	4.36	 	0	0	 	1	0.16	 	0	0	 	1	0.16	 	161	26.01	 	20	3.23	 	38	6.14	 	1	0.16	 	220	35.54	 	0	0	 	619	96.42	 	23	3.58	 	642	1.04
Rocky Cape		                                 	0	0	 	1	0.24	 	1	0.24	 	2	0.49	 	7	1.7	 	12	2.91	 	0	0	 	19	4.61	 	179	43.45	 	27	6.55	 	2	0.49	 	8	1.94	 	216	52.43	 	16	3.88	 	5	1.21	 	2	0.49	 	0	0	 	23	5.58	 	1	0.24	 	1	0.24	 	0	0	 	2	0.49	 	20	4.85	 	8	1.94	 	1	0.24	 	29	7.04	 	1	0.24	 	0	0	 	0	0	 	1	0.24	 	90	21.84	 	11	2.67	 	19	4.61	 	0	0	 	120	29.13	 	0	0	 	412	98.33	 	7	1.67	 	419	0.68
Savage River		                               	0	0	 	1	0.85	 	0	0	 	1	0.85	 	1	0.85	 	1	0.85	 	0	0	 	2	1.69	 	22	18.64	 	4	3.39	 	1	0.85	 	2	1.69	 	29	24.58	 	6	5.08	 	2	1.69	 	0	0	 	0	0	 	8	6.78	 	1	0.85	 	0	0	 	0	0	 	1	0.85	 	2	1.69	 	1	0.85	 	0	0	 	3	2.54	 	0	0	 	0	0	 	0	0	 	0	0	 	61	51.69	 	8	6.78	 	5	4.24	 	0	0	 	74	62.71	 	0	0	 	118	98.33	 	2	1.67	 	120	0.19
