	   		 A Pauline Hanson's One Nation															 B Australian Shooters Party												 C National Party of Australia (WA) Inc												 D Natural Law Party												 E Liberal Party (W.A. Division) Inc.																		 F Taxi Operators Political Service (Oceania)												 G Unity - Say No To Hanson															 H Abolish Child Support/Family Court Party												 I Citizens Electoral Council of Australia												 J Australian Labor Party (Western Australian Branch)																								 K Democratic Socialist Electoral League												 L Christian Democratic Party (Fred Nile Group)												 M The Greens (WA) Inc															 N - Unendorsed Group 												 O - Unendorsed Group 												 P Australian Democrats															 Q Republican Party of Australia												Ungrouped													
    			TICKET VOTES			FISCHER			TINCKNELL			SUTER			Group Total			TICKET VOTES			MOTTERAM			TAYLOR			Group Total			TICKET VOTES			MORGAN			MASLEN			Group Total			TICKET VOTES			KAILIS			D'CRUZ			Group Total			TICKET VOTES			# ELLISON			# CAMPBELL			# KNOWLES			IVANKOVIC			Group Total			TICKET VOTES			BATESON			FINNEY			Group Total			TICKET VOTES			WILKES			LEUNG			CAREY			Group Total			TICKET VOTES			GRIFFIN			JOHNSON			Group Total			TICKET VOTES			DRAKE			ROBINSON			Group Total			TICKET VOTES			# COOK			# EVANS			GRIFFITHS			ELLERY			ANDERSON			FOO			Group Total			TICKET VOTES			STEPHEN			JORQUERA			Group Total			TICKET VOTES			MOSELEY			JOHNSON			Group Total			TICKET VOTES			MARGETTS			DAVIES			XAMON			Group Total			TICKET VOTES			HOBBS			BESSANT			Group Total			TICKET VOTES			TORR			PRATT			Group Total			TICKET VOTES			# GREIG			CRABBE			CLIFFORD			Group Total			TICKET VOTES			O'DONNELL			MCNALLY			Group Total			GARCIA			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						John			Colin			Martin									Raymond William			Ken									Beryle			Dudley									George			Cathryn									Christopher			Ian Gordon			Sue			Ivan									Alan			Rick									Ted			Mai-Yie			Michael John									Brendan			Sam									Tony			Jean									Peter			Chris			Rhonda			Sue			Lois			Chilip									Sarah			Roberto									Justin			Peter									Dee			Kayt			Alison									Kate			Morris									Joan			C Roger									Brian			Stephen G			Margot									Michael			Kerry						Rod													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Falcon		                                     	257	11.9	  	21	0.97	  	2	0.09	  	0	0	  	280	12.96	  	7	0.32	  	1	0.05	  	0	0	  	8	0.37	  	7	0.32	  	0	0	  	0	0	  	7	0.32	  	6	0.28	  	0	0	  	0	0	  	6	0.28	  	806	37.31	  	12	0.56	  	0	0	  	4	0.19	  	0	0	  	822	38.06	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	3	0.14	  	0	0	  	0	0	  	3	0.14	  	2	0.09	  	0	0	  	0	0	  	2	0.09	  	811	37.55	  	15	0.69	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	826	38.24	  	7	0.32	  	1	0.05	  	0	0	  	8	0.37	  	3	0.14	  	2	0.09	  	0	0	  	5	0.23	  	89	4.12	  	13	0.6	  	0	0	  	0	0	  	102	4.72	  	3	0.14	  	1	0.05	  	0	0	  	4	0.19	  	0	0	  	0	0	  	0	0	  	0	0	  	69	3.19	  	11	0.51	  	1	0.05	  	3	0.14	  	84	3.89	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	1	0.05	  	1	0.05	  	2160	97.83	  	48	2.17	  	2208	2.88
Forrestdale		                                	157	16.51	  	16	1.68	  	2	0.21	  	0	0	  	175	18.4	  	1	0.11	  	1	0.11	  	0	0	  	2	0.21	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	371	39.01	  	10	1.05	  	1	0.11	  	1	0.11	  	1	0.11	  	384	40.38	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	283	29.76	  	9	0.95	  	0	0	  	0	0	  	1	0.11	  	1	0.11	  	0	0	  	294	30.91	  	6	0.63	  	0	0	  	0	0	  	6	0.63	  	0	0	  	1	0.11	  	0	0	  	1	0.11	  	40	4.21	  	4	0.42	  	0	0	  	0	0	  	44	4.63	  	0	0	  	0	0	  	0	0	  	0	0	  	4	0.42	  	2	0.21	  	0	0	  	6	0.63	  	32	3.36	  	3	0.32	  	0	0	  	1	0.11	  	36	3.79	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	951	96.84	  	31	3.16	  	982	1.28
Gosnells		                                   	269	14.52	  	27	1.46	  	2	0.11	  	0	0	  	298	16.08	  	3	0.16	  	0	0	  	0	0	  	3	0.16	  	4	0.22	  	0	0	  	0	0	  	4	0.22	  	3	0.16	  	0	0	  	2	0.11	  	5	0.27	  	557	30.06	  	9	0.49	  	0	0	  	3	0.16	  	0	0	  	569	30.71	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.05	  	0	0	  	0	0	  	0	0	  	1	0.05	  	3	0.16	  	2	0.11	  	1	0.05	  	6	0.32	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	697	37.61	  	16	0.86	  	0	0	  	1	0.05	  	2	0.11	  	0	0	  	1	0.05	  	717	38.69	  	7	0.38	  	1	0.05	  	0	0	  	8	0.43	  	41	2.21	  	9	0.49	  	1	0.05	  	51	2.75	  	67	3.62	  	22	1.19	  	0	0	  	0	0	  	89	4.8	  	5	0.27	  	0	0	  	2	0.11	  	7	0.38	  	0	0	  	1	0.05	  	0	0	  	1	0.05	  	71	3.83	  	13	0.7	  	0	0	  	2	0.11	  	86	4.64	  	3	0.16	  	0	0	  	0	0	  	3	0.16	  	4	0.22	  	4	0.22	  	1853	96.61	  	65	3.39	  	1918	2.51
Gosnells Central		                           	298	13.27	  	32	1.42	  	2	0.09	  	1	0.04	  	333	14.83	  	4	0.18	  	1	0.04	  	0	0	  	5	0.22	  	6	0.27	  	0	0	  	0	0	  	6	0.27	  	4	0.18	  	0	0	  	0	0	  	4	0.18	  	746	33.21	  	17	0.76	  	2	0.09	  	3	0.13	  	0	0	  	768	34.19	  	0	0	  	0	0	  	0	0	  	0	0	  	4	0.18	  	0	0	  	0	0	  	0	0	  	4	0.18	  	2	0.09	  	2	0.09	  	0	0	  	4	0.18	  	2	0.09	  	0	0	  	0	0	  	2	0.09	  	761	33.88	  	18	0.8	  	1	0.04	  	0	0	  	2	0.09	  	0	0	  	0	0	  	782	34.82	  	6	0.27	  	0	0	  	0	0	  	6	0.27	  	55	2.45	  	3	0.13	  	1	0.04	  	59	2.63	  	90	4.01	  	21	0.93	  	0	0	  	1	0.04	  	112	4.99	  	0	0	  	0	0	  	0	0	  	0	0	  	5	0.22	  	1	0.04	  	0	0	  	6	0.27	  	123	5.48	  	24	1.07	  	1	0.04	  	3	0.13	  	151	6.72	  	1	0.04	  	1	0.04	  	0	0	  	2	0.09	  	2	0.09	  	2	0.09	  	2246	95.9	  	96	4.1	  	2342	3.06
Gosnells South		                             	346	11.26	  	34	1.11	  	2	0.07	  	0	0	  	382	12.43	  	10	0.33	  	2	0.07	  	0	0	  	12	0.39	  	2	0.07	  	0	0	  	0	0	  	2	0.07	  	0	0	  	0	0	  	0	0	  	0	0	  	843	27.44	  	17	0.55	  	1	0.03	  	1	0.03	  	0	0	  	862	28.06	  	4	0.13	  	0	0	  	0	0	  	4	0.13	  	1	0.03	  	1	0.03	  	0	0	  	0	0	  	2	0.07	  	6	0.2	  	1	0.03	  	0	0	  	7	0.23	  	4	0.13	  	0	0	  	0	0	  	4	0.13	  	1399	45.54	  	16	0.52	  	2	0.07	  	2	0.07	  	2	0.07	  	0	0	  	0	0	  	1421	46.26	  	9	0.29	  	0	0	  	0	0	  	9	0.29	  	61	1.99	  	4	0.13	  	0	0	  	65	2.12	  	124	4.04	  	19	0.62	  	0	0	  	0	0	  	143	4.65	  	1	0.03	  	1	0.03	  	0	0	  	2	0.07	  	4	0.13	  	2	0.07	  	0	0	  	6	0.2	  	123	4	  	21	0.68	  	3	0.1	  	2	0.07	  	149	4.85	  	0	0	  	1	0.03	  	0	0	  	1	0.03	  	1	0.03	  	1	0.03	  	3072	97.37	  	83	2.63	  	3155	4.12
Gosnells West		                              	335	12.88	  	29	1.11	  	5	0.19	  	0	0	  	369	14.19	  	8	0.31	  	2	0.08	  	0	0	  	10	0.38	  	5	0.19	  	0	0	  	0	0	  	5	0.19	  	4	0.15	  	0	0	  	0	0	  	4	0.15	  	715	27.49	  	14	0.54	  	1	0.04	  	3	0.12	  	1	0.04	  	734	28.22	  	1	0.04	  	1	0.04	  	0	0	  	2	0.08	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	3	0.12	  	1	0.04	  	0	0	  	4	0.15	  	3	0.12	  	0	0	  	0	0	  	3	0.12	  	1095	42.1	  	22	0.85	  	1	0.04	  	1	0.04	  	0	0	  	0	0	  	0	0	  	1119	43.02	  	18	0.69	  	0	0	  	0	0	  	18	0.69	  	41	1.58	  	6	0.23	  	1	0.04	  	48	1.85	  	118	4.54	  	15	0.58	  	0	0	  	0	0	  	133	5.11	  	8	0.31	  	0	0	  	0	0	  	8	0.31	  	3	0.12	  	1	0.04	  	0	0	  	4	0.15	  	120	4.61	  	16	0.62	  	0	0	  	2	0.08	  	138	5.31	  	2	0.08	  	0	0	  	0	0	  	2	0.08	  	0	0	  	0	0	  	2601	98.41	  	42	1.59	  	2643	3.45
Huntingdale		                                	337	10.59	  	37	1.16	  	1	0.03	  	0	0	  	375	11.78	  	4	0.13	  	2	0.06	  	0	0	  	6	0.19	  	10	0.31	  	0	0	  	0	0	  	10	0.31	  	8	0.25	  	2	0.06	  	0	0	  	10	0.31	  	1047	32.89	  	17	0.53	  	7	0.22	  	6	0.19	  	0	0	  	1077	33.84	  	0	0	  	0	0	  	0	0	  	0	0	  	2	0.06	  	0	0	  	1	0.03	  	0	0	  	3	0.09	  	4	0.13	  	1	0.03	  	0	0	  	5	0.16	  	2	0.06	  	0	0	  	0	0	  	2	0.06	  	1252	39.33	  	14	0.44	  	1	0.03	  	1	0.03	  	1	0.03	  	1	0.03	  	0	0	  	1270	39.9	  	7	0.22	  	1	0.03	  	1	0.03	  	9	0.28	  	66	2.07	  	3	0.09	  	0	0	  	69	2.17	  	96	3.02	  	10	0.31	  	0	0	  	0	0	  	106	3.33	  	4	0.13	  	0	0	  	0	0	  	4	0.13	  	3	0.09	  	1	0.03	  	0	0	  	4	0.13	  	214	6.72	  	15	0.47	  	0	0	  	1	0.03	  	230	7.23	  	1	0.03	  	0	0	  	0	0	  	1	0.03	  	2	0.06	  	2	0.06	  	3183	98.12	  	61	1.88	  	3244	4.24
Jarrahdale		                                 	65	17.33	  	6	1.6	  	1	0.27	  	0	0	  	72	19.2	  	2	0.53	  	1	0.27	  	0	0	  	3	0.8	  	4	1.07	  	0	0	  	0	0	  	4	1.07	  	0	0	  	0	0	  	0	0	  	0	0	  	95	25.33	  	3	0.8	  	0	0	  	0	0	  	0	0	  	98	26.13	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	2	0.53	  	0	0	  	0	0	  	2	0.53	  	0	0	  	0	0	  	0	0	  	0	0	  	133	35.47	  	6	1.6	  	0	0	  	1	0.27	  	0	0	  	0	0	  	0	0	  	140	37.33	  	2	0.53	  	0	0	  	0	0	  	2	0.53	  	2	0.53	  	0	0	  	0	0	  	2	0.53	  	24	6.4	  	6	1.6	  	0	0	  	0	0	  	30	8	  	1	0.27	  	0	0	  	0	0	  	1	0.27	  	0	0	  	0	0	  	0	0	  	0	0	  	13	3.47	  	6	1.6	  	0	0	  	0	0	  	19	5.07	  	1	0.27	  	0	0	  	1	0.27	  	2	0.53	  	0	0	  	0	0	  	375	94.22	  	23	5.78	  	398	0.52
Kalbarri (Canning)		                         	9	12.5	  	0	0	  	0	0	  	0	0	  	9	12.5	  	1	1.39	  	0	0	  	0	0	  	1	1.39	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.39	  	0	0	  	0	0	  	1	1.39	  	32	44.44	  	1	1.39	  	0	0	  	0	0	  	0	0	  	33	45.83	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.39	  	0	0	  	0	0	  	1	1.39	  	18	25	  	1	1.39	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	19	26.39	  	0	0	  	0	0	  	0	0	  	0	0	  	3	4.17	  	0	0	  	0	0	  	3	4.17	  	3	4.17	  	0	0	  	0	0	  	0	0	  	3	4.17	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	2	2.78	  	0	0	  	0	0	  	0	0	  	2	2.78	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	72	100	  	0	0	  	72	0.09
Kelmscott		                                  	224	12.21	  	24	1.31	  	4	0.22	  	3	0.16	  	255	13.9	  	8	0.44	  	2	0.11	  	0	0	  	10	0.55	  	0	0	  	0	0	  	0	0	  	0	0	  	3	0.16	  	0	0	  	0	0	  	3	0.16	  	483	26.34	  	7	0.38	  	0	0	  	2	0.11	  	0	0	  	492	26.83	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	3	0.16	  	0	0	  	0	0	  	3	0.16	  	2	0.11	  	0	0	  	0	0	  	2	0.11	  	809	44.11	  	15	0.82	  	1	0.05	  	2	0.11	  	0	0	  	0	0	  	0	0	  	827	45.09	  	2	0.11	  	2	0.11	  	0	0	  	4	0.22	  	31	1.69	  	5	0.27	  	1	0.05	  	37	2.02	  	77	4.2	  	24	1.31	  	0	0	  	0	0	  	101	5.51	  	0	0	  	1	0.05	  	0	0	  	1	0.05	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	85	4.63	  	9	0.49	  	0	0	  	2	0.11	  	96	5.23	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.05	  	1	0.05	  	1834	97.61	  	45	2.39	  	1879	2.45
Kelmscott East		                             	215	10.34	  	21	1.01	  	1	0.05	  	2	0.1	  	239	11.49	  	4	0.19	  	0	0	  	0	0	  	4	0.19	  	7	0.34	  	1	0.05	  	0	0	  	8	0.38	  	3	0.14	  	0	0	  	0	0	  	3	0.14	  	847	40.72	  	16	0.77	  	3	0.14	  	4	0.19	  	0	0	  	870	41.83	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	1	0.05	  	0	0	  	0	0	  	0	0	  	1	0.05	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	536	25.77	  	20	0.96	  	0	0	  	3	0.14	  	0	0	  	2	0.1	  	5	0.24	  	566	27.21	  	5	0.24	  	0	0	  	0	0	  	5	0.24	  	44	2.12	  	2	0.1	  	1	0.05	  	47	2.26	  	126	6.06	  	23	1.11	  	0	0	  	0	0	  	149	7.16	  	5	0.24	  	5	0.24	  	0	0	  	10	0.48	  	2	0.1	  	0	0	  	0	0	  	2	0.1	  	141	6.78	  	26	1.25	  	0	0	  	4	0.19	  	171	8.22	  	0	0	  	1	0.05	  	1	0.05	  	2	0.1	  	0	0	  	0	0	  	2080	97.84	  	46	2.16	  	2126	2.78
Kelmscott North		                            	161	11.47	  	22	1.57	  	0	0	  	1	0.07	  	184	13.11	  	4	0.28	  	1	0.07	  	0	0	  	5	0.36	  	6	0.43	  	1	0.07	  	0	0	  	7	0.5	  	5	0.36	  	0	0	  	0	0	  	5	0.36	  	490	34.9	  	6	0.43	  	0	0	  	4	0.28	  	0	0	  	500	35.61	  	1	0.07	  	0	0	  	0	0	  	1	0.07	  	1	0.07	  	0	0	  	0	0	  	0	0	  	1	0.07	  	2	0.14	  	0	0	  	0	0	  	2	0.14	  	1	0.07	  	1	0.07	  	0	0	  	2	0.14	  	481	34.26	  	16	1.14	  	1	0.07	  	0	0	  	0	0	  	1	0.07	  	0	0	  	499	35.54	  	5	0.36	  	0	0	  	0	0	  	5	0.36	  	17	1.21	  	2	0.14	  	0	0	  	19	1.35	  	49	3.49	  	17	1.21	  	0	0	  	0	0	  	66	4.7	  	1	0.07	  	1	0.07	  	0	0	  	2	0.14	  	1	0.07	  	0	0	  	0	0	  	1	0.07	  	89	6.34	  	11	0.78	  	0	0	  	2	0.14	  	102	7.26	  	1	0.07	  	2	0.14	  	0	0	  	3	0.21	  	0	0	  	0	0	  	1404	97.7	  	33	2.3	  	1437	1.88
Kenwick		                                    	286	13.27	  	21	0.97	  	1	0.05	  	1	0.05	  	309	14.34	  	6	0.28	  	1	0.05	  	0	0	  	7	0.32	  	9	0.42	  	0	0	  	0	0	  	9	0.42	  	3	0.14	  	0	0	  	0	0	  	3	0.14	  	621	28.82	  	11	0.51	  	3	0.14	  	0	0	  	0	0	  	635	29.47	  	1	0.05	  	0	0	  	0	0	  	1	0.05	  	5	0.23	  	1	0.05	  	0	0	  	0	0	  	6	0.28	  	5	0.23	  	0	0	  	1	0.05	  	6	0.28	  	3	0.14	  	0	0	  	0	0	  	3	0.14	  	880	40.84	  	19	0.88	  	2	0.09	  	4	0.19	  	0	0	  	0	0	  	1	0.05	  	906	42.04	  	3	0.14	  	0	0	  	0	0	  	3	0.14	  	45	2.09	  	2	0.09	  	0	0	  	47	2.18	  	84	3.9	  	20	0.93	  	0	0	  	0	0	  	104	4.83	  	0	0	  	2	0.09	  	0	0	  	2	0.09	  	2	0.09	  	2	0.09	  	0	0	  	4	0.19	  	96	4.45	  	14	0.65	  	0	0	  	0	0	  	110	5.1	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	2155	96.9	  	69	3.1	  	2224	2.91
Maddington		                                 	386	12.98	  	36	1.21	  	1	0.03	  	2	0.07	  	425	14.3	  	13	0.44	  	1	0.03	  	1	0.03	  	15	0.5	  	10	0.34	  	0	0	  	0	0	  	10	0.34	  	6	0.2	  	1	0.03	  	0	0	  	7	0.24	  	757	25.46	  	19	0.64	  	5	0.17	  	2	0.07	  	0	0	  	783	26.34	  	1	0.03	  	0	0	  	0	0	  	1	0.03	  	23	0.77	  	1	0.03	  	0	0	  	0	0	  	24	0.81	  	5	0.17	  	2	0.07	  	0	0	  	7	0.24	  	4	0.13	  	0	0	  	0	0	  	4	0.13	  	1317	44.3	  	33	1.11	  	0	0	  	6	0.2	  	0	0	  	0	0	  	0	0	  	1356	45.61	  	11	0.37	  	2	0.07	  	0	0	  	13	0.44	  	40	1.35	  	3	0.1	  	1	0.03	  	44	1.48	  	107	3.6	  	22	0.74	  	1	0.03	  	0	0	  	130	4.37	  	1	0.03	  	0	0	  	0	0	  	1	0.03	  	1	0.03	  	1	0.03	  	1	0.03	  	3	0.1	  	119	4	  	25	0.84	  	0	0	  	3	0.1	  	147	4.94	  	1	0.03	  	0	0	  	1	0.03	  	2	0.07	  	1	0.03	  	1	0.03	  	2973	96.4	  	111	3.6	  	3084	4.03
Maddington East		                            	117	13.8	  	13	1.53	  	0	0	  	0	0	  	130	15.33	  	4	0.47	  	0	0	  	1	0.12	  	5	0.59	  	2	0.24	  	0	0	  	0	0	  	2	0.24	  	5	0.59	  	0	0	  	0	0	  	5	0.59	  	244	28.77	  	3	0.35	  	1	0.12	  	0	0	  	0	0	  	248	29.25	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	2	0.24	  	0	0	  	0	0	  	2	0.24	  	0	0	  	0	0	  	0	0	  	0	0	  	361	42.57	  	5	0.59	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	366	43.16	  	2	0.24	  	0	0	  	0	0	  	2	0.24	  	4	0.47	  	1	0.12	  	0	0	  	5	0.59	  	41	4.83	  	5	0.59	  	0	0	  	0	0	  	46	5.42	  	1	0.12	  	1	0.12	  	0	0	  	2	0.24	  	0	0	  	0	0	  	0	0	  	0	0	  	29	3.42	  	5	0.59	  	0	0	  	0	0	  	34	4.01	  	1	0.12	  	0	0	  	0	0	  	1	0.12	  	0	0	  	0	0	  	848	97.7	  	20	2.3	  	868	1.13
Maddington North		                           	89	13.17	  	9	1.33	  	1	0.15	  	0	0	  	99	14.64	  	5	0.74	  	1	0.15	  	0	0	  	6	0.89	  	1	0.15	  	0	0	  	0	0	  	1	0.15	  	0	0	  	0	0	  	0	0	  	0	0	  	214	31.66	  	2	0.3	  	2	0.3	  	2	0.3	  	1	0.15	  	221	32.69	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.15	  	0	0	  	0	0	  	0	0	  	1	0.15	  	1	0.15	  	1	0.15	  	0	0	  	2	0.3	  	0	0	  	0	0	  	0	0	  	0	0	  	283	41.86	  	4	0.59	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	287	42.46	  	3	0.44	  	0	0	  	0	0	  	3	0.44	  	0	0	  	0	0	  	0	0	  	0	0	  	21	3.11	  	6	0.89	  	0	0	  	0	0	  	27	3.99	  	2	0.3	  	0	0	  	0	0	  	2	0.3	  	0	0	  	0	0	  	0	0	  	0	0	  	24	3.55	  	2	0.3	  	0	0	  	0	0	  	26	3.85	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.15	  	1	0.15	  	676	96.3	  	26	3.7	  	702	0.92
Mundijong		                                  	121	14.37	  	19	2.26	  	0	0	  	0	0	  	140	16.63	  	1	0.12	  	2	0.24	  	0	0	  	3	0.36	  	2	0.24	  	0	0	  	1	0.12	  	3	0.36	  	0	0	  	0	0	  	0	0	  	0	0	  	315	37.41	  	11	1.31	  	0	0	  	2	0.24	  	0	0	  	328	38.95	  	1	0.12	  	0	0	  	0	0	  	1	0.12	  	1	0.12	  	1	0.12	  	0	0	  	0	0	  	2	0.24	  	1	0.12	  	0	0	  	1	0.12	  	2	0.24	  	1	0.12	  	0	0	  	0	0	  	1	0.12	  	244	28.98	  	9	1.07	  	0	0	  	1	0.12	  	0	0	  	1	0.12	  	0	0	  	255	30.29	  	2	0.24	  	0	0	  	0	0	  	2	0.24	  	4	0.48	  	1	0.12	  	0	0	  	5	0.59	  	36	4.28	  	12	1.43	  	0	0	  	0	0	  	48	5.7	  	0	0	  	0	0	  	1	0.12	  	1	0.12	  	0	0	  	2	0.24	  	0	0	  	2	0.24	  	42	4.99	  	4	0.48	  	0	0	  	1	0.12	  	47	5.58	  	1	0.12	  	0	0	  	0	0	  	1	0.12	  	1	0.12	  	1	0.12	  	842	97.23	  	24	2.77	  	866	1.13
North Dandalup		                             	25	8.56	  	2	0.68	  	0	0	  	0	0	  	27	9.25	  	3	1.03	  	0	0	  	0	0	  	3	1.03	  	3	1.03	  	1	0.34	  	0	0	  	4	1.37	  	0	0	  	0	0	  	0	0	  	0	0	  	123	42.12	  	2	0.68	  	0	0	  	0	0	  	0	0	  	125	42.81	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	2	0.68	  	0	0	  	0	0	  	2	0.68	  	94	32.19	  	5	1.71	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.34	  	100	34.25	  	1	0.34	  	0	0	  	0	0	  	1	0.34	  	7	2.4	  	1	0.34	  	0	0	  	8	2.74	  	7	2.4	  	1	0.34	  	0	0	  	0	0	  	8	2.74	  	3	1.03	  	0	0	  	0	0	  	3	1.03	  	0	0	  	0	0	  	0	0	  	0	0	  	10	3.42	  	1	0.34	  	0	0	  	0	0	  	11	3.77	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	292	96.69	  	10	3.31	  	302	0.39
Oakford		                                    	133	15.08	  	14	1.59	  	0	0	  	0	0	  	147	16.67	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	3	0.34	  	0	0	  	0	0	  	3	0.34	  	0	0	  	0	0	  	0	0	  	0	0	  	405	45.92	  	7	0.79	  	0	0	  	2	0.23	  	0	0	  	414	46.94	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	0	0	  	0	0	  	0	0	  	0	0	  	231	26.19	  	7	0.79	  	1	0.11	  	1	0.11	  	0	0	  	1	0.11	  	0	0	  	241	27.32	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	4	0.45	  	1	0.11	  	0	0	  	5	0.57	  	29	3.29	  	5	0.57	  	0	0	  	0	0	  	34	3.85	  	1	0.11	  	0	0	  	0	0	  	1	0.11	  	1	0.11	  	1	0.11	  	0	0	  	2	0.23	  	23	2.61	  	8	0.91	  	0	0	  	0	0	  	31	3.51	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	882	98.55	  	13	1.45	  	895	1.17
Perth (Canning)		                            	11	13.25	  	1	1.2	  	0	0	  	0	0	  	12	14.46	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	23	27.71	  	2	2.41	  	0	0	  	0	0	  	0	0	  	25	30.12	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.2	  	0	0	  	0	0	  	0	0	  	1	1.2	  	1	1.2	  	0	0	  	0	0	  	1	1.2	  	0	0	  	0	0	  	0	0	  	0	0	  	29	34.94	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	29	34.94	  	0	0	  	0	0	  	0	0	  	0	0	  	2	2.41	  	0	0	  	0	0	  	2	2.41	  	7	8.43	  	1	1.2	  	0	0	  	0	0	  	8	9.64	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	5	6.02	  	0	0	  	0	0	  	0	0	  	5	6.02	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	83	100	  	0	0	  	83	0.11
