	   		 A Abolish Child Support/Family Court Party												 B Australian Greens												 C Liberal Party of Australia - Tasmanian Division																		 D Democratic Socialist Electoral League												 E Tasmania First Party															 F Christian Democratic Party (Fred Nile Group)												 G Australian Democrats															 H Tasmanian Independent Senator Brian # HARRADINE Group									 I Australian Labor Party (Tasmanian Branch)															 J Republican Party of Australia												 K Pauline Hanson's One Nation															 L Australian Women's Party												Ungrouped																			
    			TICKET VOTES			HICKMAN			LOMBARDI			Group Total			TICKET VOTES			CROSSLEY			BAPTIST			Group Total			TICKET VOTES			# ABETZ			# GIBSON			BARNETT			COLLENETTE			Group Total			TICKET VOTES			EMANUEL			JAMIESON			Group Total			TICKET VOTES			PICKFORD			JACKSON			ABBLITT			Group Total			TICKET VOTES			ROGERS			ROGERS			Group Total			TICKET VOTES			BELL			BUTLER			IVORY			Group Total			TICKET VOTES			# HARRADINE			Group Total			TICKET VOTES			# O'BRIEN			# MURPHY			# DENMAN			Group Total			TICKET VOTES			SHERIDAN			DARE			Group Total			TICKET VOTES			STOKES			CARTWRIGHT			SPICER			Group Total			TICKET VOTES			MACQUEEN			BINDON			Group Total			JAMIESON			HEATHORN			SULI			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Ian			Fred									Louise			Simon									Eric			Brian			Guy			Peter									Kamala			Ian									David			David			Petita									Don			Beryl									Robert			Debbie			Chris									Brian									Kerry			Shayne			Kay									Jenny			Rena									Peter			Michael			Leigh									Lin			Carolyn						Norma			Laurie			Steven													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Lileah		                                     	0	0	  	0	0	  	0	0	  	0	0	  	1	1.47	  	1	1.47	  	0	0	  	2	2.94	  	31	45.59	  	4	5.88	  	0	0	  	0	0	  	0	0	  	35	51.47	  	0	0	  	1	1.47	  	0	0	  	1	1.47	  	0	0	  	1	1.47	  	0	0	  	0	0	  	1	1.47	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.47	  	2	2.94	  	0	0	  	0	0	  	3	4.41	  	2	2.94	  	2	2.94	  	4	5.88	  	17	25	  	0	0	  	0	0	  	0	0	  	17	25	  	0	0	  	0	0	  	0	0	  	0	0	  	3	4.41	  	1	1.47	  	0	0	  	0	0	  	4	5.88	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.47	  	0	0	  	1	1.47	  	68	97.14	  	2	2.86	  	70	0.12
Malonga Park		                               	1	0.1	  	0	0	  	0	0	  	1	0.1	  	12	1.17	  	20	1.95	  	0	0	  	32	3.13	  	337	32.91	  	42	4.1	  	16	1.56	  	7	0.68	  	1	0.1	  	403	39.36	  	0	0	  	0	0	  	0	0	  	0	0	  	2	0.2	  	1	0.1	  	0	0	  	1	0.1	  	4	0.39	  	2	0.2	  	0	0	  	0	0	  	2	0.2	  	18	1.76	  	18	1.76	  	2	0.2	  	0	0	  	38	3.71	  	76	7.42	  	56	5.47	  	132	12.89	  	314	30.66	  	33	3.22	  	16	1.56	  	12	1.17	  	375	36.62	  	0	0	  	0	0	  	0	0	  	0	0	  	21	2.05	  	6	0.59	  	1	0.1	  	1	0.1	  	29	2.83	  	3	0.29	  	0	0	  	0	0	  	3	0.29	  	5	0.49	  	0	0	  	0	0	  	5	0.49	  	1024	97.43	  	27	2.57	  	1051	1.74
Marrawah		                                   	1	0.43	  	0	0	  	0	0	  	1	0.43	  	13	5.6	  	4	1.72	  	0	0	  	17	7.33	  	92	39.66	  	10	4.31	  	2	0.86	  	3	1.29	  	0	0	  	107	46.12	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.43	  	0	0	  	0	0	  	0	0	  	1	0.43	  	0	0	  	0	0	  	0	0	  	0	0	  	7	3.02	  	1	0.43	  	0	0	  	0	0	  	8	3.45	  	5	2.16	  	6	2.59	  	11	4.74	  	45	19.4	  	8	3.45	  	0	0	  	2	0.86	  	55	23.71	  	0	0	  	0	0	  	0	0	  	0	0	  	23	9.91	  	5	2.16	  	1	0.43	  	0	0	  	29	12.5	  	1	0.43	  	0	0	  	0	0	  	1	0.43	  	0	0	  	2	0.86	  	0	0	  	2	0.86	  	232	97.48	  	6	2.52	  	238	0.39
Mawbanna		                                   	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	35	62.5	  	4	7.14	  	0	0	  	0	0	  	0	0	  	39	69.64	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.79	  	0	0	  	0	0	  	0	0	  	1	1.79	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.79	  	0	0	  	0	0	  	0	0	  	1	1.79	  	1	1.79	  	2	3.57	  	3	5.36	  	10	17.86	  	0	0	  	1	1.79	  	0	0	  	11	19.64	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.79	  	0	0	  	0	0	  	0	0	  	1	1.79	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	56	94.92	  	3	5.08	  	59	0.1
Melrose		                                    	1	0.64	  	0	0	  	0	0	  	1	0.64	  	7	4.46	  	7	4.46	  	2	1.27	  	16	10.19	  	52	33.12	  	11	7.01	  	1	0.64	  	2	1.27	  	0	0	  	66	42.04	  	1	0.64	  	0	0	  	0	0	  	1	0.64	  	4	2.55	  	0	0	  	0	0	  	1	0.64	  	5	3.18	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.27	  	1	0.64	  	0	0	  	0	0	  	3	1.91	  	8	5.1	  	6	3.82	  	14	8.92	  	34	21.66	  	3	1.91	  	0	0	  	3	1.91	  	40	25.48	  	0	0	  	0	0	  	0	0	  	0	0	  	4	2.55	  	3	1.91	  	0	0	  	0	0	  	7	4.46	  	0	0	  	0	0	  	0	0	  	0	0	  	4	2.55	  	0	0	  	0	0	  	4	2.55	  	157	97.52	  	4	2.48	  	161	0.27
Montagu		                                    	0	0	  	1	0.79	  	0	0	  	1	0.79	  	0	0	  	0	0	  	0	0	  	0	0	  	63	50	  	8	6.35	  	1	0.79	  	1	0.79	  	0	0	  	73	57.94	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.59	  	0	0	  	0	0	  	0	0	  	2	1.59	  	1	0.79	  	0	0	  	0	0	  	1	0.79	  	1	0.79	  	1	0.79	  	0	0	  	0	0	  	2	1.59	  	3	2.38	  	5	3.97	  	8	6.35	  	28	22.22	  	1	0.79	  	0	0	  	0	0	  	29	23.02	  	0	0	  	0	0	  	0	0	  	0	0	  	6	4.76	  	4	3.17	  	0	0	  	0	0	  	10	7.94	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	126	94.74	  	7	5.26	  	133	0.22
Montello		                                   	4	0.29	  	3	0.22	  	0	0	  	7	0.51	  	26	1.9	  	14	1.02	  	0	0	  	40	2.93	  	287	21.01	  	42	3.07	  	12	0.88	  	5	0.37	  	3	0.22	  	349	25.55	  	3	0.22	  	2	0.15	  	1	0.07	  	6	0.44	  	6	0.44	  	2	0.15	  	0	0	  	0	0	  	8	0.59	  	3	0.22	  	0	0	  	0	0	  	3	0.22	  	11	0.81	  	10	0.73	  	1	0.07	  	0	0	  	22	1.61	  	58	4.25	  	27	1.98	  	85	6.22	  	678	49.63	  	62	4.54	  	26	1.9	  	25	1.83	  	791	57.91	  	0	0	  	0	0	  	0	0	  	0	0	  	37	2.71	  	11	0.81	  	0	0	  	0	0	  	48	3.51	  	4	0.29	  	0	0	  	0	0	  	4	0.29	  	3	0.22	  	0	0	  	0	0	  	3	0.22	  	1366	95.79	  	60	4.21	  	1426	2.36
Moorleah		                                   	0	0	  	0	0	  	0	0	  	0	0	  	16	8.65	  	12	6.49	  	0	0	  	28	15.14	  	59	31.89	  	5	2.7	  	2	1.08	  	0	0	  	0	0	  	66	35.68	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.08	  	0	0	  	0	0	  	0	0	  	2	1.08	  	1	0.54	  	0	0	  	0	0	  	1	0.54	  	6	3.24	  	3	1.62	  	0	0	  	0	0	  	9	4.86	  	5	2.7	  	6	3.24	  	11	5.95	  	41	22.16	  	11	5.95	  	0	0	  	5	2.7	  	57	30.81	  	0	0	  	0	0	  	0	0	  	0	0	  	9	4.86	  	2	1.08	  	0	0	  	0	0	  	11	5.95	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	185	98.93	  	2	1.07	  	187	0.31
Natone		                                     	2	1.17	  	0	0	  	0	0	  	2	1.17	  	3	1.75	  	3	1.75	  	0	0	  	6	3.51	  	58	33.92	  	3	1.75	  	3	1.75	  	0	0	  	1	0.58	  	65	38.01	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.17	  	0	0	  	1	0.58	  	1	0.58	  	4	2.34	  	1	0.58	  	1	0.58	  	0	0	  	2	1.17	  	4	2.34	  	0	0	  	0	0	  	0	0	  	4	2.34	  	9	5.26	  	2	1.17	  	11	6.43	  	51	29.82	  	7	4.09	  	1	0.58	  	2	1.17	  	61	35.67	  	0	0	  	0	0	  	0	0	  	0	0	  	13	7.6	  	2	1.17	  	0	0	  	0	0	  	15	8.77	  	1	0.58	  	0	0	  	0	0	  	1	0.58	  	0	0	  	0	0	  	0	0	  	0	0	  	171	94.48	  	10	5.52	  	181	0.3
Nietta		                                     	0	0	  	0	0	  	0	0	  	0	0	  	1	1.41	  	3	4.23	  	0	0	  	4	5.63	  	16	22.54	  	3	4.23	  	2	2.82	  	0	0	  	1	1.41	  	22	30.99	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.41	  	0	0	  	0	0	  	1	1.41	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	4	5.63	  	3	4.23	  	7	9.86	  	27	38.03	  	2	2.82	  	1	1.41	  	1	1.41	  	31	43.66	  	0	0	  	0	0	  	0	0	  	0	0	  	5	7.04	  	1	1.41	  	0	0	  	0	0	  	6	8.45	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	71	98.61	  	1	1.39	  	72	0.12
Nixon Street		                               	12	0.48	  	5	0.2	  	1	0.04	  	18	0.71	  	59	2.34	  	32	1.27	  	0	0	  	91	3.6	  	822	32.54	  	114	4.51	  	27	1.07	  	15	0.59	  	13	0.51	  	991	39.23	  	2	0.08	  	0	0	  	1	0.04	  	3	0.12	  	17	0.67	  	7	0.28	  	1	0.04	  	1	0.04	  	26	1.03	  	6	0.24	  	2	0.08	  	1	0.04	  	9	0.36	  	67	2.65	  	20	0.79	  	5	0.2	  	2	0.08	  	94	3.72	  	151	5.98	  	76	3.01	  	227	8.99	  	776	30.72	  	78	3.09	  	18	0.71	  	46	1.82	  	918	36.34	  	2	0.08	  	0	0	  	0	0	  	2	0.08	  	63	2.49	  	16	0.63	  	0	0	  	2	0.08	  	81	3.21	  	10	0.4	  	1	0.04	  	0	0	  	11	0.44	  	54	2.14	  	1	0.04	  	0	0	  	55	2.18	  	2526	96.97	  	79	3.03	  	2605	4.32
North Motton		                               	1	0.38	  	0	0	  	0	0	  	1	0.38	  	11	4.23	  	3	1.15	  	0	0	  	14	5.38	  	94	36.15	  	11	4.23	  	4	1.54	  	1	0.38	  	2	0.77	  	112	43.08	  	0	0	  	0	0	  	0	0	  	0	0	  	5	1.92	  	2	0.77	  	0	0	  	0	0	  	7	2.69	  	0	0	  	0	0	  	0	0	  	0	0	  	4	1.54	  	6	2.31	  	0	0	  	0	0	  	10	3.85	  	5	1.92	  	5	1.92	  	10	3.85	  	66	25.38	  	13	5	  	0	0	  	3	1.15	  	82	31.54	  	0	0	  	0	0	  	0	0	  	0	0	  	13	5	  	7	2.69	  	1	0.38	  	0	0	  	21	8.08	  	0	0	  	0	0	  	0	0	  	0	0	  	2	0.77	  	1	0.38	  	0	0	  	3	1.15	  	260	97.01	  	8	2.99	  	268	0.44
Penguin		                                    	9	0.44	  	6	0.29	  	0	0	  	15	0.74	  	49	2.41	  	47	2.31	  	0	0	  	96	4.72	  	593	29.13	  	88	4.32	  	18	0.88	  	7	0.34	  	3	0.15	  	709	34.82	  	6	0.29	  	0	0	  	0	0	  	6	0.29	  	21	1.03	  	6	0.29	  	0	0	  	2	0.1	  	29	1.42	  	5	0.25	  	2	0.1	  	0	0	  	7	0.34	  	37	1.82	  	16	0.79	  	3	0.15	  	0	0	  	56	2.75	  	103	5.06	  	52	2.55	  	155	7.61	  	726	35.66	  	66	3.24	  	17	0.83	  	30	1.47	  	839	41.21	  	2	0.1	  	0	0	  	0	0	  	2	0.1	  	78	3.83	  	28	1.38	  	3	0.15	  	1	0.05	  	110	5.4	  	3	0.15	  	0	0	  	0	0	  	3	0.15	  	9	0.44	  	0	0	  	0	0	  	9	0.44	  	2036	97.09	  	61	2.91	  	2097	3.48
Preston		                                    	0	0	  	0	0	  	0	0	  	0	0	  	3	3.19	  	1	1.06	  	0	0	  	4	4.26	  	34	36.17	  	5	5.32	  	5	5.32	  	2	2.13	  	1	1.06	  	47	50	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.06	  	1	1.06	  	0	0	  	0	0	  	2	2.13	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	2	2.13	  	0	0	  	0	0	  	2	2.13	  	5	5.32	  	4	4.26	  	9	9.57	  	17	18.09	  	3	3.19	  	1	1.06	  	1	1.06	  	22	23.4	  	0	0	  	0	0	  	0	0	  	0	0	  	4	4.26	  	4	4.26	  	0	0	  	0	0	  	8	8.51	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	94	96.91	  	3	3.09	  	97	0.16
Redpa		                                      	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	22	33.33	  	10	15.15	  	1	1.52	  	2	3.03	  	1	1.52	  	36	54.55	  	2	3.03	  	0	0	  	0	0	  	2	3.03	  	0	0	  	1	1.52	  	0	0	  	0	0	  	1	1.52	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	1.52	  	0	0	  	0	0	  	1	1.52	  	6	9.09	  	1	1.52	  	7	10.61	  	5	7.58	  	5	7.58	  	0	0	  	1	1.52	  	11	16.67	  	0	0	  	0	0	  	0	0	  	0	0	  	5	7.58	  	3	4.55	  	0	0	  	0	0	  	8	12.12	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	66	100	  	0	0	  	66	0.11
Reekara		                                    	0	0	  	2	1.96	  	0	0	  	2	1.96	  	1	0.98	  	2	1.96	  	1	0.98	  	4	3.92	  	46	45.1	  	14	13.73	  	1	0.98	  	1	0.98	  	0	0	  	62	60.78	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.98	  	0	0	  	0	0	  	0	0	  	1	0.98	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.96	  	1	0.98	  	1	0.98	  	0	0	  	4	3.92	  	0	0	  	2	1.96	  	2	1.96	  	9	8.82	  	4	3.92	  	1	0.98	  	2	1.96	  	16	15.69	  	0	0	  	0	0	  	0	0	  	0	0	  	5	4.9	  	5	4.9	  	0	0	  	0	0	  	10	9.8	  	0	0	  	1	0.98	  	0	0	  	1	0.98	  	0	0	  	0	0	  	0	0	  	0	0	  	102	98.08	  	2	1.92	  	104	0.17
Riana		                                      	1	0.53	  	0	0	  	0	0	  	1	0.53	  	12	6.35	  	2	1.06	  	0	0	  	14	7.41	  	67	35.45	  	12	6.35	  	2	1.06	  	2	1.06	  	0	0	  	83	43.92	  	1	0.53	  	0	0	  	0	0	  	1	0.53	  	2	1.06	  	0	0	  	0	0	  	0	0	  	2	1.06	  	1	0.53	  	0	0	  	0	0	  	1	0.53	  	7	3.7	  	0	0	  	0	0	  	0	0	  	7	3.7	  	8	4.23	  	8	4.23	  	16	8.47	  	45	23.81	  	2	1.06	  	2	1.06	  	2	1.06	  	51	26.98	  	1	0.53	  	0	0	  	0	0	  	1	0.53	  	9	4.76	  	3	1.59	  	0	0	  	0	0	  	12	6.35	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	189	95.94	  	8	4.06	  	197	0.33
Ridgley		                                    	4	0.66	  	4	0.66	  	0	0	  	8	1.33	  	11	1.82	  	3	0.5	  	0	0	  	14	2.32	  	175	29.02	  	40	6.63	  	9	1.49	  	2	0.33	  	2	0.33	  	228	37.81	  	0	0	  	0	0	  	0	0	  	0	0	  	9	1.49	  	3	0.5	  	0	0	  	0	0	  	12	1.99	  	1	0.17	  	0	0	  	0	0	  	1	0.17	  	8	1.33	  	6	1	  	1	0.17	  	0	0	  	15	2.49	  	33	5.47	  	25	4.15	  	58	9.62	  	191	31.67	  	25	4.15	  	14	2.32	  	11	1.82	  	241	39.97	  	0	0	  	0	0	  	0	0	  	0	0	  	20	3.32	  	3	0.5	  	1	0.17	  	0	0	  	24	3.98	  	1	0.17	  	0	0	  	0	0	  	1	0.17	  	1	0.17	  	0	0	  	0	0	  	1	0.17	  	603	95.11	  	31	4.89	  	634	1.05
Rocky Cape		                                 	3	0.66	  	0	0	  	0	0	  	3	0.66	  	15	3.28	  	4	0.88	  	1	0.22	  	20	4.38	  	166	36.32	  	19	4.16	  	4	0.88	  	2	0.44	  	1	0.22	  	192	42.01	  	0	0	  	0	0	  	1	0.22	  	1	0.22	  	3	0.66	  	0	0	  	0	0	  	0	0	  	3	0.66	  	4	0.88	  	1	0.22	  	0	0	  	5	1.09	  	8	1.75	  	4	0.88	  	1	0.22	  	1	0.22	  	14	3.06	  	15	3.28	  	7	1.53	  	22	4.81	  	130	28.45	  	12	2.63	  	4	0.88	  	6	1.31	  	152	33.26	  	1	0.22	  	0	0	  	0	0	  	1	0.22	  	29	6.35	  	10	2.19	  	2	0.44	  	0	0	  	41	8.97	  	0	0	  	1	0.22	  	0	0	  	1	0.22	  	1	0.22	  	1	0.22	  	0	0	  	2	0.44	  	457	97.44	  	12	2.56	  	469	0.78
Savage River		                               	0	0	  	1	2.17	  	0	0	  	1	2.17	  	0	0	  	0	0	  	0	0	  	0	0	  	8	17.39	  	0	0	  	0	0	  	0	0	  	1	2.17	  	9	19.57	  	1	2.17	  	0	0	  	0	0	  	1	2.17	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	2.17	  	0	0	  	0	0	  	0	0	  	1	2.17	  	2	4.35	  	0	0	  	2	4.35	  	23	50	  	2	4.35	  	1	2.17	  	2	4.35	  	28	60.87	  	0	0	  	0	0	  	0	0	  	0	0	  	3	6.52	  	0	0	  	1	2.17	  	0	0	  	4	8.7	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	46	95.83	  	2	4.17	  	48	0.08
Sisters Beach		                              	0	0	  	0	0	  	0	0	  	0	0	  	11	4.98	  	7	3.17	  	0	0	  	18	8.14	  	69	31.22	  	9	4.07	  	5	2.26	  	0	0	  	0	0	  	83	37.56	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.45	  	1	0.45	  	1	0.45	  	3	1.36	  	7	3.17	  	2	0.9	  	0	0	  	1	0.45	  	10	4.52	  	11	4.98	  	9	4.07	  	20	9.05	  	69	31.22	  	7	3.17	  	1	0.45	  	4	1.81	  	81	36.65	  	0	0	  	0	0	  	0	0	  	0	0	  	6	2.71	  	0	0	  	0	0	  	0	0	  	6	2.71	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	221	99.1	  	2	0.9	  	223	0.37
Sisters Creek		                              	0	0	  	1	0.56	  	0	0	  	1	0.56	  	8	4.49	  	9	5.06	  	0	0	  	17	9.55	  	59	33.15	  	18	10.11	  	5	2.81	  	1	0.56	  	1	0.56	  	84	47.19	  	1	0.56	  	0	0	  	0	0	  	1	0.56	  	2	1.12	  	0	0	  	0	0	  	0	0	  	2	1.12	  	1	0.56	  	0	0	  	0	0	  	1	0.56	  	4	2.25	  	3	1.69	  	0	0	  	0	0	  	7	3.93	  	9	5.06	  	1	0.56	  	10	5.62	  	46	25.84	  	3	1.69	  	0	0	  	2	1.12	  	51	28.65	  	1	0.56	  	0	0	  	0	0	  	1	0.56	  	2	1.12	  	0	0	  	0	0	  	0	0	  	2	1.12	  	1	0.56	  	0	0	  	0	0	  	1	0.56	  	0	0	  	0	0	  	0	0	  	0	0	  	178	98.34	  	3	1.66	  	181	0.3
Smithton		                                   	12	0.53	  	2	0.09	  	0	0	  	14	0.61	  	22	0.96	  	20	0.88	  	0	0	  	42	1.84	  	776	33.99	  	110	4.82	  	15	0.66	  	12	0.53	  	9	0.39	  	922	40.39	  	2	0.09	  	2	0.09	  	0	0	  	4	0.18	  	14	0.61	  	1	0.04	  	1	0.04	  	2	0.09	  	18	0.79	  	9	0.39	  	5	0.22	  	0	0	  	14	0.61	  	32	1.4	  	13	0.57	  	0	0	  	0	0	  	45	1.97	  	122	5.34	  	71	3.11	  	193	8.45	  	764	33.46	  	78	3.42	  	18	0.79	  	22	0.96	  	882	38.63	  	0	0	  	0	0	  	0	0	  	0	0	  	94	4.12	  	36	1.58	  	4	0.18	  	2	0.09	  	136	5.96	  	3	0.13	  	1	0.04	  	0	0	  	4	0.18	  	4	0.18	  	5	0.22	  	0	0	  	9	0.39	  	2283	95.76	  	101	4.24	  	2384	3.95
Somerset		                                   	16	0.72	  	3	0.14	  	0	0	  	19	0.86	  	50	2.26	  	23	1.04	  	0	0	  	73	3.31	  	566	25.63	  	80	3.62	  	23	1.04	  	11	0.5	  	2	0.09	  	682	30.89	  	7	0.32	  	0	0	  	0	0	  	7	0.32	  	13	0.59	  	5	0.23	  	3	0.14	  	2	0.09	  	23	1.04	  	15	0.68	  	4	0.18	  	0	0	  	19	0.86	  	52	2.36	  	19	0.86	  	3	0.14	  	0	0	  	74	3.35	  	119	5.39	  	51	2.31	  	170	7.7	  	857	38.81	  	71	3.22	  	37	1.68	  	52	2.36	  	1017	46.06	  	2	0.09	  	0	0	  	1	0.05	  	3	0.14	  	95	4.3	  	14	0.63	  	1	0.05	  	0	0	  	110	4.98	  	5	0.23	  	0	0	  	0	0	  	5	0.23	  	4	0.18	  	2	0.09	  	0	0	  	6	0.27	  	2208	95.63	  	101	4.37	  	2309	3.83
South Riana		                                	2	1.11	  	0	0	  	0	0	  	2	1.11	  	2	1.11	  	2	1.11	  	0	0	  	4	2.22	  	79	43.89	  	7	3.89	  	3	1.67	  	1	0.56	  	2	1.11	  	92	51.11	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.11	  	0	0	  	0	0	  	1	0.56	  	3	1.67	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.11	  	2	1.11	  	0	0	  	0	0	  	4	2.22	  	7	3.89	  	4	2.22	  	11	6.11	  	43	23.89	  	4	2.22	  	0	0	  	1	0.56	  	48	26.67	  	1	0.56	  	0	0	  	0	0	  	1	0.56	  	6	3.33	  	6	3.33	  	1	0.56	  	0	0	  	13	7.22	  	0	0	  	0	0	  	0	0	  	0	0	  	2	1.11	  	0	0	  	0	0	  	2	1.11	  	180	95.74	  	8	4.26	  	188	0.31
Sprent		                                     	0	0	  	0	0	  	0	0	  	0	0	  	9	4.27	  	2	0.95	  	0	0	  	11	5.21	  	80	37.91	  	9	4.27	  	4	1.9	  	0	0	  	1	0.47	  	94	44.55	  	0	0	  	1	0.47	  	0	0	  	1	0.47	  	5	2.37	  	1	0.47	  	0	0	  	1	0.47	  	7	3.32	  	0	0	  	0	0	  	0	0	  	0	0	  	5	2.37	  	3	1.42	  	0	0	  	0	0	  	8	3.79	  	8	3.79	  	8	3.79	  	16	7.58	  	47	22.27	  	4	1.9	  	0	0	  	5	2.37	  	56	26.54	  	0	0	  	0	0	  	0	0	  	0	0	  	11	5.21	  	2	0.95	  	0	0	  	1	0.47	  	14	6.64	  	2	0.95	  	0	0	  	0	0	  	2	0.95	  	2	0.95	  	0	0	  	0	0	  	2	0.95	  	211	100	  	0	0	  	211	0.35
Spreyton		                                   	7	0.63	  	5	0.45	  	0	0	  	12	1.08	  	30	2.69	  	13	1.16	  	0	0	  	43	3.85	  	375	33.6	  	35	3.14	  	6	0.54	  	3	0.27	  	5	0.45	  	424	37.99	  	4	0.36	  	0	0	  	0	0	  	4	0.36	  	22	1.97	  	8	0.72	  	0	0	  	1	0.09	  	31	2.78	  	3	0.27	  	1	0.09	  	0	0	  	4	0.36	  	28	2.51	  	6	0.54	  	2	0.18	  	0	0	  	36	3.23	  	48	4.3	  	27	2.42	  	75	6.72	  	370	33.15	  	23	2.06	  	8	0.72	  	17	1.52	  	418	37.46	  	0	0	  	0	0	  	0	0	  	0	0	  	36	3.23	  	8	0.72	  	0	0	  	2	0.18	  	46	4.12	  	3	0.27	  	0	0	  	0	0	  	3	0.27	  	19	1.7	  	0	0	  	1	0.09	  	20	1.79	  	1116	97.72	  	26	2.28	  	1142	1.89
Stanley		                                    	0	0	  	1	0.24	  	0	0	  	1	0.24	  	20	4.74	  	7	1.66	  	0	0	  	27	6.4	  	116	27.49	  	16	3.79	  	0	0	  	0	0	  	0	0	  	132	31.28	  	2	0.47	  	0	0	  	0	0	  	2	0.47	  	1	0.24	  	0	0	  	0	0	  	0	0	  	1	0.24	  	2	0.47	  	2	0.47	  	0	0	  	4	0.95	  	5	1.18	  	6	1.42	  	0	0	  	0	0	  	11	2.61	  	24	5.69	  	8	1.9	  	32	7.58	  	154	36.49	  	5	1.18	  	5	1.18	  	11	2.61	  	175	41.47	  	0	0	  	0	0	  	0	0	  	0	0	  	31	7.35	  	2	0.47	  	0	0	  	0	0	  	33	7.82	  	2	0.47	  	1	0.24	  	0	0	  	3	0.71	  	1	0.24	  	0	0	  	0	0	  	1	0.24	  	422	97.24	  	12	2.76	  	434	0.72
Stowport		                                   	0	0	  	1	0.44	  	0	0	  	1	0.44	  	7	3.06	  	4	1.75	  	0	0	  	11	4.8	  	71	31	  	11	4.8	  	3	1.31	  	1	0.44	  	0	0	  	86	37.55	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.44	  	1	0.44	  	1	0.44	  	0	0	  	3	1.31	  	0	0	  	0	0	  	0	0	  	0	0	  	1	0.44	  	6	2.62	  	0	0	  	0	0	  	7	3.06	  	6	2.62	  	6	2.62	  	12	5.24	  	85	37.12	  	5	2.18	  	4	1.75	  	1	0.44	  	95	41.48	  	0	0	  	0	0	  	0	0	  	0	0	  	9	3.93	  	4	1.75	  	1	0.44	  	0	0	  	14	6.11	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	229	95.82	  	10	4.18	  	239	0.4
