House of Representatives - 2001 Election: Victoria																																			
First Preference Votes and TCP 																																			
By Candidate by Polling Place																																			

Murray (85651)																																			
	BUSH			# STONE			JONES			HELLEMONS			CALDER			TAYLOR			FORMAL			INFORMAL			TOTAL										
	Simon			Sharman			David			Robert			Alan			Elizabeth Mary												Two Candidate Preferred							
	IND			LP			GRN			HAN			ALP			DEM												# STONE LP			 CALDER ALP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Yielima	0	0.00		94	75.81		3	2.42		10	8.06		15	12.10		2	1.61		124	96.88		4	3.13		128	0.16		103	83.06		21	16.94			
Special Hospitals	12	2.37		389	76.88		4	0.79		2	0.40		95	18.77		4	0.79		506	95.65		23	4.35		529	0.64		401	79.25		105	20.75			
Total Ordinary	2155	3.12		46604	67.55		1463	2.12		2755	3.99		13981	20.26		2033	2.95		68991	96.31		2647	3.69		71638	86.86		51122	74.10		17869	25.90			
ABSENT	131	3.44		2347	61.55		215	5.64		129	3.38		728	19.09		263	6.90		3813	97.17		111	2.83		3924	4.76		2705	70.94		1108	29.06			
POSTAL	65	2.34		2005	72.15		37	1.33		132	4.75		469	16.88		71	2.55		2779	98.97		29	1.03		2808	3.40		2169	78.05		610	21.95			
PRE_POLL	103	3.21		2096	65.40		87	2.71		114	3.56		691	21.56		114	3.56		3205	98.10		62	1.90		3267	3.96		2315	72.23		890	27.77			
PROVISIONAL	29	3.72		446	57.25		25	3.21		32	4.11		214	27.47		33	4.24		779	92.96		59	7.04		838	1.02		513	65.85		266	34.15			
Division Summary	2483	3.12		53498	67.24		1827	2.30		3162	3.97		16083	20.21		2514	3.16		79567	96.47		2908	3.53		82475	96.29		58824	73.93		20743	26.07			
																																			
																																			
																																			
																																			
																																			
