Senate - 2001 Election: South Australia																																																																																																																																																																																																																																																											
First Preference Votes by Candidate 																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Grey (85745)																																																																																																																																																																																																																																																											
		 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
Georgetown		41	27.33		7	4.67		0	0.00		2	1.33		50	33.33		0	0.00		0	0.00		0	0.00		0	0.00		11	7.33		2	1.33		0	0.00		13	8.67		0	0.00		0	0.00		0	0.00		0	0.00		79	52.67		1	0.67		0	0.00		1	0.67		0	0.00		81	54.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	4.00		0	0.00		0	0.00		0	0.00		0	0.00		6	4.00		0	0.00		0	0.00		0	0.00		0	0.00		150	98.68		2	1.32		152	0.19																																																																																																									
Gladstone		167	35.99		7	1.51		0	0.00		6	1.29		180	38.79		6	1.29		2	0.43		1	0.22		9	1.94		30	6.47		7	1.51		0	0.00		37	7.97		0	0.00		1	0.22		0	0.00		1	0.22		202	43.53		6	1.29		1	0.22		1	0.22		0	0.00		210	45.26		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		21	4.53		6	1.29		0	0.00		0	0.00		0	0.00		27	5.82		0	0.00		0	0.00		0	0.00		0	0.00		464	97.07		14	2.93		478	0.59																																																																																																									
Hallett		25	19.84		1	0.79		0	0.00		0	0.00		26	20.63		1	0.79		0	0.00		0	0.00		1	0.79		13	10.32		0	0.00		0	0.00		13	10.32		0	0.00		0	0.00		0	0.00		0	0.00		74	58.73		4	3.17		0	0.00		0	0.00		1	0.79		79	62.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	3.17		1	0.79		1	0.79		0	0.00		0	0.00		6	4.76		1	0.79		0	0.00		0	0.00		1	0.79		126	97.67		3	2.33		129	0.16																																																																																																									
Hawker		59	23.23		3	1.18		1	0.39		1	0.39		64	25.20		2	0.79		3	1.18		0	0.00		5	1.97		15	5.91		1	0.39		0	0.00		16	6.30		0	0.00		0	0.00		0	0.00		0	0.00		143	56.30		2	0.79		1	0.39		0	0.00		0	0.00		146	57.48		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.39		0	0.00		0	0.00		1	0.39		16	6.30		3	1.18		0	0.00		0	0.00		0	0.00		19	7.48		1	0.39		0	0.00		2	0.79		3	1.18		254	97.69		6	2.31		260	0.32																																																																																																									
Iron Knob		45	41.67		1	0.93		0	0.00		0	0.00		46	42.59		3	2.78		0	0.00		0	0.00		3	2.78		11	10.19		1	0.93		0	0.00		12	11.11		0	0.00		0	0.00		0	0.00		0	0.00		34	31.48		3	2.78		0	0.00		0	0.00		0	0.00		37	34.26		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.93		1	0.93		0	0.00		2	1.85		7	6.48		1	0.93		0	0.00		0	0.00		0	0.00		8	7.41		0	0.00		0	0.00		0	0.00		0	0.00		108	94.74		6	5.26		114	0.14																																																																																																									
Jamestown		195	15.65		10	0.80		3	0.24		6	0.48		214	17.17		19	1.52		9	0.72		1	0.08		29	2.33		54	4.33		10	0.80		1	0.08		65	5.22		1	0.08		0	0.00		0	0.00		1	0.08		831	66.69		26	2.09		2	0.16		4	0.32		1	0.08		864	69.34		1	0.08		0	0.00		0	0.00		1	0.08		0	0.00		1	0.08		0	0.00		1	0.08		1	0.08		2	0.16		0	0.00		3	0.24		48	3.85		19	1.52		0	0.00		1	0.08		0	0.00		68	5.46		0	0.00		0	0.00		0	0.00		0	0.00		1246	96.81		41	3.19		1287	1.58																																																																																																									
Karkoo		1	1.37		0	0.00		0	0.00		0	0.00		1	1.37		0	0.00		0	0.00		0	0.00		0	0.00		2	2.74		2	2.74		0	0.00		4	5.48		0	0.00		0	0.00		0	0.00		0	0.00		63	86.30		2	2.74		0	0.00		0	0.00		0	0.00		65	89.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	2.74		1	1.37		0	0.00		0	0.00		0	0.00		3	4.11		0	0.00		0	0.00		0	0.00		0	0.00		73	100.00		0	0.00		73	0.09																																																																																																									
Kimba		65	8.87		3	0.41		2	0.27		3	0.41		73	9.96		3	0.41		0	0.00		0	0.00		3	0.41		40	5.46		13	1.77		0	0.00		53	7.23		0	0.00		1	0.14		0	0.00		1	0.14		542	73.94		25	3.41		2	0.27		0	0.00		0	0.00		569	77.63		0	0.00		1	0.14		0	0.00		1	0.14		0	0.00		0	0.00		0	0.00		0	0.00		1	0.14		0	0.00		0	0.00		1	0.14		20	2.73		10	1.36		0	0.00		0	0.00		0	0.00		30	4.09		1	0.14		0	0.00		1	0.14		2	0.27		733	96.83		24	3.17		757	0.93																																																																																																									
Kirton Point		504	32.29		18	1.15		4	0.26		4	0.26		530	33.95		35	2.24		8	0.51		1	0.06		44	2.82		86	5.51		15	0.96		1	0.06		102	6.53		0	0.00		0	0.00		0	0.00		0	0.00		733	46.96		29	1.86		0	0.00		1	0.06		0	0.00		763	48.88		0	0.00		0	0.00		1	0.06		1	0.06		0	0.00		1	0.06		1	0.06		2	0.13		3	0.19		0	0.00		0	0.00		3	0.19		97	6.21		18	1.15		0	0.00		0	0.00		0	0.00		115	7.37		0	0.00		0	0.00		1	0.06		1	0.06		1561	97.38		42	2.62		1603	1.97																																																																																																									
Laura		84	17.36		4	0.83		0	0.00		1	0.21		89	18.39		17	3.51		5	1.03		0	0.00		22	4.55		28	5.79		14	2.89		0	0.00		42	8.68		0	0.00		0	0.00		0	0.00		0	0.00		285	58.88		7	1.45		0	0.00		0	0.00		0	0.00		292	60.33		0	0.00		0	0.00		1	0.21		1	0.21		0	0.00		1	0.21		0	0.00		1	0.21		0	0.00		0	0.00		0	0.00		0	0.00		26	5.37		11	2.27		0	0.00		0	0.00		0	0.00		37	7.64		0	0.00		0	0.00		0	0.00		0	0.00		484	96.80		16	3.20		500	0.61																																																																																																									
