Senate - 2001 Election: South Australia																																																																																																																																																																																																																																																											
First Preference Votes by Candidate																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Barker (87836)																																																																																																																																																																																																																																																											
	   	 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
Kingscote		224	17.19		21	1.61		1	0.08		0	0.00		246	18.88		32	2.46		12	0.92		1	0.08		45	3.45		73	5.60		13	1.00		1	0.08		87	6.68		3	0.23		2	0.15		1	0.08		6	0.46		711	54.57		16	1.23		0	0.00		3	0.23		0	0.00		730	56.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.15		0	0.00		0	0.00		2	0.15		154	11.82		29	2.23		1	0.08		0	0.00		1	0.08		185	14.20		2	0.15		0	0.00		0	0.00		2	0.15		1303	96.38		49	3.62		1352	1.60																																																																																																									
Kingston		234	17.79		7	0.53		0	0.00		10	0.76		251	19.09		17	1.29		6	0.46		0	0.00		23	1.75		93	7.07		18	1.37		0	0.00		111	8.44		2	0.15		0	0.00		0	0.00		2	0.15		810	61.60		34	2.59		4	0.30		5	0.38		2	0.15		855	65.02		1	0.08		0	0.00		0	0.00		1	0.08		0	0.00		1	0.08		0	0.00		1	0.08		2	0.15		1	0.08		0	0.00		3	0.23		50	3.80		17	1.29		0	0.00		0	0.00		0	0.00		67	5.10		1	0.08		0	0.00		0	0.00		1	0.08		1315	96.62		46	3.38		1361	1.61																																																																																																									
Kongorong		44	17.25		1	0.39		1	0.39		0	0.00		46	18.04		7	2.75		0	0.00		0	0.00		7	2.75		16	6.27		4	1.57		0	0.00		20	7.84		0	0.00		0	0.00		0	0.00		0	0.00		161	63.14		3	1.18		1	0.39		0	0.00		1	0.39		166	65.10		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	5.49		2	0.78		0	0.00		0	0.00		0	0.00		16	6.27		0	0.00		0	0.00		0	0.00		0	0.00		255	95.51		12	4.49		267	0.32																																																																																																									
Kybybolite		16	18.60		3	3.49		0	0.00		0	0.00		19	22.09		2	2.33		0	0.00		0	0.00		2	2.33		5	5.81		2	2.33		0	0.00		7	8.14		0	0.00		0	0.00		0	0.00		0	0.00		52	60.47		2	2.33		0	0.00		0	0.00		0	0.00		54	62.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	2.33		1	1.16		0	0.00		0	0.00		1	1.16		4	4.65		0	0.00		0	0.00		0	0.00		0	0.00		86	97.73		2	2.27		88	0.10																																																																																																									
Lameroo		61	11.47		2	0.38		0	0.00		4	0.75		67	12.59		10	1.88		2	0.38		0	0.00		12	2.26		15	2.82		8	1.50		0	0.00		23	4.32		0	0.00		0	0.00		0	0.00		0	0.00		385	72.37		13	2.44		2	0.38		2	0.38		0	0.00		402	75.56		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		25	4.70		3	0.56		0	0.00		0	0.00		0	0.00		28	5.26		0	0.00		0	0.00		0	0.00		0	0.00		532	95.51		25	4.49		557	0.66																																																																																																									
Lucindale		47	8.87		8	1.51		0	0.00		0	0.00		55	10.38		10	1.89		1	0.19		0	0.00		11	2.08		29	5.47		3	0.57		1	0.19		33	6.23		1	0.19		0	0.00		0	0.00		1	0.19		375	70.75		17	3.21		6	1.13		0	0.00		0	0.00		398	75.09		1	0.19		0	0.00		0	0.00		1	0.19		1	0.19		0	0.00		0	0.00		1	0.19		0	0.00		0	0.00		0	0.00		0	0.00		22	4.15		7	1.32		0	0.00		0	0.00		0	0.00		29	5.47		0	0.00		0	0.00		1	0.19		1	0.19		530	97.79		12	2.21		542	0.64																																																																																																									
Mannum		545	29.95		17	0.93		4	0.22		10	0.55		576	31.65		31	1.70		12	0.66		0	0.00		43	2.36		136	7.47		17	0.93		1	0.05		154	8.46		0	0.00		0	0.00		0	0.00		0	0.00		840	46.15		20	1.10		2	0.11		1	0.05		1	0.05		864	47.47		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1	0.05		0	0.00		2	0.11		3	0.16		1	0.05		0	0.00		4	0.22		152	8.35		21	1.15		2	0.11		0	0.00		0	0.00		175	9.62		2	0.11		0	0.00		0	0.00		2	0.11		1820	96.45		67	3.55		1887	2.23																																																																																																									
Meningie		128	15.42		2	0.24		0	0.00		1	0.12		131	15.78		21	2.53		2	0.24		0	0.00		23	2.77		54	6.51		7	0.84		0	0.00		61	7.35		1	0.12		0	0.00		0	0.00		1	0.12		565	68.07		23	2.77		1	0.12		1	0.12		0	0.00		590	71.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.24		0	0.00		2	0.24		0	0.00		0	0.00		0	0.00		0	0.00		18	2.17		3	0.36		0	0.00		0	0.00		1	0.12		22	2.65		0	0.00		0	0.00		0	0.00		0	0.00		830	96.40		31	3.60		861	1.02																																																																																																									
Middleton		131	20.73		9	1.42		2	0.32		4	0.63		146	23.10		39	6.17		13	2.06		0	0.00		52	8.23		29	4.59		9	1.42		0	0.00		38	6.01		0	0.00		1	0.16		0	0.00		1	0.16		294	46.52		6	0.95		0	0.00		0	0.00		0	0.00		300	47.47		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.16		0	0.00		0	0.00		1	0.16		82	12.97		12	1.90		0	0.00		0	0.00		0	0.00		94	14.87		0	0.00		0	0.00		0	0.00		0	0.00		632	96.05		26	3.95		658	0.78																																																																																																									
Milang		100	17.18		5	0.86		1	0.17		3	0.52		109	18.73		18	3.09		13	2.23		1	0.17		32	5.50		29	4.98		2	0.34		0	0.00		31	5.33		0	0.00		0	0.00		0	0.00		0	0.00		347	59.62		11	1.89		0	0.00		2	0.34		1	0.17		361	62.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.17		0	0.00		1	0.17		1	0.17		1	0.17		0	0.00		2	0.34		32	5.50		12	2.06		0	0.00		0	0.00		0	0.00		44	7.56		1	0.17		0	0.00		1	0.17		2	0.34		582	97.65		14	2.35		596	0.70																																																																																																									
Mil Lel		22	11.40		0	0.00		0	0.00		0	0.00		22	11.40		3	1.55		2	1.04		0	0.00		5	2.59		14	7.25		3	1.55		0	0.00		17	8.81		0	0.00		1	0.52		0	0.00		1	0.52		129	66.84		7	3.63		0	0.00		0	0.00		0	0.00		136	70.47		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		10	5.18		2	1.04		0	0.00		0	0.00		0	0.00		12	6.22		0	0.00		0	0.00		0	0.00		0	0.00		193	96.02		8	3.98		201	0.24																																																																																																									
Millicent		705	31.96		15	0.68		1	0.05		9	0.41		730	33.09		49	2.22		8	0.36		0	0.00		57	2.58		124	5.62		17	0.77		1	0.05		142	6.44		3	0.14		0	0.00		1	0.05		4	0.18		1079	48.91		31	1.41		5	0.23		0	0.00		0	0.00		1115	50.54		0	0.00		1	0.05		0	0.00		1	0.05		1	0.05		0	0.00		0	0.00		1	0.05		9	0.41		1	0.05		0	0.00		10	0.45		115	5.21		28	1.27		1	0.05		0	0.00		0	0.00		144	6.53		1	0.05		0	0.00		1	0.05		2	0.09		2206	97.05		67	2.95		2273	2.68																																																																																																									
Millicent South		353	36.32		8	0.82		2	0.21		2	0.21		365	37.55		27	2.78		6	0.62		1	0.10		34	3.50		63	6.48		5	0.51		0	0.00		68	7.00		1	0.10		0	0.00		0	0.00		1	0.10		426	43.83		7	0.72		1	0.10		0	0.00		2	0.21		436	44.86		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	0.51		0	0.00		0	0.00		5	0.51		55	5.66		8	0.82		0	0.00		0	0.00		0	0.00		63	6.48		0	0.00		0	0.00		0	0.00		0	0.00		972	96.81		32	3.19		1004	1.18																																																																																																									
Moorak		48	12.21		0	0.00		0	0.00		1	0.25		49	12.47		6	1.53		2	0.51		0	0.00		8	2.04		22	5.60		3	0.76		0	0.00		25	6.36		1	0.25		0	0.00		0	0.00		1	0.25		278	70.74		4	1.02		0	0.00		0	0.00		0	0.00		282	71.76		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.25		0	0.00		0	0.00		1	0.25		21	5.34		5	1.27		0	0.00		0	0.00		0	0.00		26	6.62		0	0.00		0	0.00		1	0.25		1	0.25		393	96.56		14	3.44		407	0.48																																																																																																									
Mount Burr		120	39.22		3	0.98		1	0.33		1	0.33		125	40.85		6	1.96		1	0.33		0	0.00		7	2.29		18	5.88		1	0.33		0	0.00		19	6.21		1	0.33		0	0.00		0	0.00		1	0.33		126	41.18		4	1.31		2	0.65		0	0.00		0	0.00		132	43.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.33		0	0.00		1	0.33		0	0.00		0	0.00		0	0.00		0	0.00		18	5.88		3	0.98		0	0.00		0	0.00		0	0.00		21	6.86		0	0.00		0	0.00		0	0.00		0	0.00		306	96.53		11	3.47		317	0.37																																																																																																									
Mount Compass		171	18.73		14	1.53		0	0.00		3	0.33		188	20.59		31	3.40		14	1.53		0	0.00		45	4.93		42	4.60		12	1.31		1	0.11		55	6.02		0	0.00		1	0.11		0	0.00		1	0.11		454	49.73		16	1.75		1	0.11		5	0.55		0	0.00		476	52.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.33		0	0.00		0	0.00		3	0.33		107	11.72		32	3.50		0	0.00		1	0.11		0	0.00		140	15.33		4	0.44		1	0.11		0	0.00		5	0.55		913	97.54		23	2.46		936	1.10																																																																																																									
Mount Gambier		849	26.97		23	0.73		1	0.03		14	0.44		887	28.18		70	2.22		28	0.89		1	0.03		99	3.14		92	2.92		14	0.44		0	0.00		106	3.37		5	0.16		0	0.00		1	0.03		6	0.19		1704	54.13		38	1.21		2	0.06		4	0.13		1	0.03		1749	55.56		2	0.06		0	0.00		1	0.03		3	0.10		2	0.06		0	0.00		1	0.03		3	0.10		7	0.22		1	0.03		0	0.00		8	0.25		284	9.02		0	0.00		0	0.00		0	0.00		0	0.00		284	9.02		3	0.10		0	0.00		0	0.00		3	0.10		3148	96.86		102	3.14		3250	3.83																																																																																																									
Mount Gambier East		1176	39.80		21	0.71		6	0.20		11	0.37		1214	41.08		86	2.91		6	0.20		1	0.03		93	3.15		185	6.26		16	0.54		0	0.00		201	6.80		2	0.07		0	0.00		0	0.00		2	0.07		1163	39.36		28	0.95		0	0.00		1	0.03		3	0.10		1195	40.44		0	0.00		0	0.00		0	0.00		0	0.00		2	0.07		0	0.00		1	0.03		3	0.10		10	0.34		1	0.03		0	0.00		11	0.37		196	6.63		34	1.15		1	0.03		0	0.00		1	0.03		232	7.85		2	0.07		0	0.00		2	0.07		4	0.14		2955	96.13		119	3.87		3074	3.63																																																																																																									
Mount Gambier North		728	36.13		11	0.55		2	0.10		3	0.15		744	36.92		54	2.68		6	0.30		0	0.00		60	2.98		135	6.70		6	0.30		0	0.00		141	7.00		4	0.20		2	0.10		0	0.00		6	0.30		873	43.33		14	0.69		1	0.05		3	0.15		0	0.00		891	44.22		0	0.00		0	0.00		0	0.00		0	0.00		2	0.10		0	0.00		0	0.00		2	0.10		5	0.25		0	0.00		0	0.00		5	0.25		143	7.10		21	1.04		0	0.00		0	0.00		0	0.00		164	8.14		1	0.05		1	0.05		0	0.00		2	0.10		2015	96.64		70	3.36		2085	2.46																																																																																																									
Mount Gambier Park		674	31.15		12	0.55		2	0.09		4	0.18		692	31.98		38	1.76		7	0.32		1	0.05		46	2.13		94	4.34		14	0.65		2	0.09		110	5.08		4	0.18		0	0.00		0	0.00		4	0.18		1077	49.77		10	0.46		1	0.05		1	0.05		1	0.05		1090	50.37		1	0.05		0	0.00		0	0.00		1	0.05		1	0.05		0	0.00		0	0.00		1	0.05		7	0.32		0	0.00		0	0.00		7	0.32		180	8.32		30	1.39		0	0.00		0	0.00		1	0.05		211	9.75		2	0.09		0	0.00		0	0.00		2	0.09		2164	97.70		51	2.30		2215	2.61																																																																																																									
Mount Gambier West		995	31.82		18	0.58		3	0.10		7	0.22		1023	32.72		52	1.66		10	0.32		1	0.03		63	2.01		177	5.66		19	0.61		0	0.00		196	6.27		2	0.06		0	0.00		0	0.00		2	0.06		1529	48.90		28	0.90		0	0.00		4	0.13		2	0.06		1563	49.98		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	0.22		1	0.03		0	0.00		8	0.26		234	7.48		36	1.15		0	0.00		0	0.00		0	0.00		270	8.63		0	0.00		2	0.06		0	0.00		2	0.06		3127	96.57		111	3.43		3238	3.82																																																																																																									
Mundulla		35	9.67		1	0.28		0	0.00		6	1.66		42	11.60		9	2.49		1	0.28		0	0.00		10	2.76		16	4.42		3	0.83		0	0.00		19	5.25		0	0.00		0	0.00		0	0.00		0	0.00		258	71.27		9	2.49		1	0.28		0	0.00		0	0.00		268	74.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.28		0	0.00		0	0.00		1	0.28		14	3.87		8	2.21		0	0.00		0	0.00		0	0.00		22	6.08		0	0.00		0	0.00		0	0.00		0	0.00		362	98.10		7	1.90		369	0.44																																																																																																									
Murray Bridge		529	27.45		19	0.99		2	0.10		7	0.36		557	28.91		36	1.87		10	0.52		1	0.05		47	2.44		162	8.41		21	1.09		1	0.05		184	9.55		1	0.05		0	0.00		0	0.00		1	0.05		898	46.60		27	1.40		6	0.31		0	0.00		0	0.00		931	48.31		0	0.00		2	0.10		0	0.00		2	0.10		0	0.00		0	0.00		0	0.00		0	0.00		3	0.16		0	0.00		0	0.00		3	0.16		166	8.61		28	1.45		5	0.26		0	0.00		1	0.05		200	10.38		1	0.05		0	0.00		1	0.05		2	0.10		1927	94.79		106	5.21		2033	2.40																																																																																																									
Murray Bridge East		231	18.30		5	0.40		0	0.00		5	0.40		241	19.10		29	2.30		9	0.71		1	0.08		39	3.09		75	5.94		9	0.71		1	0.08		85	6.74		1	0.08		1	0.08		0	0.00		2	0.16		736	58.32		19	1.51		7	0.55		0	0.00		1	0.08		763	60.46		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		1	0.08		0	0.00		2	0.16		110	8.72		18	1.43		0	0.00		0	0.00		1	0.08		129	10.22		0	0.00		0	0.00		1	0.08		1	0.08		1262	96.70		43	3.30		1305	1.54																																																																																																									
Murray Bridge South		890	31.47		23	0.81		3	0.11		14	0.50		930	32.89		62	2.19		7	0.25		0	0.00		69	2.44		184	6.51		12	0.42		0	0.00		196	6.93		3	0.11		0	0.00		0	0.00		3	0.11		1283	45.37		36	1.27		1	0.04		2	0.07		0	0.00		1322	46.75		2	0.07		3	0.11		0	0.00		5	0.18		3	0.11		0	0.00		0	0.00		3	0.11		9	0.32		2	0.07		0	0.00		11	0.39		256	9.05		26	0.92		3	0.11		0	0.00		0	0.00		285	10.08		2	0.07		0	0.00		2	0.07		4	0.14		2828	96.68		97	3.32		2925	3.45																																																																																																									
Murray Bridge West		536	24.19		20	0.90		0	0.00		17	0.77		573	25.86		23	1.04		5	0.23		0	0.00		28	1.26		135	6.09		18	0.81		1	0.05		154	6.95		2	0.09		0	0.00		0	0.00		2	0.09		1217	54.92		41	1.85		2	0.09		0	0.00		0	0.00		1260	56.86		1	0.05		3	0.14		0	0.00		4	0.18		1	0.05		1	0.05		1	0.05		3	0.14		8	0.36		0	0.00		0	0.00		8	0.36		161	7.27		20	0.90		1	0.05		0	0.00		0	0.00		182	8.21		1	0.05		0	0.00		1	0.05		2	0.09		2216	96.56		79	3.44		2295	2.71																																																																																																									
Mypolonga		59	17.61		3	0.90		1	0.30		0	0.00		63	18.81		8	2.39		1	0.30		0	0.00		9	2.69		19	5.67		6	1.79		0	0.00		25	7.46		1	0.30		0	0.00		0	0.00		1	0.30		197	58.81		10	2.99		1	0.30		0	0.00		0	0.00		208	62.09		2	0.60		0	0.00		0	0.00		2	0.60		0	0.00		0	0.00		0	0.00		0	0.00		1	0.30		1	0.30		0	0.00		2	0.60		22	6.57		3	0.90		0	0.00		0	0.00		0	0.00		25	7.46		0	0.00		0	0.00		0	0.00		0	0.00		335	98.24		6	1.76		341	0.40																																																																																																									
Myponga		66	16.62		3	0.76		4	1.01		4	1.01		77	19.40		11	2.77		4	1.01		0	0.00		15	3.78		14	3.53		3	0.76		0	0.00		17	4.28		0	0.00		0	0.00		0	0.00		0	0.00		228	57.43		11	2.77		0	0.00		1	0.25		0	0.00		240	60.45		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.25		1	0.25		0	0.00		2	0.50		40	10.08		6	1.51		0	0.00		0	0.00		0	0.00		46	11.59		0	0.00		0	0.00		0	0.00		0	0.00		397	98.02		8	1.98		405	0.48																																																																																																									
Nangula		31	18.34		2	1.18		0	0.00		1	0.59		34	20.12		2	1.18		0	0.00		0	0.00		2	1.18		13	7.69		3	1.78		0	0.00		16	9.47		1	0.59		0	0.00		0	0.00		1	0.59		103	60.95		1	0.59		0	0.00		0	0.00		0	0.00		104	61.54		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		9	5.33		3	1.78		0	0.00		0	0.00		0	0.00		12	7.10		0	0.00		0	0.00		0	0.00		0	0.00		169	97.13		5	2.87		174	0.21																																																																																																									
Nangwarry		165	51.08		2	0.62		0	0.00		1	0.31		168	52.01		4	1.24		0	0.00		0	0.00		4	1.24		38	11.76		1	0.31		0	0.00		39	12.07		0	0.00		0	0.00		0	0.00		0	0.00		89	27.55		3	0.93		0	0.00		1	0.31		0	0.00		93	28.79		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.31		0	0.00		0	0.00		1	0.31		15	4.64		3	0.93		0	0.00		0	0.00		0	0.00		18	5.57		0	0.00		0	0.00		0	0.00		0	0.00		323	97.00		10	3.00		333	0.39																																																																																																									
Naracoorte		386	18.76		16	0.78		0	0.00		17	0.83		419	20.36		41	1.99		8	0.39		0	0.00		49	2.38		106	5.15		24	1.17		0	0.00		130	6.32		2	0.10		0	0.00		1	0.05		3	0.15		1251	60.79		47	2.28		3	0.15		2	0.10		4	0.19		1307	63.51		0	0.00		0	0.00		0	0.00		0	0.00		2	0.10		0	0.00		0	0.00		2	0.10		2	0.10		2	0.10		1	0.05		5	0.24		121	5.88		16	0.78		1	0.05		0	0.00		1	0.05		139	6.75		2	0.10		0	0.00		2	0.10		4	0.19		2058	96.67		71	3.33		2129	2.51																																																																																																									
Naracoorte South		344	22.19		7	0.45		2	0.13		3	0.19		356	22.97		36	2.32		8	0.52		0	0.00		44	2.84		80	5.16		11	0.71		1	0.06		92	5.94		3	0.19		0	0.00		0	0.00		3	0.19		934	60.26		15	0.97		3	0.19		0	0.00		2	0.13		954	61.55		5	0.32		1	0.06		0	0.00		6	0.39		0	0.00		1	0.06		0	0.00		1	0.06		1	0.06		1	0.06		0	0.00		2	0.13		74	4.77		17	1.10		0	0.00		0	0.00		0	0.00		91	5.87		1	0.06		0	0.00		0	0.00		1	0.06		1550	97.48		40	2.52		1590	1.88																																																																																																									
Narrung		20	22.99		2	2.30		1	1.15		2	2.30		25	28.74		7	8.05		0	0.00		0	0.00		7	8.05		3	3.45		1	1.15		0	0.00		4	4.60		0	0.00		0	0.00		0	0.00		0	0.00		40	45.98		3	3.45		0	0.00		0	0.00		0	0.00		43	49.43		1	1.15		0	0.00		0	0.00		1	1.15		0	0.00		0	0.00		0	0.00		0	0.00		1	1.15		0	0.00		0	0.00		1	1.15		6	6.90		0	0.00		0	0.00		0	0.00		0	0.00		6	6.90		0	0.00		0	0.00		0	0.00		0	0.00		87	98.86		1	1.14		88	0.10																																																																																																									
Nildottie		17	10.37		0	0.00		0	0.00		0	0.00		17	10.37		2	1.22		0	0.00		0	0.00		2	1.22		15	9.15		4	2.44		0	0.00		19	11.59		0	0.00		0	0.00		0	0.00		0	0.00		114	69.51		5	3.05		0	0.00		0	0.00		1	0.61		120	73.17		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	1.83		3	1.83		0	0.00		0	0.00		0	0.00		6	3.66		0	0.00		0	0.00		0	0.00		0	0.00		164	95.91		7	4.09		171	0.20																																																																																																									
O B Flat		35	18.32		1	0.52		0	0.00		1	0.52		37	19.37		5	2.62		1	0.52		1	0.52		7	3.66		12	6.28		3	1.57		0	0.00		15	7.85		0	0.00		0	0.00		0	0.00		0	0.00		117	61.26		4	2.09		0	0.00		0	0.00		0	0.00		121	63.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.52		1	0.52		0	0.00		0	0.00		0	0.00		0	0.00		10	5.24		0	0.00		0	0.00		0	0.00		0	0.00		10	5.24		0	0.00		0	0.00		0	0.00		0	0.00		191	96.46		7	3.54		198	0.23																																																																																																									
Padthaway		15	4.82		1	0.32		1	0.32		0	0.00		17	5.47		4	1.29		0	0.00		0	0.00		4	1.29		24	7.72		4	1.29		0	0.00		28	9.00		0	0.00		0	0.00		0	0.00		0	0.00		221	71.06		16	5.14		1	0.32		4	1.29		0	0.00		242	77.81		0	0.00		0	0.00		0	0.00		0	0.00		1	0.32		0	0.00		0	0.00		1	0.32		0	0.00		0	0.00		0	0.00		0	0.00		14	4.50		3	0.96		0	0.00		0	0.00		0	0.00		17	5.47		1	0.32		0	0.00		1	0.32		2	0.64		311	96.28		12	3.72		323	0.38																																																																																																									
Parawa		12	11.54		0	0.00		0	0.00		0	0.00		12	11.54		3	2.88		1	0.96		0	0.00		4	3.85		2	1.92		2	1.92		0	0.00		4	3.85		0	0.00		0	0.00		0	0.00		0	0.00		73	70.19		4	3.85		0	0.00		0	0.00		0	0.00		77	74.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	4.81		1	0.96		0	0.00		0	0.00		0	0.00		6	5.77		1	0.96		0	0.00		0	0.00		1	0.96		104	98.11		2	1.89		106	0.13																																																																																																									
Parilla		6	6.45		0	0.00		0	0.00		1	1.08		7	7.53		0	0.00		0	0.00		0	0.00		0	0.00		7	7.53		0	0.00		0	0.00		7	7.53		0	0.00		0	0.00		0	0.00		0	0.00		76	81.72		3	3.23		0	0.00		0	0.00		0	0.00		79	84.95		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		93	100.00		0	0.00		93	0.11																																																																																																									
Parndana		28	6.85		2	0.49		0	0.00		1	0.24		31	7.58		7	1.71		3	0.73		1	0.24		11	2.69		25	6.11		5	1.22		0	0.00		30	7.33		0	0.00		0	0.00		0	0.00		0	0.00		267	65.28		18	4.40		1	0.24		0	0.00		0	0.00		286	69.93		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.49		0	0.00		0	0.00		2	0.49		37	9.05		10	2.44		0	0.00		0	0.00		0	0.00		47	11.49		1	0.24		0	0.00		1	0.24		2	0.49		409	97.38		11	2.62		420	0.50																																																																																																									
Peake		14	8.64		3	1.85		0	0.00		0	0.00		17	10.49		2	1.23		0	0.00		0	0.00		2	1.23		9	5.56		3	1.85		0	0.00		12	7.41		0	0.00		0	0.00		0	0.00		0	0.00		117	72.22		9	5.56		0	0.00		0	0.00		0	0.00		126	77.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	2.47		1	0.62		0	0.00		0	0.00		0	0.00		5	3.09		0	0.00		0	0.00		0	0.00		0	0.00		162	98.78		2	1.22		164	0.19																																																																																																									
Penneshaw		33	10.96		7	2.33		0	0.00		2	0.66		42	13.95		13	4.32		4	1.33		0	0.00		17	5.65		17	5.65		4	1.33		0	0.00		21	6.98		0	0.00		0	0.00		0	0.00		0	0.00		149	49.50		5	1.66		0	0.00		1	0.33		0	0.00		155	51.50		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.66		0	0.00		0	0.00		2	0.66		47	15.61		16	5.32		0	0.00		0	0.00		0	0.00		63	20.93		1	0.33		0	0.00		0	0.00		1	0.33		301	95.25		15	4.75		316	0.37																																																																																																									
Penola		250	21.42		10	0.86		0	0.00		3	0.26		263	22.54		27	2.31		10	0.86		0	0.00		37	3.17		45	3.86		7	0.60		0	0.00		52	4.46		2	0.17		0	0.00		0	0.00		2	0.17		708	60.67		20	1.71		1	0.09		0	0.00		2	0.17		731	62.64		1	0.09		1	0.09		0	0.00		2	0.17		3	0.26		2	0.17		0	0.00		5	0.43		1	0.09		0	0.00		0	0.00		1	0.09		52	4.46		19	1.63		0	0.00		0	0.00		0	0.00		71	6.08		1	0.09		0	0.00		2	0.17		3	0.26		1167	96.53		42	3.47		1209	1.43																																																																																																									
