Senate - 2001 Election: South Australia																																																																																																																																																																																																																																																											
First Preference Votes by Candidate 																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Hindmarsh (84806)																																																																																																																																																																																																																																																											
	   	 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
Park Holme		597	39.46		15	0.99		3	0.20		14	0.93		629	41.57		37	2.45		15	0.99		0	0.00		52	3.44		40	2.64		5	0.33		0	0.00		45	2.97		2	0.13		0	0.00		0	0.00		2	0.13		586	38.73		14	0.93		0	0.00		4	0.26		1	0.07		605	39.99		2	0.13		0	0.00		0	0.00		2	0.13		0	0.00		1	0.07		0	0.00		1	0.07		6	0.40		0	0.00		0	0.00		6	0.40		135	8.92		34	2.25		0	0.00		0	0.00		1	0.07		170	11.24		1	0.07		0	0.00		0	0.00		1	0.07		1513	96.25		59	3.75		1572	1.93																																																																																																									
Park Holme South		602	39.81		20	1.32		3	0.20		9	0.60		634	41.93		44	2.91		12	0.79		0	0.00		56	3.70		45	2.98		14	0.93		0	0.00		59	3.90		2	0.13		0	0.00		0	0.00		2	0.13		568	37.57		17	1.12		1	0.07		3	0.20		1	0.07		590	39.02		2	0.13		0	0.00		0	0.00		2	0.13		0	0.00		0	0.00		0	0.00		0	0.00		2	0.13		0	0.00		0	0.00		2	0.13		139	9.19		25	1.65		0	0.00		1	0.07		0	0.00		165	10.91		2	0.13		0	0.00		0	0.00		2	0.13		1512	96.12		61	3.88		1573	1.93																																																																																																									
Plympton		698	36.35		10	0.52		9	0.47		15	0.78		732	38.13		36	1.88		11	0.57		4	0.21		51	2.66		55	2.86		8	0.42		0	0.00		63	3.28		3	0.16		1	0.05		0	0.00		4	0.21		792	41.25		21	1.09		3	0.16		0	0.00		0	0.00		816	42.50		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		1	0.05		1	0.05		3	0.16		0	0.00		4	0.21		210	10.94		36	1.88		0	0.00		0	0.00		0	0.00		246	12.81		3	0.16		0	0.00		0	0.00		3	0.16		1920	96.43		71	3.57		1991	2.45																																																																																																									
Plympton Park		448	32.61		11	0.80		1	0.07		8	0.58		468	34.06		33	2.40		11	0.80		1	0.07		45	3.28		27	1.97		7	0.51		0	0.00		34	2.47		4	0.29		0	0.00		0	0.00		4	0.29		591	43.01		23	1.67		2	0.15		3	0.22		1	0.07		620	45.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.07		0	0.00		1	0.07		163	11.86		35	2.55		0	0.00		0	0.00		2	0.15		200	14.56		2	0.15		0	0.00		0	0.00		2	0.15		1374	96.56		49	3.44		1423	1.75																																																																																																									
Plympton West		526	36.55		14	0.97		0	0.00		8	0.56		548	38.08		26	1.81		11	0.76		1	0.07		38	2.64		43	2.99		6	0.42		0	0.00		49	3.41		0	0.00		0	0.00		0	0.00		0	0.00		639	44.41		15	1.04		1	0.07		2	0.14		1	0.07		658	45.73		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.07		1	0.07		0	0.00		2	0.14		118	8.20		25	1.74		1	0.07		0	0.00		0	0.00		144	10.01		0	0.00		0	0.00		0	0.00		0	0.00		1439	96.06		59	3.94		1498	1.84																																																																																																									
Richmond		843	42.88		12	0.61		0	0.00		15	0.76		870	44.25		67	3.41		26	1.32		2	0.10		95	4.83		52	2.64		9	0.46		1	0.05		62	3.15		1	0.05		1	0.05		0	0.00		2	0.10		686	34.89		22	1.12		0	0.00		2	0.10		2	0.10		712	36.22		2	0.10		0	0.00		0	0.00		2	0.10		1	0.05		0	0.00		0	0.00		1	0.05		0	0.00		1	0.05		0	0.00		1	0.05		183	9.31		35	1.78		1	0.05		0	0.00		0	0.00		219	11.14		0	0.00		0	0.00		2	0.10		2	0.10		1966	95.95		83	4.05		2049	2.52																																																																																																									
Somerton Park East		388	28.45		16	1.17		0	0.00		8	0.59		412	30.21		32	2.35		10	0.73		0	0.00		42	3.08		34	2.49		19	1.39		0	0.00		53	3.89		1	0.07		0	0.00		0	0.00		1	0.07		672	49.27		22	1.61		0	0.00		0	0.00		0	0.00		694	50.88		0	0.00		1	0.07		0	0.00		1	0.07		1	0.07		0	0.00		0	0.00		1	0.07		1	0.07		0	0.00		0	0.00		1	0.07		127	9.31		27	1.98		0	0.00		3	0.22		0	0.00		157	11.51		1	0.07		0	0.00		1	0.07		2	0.15		1364	95.59		63	4.41		1427	1.75																																																																																																									
South Plympton		443	33.95		23	1.76		1	0.08		10	0.77		477	36.55		25	1.92		17	1.30		1	0.08		43	3.30		35	2.68		8	0.61		0	0.00		43	3.30		0	0.00		1	0.08		0	0.00		1	0.08		523	40.08		13	1.00		0	0.00		1	0.08		2	0.15		539	41.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.23		0	0.00		3	0.23		0	0.00		0	0.00		0	0.00		0	0.00		144	11.03		50	3.83		2	0.15		0	0.00		1	0.08		197	15.10		2	0.15		0	0.00		0	0.00		2	0.15		1305	96.31		50	3.69		1355	1.66																																																																																																									
Torrensville		808	49.51		28	1.72		3	0.18		4	0.25		843	51.65		67	4.11		39	2.39		2	0.12		108	6.62		25	1.53		9	0.55		0	0.00		34	2.08		1	0.06		1	0.06		2	0.12		4	0.25		419	25.67		13	0.80		0	0.00		1	0.06		1	0.06		434	26.59		0	0.00		1	0.06		0	0.00		1	0.06		1	0.06		0	0.00		0	0.00		1	0.06		4	0.25		0	0.00		0	0.00		4	0.25		162	9.93		39	2.39		1	0.06		1	0.06		0	0.00		203	12.44		0	0.00		0	0.00		0	0.00		0	0.00		1632	95.38		79	4.62		1711	2.10																																																																																																									
West Beach		718	29.00		24	0.97		1	0.04		21	0.85		764	30.86		70	2.83		11	0.44		7	0.28		88	3.55		49	1.98		17	0.69		0	0.00		66	2.67		0	0.00		0	0.00		0	0.00		0	0.00		1238	50.00		45	1.82		4	0.16		1	0.04		0	0.00		1288	52.02		0	0.00		0	0.00		1	0.04		1	0.04		0	0.00		1	0.04		0	0.00		1	0.04		0	0.00		2	0.08		0	0.00		2	0.08		208	8.40		51	2.06		2	0.08		1	0.04		1	0.04		263	10.62		1	0.04		0	0.00		2	0.08		3	0.12		2476	97.44		65	2.56		2541	3.12																																																																																																											
West Richmond		444	49.72		13	1.46		2	0.22		1	0.11		460	51.51		19	2.13		8	0.90		0	0.00		27	3.02		26	2.91		4	0.45		0	0.00		30	3.36		0	0.00		1	0.11		0	0.00		1	0.11		280	31.35		6	0.67		0	0.00		0	0.00		0	0.00		286	32.03		3	0.34		0	0.00		0	0.00		3	0.34		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		78	8.73		7	0.78		0	0.00		0	0.00		0	0.00		85	9.52		1	0.11		0	0.00		0	0.00		1	0.11		893	94.60		51	5.40		944	1.16																																																																																																											
Special Hospitals		171	40.62		1	0.24		0	0.00		1	0.24		173	41.09		4	0.95		0	0.00		0	0.00		4	0.95		6	1.43		0	0.00		0	0.00		6	1.43		0	0.00		0	0.00		0	0.00		0	0.00		230	54.63		0	0.00		0	0.00		0	0.00		0	0.00		230	54.63		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	1.66		1	0.24		0	0.00		0	0.00		0	0.00		8	1.90		0	0.00		0	0.00		0	0.00		0	0.00		421	94.82		23	5.18		444	0.55																																																																																																											
Total Ordinary		23150	34.97		688	1.04		84	0.13		386	0.58		24308	36.72		1641	2.48		628	0.95		71	0.11		2340	3.53		1574	2.38		328	0.50		19	0.03		1921	2.90		50	0.08		14	0.02		5	0.01		69	0.10		28581	43.18		849	1.28		45	0.07		74	0.11		40	0.06		29589	44.70		31	0.05		12	0.02		4	0.01		47	0.07		16	0.02		16	0.02		3	0.00		35	0.05		80	0.12		26	0.04		1	0.00		107	0.16		6259	9.46		1409	2.13		35	0.05		12	0.02		14	0.02		7729	11.68		34	0.05		6	0.01		12	0.02		52	0.08		66197	96.32		2530	3.68		68727	84.41																																																																																																											
ABSENT		1733	31.98		60	1.11		10	0.18		28	0.52		1831	33.79		204	3.76		77	1.42		5	0.09		286	5.28		150	2.77		23	0.42		2	0.04		175	3.23		7	0.13		1	0.02		0	0.00		8	0.15		2103	38.81		62	1.14		2	0.04		4	0.07		6	0.11		2177	40.17		1	0.02		2	0.04		0	0.00		3	0.06		2	0.04		1	0.02		0	0.00		3	0.06		8	0.15		1	0.02		1	0.02		10	0.18		740	13.66		174	3.21		3	0.06		1	0.02		0	0.00		918	16.94		4	0.07		2	0.04		2	0.04		8	0.15		5419	98.29		94	1.71		5513	6.77																																																																																																											
POSTAL		1128	30.85		40	1.09		3	0.08		23	0.63		1194	32.66		48	1.31		20	0.55		5	0.14		73	2.00		86	2.35		32	0.88		4	0.11		122	3.34		2	0.05		2	0.05		0	0.00		4	0.11		1863	50.96		65	1.78		7	0.19		2	0.05		2	0.05		1939	53.04		2	0.05		1	0.03		0	0.00		3	0.08		2	0.05		1	0.03		0	0.00		3	0.08		3	0.08		1	0.03		0	0.00		4	0.11		242	6.62		64	1.75		3	0.08		0	0.00		1	0.03		310	8.48		1	0.03		1	0.03		2	0.05		4	0.11		3656	99.27		27	0.73		3683	4.52																																																																																																											
PRE_POLL		816	29.08		34	1.21		5	0.18		14	0.50		869	30.97		100	3.56		32	1.14		4	0.14		136	4.85		63	2.25		14	0.50		1	0.04		78	2.78		2	0.07		1	0.04		0	0.00		3	0.11		1275	45.44		32	1.14		3	0.11		7	0.25		2	0.07		1319	47.01		5	0.18		1	0.04		0	0.00		6	0.21		1	0.04		0	0.00		0	0.00		1	0.04		4	0.14		1	0.04		0	0.00		5	0.18		315	11.23		69	2.46		1	0.04		1	0.04		3	0.11		389	13.86		0	0.00		0	0.00		0	0.00		0	0.00		2806	98.66		38	1.34		2844	3.49																																																																																																											
PROVISIONAL		233	36.93		10	1.58		2	0.32		0	0.00		245	38.83		29	4.60		9	1.43		0	0.00		38	6.02		16	2.54		3	0.48		0	0.00		19	3.01		0	0.00		0	0.00		0	0.00		0	0.00		222	35.18		5	0.79		0	0.00		0	0.00		0	0.00		227	35.97		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		83	13.15		17	2.69		1	0.16		0	0.00		1	0.16		102	16.16		0	0.00		0	0.00		0	0.00		0	0.00		631	96.93		20	3.07		651	0.80																																																																																																											
Division Summary		27060	34.38		832	1.06		104	0.13		451	0.57		28447	36.14		2022	2.57		766	0.97		85	0.11		2873	3.65		1889	2.40		400	0.51		26	0.03		2315	2.94		61	0.08		18	0.02		5	0.01		84	0.11		34044	43.25		1013	1.29		57	0.07		87	0.11		50	0.06		35251	44.79		39	0.05		16	0.02		4	0.01		59	0.07		21	0.03		18	0.02		3	0.00		42	0.05		95	0.12		29	0.04		2	0.00		126	0.16		7639	9.71		1733	2.20		43	0.05		14	0.02		19	0.02		9448	12.00		39	0.05		9	0.01		16	0.02		64	0.08		78709	96.67		2709	3.33		81418	96.00																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
