Senate - 2001 Election: South Australia 																																																																																																																																																																																																																																																											
First Preference Votes by Candidate																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Adelaide (86538)																																																																																																																																																																																																																																																											
	   	 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
Kilburn South		474	55.70		11	1.29		3	0.35		4	0.47		492	57.81		27	3.17		8	0.94		0	0.00		35	4.11		25	2.94		2	0.24		0	0.00		27	3.17		1	0.12		0	0.00		1	0.12		2	0.24		200	23.50		6	0.71		0	0.00		1	0.12		0	0.00		207	24.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.12		0	0.00		0	0.00		1	0.12		69	8.11		17	2.00		0	0.00		1	0.12		0	0.00		87	10.22		0	0.00		0	0.00		0	0.00		0	0.00		851	95.62		39	4.38		890	1.08																																																																																																									
Lower North Adelaide		141	20.89		16	2.37		0	0.00		5	0.74		162	24.00		37	5.48		20	2.96		0	0.00		57	8.44		1	0.15		5	0.74		0	0.00		6	0.89		1	0.15		0	0.00		0	0.00		1	0.15		312	46.22		13	1.93		0	0.00		2	0.30		1	0.15		328	48.59		0	0.00		1	0.15		0	0.00		1	0.15		0	0.00		0	0.00		0	0.00		0	0.00		1	0.15		1	0.15		0	0.00		2	0.30		75	11.11		38	5.63		2	0.30		0	0.00		2	0.30		117	17.33		1	0.15		0	0.00		0	0.00		1	0.15		675	98.40		11	1.60		686	0.83																																																																																																									
Malvern		330	19.30		25	1.46		6	0.35		9	0.53		370	21.64		42	2.46		33	1.93		2	0.12		77	4.50		5	0.29		2	0.12		0	0.00		7	0.41		0	0.00		2	0.12		0	0.00		2	0.12		947	55.38		47	2.75		1	0.06		5	0.29		0	0.00		1000	58.48		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		178	10.41		72	4.21		0	0.00		0	0.00		1	0.06		251	14.68		0	0.00		0	0.00		2	0.12		2	0.12		1710	98.28		30	1.72		1740	2.11																																																																																																									
Marden West (Adelaide)		62	29.81		2	0.96		0	0.00		2	0.96		66	31.73		7	3.37		4	1.92		0	0.00		11	5.29		4	1.92		3	1.44		0	0.00		7	3.37		0	0.00		0	0.00		0	0.00		0	0.00		84	40.38		3	1.44		0	0.00		1	0.48		0	0.00		88	42.31		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.48		0	0.00		0	0.00		1	0.48		26	12.50		9	4.33		0	0.00		0	0.00		0	0.00		35	16.83		0	0.00		0	0.00		0	0.00		0	0.00		208	95.41		10	4.59		218	0.26																																																																																																									
Mile End (Adelaide)		805	43.56		31	1.68		6	0.32		14	0.76		856	46.32		78	4.22		56	3.03		10	0.54		144	7.79		22	1.19		7	0.38		0	0.00		29	1.57		1	0.05		1	0.05		0	0.00		2	0.11		469	25.38		16	0.87		0	0.00		2	0.11		0	0.00		487	26.35		1	0.05		1	0.05		0	0.00		2	0.11		6	0.32		0	0.00		0	0.00		6	0.32		0	0.00		1	0.05		0	0.00		1	0.05		240	12.99		77	4.17		0	0.00		1	0.05		1	0.05		319	17.26		2	0.11		0	0.00		0	0.00		2	0.11		1848	95.16		94	4.84		1942	2.36																																																																																																									
Myrtle Bank		286	17.23		16	0.96		3	0.18		15	0.90		320	19.28		65	3.92		26	1.57		0	0.00		91	5.48		15	0.90		11	0.66		0	0.00		26	1.57		3	0.18		2	0.12		0	0.00		5	0.30		941	56.69		34	2.05		1	0.06		5	0.30		0	0.00		981	59.10		0	0.00		1	0.06		1	0.06		2	0.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		170	10.24		63	3.80		0	0.00		1	0.06		0	0.00		234	14.10		1	0.06		0	0.00		0	0.00		1	0.06		1660	98.22		30	1.78		1690	2.05																																																																																																									
Nailsworth		440	30.49		18	1.25		6	0.42		13	0.90		477	33.06		41	2.84		33	2.29		1	0.07		75	5.20		20	1.39		7	0.49		0	0.00		27	1.87		0	0.00		0	0.00		0	0.00		0	0.00		558	38.67		28	1.94		1	0.07		2	0.14		0	0.00		589	40.82		1	0.07		1	0.07		0	0.00		2	0.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		197	13.65		70	4.85		3	0.21		1	0.07		0	0.00		271	18.78		1	0.07		0	0.00		1	0.07		2	0.14		1443	97.11		43	2.89		1486	1.81																																																																																																									
North Adelaide		455	17.57		34	1.31		9	0.35		33	1.27		531	20.50		101	3.90		69	2.66		3	0.12		173	6.68		25	0.97		8	0.31		0	0.00		33	1.27		6	0.23		3	0.12		1	0.04		10	0.39		1326	51.20		61	2.36		5	0.19		5	0.19		3	0.12		1400	54.05		0	0.00		2	0.08		0	0.00		2	0.08		0	0.00		2	0.08		1	0.04		3	0.12		5	0.19		1	0.04		1	0.04		7	0.27		289	11.16		133	5.14		1	0.04		2	0.08		5	0.19		430	16.60		1	0.04		0	0.00		0	0.00		1	0.04		2590	97.48		67	2.52		2657	3.23																																																																																																									
Northfield		567	51.08		20	1.80		4	0.36		6	0.54		597	53.78		25	2.25		6	0.54		0	0.00		31	2.79		50	4.50		9	0.81		0	0.00		59	5.32		2	0.18		0	0.00		0	0.00		2	0.18		293	26.40		3	0.27		0	0.00		0	0.00		1	0.09		297	26.76		2	0.18		0	0.00		0	0.00		2	0.18		1	0.09		0	0.00		0	0.00		1	0.09		2	0.18		0	0.00		0	0.00		2	0.18		93	8.38		25	2.25		0	0.00		0	0.00		1	0.09		119	10.72		0	0.00		0	0.00		0	0.00		0	0.00		1110	96.02		46	3.98		1156	1.40																																																																																																									
Northfield South		577	40.69		26	1.83		1	0.07		8	0.56		612	43.16		32	2.26		9	0.63		1	0.07		42	2.96		75	5.29		9	0.63		0	0.00		84	5.92		0	0.00		0	0.00		0	0.00		0	0.00		499	35.19		17	1.20		1	0.07		0	0.00		1	0.07		518	36.53		2	0.14		0	0.00		0	0.00		2	0.14		0	0.00		0	0.00		0	0.00		0	0.00		5	0.35		0	0.00		0	0.00		5	0.35		122	8.60		28	1.97		0	0.00		0	0.00		0	0.00		150	10.58		4	0.28		0	0.00		1	0.07		5	0.35		1418	95.88		61	4.12		1479	1.80																																																																																																									
Parkside East		654	29.21		33	1.47		3	0.13		14	0.63		704	31.44		99	4.42		56	2.50		5	0.22		160	7.15		14	0.63		6	0.27		1	0.04		21	0.94		1	0.04		0	0.00		0	0.00		1	0.04		869	38.81		36	1.61		1	0.04		3	0.13		2	0.09		911	40.69		6	0.27		0	0.00		0	0.00		6	0.27		0	0.00		1	0.04		0	0.00		1	0.04		3	0.13		2	0.09		0	0.00		5	0.22		319	14.25		103	4.60		3	0.13		1	0.04		1	0.04		427	19.07		3	0.13		0	0.00		0	0.00		3	0.13		2239	96.26		87	3.74		2326	2.83																																																																																																									
Prospect		639	35.21		22	1.21		4	0.22		13	0.72		678	37.36		65	3.58		45	2.48		2	0.11		112	6.17		25	1.38		13	0.72		1	0.06		39	2.15		2	0.11		1	0.06		0	0.00		3	0.17		667	36.75		36	1.98		1	0.06		0	0.00		1	0.06		705	38.84		0	0.00		1	0.06		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		6	0.33		0	0.00		0	0.00		6	0.33		196	10.80		66	3.64		5	0.28		0	0.00		0	0.00		267	14.71		4	0.22		0	0.00		0	0.00		4	0.22		1815	95.88		78	4.12		1893	2.30																																																																																																											
Prospect Estate		303	41.74		11	1.52		2	0.28		6	0.83		322	44.35		21	2.89		9	1.24		0	0.00		30	4.13		18	2.48		8	1.10		0	0.00		26	3.58		0	0.00		0	0.00		0	0.00		0	0.00		261	35.95		5	0.69		1	0.14		0	0.00		1	0.14		268	36.91		0	0.00		0	0.00		1	0.14		1	0.14		0	0.00		0	0.00		0	0.00		0	0.00		1	0.14		0	0.00		0	0.00		1	0.14		63	8.68		12	1.65		1	0.14		0	0.00		0	0.00		76	10.47		0	0.00		0	0.00		2	0.28		2	0.28		726	95.78		32	4.22		758	0.92																																																																																																											
Prospect North		734	37.95		17	0.88		5	0.26		8	0.41		764	39.50		59	3.05		19	0.98		2	0.10		80	4.14		46	2.38		17	0.88		2	0.10		65	3.36		2	0.10		0	0.00		0	0.00		2	0.10		730	37.75		24	1.24		0	0.00		0	0.00		2	0.10		756	39.09		2	0.10		0	0.00		0	0.00		2	0.10		1	0.05		0	0.00		0	0.00		1	0.05		3	0.16		1	0.05		0	0.00		4	0.21		197	10.19		59	3.05		0	0.00		2	0.10		0	0.00		258	13.34		1	0.05		0	0.00		1	0.05		2	0.10		1934	95.08		100	4.92		2034	2.47																																																																																																											
Prospect South		336	27.25		21	1.70		3	0.24		11	0.89		371	30.09		40	3.24		30	2.43		3	0.24		73	5.92		16	1.30		8	0.65		0	0.00		24	1.95		1	0.08		1	0.08		2	0.16		4	0.32		528	42.82		20	1.62		0	0.00		3	0.24		1	0.08		552	44.77		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		0	0.00		1	0.08		145	11.76		58	4.70		1	0.08		0	0.00		0	0.00		204	16.55		2	0.16		0	0.00		2	0.16		4	0.32		1233	97.55		31	2.45		1264	1.54																																																																																																											
Prospect West		813	33.25		23	0.94		5	0.20		24	0.98		865	35.38		92	3.76		39	1.60		2	0.08		133	5.44		47	1.92		11	0.45		0	0.00		58	2.37		0	0.00		5	0.20		1	0.04		6	0.25		891	36.44		40	1.64		4	0.16		2	0.08		4	0.16		941	38.49		2	0.08		0	0.00		0	0.00		2	0.08		0	0.00		1	0.04		0	0.00		1	0.04		0	0.00		3	0.12		0	0.00		3	0.12		335	13.70		91	3.72		3	0.12		2	0.08		1	0.04		432	17.67		0	0.00		1	0.04		3	0.12		4	0.16		2445	97.41		65	2.59		2510	3.05																																																																																																											
Renown Park		903	50.73		25	1.40		9	0.51		9	0.51		946	53.15		47	2.64		21	1.18		3	0.17		71	3.99		47	2.64		3	0.17		0	0.00		50	2.81		3	0.17		0	0.00		0	0.00		3	0.17		489	27.47		7	0.39		0	0.00		0	0.00		1	0.06		497	27.92		1	0.06		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		4	0.22		0	0.00		0	0.00		4	0.22		164	9.21		42	2.36		1	0.06		1	0.06		0	0.00		208	11.69		0	0.00		0	0.00		0	0.00		0	0.00		1780	95.39		86	4.61		1866	2.27																																																																																																											
St Peters		109	18.41		7	1.18		2	0.34		4	0.68		122	20.61		27	4.56		15	2.53		2	0.34		44	7.43		11	1.86		3	0.51		0	0.00		14	2.36		0	0.00		1	0.17		0	0.00		1	0.17		307	51.86		12	2.03		0	0.00		2	0.34		0	0.00		321	54.22		1	0.17		0	0.00		0	0.00		1	0.17		1	0.17		0	0.00		0	0.00		1	0.17		1	0.17		0	0.00		0	0.00		1	0.17		69	11.66		17	2.87		0	0.00		0	0.00		0	0.00		86	14.53		1	0.17		0	0.00		0	0.00		1	0.17		592	97.69		14	2.31		606	0.74																																																																																																											
St Peters East		435	25.39		31	1.81		3	0.18		13	0.76		482	28.14		67	3.91		32	1.87		2	0.12		101	5.90		28	1.63		5	0.29		1	0.06		34	1.98		2	0.12		0	0.00		0	0.00		2	0.12		778	45.42		34	1.98		1	0.06		8	0.47		3	0.18		824	48.10		2	0.12		0	0.00		0	0.00		2	0.12		0	0.00		0	0.00		0	0.00		0	0.00		2	0.12		0	0.00		0	0.00		2	0.12		189	11.03		75	4.38		2	0.12		0	0.00		0	0.00		266	15.53		0	0.00		0	0.00		0	0.00		0	0.00		1713	96.13		69	3.87		1782	2.16																																																																																																											
Unley		825	28.61		43	1.49		6	0.21		24	0.83		898	31.14		136	4.72		71	2.46		1	0.03		208	7.21		32	1.11		6	0.21		2	0.07		40	1.39		0	0.00		0	0.00		0	0.00		0	0.00		1157	40.12		66	2.29		2	0.07		0	0.00		4	0.14		1229	42.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		1	0.03		8	0.28		1	0.03		1	0.03		10	0.35		355	12.31		137	4.75		0	0.00		0	0.00		3	0.10		495	17.16		2	0.07		0	0.00		1	0.03		3	0.10		2884	96.88		93	3.12		2977	3.62																																																																																																											
Walkerville		409	17.77		23	1.00		3	0.13		14	0.61		449	19.51		74	3.22		41	1.78		4	0.17		119	5.17		24	1.04		10	0.43		1	0.04		35	1.52		2	0.09		0	0.00		1	0.04		3	0.13		1297	56.37		51	2.22		0	0.00		3	0.13		3	0.13		1354	58.84		0	0.00		1	0.04		0	0.00		1	0.04		1	0.04		0	0.00		0	0.00		1	0.04		4	0.17		1	0.04		0	0.00		5	0.22		239	10.39		87	3.78		5	0.22		0	0.00		0	0.00		331	14.39		3	0.13		0	0.00		0	0.00		3	0.13		2301	97.87		50	2.13		2351	2.86																																																																																																											
Walkerville North		208	24.64		6	0.71		0	0.00		7	0.83		221	26.18		36	4.27		9	1.07		1	0.12		46	5.45		10	1.18		7	0.83		0	0.00		17	2.01		0	0.00		0	0.00		0	0.00		0	0.00		435	51.54		21	2.49		0	0.00		3	0.36		0	0.00		459	54.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.12		0	0.00		1	0.12		71	8.41		28	3.32		0	0.00		0	0.00		0	0.00		99	11.73		1	0.12		0	0.00		0	0.00		1	0.12		844	96.68		29	3.32		873	1.06																																																																																																											
Wayville		139	24.39		16	2.81		5	0.88		6	1.05		166	29.12		22	3.86		16	2.81		1	0.18		39	6.84		3	0.53		2	0.35		0	0.00		5	0.88		0	0.00		1	0.18		0	0.00		1	0.18		242	42.46		14	2.46		1	0.18		2	0.35		0	0.00		259	45.44		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.18		0	0.00		1	0.18		1	0.18		1	0.18		0	0.00		2	0.35		64	11.23		32	5.61		0	0.00		0	0.00		1	0.18		97	17.02		0	0.00		0	0.00		0	0.00		0	0.00		570	97.44		15	2.56		585	0.71																																																																																																											
Special Hospitals		218	30.62		1	0.14		1	0.14		0	0.00		220	30.90		6	0.84		2	0.28		0	0.00		8	1.12		14	1.97		2	0.28		0	0.00		16	2.25		4	0.56		0	0.00		0	0.00		4	0.56		436	61.24		5	0.70		0	0.00		0	0.00		0	0.00		441	61.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.14		0	0.00		0	0.00		1	0.14		21	2.95		1	0.14		0	0.00		0	0.00		0	0.00		22	3.09		0	0.00		0	0.00		0	0.00		0	0.00		712	92.23		60	7.77		772	0.94																																																																																																											
Total Ordinary		21321	32.22		990	1.50		169	0.26		528	0.80		23008	34.77		2243	3.39		1293	1.95		75	0.11		3611	5.46		1245	1.88		291	0.44		16	0.02		1552	2.35		63	0.10		53	0.08		13	0.02		129	0.19		26531	40.09		1068	1.61		42	0.06		86	0.13		56	0.08		27783	41.98		31	0.05		15	0.02		3	0.00		49	0.07		15	0.02		5	0.01		6	0.01		26	0.04		96	0.15		25	0.04		3	0.00		124	0.19		7264	10.98		2460	3.72		52	0.08		24	0.04		29	0.04		9829	14.85		41	0.06		2	0.00		23	0.03		66	0.10		66177	96.55		2366	3.45		68543	83.26																																																																																																											
ABSENT		1698	28.74		76	1.29		16	0.27		40	0.68		1830	30.97		272	4.60		119	2.01		5	0.08		396	6.70		107	1.81		22	0.37		2	0.03		131	2.22		5	0.08		5	0.08		0	0.00		10	0.17		2353	39.83		81	1.37		9	0.15		6	0.10		4	0.07		2453	41.52		2	0.03		0	0.00		1	0.02		3	0.05		4	0.07		1	0.02		0	0.00		5	0.08		12	0.20		1	0.02		0	0.00		13	0.22		829	14.03		227	3.84		3	0.05		0	0.00		4	0.07		1063	17.99		4	0.07		0	0.00		0	0.00		4	0.07		5908	98.14		112	1.86		6020	7.31																																																																																																											
POSTAL		1052	28.53		50	1.36		10	0.27		33	0.90		1145	31.06		70	1.90		47	1.27		4	0.11		121	3.28		88	2.39		22	0.60		1	0.03		111	3.01		2	0.05		1	0.03		0	0.00		3	0.08		1821	49.39		86	2.33		5	0.14		5	0.14		4	0.11		1921	52.10		1	0.03		0	0.00		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		8	0.22		1	0.03		0	0.00		9	0.24		254	6.89		109	2.96		4	0.11		2	0.05		1	0.03		370	10.04		4	0.11		0	0.00		2	0.05		6	0.16		3687	98.79		45	1.21		3732	4.53																																																																																																											
PRE_POLL		737	23.40		58	1.84		12	0.38		29	0.92		836	26.54		128	4.06		65	2.06		5	0.16		198	6.29		45	1.43		10	0.32		1	0.03		56	1.78		2	0.06		0	0.00		0	0.00		2	0.06		1404	44.57		55	1.75		4	0.13		11	0.35		10	0.32		1484	47.11		0	0.00		2	0.06		1	0.03		3	0.10		1	0.03		0	0.00		0	0.00		1	0.03		2	0.06		5	0.16		0	0.00		7	0.22		434	13.78		116	3.68		5	0.16		1	0.03		5	0.16		561	17.81		2	0.06		0	0.00		0	0.00		2	0.06		3150	98.84		37	1.16		3187	3.87																																																																																																											
PROVISIONAL		296	36.14		17	2.08		5	0.61		2	0.24		320	39.07		41	5.01		8	0.98		2	0.24		51	6.23		15	1.83		1	0.12		0	0.00		16	1.95		2	0.24		0	0.00		0	0.00		2	0.24		282	34.43		6	0.73		0	0.00		0	0.00		0	0.00		288	35.16		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.12		0	0.00		0	0.00		1	0.12		119	14.53		20	2.44		0	0.00		1	0.12		0	0.00		140	17.09		0	0.00		0	0.00		1	0.12		1	0.12		819	97.38		22	2.62		841	1.02																																																																																																											
Division Summary		25104	31.48		1191	1.49		212	0.27		632	0.79		27139	34.03		2754	3.45		1532	1.92		91	0.11		4377	5.49		1500	1.88		346	0.43		20	0.03		1866	2.34		74	0.09		59	0.07		13	0.02		146	0.18		32391	40.62		1296	1.63		60	0.08		108	0.14		74	0.09		33929	42.55		34	0.04		17	0.02		5	0.01		56	0.07		20	0.03		6	0.01		6	0.01		32	0.04		119	0.15		32	0.04		3	0.00		154	0.19		8900	11.16		2932	3.68		64	0.08		28	0.04		39	0.05		11963	15.00		51	0.06		2	0.00		26	0.03		79	0.10		79741	96.86		2582	3.14		82323	95.13																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
