Senate - 2001 Election: South Australia																																																																																																																																																																																																																																																											
First Preference Votes by Candidate																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Sturt (86359)																																																																																																																																																																																																																																																											
	   	 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
Paradise West		387	36.00		13	1.21		1	0.09		5	0.47		406	37.77		16	1.49		10	0.93		0	0.00		26	2.42		32	2.98		9	0.84		0	0.00		41	3.81		2	0.19		0	0.00		0	0.00		2	0.19		446	41.49		8	0.74		1	0.09		2	0.19		0	0.00		457	42.51		1	0.09		0	0.00		0	0.00		1	0.09		0	0.00		0	0.00		0	0.00		0	0.00		5	0.47		0	0.00		0	0.00		5	0.47		106	9.86		24	2.23		1	0.09		0	0.00		0	0.00		131	12.19		1	0.09		0	0.00		5	0.47		6	0.56		1075	95.47		51	4.53		1126	1.36																																																																																																									
Rose Park		220	17.93		22	1.79		0	0.00		12	0.98		254	20.70		48	3.91		22	1.79		1	0.08		71	5.79		10	0.81		5	0.41		0	0.00		15	1.22		0	0.00		0	0.00		0	0.00		0	0.00		642	52.32		35	2.85		0	0.00		3	0.24		0	0.00		680	55.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		1	0.08		0	0.00		2	0.16		148	12.06		48	3.91		1	0.08		4	0.33		1	0.08		202	16.46		2	0.16		0	0.00		1	0.08		3	0.24		1227	98.79		15	1.21		1242	1.50																																																																																																									
St Morris		412	33.63		12	0.98		4	0.33		7	0.57		435	35.51		40	3.27		19	1.55		1	0.08		60	4.90		40	3.27		14	1.14		0	0.00		54	4.41		2	0.16		0	0.00		0	0.00		2	0.16		462	37.71		30	2.45		1	0.08		3	0.24		1	0.08		497	40.57		1	0.08		0	0.00		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		0	0.00		2	0.16		0	0.00		0	0.00		2	0.16		129	10.53		40	3.27		1	0.08		0	0.00		2	0.16		172	14.04		1	0.08		1	0.08		0	0.00		2	0.16		1225	95.78		54	4.22		1279	1.55																																																																																																									
Stonyfell		277	14.46		15	0.78		0	0.00		10	0.52		302	15.77		31	1.62		22	1.15		1	0.05		54	2.82		18	0.94		9	0.47		0	0.00		27	1.41		1	0.05		0	0.00		0	0.00		1	0.05		1237	64.60		45	2.35		1	0.05		6	0.31		2	0.10		1291	67.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		0	0.00		1	0.05		4	0.21		1	0.05		0	0.00		5	0.26		171	8.93		59	3.08		2	0.10		0	0.00		1	0.05		233	12.17		1	0.05		0	0.00		0	0.00		1	0.05		1915	96.96		60	3.04		1975	2.39																																																																																																									
Toorak Gardens		276	16.39		24	1.43		4	0.24		12	0.71		316	18.76		42	2.49		29	1.72		1	0.06		72	4.28		13	0.77		3	0.18		0	0.00		16	0.95		3	0.18		0	0.00		0	0.00		3	0.18		956	56.77		39	2.32		2	0.12		2	0.12		1	0.06		1000	59.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	0.36		0	0.00		0	0.00		6	0.36		200	11.88		67	3.98		0	0.00		1	0.06		0	0.00		268	15.91		2	0.12		1	0.06		0	0.00		3	0.18		1684	96.78		56	3.22		1740	2.10																																																																																																									
Tranmere		413	23.75		19	1.09		6	0.35		11	0.63		449	25.82		55	3.16		22	1.27		2	0.12		79	4.54		28	1.61		14	0.81		1	0.06		43	2.47		1	0.06		1	0.06		0	0.00		2	0.12		849	48.82		27	1.55		1	0.06		0	0.00		1	0.06		878	50.49		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		3	0.17		0	0.00		4	0.23		3	0.17		2	0.12		0	0.00		5	0.29		221	12.71		51	2.93		5	0.29		0	0.00		0	0.00		277	15.93		1	0.06		0	0.00		1	0.06		2	0.12		1739	95.92		74	4.08		1813	2.19																																																																																																									
Trinity Gardens		593	33.47		24	1.35		6	0.34		12	0.68		635	35.84		45	2.54		31	1.75		1	0.06		77	4.35		32	1.81		6	0.34		1	0.06		39	2.20		0	0.00		1	0.06		0	0.00		1	0.06		706	39.84		15	0.85		1	0.06		0	0.00		1	0.06		723	40.80		1	0.06		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		1	0.06		1	0.06		4	0.23		3	0.17		1	0.06		8	0.45		222	12.53		56	3.16		2	0.11		0	0.00		3	0.17		283	15.97		3	0.17		0	0.00		1	0.06		4	0.23		1772	95.53		83	4.47		1855	2.24																																																																																																									
Tusmore		301	15.52		23	1.19		3	0.15		14	0.72		341	17.58		58	2.99		34	1.75		1	0.05		93	4.79		18	0.93		9	0.46		0	0.00		27	1.39		2	0.10		0	0.00		0	0.00		2	0.10		1127	58.09		38	1.96		2	0.10		4	0.21		2	0.10		1173	60.46		0	0.00		1	0.05		0	0.00		1	0.05		1	0.05		0	0.00		0	0.00		1	0.05		2	0.10		2	0.10		0	0.00		4	0.21		226	11.65		63	3.25		2	0.10		1	0.05		3	0.15		295	15.21		2	0.10		1	0.05		0	0.00		3	0.15		1940	97.00		60	3.00		2000	2.42																																																																																																									
Vale Park		463	26.07		22	1.24		3	0.17		18	1.01		506	28.49		36	2.03		22	1.24		0	0.00		58	3.27		42	2.36		10	0.56		0	0.00		52	2.93		1	0.06		0	0.00		0	0.00		1	0.06		881	49.61		47	2.65		1	0.06		3	0.17		4	0.23		936	52.70		1	0.06		1	0.06		0	0.00		2	0.11		0	0.00		0	0.00		0	0.00		0	0.00		4	0.23		0	0.00		0	0.00		4	0.23		167	9.40		45	2.53		3	0.17		1	0.06		1	0.06		217	12.22		0	0.00		0	0.00		0	0.00		0	0.00		1776	96.84		58	3.16		1834	2.22																																																																																																									
Windsor Gardens East		287	35.96		4	0.50		3	0.38		5	0.63		299	37.47		20	2.51		3	0.38		1	0.13		24	3.01		24	3.01		4	0.50		0	0.00		28	3.51		3	0.38		0	0.00		0	0.00		3	0.38		300	37.59		10	1.25		0	0.00		0	0.00		0	0.00		310	38.85		2	0.25		0	0.00		0	0.00		2	0.25		1	0.13		0	0.00		0	0.00		1	0.13		1	0.13		0	0.00		0	0.00		1	0.13		108	13.53		20	2.51		0	0.00		1	0.13		0	0.00		129	16.17		0	0.00		1	0.13		0	0.00		1	0.13		798	97.67		19	2.33		817	0.99																																																																																																											
Windsor Gardens West		416	36.46		18	1.58		1	0.09		11	0.96		446	39.09		38	3.33		19	1.67		0	0.00		57	5.00		45	3.94		14	1.23		0	0.00		59	5.17		1	0.09		1	0.09		0	0.00		2	0.18		405	35.50		12	1.05		1	0.09		4	0.35		1	0.09		423	37.07		1	0.09		0	0.00		0	0.00		1	0.09		1	0.09		1	0.09		0	0.00		2	0.18		2	0.18		0	0.00		0	0.00		2	0.18		127	11.13		19	1.67		1	0.09		0	0.00		0	0.00		147	12.88		1	0.09		0	0.00		1	0.09		2	0.18		1141	96.94		36	3.06		1177	1.42																																																																																																											
Special Hospitals		178	27.47		0	0.00		0	0.00		0	0.00		178	27.47		4	0.62		0	0.00		0	0.00		4	0.62		8	1.23		3	0.46		0	0.00		11	1.70		0	0.00		0	0.00		0	0.00		0	0.00		416	64.20		4	0.62		0	0.00		0	0.00		0	0.00		420	64.81		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.15		0	0.00		1	0.15		31	4.78		3	0.46		0	0.00		0	0.00		0	0.00		34	5.25		0	0.00		0	0.00		0	0.00		0	0.00		648	97.15		19	2.85		667	0.81																																																																																																											
Total Ordinary		18639	27.77		721	1.07		101	0.15		446	0.66		19907	29.66		1817	2.71		835	1.24		48	0.07		2700	4.02		1438	2.14		358	0.53		18	0.03		1814	2.70		71	0.11		18	0.03		6	0.01		95	0.14		31379	46.76		1203	1.79		30	0.04		105	0.16		51	0.08		32768	48.83		22	0.03		9	0.01		4	0.01		35	0.05		13	0.02		19	0.03		2	0.00		34	0.05		111	0.17		34	0.05		3	0.00		148	0.22		7409	11.04		2026	3.02		46	0.07		21	0.03		22	0.03		9524	14.19		41	0.06		11	0.02		32	0.05		84	0.13		67109	96.20		2653	3.80		69762	84.38																																																																																																											
ABSENT		1577	28.25		77	1.38		16	0.29		24	0.43		1694	30.35		226	4.05		63	1.13		8	0.14		297	5.32		140	2.51		21	0.38		0	0.00		161	2.88		4	0.07		2	0.04		0	0.00		6	0.11		2322	41.60		61	1.09		4	0.07		4	0.07		5	0.09		2396	42.92		1	0.02		0	0.00		0	0.00		1	0.02		2	0.04		0	0.00		0	0.00		2	0.04		9	0.16		3	0.05		0	0.00		12	0.21		822	14.73		182	3.26		0	0.00		1	0.02		1	0.02		1006	18.02		4	0.07		2	0.04		1	0.02		7	0.13		5582	98.33		95	1.67		5677	6.87																																																																																																											
POSTAL		713	21.39		45	1.35		6	0.18		29	0.87		793	23.79		70	2.10		36	1.08		4	0.12		110	3.30		99	2.97		36	1.08		1	0.03		136	4.08		0	0.00		1	0.03		0	0.00		1	0.03		1835	55.06		79	2.37		4	0.12		6	0.18		3	0.09		1927	57.82		2	0.06		0	0.00		0	0.00		2	0.06		2	0.06		0	0.00		0	0.00		2	0.06		10	0.30		3	0.09		0	0.00		13	0.39		234	7.02		102	3.06		3	0.09		1	0.03		0	0.00		340	10.20		5	0.15		0	0.00		4	0.12		9	0.27		3333	98.55		49	1.45		3382	4.09																																																																																																											
PRE_POLL		763	23.84		37	1.16		6	0.19		32	1.00		838	26.18		83	2.59		32	1.00		1	0.03		116	3.62		49	1.53		5	0.16		0	0.00		54	1.69		2	0.06		0	0.00		1	0.03		3	0.09		1130	35.30		52	1.62		8	0.25		12	0.37		5	0.16		1207	37.71		1	0.03		0	0.00		0	0.00		1	0.03		427	13.34		0	0.00		0	0.00		427	13.34		7	0.22		3	0.09		1	0.03		11	0.34		451	14.09		86	2.69		1	0.03		0	0.00		2	0.06		540	16.87		2	0.06		1	0.03		1	0.03		4	0.12		3201	98.86		37	1.14		3238	3.92																																																																																																											
PROVISIONAL		192	32.11		4	0.67		0	0.00		0	0.00		196	32.78		38	6.35		9	1.51		0	0.00		47	7.86		16	2.68		2	0.33		1	0.17		19	3.18		2	0.33		0	0.00		0	0.00		2	0.33		229	38.29		3	0.50		0	0.00		0	0.00		1	0.17		233	38.96		0	0.00		1	0.17		0	0.00		1	0.17		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		81	13.55		19	3.18		0	0.00		0	0.00		0	0.00		100	16.72		0	0.00		0	0.00		0	0.00		0	0.00		598	97.24		17	2.76		615	0.74																																																																																																											
Division Summary		21884	27.42		884	1.11		129	0.16		531	0.67		23428	29.35		2234	2.80		975	1.22		61	0.08		3270	4.10		1742	2.18		422	0.53		20	0.03		2184	2.74		79	0.10		21	0.03		7	0.01		107	0.13		36895	46.22		1398	1.75		46	0.06		127	0.16		65	0.08		38531	48.27		26	0.03		10	0.01		4	0.01		40	0.05		444	0.56		19	0.02		2	0.00		465	0.58		137	0.17		43	0.05		4	0.01		184	0.23		8997	11.27		2415	3.03		50	0.06		23	0.03		25	0.03		11510	14.42		52	0.07		14	0.02		38	0.05		104	0.13		79823	96.55		2851	3.45		82674	95.73																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
