Senate - 2001 Election: South Australia																																																																																																																																																																																																																																																											
First Preference Votes by Candidate 																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Port Adelaide (86297)																																																																																																																																																																																																																																																											
	   	 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
Woodville Gardens		1804	70.91		22	0.86		9	0.35		15	0.59		1850	72.72		45	1.77		6	0.24		2	0.08		53	2.08		75	2.95		4	0.16		0	0.00		79	3.11		3	0.12		0	0.00		0	0.00		3	0.12		366	14.39		13	0.51		2	0.08		0	0.00		1	0.04		382	15.02		3	0.12		0	0.00		0	0.00		3	0.12		0	0.00		0	0.00		0	0.00		0	0.00		3	0.12		0	0.00		0	0.00		3	0.12		153	6.01		16	0.63		0	0.00		0	0.00		0	0.00		169	6.64		2	0.08		0	0.00		0	0.00		2	0.08		2544	94.93		136	5.07		2680	3.25																																																																																																									
Woodville North		597	48.30		17	1.38		0	0.00		6	0.49		620	50.16		19	1.54		2	0.16		0	0.00		21	1.70		72	5.83		8	0.65		1	0.08		81	6.55		2	0.16		0	0.00		0	0.00		2	0.16		378	30.58		13	1.05		0	0.00		2	0.16		0	0.00		393	31.80		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.24		0	0.00		3	0.24		3	0.24		0	0.00		0	0.00		3	0.24		90	7.28		22	1.78		1	0.08		0	0.00		0	0.00		113	9.14		0	0.00		0	0.00		0	0.00		0	0.00		1236	94.06		78	5.94		1314	1.59																																																																																																											
Woodville South		668	41.06		21	1.29		2	0.12		8	0.49		699	42.96		46	2.83		9	0.55		1	0.06		56	3.44		54	3.32		9	0.55		2	0.12		65	4.00		2	0.12		0	0.00		0	0.00		2	0.12		579	35.59		31	1.91		0	0.00		0	0.00		0	0.00		610	37.49		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	0.31		0	0.00		0	0.00		5	0.31		166	10.20		21	1.29		2	0.12		0	0.00		0	0.00		189	11.62		0	0.00		0	0.00		1	0.06		1	0.06		1627	95.99		68	4.01		1695	2.06																																																																																																											
Woodville West		801	46.57		14	0.81		5	0.29		10	0.58		830	48.26		39	2.27		14	0.81		0	0.00		53	3.08		69	4.01		6	0.35		0	0.00		75	4.36		2	0.12		0	0.00		0	0.00		2	0.12		566	32.91		18	1.05		0	0.00		1	0.06		1	0.06		586	34.07		2	0.12		2	0.12		0	0.00		4	0.23		0	0.00		0	0.00		0	0.00		0	0.00		3	0.17		0	0.00		0	0.00		3	0.17		140	8.14		24	1.40		0	0.00		0	0.00		1	0.06		165	9.59		1	0.06		0	0.00		1	0.06		2	0.12		1720	95.45		82	4.55		1802	2.19																																																																																																											
Special Hospitals		225	52.45		1	0.23		0	0.00		0	0.00		226	52.68		4	0.93		0	0.00		0	0.00		4	0.93		17	3.96		0	0.00		0	0.00		17	3.96		1	0.23		0	0.00		0	0.00		1	0.23		157	36.60		1	0.23		0	0.00		0	0.00		0	0.00		158	36.83		1	0.23		0	0.00		0	0.00		1	0.23		1	0.23		0	0.00		0	0.00		1	0.23		1	0.23		0	0.00		0	0.00		1	0.23		19	4.43		0	0.00		0	0.00		0	0.00		1	0.23		20	4.66		0	0.00		0	0.00		0	0.00		0	0.00		429	97.95		9	2.05		438	0.53																																																																																																											
Total Ordinary		31748	46.48		815	1.19		143	0.21		457	0.67		33163	48.55		1830	2.68		549	0.80		46	0.07		2425	3.55		2311	3.38		397	0.58		23	0.03		2731	4.00		74	0.11		24	0.04		4	0.01		102	0.15		21274	31.15		742	1.09		31	0.05		25	0.04		34	0.05		22106	32.36		48	0.07		9	0.01		6	0.01		63	0.09		20	0.03		10	0.01		3	0.00		33	0.05		110	0.16		15	0.02		1	0.00		126	0.18		6348	9.29		1115	1.63		24	0.04		5	0.01		11	0.02		7503	10.98		31	0.05		1	0.00		22	0.03		54	0.08		68306	96.12		2757	3.88		71063	86.24																																																																																																											
ABSENT		1976	40.97		52	1.08		14	0.29		19	0.39		2061	42.73		184	3.82		45	0.93		4	0.08		233	4.83		180	3.73		24	0.50		1	0.02		205	4.25		6	0.12		4	0.08		0	0.00		10	0.21		1547	32.08		35	0.73		5	0.10		2	0.04		4	0.08		1593	33.03		3	0.06		0	0.00		1	0.02		4	0.08		0	0.00		0	0.00		0	0.00		0	0.00		7	0.15		2	0.04		1	0.02		10	0.21		595	12.34		108	2.24		1	0.02		0	0.00		0	0.00		704	14.60		2	0.04		0	0.00		1	0.02		3	0.06		4823	97.97		100	2.03		4923	5.97																																																																																																											
POSTAL		1438	46.84		33	1.07		4	0.13		21	0.68		1496	48.73		49	1.60		17	0.55		1	0.03		67	2.18		142	4.63		35	1.14		3	0.10		180	5.86		1	0.03		1	0.03		0	0.00		2	0.07		1045	34.04		35	1.14		2	0.07		4	0.13		3	0.10		1089	35.47		2	0.07		0	0.00		0	0.00		2	0.07		0	0.00		1	0.03		0	0.00		1	0.03		11	0.36		3	0.10		0	0.00		14	0.46		184	5.99		25	0.81		1	0.03		1	0.03		1	0.03		212	6.91		1	0.03		4	0.13		2	0.07		7	0.23		3070	99.13		27	0.87		3097	3.76																																																																																																											
PRE_POLL		1014	41.14		39	1.58		2	0.08		15	0.61		1070	43.41		77	3.12		27	1.10		5	0.20		109	4.42		85	3.45		13	0.53		2	0.08		100	4.06		1	0.04		0	0.00		0	0.00		1	0.04		822	33.35		28	1.14		1	0.04		3	0.12		2	0.08		856	34.73		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		1	0.04		9	0.37		0	0.00		0	0.00		9	0.37		261	10.59		48	1.95		4	0.16		3	0.12		0	0.00		316	12.82		2	0.08		0	0.00		1	0.04		3	0.12		2465	98.68		33	1.32		2498	3.03																																																																																																											
PROVISIONAL		407	51.45		5	0.63		3	0.38		3	0.38		418	52.84		24	3.03		5	0.63		0	0.00		29	3.67		33	4.17		1	0.13		1	0.13		35	4.42		3	0.38		0	0.00		1	0.13		4	0.51		206	26.04		4	0.51		1	0.13		0	0.00		1	0.13		212	26.80		1	0.13		0	0.00		0	0.00		1	0.13		0	0.00		0	0.00		0	0.00		0	0.00		3	0.38		0	0.00		0	0.00		3	0.38		73	9.23		16	2.02		0	0.00		0	0.00		0	0.00		89	11.25		0	0.00		0	0.00		0	0.00		0	0.00		791	96.00		33	4.00		824	1.00																																																																																																											
Division Summary		36583	46.04		944	1.19		166	0.21		515	0.65		38208	48.09		2164	2.72		643	0.81		56	0.07		2863	3.60		2751	3.46		470	0.59		30	0.04		3251	4.09		85	0.11		29	0.04		5	0.01		119	0.15		24894	31.33		844	1.06		40	0.05		34	0.04		44	0.06		25856	32.54		54	0.07		9	0.01		7	0.01		70	0.09		20	0.03		12	0.02		3	0.00		35	0.04		140	0.18		20	0.03		2	0.00		162	0.20		7461	9.39		1312	1.65		30	0.04		9	0.01		12	0.02		8824	11.11		36	0.05		5	0.01		26	0.03		67	0.08		79455	96.42		2950	3.58		82405	95.49																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
