House of Representatives - 2001 Election: South Australia																																			
First Preference Votes and TCP 																																			
By Candidate by Polling Place																																			

Port Adelaide (86297)																																			
	PHILLIPS			BAWDEN			NOONE			# SAWFORD			PERTH			KRIEG			FORMAL			INFORMAL			TOTAL										
	Andrew			Matilda			Brian			Rod			Michael			Josh												Two Candidate Preferred							
	HAN			DEM			GRN			ALP						LP												# SAWFORD ALP			 KRIEG LP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Woodville North	70	5.92		125	10.58		25	2.12		618	52.28		6	0.51		338	28.60		1182	89.82		134	10.18		1316	1.60		792	67.01		390	32.99			
Woodville South	84	5.30		166	10.47		61	3.85		751	47.38		10	0.63		513	32.37		1585	93.90		103	6.10		1688	2.06		964	60.82		621	39.18			
Woodville West	89	5.29		145	8.63		58	3.45		851	50.62		8	0.48		530	31.53		1681	93.18		123	6.82		1804	2.20		1061	63.12		620	36.88			
Special Hospitals	23	5.52		27	6.47		5	1.20		215	51.56		1	0.24		146	35.01		417	95.21		21	4.79		438	0.53		260	62.35		157	37.65			
Total Ordinary	3325	5.05		6315	9.58		2761	4.19		33722	51.17		569	0.86		19210	29.15		65902	92.81		5109	7.19		71011	86.59		42853	65.03		23049	34.97			
ABSENT	285	6.48		560	12.74		263	5.98		1920	43.67		64	1.46		1305	29.68		4397	93.57		302	6.43		4699	5.73		2733	62.16		1664	37.84			
POSTAL	174	5.55		152	4.85		59	1.88		1680	53.57		16	0.51		1055	33.64		3136	97.76		72	2.24		3208	3.91		1943	61.96		1193	38.04			
PRE_POLL	115	4.79		235	9.78		106	4.41		1154	48.04		19	0.79		773	32.18		2402	97.05		73	2.95		2475	3.02		1470	61.20		932	38.80			
PROVISIONAL	33	6.03		51	9.32		21	3.84		307	56.12		4	0.73		131	23.95		547	88.51		71	11.49		618	0.75		380	69.47		167	30.53			
Division Summary	3932	5.15		7313	9.57		3210	4.20		38783	50.77		672	0.88		22474	29.42		76384	93.14		5627	6.86		82011	95.03		49379	64.65		27005	35.35			
																																			
																																			
																																			
																																			
																																			
