Senate - 1993 Election: Tasmania																																																																																																																									
First Preference Votes by Candidate																																																																																																																									
By Polling Place																																																																																																																									


Bass (66119)																																																																																																																									

	   		 A Tasmanian Independent Senator Brian Harradine Group									 B Australian Labor Party (Tasmanian Branch)																		 C Tasmania Senate Team												 D Tasmanian Greens															 E Call to Australia (Fred Nile) Group												 F Natural Law Party												 G Australian Democrats												 H Liberal Party of Australia - Tasmanian Division															Ungrouped													
    			TICKET VOTES			# HARRADINE			Group Total			TICKET VOTES			# TATE			# COATES			# MURPHY			AULICH			Group Total			TICKET VOTES			SPROULE			MCSHANE			Group Total			TICKET VOTES			HENDERSON			JONES			FRY			Group Total			TICKET VOTES			HOPSON			HOPSON			Group Total			TICKET VOTES			BROSZCZYK			DAVIES			Group Total			TICKET VOTES			HARMSEN			STEPHEN			Group Total			TICKET VOTES			# ARCHER			# GIBSON			ABETZ			Group Total			JAMIESON			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Brian									Michael			John			Shayne			Terry									Alan			Frances									Judy			Peter			Marion									Philip			Janelle									Greg			Caroline									Patsy			David									Brian			Brian			Eric						Ian													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Legana (Bass)		                              	51	4.73	 	42	3.9	 	93	8.63	 	256	23.75	 	44	4.08	 	1	0.09	 	1	0.09	 	6	0.56	 	308	28.57	 	6	0.56	 	6	0.56	 	1	0.09	 	13	1.21	 	62	5.75	 	36	3.34	 	1	0.09	 	0	0	 	99	9.18	 	8	0.74	 	8	0.74	 	0	0	 	16	1.48	 	1	0.09	 	0	0	 	0	0	 	1	0.09	 	9	0.83	 	4	0.37	 	1	0.09	 	14	1.3	 	466	43.23	 	60	5.57	 	5	0.46	 	3	0.28	 	534	49.54	 	0	0	 	0	0	 	1078	98.27	 	19	1.73	 	1097	1.72
Lilydale		                                   	17	2.71	 	25	3.99	 	42	6.7	 	178	28.39	 	37	5.9	 	1	0.16	 	1	0.16	 	12	1.91	 	229	36.52	 	3	0.48	 	4	0.64	 	1	0.16	 	8	1.28	 	73	11.64	 	34	5.42	 	0	0	 	0	0	 	107	17.07	 	2	0.32	 	1	0.16	 	0	0	 	3	0.48	 	2	0.32	 	0	0	 	0	0	 	2	0.32	 	12	1.91	 	3	0.48	 	2	0.32	 	17	2.71	 	178	28.39	 	35	5.58	 	5	0.8	 	1	0.16	 	219	34.93	 	0	0	 	0	0	 	627	96.61	 	22	3.39	 	649	1.02
Mowbray		                                    	110	6.46	 	73	4.29	 	183	10.75	 	756	44.39	 	83	4.87	 	7	0.41	 	6	0.35	 	31	1.82	 	883	51.85	 	9	0.53	 	0	0	 	1	0.06	 	10	0.59	 	45	2.64	 	23	1.35	 	2	0.12	 	0	0	 	70	4.11	 	2	0.12	 	0	0	 	0	0	 	2	0.12	 	4	0.23	 	0	0	 	0	0	 	4	0.23	 	25	1.47	 	4	0.23	 	3	0.18	 	32	1.88	 	454	26.66	 	54	3.17	 	7	0.41	 	3	0.18	 	518	30.42	 	1	0.06	 	1	0.06	 	1703	96.76	 	57	3.24	 	1760	2.77
Myrtle Park		                                	3	3.9	 	5	6.49	 	8	10.39	 	23	29.87	 	3	3.9	 	0	0	 	1	1.3	 	2	2.6	 	29	37.66	 	0	0	 	0	0	 	0	0	 	0	0	 	7	9.09	 	4	5.19	 	0	0	 	0	0	 	11	14.29	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.6	 	0	0	 	0	0	 	2	2.6	 	23	29.87	 	4	5.19	 	0	0	 	0	0	 	27	35.06	 	0	0	 	0	0	 	77	97.47	 	2	2.53	 	79	0.12
Nabowla		                                    	6	6.98	 	2	2.33	 	8	9.3	 	13	15.12	 	3	3.49	 	0	0	 	0	0	 	0	0	 	16	18.6	 	1	1.16	 	0	0	 	0	0	 	1	1.16	 	4	4.65	 	4	4.65	 	0	0	 	0	0	 	8	9.3	 	0	0	 	2	2.33	 	0	0	 	2	2.33	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.16	 	0	0	 	0	0	 	1	1.16	 	46	53.49	 	4	4.65	 	0	0	 	0	0	 	50	58.14	 	0	0	 	0	0	 	86	95.56	 	4	4.44	 	90	0.14
Newstead		                                   	97	5.26	 	88	4.77	 	185	10.03	 	428	23.2	 	50	2.71	 	3	0.16	 	13	0.7	 	21	1.14	 	515	27.91	 	18	0.98	 	4	0.22	 	0	0	 	22	1.19	 	56	3.04	 	48	2.6	 	2	0.11	 	3	0.16	 	109	5.91	 	5	0.27	 	3	0.16	 	0	0	 	8	0.43	 	3	0.16	 	0	0	 	0	0	 	3	0.16	 	14	0.76	 	6	0.33	 	1	0.05	 	21	1.14	 	854	46.29	 	105	5.69	 	11	0.6	 	12	0.65	 	982	53.22	 	0	0	 	0	0	 	1845	98.19	 	34	1.81	 	1879	2.95
Norwood		                                    	115	4.89	 	93	3.95	 	208	8.84	 	518	22.01	 	86	3.65	 	8	0.34	 	8	0.34	 	17	0.72	 	637	27.07	 	24	1.02	 	11	0.47	 	1	0.04	 	36	1.53	 	58	2.46	 	30	1.27	 	0	0	 	0	0	 	88	3.74	 	4	0.17	 	5	0.21	 	0	0	 	9	0.38	 	2	0.08	 	1	0.04	 	2	0.08	 	5	0.21	 	23	0.98	 	14	0.59	 	1	0.04	 	38	1.61	 	1157	49.17	 	143	6.08	 	17	0.72	 	14	0.59	 	1331	56.57	 	1	0.04	 	1	0.04	 	2353	98.41	 	38	1.59	 	2391	3.76
Nunamara		                                   	19	9.27	 	6	2.93	 	25	12.2	 	54	26.34	 	8	3.9	 	1	0.49	 	2	0.98	 	4	1.95	 	69	33.66	 	0	0	 	0	0	 	0	0	 	0	0	 	20	9.76	 	7	3.41	 	0	0	 	0	0	 	27	13.17	 	1	0.49	 	3	1.46	 	0	0	 	4	1.95	 	1	0.49	 	0	0	 	0	0	 	1	0.49	 	4	1.95	 	2	0.98	 	0	0	 	6	2.93	 	66	32.2	 	6	2.93	 	1	0.49	 	0	0	 	73	35.61	 	0	0	 	0	0	 	205	99.51	 	1	0.49	 	206	0.32
Ockerby Gardens		                            	41	4.75	 	22	2.55	 	63	7.3	 	319	36.96	 	43	4.98	 	4	0.46	 	5	0.58	 	9	1.04	 	380	44.03	 	9	1.04	 	1	0.12	 	0	0	 	10	1.16	 	46	5.33	 	20	2.32	 	0	0	 	0	0	 	66	7.65	 	4	0.46	 	2	0.23	 	0	0	 	6	0.7	 	1	0.12	 	0	0	 	0	0	 	1	0.12	 	15	1.74	 	6	0.7	 	2	0.23	 	23	2.67	 	257	29.78	 	48	5.56	 	6	0.7	 	2	0.23	 	313	36.27	 	1	0.12	 	1	0.12	 	863	96	 	36	4	 	899	1.41
Pioneer		                                    	8	14.81	 	0	0	 	8	14.81	 	21	38.89	 	3	5.56	 	0	0	 	0	0	 	1	1.85	 	25	46.3	 	1	1.85	 	2	3.7	 	0	0	 	3	5.56	 	5	9.26	 	0	0	 	0	0	 	0	0	 	5	9.26	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	13	24.07	 	0	0	 	0	0	 	0	0	 	13	24.07	 	0	0	 	0	0	 	54	93.1	 	4	6.9	 	58	0.09
Pipers River		                               	14	5.07	 	5	1.81	 	19	6.88	 	101	36.59	 	12	4.35	 	1	0.36	 	3	1.09	 	4	1.45	 	121	43.84	 	5	1.81	 	1	0.36	 	0	0	 	6	2.17	 	12	4.35	 	4	1.45	 	2	0.72	 	0	0	 	18	6.52	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.72	 	1	0.36	 	0	0	 	3	1.09	 	96	34.78	 	11	3.99	 	0	0	 	2	0.72	 	109	39.49	 	0	0	 	0	0	 	276	96.5	 	10	3.5	 	286	0.45
Prospect		                                   	243	5.62	 	166	3.84	 	409	9.46	 	1557	36.01	 	188	4.35	 	18	0.42	 	22	0.51	 	42	0.97	 	1827	42.25	 	29	0.67	 	8	0.19	 	4	0.09	 	41	0.95	 	121	2.8	 	47	1.09	 	0	0	 	1	0.02	 	169	3.91	 	40	0.93	 	15	0.35	 	1	0.02	 	56	1.3	 	8	0.19	 	1	0.02	 	4	0.09	 	13	0.3	 	51	1.18	 	14	0.32	 	3	0.07	 	68	1.57	 	1533	35.45	 	163	3.77	 	27	0.62	 	17	0.39	 	1740	40.24	 	1	0.02	 	1	0.02	 	4324	97.74	 	100	2.26	 	4424	6.95
Prospect Vale		                              	34	4.33	 	31	3.95	 	65	8.28	 	185	23.57	 	18	2.29	 	3	0.38	 	7	0.89	 	9	1.15	 	222	28.28	 	1	0.13	 	0	0	 	0	0	 	1	0.13	 	14	1.78	 	6	0.76	 	0	0	 	0	0	 	20	2.55	 	3	0.38	 	0	0	 	0	0	 	3	0.38	 	1	0.13	 	1	0.13	 	0	0	 	2	0.25	 	6	0.76	 	0	0	 	0	0	 	6	0.76	 	425	54.14	 	35	4.46	 	3	0.38	 	3	0.38	 	466	59.36	 	0	0	 	0	0	 	785	99.12	 	7	0.88	 	792	1.24
Ravenswood		                                 	157	5.56	 	106	3.76	 	263	9.32	 	1572	55.71	 	155	5.49	 	12	0.43	 	33	1.17	 	31	1.1	 	1803	63.89	 	18	0.64	 	1	0.04	 	3	0.11	 	22	0.78	 	44	1.56	 	14	0.5	 	2	0.07	 	2	0.07	 	62	2.2	 	8	0.28	 	3	0.11	 	0	0	 	11	0.39	 	1	0.04	 	0	0	 	2	0.07	 	3	0.11	 	30	1.06	 	9	0.32	 	1	0.04	 	40	1.42	 	538	19.06	 	65	2.3	 	6	0.21	 	7	0.25	 	616	21.83	 	2	0.07	 	2	0.07	 	2822	96.08	 	115	3.92	 	2937	4.62
Ringarooma		                                 	22	4.98	 	14	3.17	 	36	8.14	 	129	29.19	 	12	2.71	 	1	0.23	 	2	0.45	 	7	1.58	 	151	34.16	 	3	0.68	 	1	0.23	 	1	0.23	 	5	1.13	 	7	1.58	 	7	1.58	 	0	0	 	0	0	 	14	3.17	 	2	0.45	 	0	0	 	0	0	 	2	0.45	 	0	0	 	1	0.23	 	0	0	 	1	0.23	 	4	0.9	 	0	0	 	0	0	 	4	0.9	 	192	43.44	 	30	6.79	 	3	0.68	 	3	0.68	 	228	51.58	 	1	0.23	 	1	0.23	 	442	97.14	 	13	2.86	 	455	0.72
Riverside		                                  	139	5.31	 	126	4.81	 	265	10.12	 	605	23.1	 	97	3.7	 	6	0.23	 	8	0.31	 	27	1.03	 	743	28.37	 	21	0.8	 	6	0.23	 	5	0.19	 	32	1.22	 	105	4.01	 	64	2.44	 	0	0	 	0	0	 	169	6.45	 	13	0.5	 	19	0.73	 	0	0	 	32	1.22	 	2	0.08	 	1	0.04	 	0	0	 	3	0.11	 	34	1.3	 	10	0.38	 	0	0	 	44	1.68	 	1143	43.64	 	142	5.42	 	21	0.8	 	25	0.95	 	1331	50.82	 	0	0	 	0	0	 	2619	97.98	 	54	2.02	 	2673	4.2
Riverside West		                             	82	9.09	 	70	7.76	 	152	16.85	 	270	29.93	 	33	3.66	 	5	0.55	 	4	0.44	 	8	0.89	 	320	35.48	 	5	0.55	 	2	0.22	 	0	0	 	7	0.78	 	25	2.77	 	10	1.11	 	0	0	 	0	0	 	35	3.88	 	3	0.33	 	1	0.11	 	1	0.11	 	5	0.55	 	3	0.33	 	1	0.11	 	1	0.11	 	5	0.55	 	11	1.22	 	2	0.22	 	2	0.22	 	15	1.66	 	313	34.7	 	40	4.43	 	6	0.67	 	3	0.33	 	362	40.13	 	1	0.11	 	1	0.11	 	902	98.15	 	17	1.85	 	919	1.44
Rocherlea		                                  	97	6.76	 	46	3.21	 	143	9.97	 	725	50.52	 	86	5.99	 	9	0.63	 	7	0.49	 	21	1.46	 	848	59.09	 	6	0.42	 	2	0.14	 	0	0	 	8	0.56	 	39	2.72	 	14	0.98	 	0	0	 	1	0.07	 	54	3.76	 	6	0.42	 	1	0.07	 	0	0	 	7	0.49	 	2	0.14	 	0	0	 	0	0	 	2	0.14	 	22	1.53	 	5	0.35	 	0	0	 	27	1.88	 	299	20.84	 	38	2.65	 	2	0.14	 	4	0.28	 	343	23.9	 	3	0.21	 	3	0.21	 	1435	96.18	 	57	3.82	 	1492	2.35
St Leonards		                                	61	5.66	 	45	4.17	 	106	9.83	 	369	34.23	 	52	4.82	 	4	0.37	 	11	1.02	 	11	1.02	 	447	41.47	 	2	0.19	 	2	0.19	 	1	0.09	 	5	0.46	 	24	2.23	 	9	0.83	 	1	0.09	 	0	0	 	34	3.15	 	25	2.32	 	6	0.56	 	0	0	 	31	2.88	 	1	0.09	 	0	0	 	1	0.09	 	2	0.19	 	16	1.48	 	0	0	 	0	0	 	16	1.48	 	368	34.14	 	59	5.47	 	6	0.56	 	4	0.37	 	437	40.54	 	0	0	 	0	0	 	1078	96.68	 	37	3.32	 	1115	1.75
Scottsdale		                                 	108	5.6	 	83	4.3	 	191	9.9	 	508	26.33	 	57	2.95	 	15	0.78	 	19	0.98	 	46	2.38	 	645	33.44	 	7	0.36	 	3	0.16	 	0	0	 	10	0.52	 	46	2.38	 	25	1.3	 	1	0.05	 	0	0	 	72	3.73	 	1	0.05	 	1	0.05	 	0	0	 	2	0.1	 	3	0.16	 	2	0.1	 	1	0.05	 	6	0.31	 	21	1.09	 	8	0.41	 	1	0.05	 	30	1.56	 	818	42.41	 	135	7	 	13	0.67	 	5	0.26	 	971	50.34	 	2	0.1	 	2	0.1	 	1929	95.87	 	83	4.13	 	2012	3.16
Trevallyn		                                  	116	5.52	 	89	4.24	 	205	9.76	 	477	22.71	 	83	3.95	 	7	0.33	 	15	0.71	 	27	1.29	 	609	29	 	14	0.67	 	7	0.33	 	2	0.1	 	23	1.1	 	141	6.71	 	110	5.24	 	3	0.14	 	2	0.1	 	256	12.19	 	6	0.29	 	7	0.33	 	0	0	 	13	0.62	 	6	0.29	 	0	0	 	0	0	 	6	0.29	 	37	1.76	 	13	0.62	 	1	0.05	 	51	2.43	 	804	38.29	 	102	4.86	 	16	0.76	 	12	0.57	 	934	44.48	 	3	0.14	 	3	0.14	 	2100	98.59	 	30	1.41	 	2130	3.35
Waverley		                                   	54	5.16	 	36	3.44	 	90	8.6	 	581	55.49	 	40	3.82	 	6	0.57	 	14	1.34	 	14	1.34	 	655	62.56	 	8	0.76	 	1	0.1	 	0	0	 	9	0.86	 	20	1.91	 	9	0.86	 	1	0.1	 	1	0.1	 	31	2.96	 	3	0.29	 	2	0.19	 	0	0	 	5	0.48	 	2	0.19	 	0	0	 	1	0.1	 	3	0.29	 	12	1.15	 	3	0.29	 	0	0	 	15	1.43	 	213	20.34	 	23	2.2	 	2	0.19	 	0	0	 	238	22.73	 	1	0.1	 	1	0.1	 	1047	96.85	 	34	3.15	 	1081	1.7
Weymouth		                                   	7	5.93	 	4	3.39	 	11	9.32	 	26	22.03	 	10	8.47	 	3	2.54	 	0	0	 	2	1.69	 	41	34.75	 	1	0.85	 	2	1.69	 	1	0.85	 	4	3.39	 	5	4.24	 	5	4.24	 	0	0	 	0	0	 	10	8.47	 	4	3.39	 	0	0	 	0	0	 	4	3.39	 	1	0.85	 	0	0	 	0	0	 	1	0.85	 	2	1.69	 	0	0	 	0	0	 	2	1.69	 	39	33.05	 	5	4.24	 	0	0	 	1	0.85	 	45	38.14	 	0	0	 	0	0	 	118	98.33	 	2	1.67	 	120	0.19
Whitemark		                                  	12	3.91	 	8	2.61	 	20	6.51	 	71	23.13	 	11	3.58	 	1	0.33	 	0	0	 	2	0.65	 	85	27.69	 	0	0	 	2	0.65	 	0	0	 	2	0.65	 	16	5.21	 	6	1.95	 	0	0	 	0	0	 	22	7.17	 	2	0.65	 	0	0	 	0	0	 	2	0.65	 	1	0.33	 	0	0	 	0	0	 	1	0.33	 	5	1.63	 	1	0.33	 	2	0.65	 	8	2.61	 	156	50.81	 	10	3.26	 	1	0.33	 	0	0	 	167	54.4	 	0	0	 	0	0	 	307	95.34	 	15	4.66	 	322	0.51
Windmill Hill		                              	16	3.16	 	17	3.36	 	33	6.52	 	87	17.19	 	19	3.75	 	2	0.4	 	0	0	 	3	0.59	 	111	21.94	 	3	0.59	 	2	0.4	 	0	0	 	5	0.99	 	41	8.1	 	27	5.34	 	0	0	 	0	0	 	68	13.44	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	7	1.38	 	2	0.4	 	0	0	 	9	1.78	 	241	47.63	 	28	5.53	 	7	1.38	 	4	0.79	 	280	55.34	 	0	0	 	0	0	 	506	98.25	 	9	1.75	 	515	0.81
Winnaleah		                                  	15	5.45	 	18	6.55	 	33	12	 	58	21.09	 	4	1.45	 	0	0	 	0	0	 	2	0.73	 	64	23.27	 	2	0.73	 	1	0.36	 	0	0	 	3	1.09	 	6	2.18	 	0	0	 	0	0	 	0	0	 	6	2.18	 	0	0	 	2	0.73	 	0	0	 	2	0.73	 	2	0.73	 	0	0	 	0	0	 	2	0.73	 	2	0.73	 	0	0	 	0	0	 	2	0.73	 	134	48.73	 	24	8.73	 	2	0.73	 	2	0.73	 	162	58.91	 	1	0.36	 	1	0.36	 	275	99.28	 	2	0.72	 	277	0.44
Young Town		                                 	102	6.56	 	67	4.31	 	169	10.87	 	550	35.37	 	79	5.08	 	9	0.58	 	13	0.84	 	21	1.35	 	672	43.22	 	12	0.77	 	2	0.13	 	0	0	 	14	0.9	 	24	1.54	 	18	1.16	 	0	0	 	0	0	 	42	2.7	 	5	0.32	 	5	0.32	 	0	0	 	10	0.64	 	2	0.13	 	0	0	 	1	0.06	 	3	0.19	 	24	1.54	 	6	0.39	 	0	0	 	30	1.93	 	543	34.92	 	55	3.54	 	10	0.64	 	5	0.32	 	613	39.42	 	2	0.13	 	2	0.13	 	1555	97.98	 	32	2.02	 	1587	2.49
Special Hospitals		                          	49	9.86	 	6	1.21	 	55	11.07	 	132	26.56	 	5	1.01	 	0	0	 	0	0	 	4	0.8	 	141	28.37	 	10	2.01	 	0	0	 	1	0.2	 	11	2.21	 	10	2.01	 	3	0.6	 	1	0.2	 	0	0	 	14	2.82	 	2	0.4	 	3	0.6	 	0	0	 	5	1.01	 	1	0.2	 	0	0	 	0	0	 	1	0.2	 	4	0.8	 	0	0	 	0	0	 	4	0.8	 	252	50.7	 	11	2.21	 	0	0	 	3	0.6	 	266	53.52	 	0	0	 	0	0	 	497	94.49	 	29	5.51	 	526	0.83
Total Ordinary		                             	3146	5.7	 	2264	4.1	 	5410	9.8	 	19142	34.66	 	2405	4.35	 	217	0.39	 	323	0.58	 	709	1.28	 	22796	41.27	 	358	0.65	 	118	0.21	 	44	0.08	 	520	0.94	 	2006	3.63	 	1117	2.02	 	27	0.05	 	22	0.04	 	3172	5.74	 	219	0.4	 	118	0.21	 	5	0.01	 	342	0.62	 	77	0.14	 	17	0.03	 	25	0.05	 	119	0.22	 	675	1.22	 	205	0.37	 	35	0.06	 	915	1.66	 	19008	34.42	 	2396	4.34	 	304	0.55	 	210	0.38	 	21918	39.68	 	39	0.07	 	39	0.07	 	55231	97.25	 	1561	2.75	 	56792	89.27
ABSENT		                                     	147	5.08	 	100	3.45	 	247	8.53	 	903	31.19	 	145	5.01	 	15	0.52	 	23	0.79	 	32	1.11	 	1118	38.62	 	18	0.62	 	6	0.21	 	3	0.1	 	27	0.93	 	181	6.25	 	101	3.49	 	3	0.1	 	6	0.21	 	291	10.05	 	9	0.31	 	9	0.31	 	1	0.03	 	19	0.66	 	2	0.07	 	2	0.07	 	2	0.07	 	6	0.21	 	29	1	 	13	0.45	 	0	0	 	42	1.45	 	965	33.33	 	132	4.56	 	21	0.73	 	24	0.83	 	1142	39.45	 	3	0.1	 	3	0.1	 	2895	98.7	 	38	1.3	 	2933	4.61
POSTAL		                                     	100	5.76	 	54	3.11	 	154	8.87	 	532	30.65	 	87	5.01	 	20	1.15	 	13	0.75	 	56	3.23	 	708	40.78	 	8	0.46	 	4	0.23	 	4	0.23	 	16	0.92	 	57	3.28	 	36	2.07	 	3	0.17	 	1	0.06	 	97	5.59	 	5	0.29	 	5	0.29	 	0	0	 	10	0.58	 	2	0.12	 	0	0	 	0	0	 	2	0.12	 	32	1.84	 	7	0.4	 	2	0.12	 	41	2.36	 	593	34.16	 	101	5.82	 	7	0.4	 	6	0.35	 	707	40.73	 	1	0.06	 	1	0.06	 	1736	98.19	 	32	1.81	 	1768	2.78
PRE_POLL		                                   	69	3.51	 	66	3.36	 	135	6.87	 	603	30.67	 	88	4.48	 	10	0.51	 	5	0.25	 	20	1.02	 	726	36.93	 	11	0.56	 	5	0.25	 	0	0	 	16	0.81	 	115	5.85	 	46	2.34	 	1	0.05	 	4	0.2	 	166	8.44	 	10	0.51	 	5	0.25	 	2	0.1	 	17	0.86	 	3	0.15	 	0	0	 	2	0.1	 	5	0.25	 	32	1.63	 	10	0.51	 	1	0.05	 	43	2.19	 	721	36.67	 	111	5.65	 	19	0.97	 	7	0.36	 	858	43.64	 	0	0	 	0	0	 	1966	98.4	 	32	1.6	 	1998	3.14
PROVISIONAL		                                	4	3.33	 	0	0	 	4	3.33	 	46	38.33	 	7	5.83	 	1	0.83	 	1	0.83	 	1	0.83	 	56	46.67	 	2	1.67	 	1	0.83	 	0	0	 	3	2.5	 	6	5	 	2	1.67	 	0	0	 	0	0	 	8	6.67	 	0	0	 	2	1.67	 	0	0	 	2	1.67	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.83	 	0	0	 	0	0	 	1	0.83	 	45	37.5	 	1	0.83	 	0	0	 	0	0	 	46	38.33	 	0	0	 	0	0	 	120	96	 	5	4	 	125	0.2
ADJUSTMENT		                                 	0		       	0		       	0		       	6		       	-2		       	1		       	-1		       	0		       	4		       	-1		       	0		       	0		       	-1		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	1		       	0		       	0		       	1		       	0		       	0		       	0		       	0		       	0		       	-2		       	0		       	0		       	-2		       	0		       	0		       	2		       	-3		       	-1	
Division Summary		                           	3466	5.59	 	2484	4.01	 	5950	9.6	 	21232	34.27	 	2730	4.41	 	264	0.43	 	364	0.59	 	818	1.32	 	25408	41.01	 	396	0.64	 	134	0.22	 	51	0.08	 	581	0.94	 	2365	3.82	 	1302	2.1	 	34	0.05	 	33	0.05	 	3734	6.03	 	243	0.39	 	139	0.22	 	8	0.01	 	390	0.63	 	85	0.14	 	19	0.03	 	29	0.05	 	133	0.21	 	769	1.24	 	235	0.38	 	38	0.06	 	1042	1.68	 	21332	34.43	 	2739	4.42	 	351	0.57	 	247	0.4	 	24669	39.82	 	43	0.07	 	43	0.07	 	61950	97.38	 	1665	2.62	 	63615	96.21
 																																																																																																																									


Braddon (64357)																																																																																																																									

	   		 A Tasmanian Independent Senator Brian Harradine Group									 B Australian Labor Party (Tasmanian Branch)																		 C Tasmania Senate Team												 D Tasmanian Greens															 E Call to Australia (Fred Nile) Group												 F Natural Law Party												 G Australian Democrats												 H Liberal Party of Australia - Tasmanian Division															Ungrouped													
    			TICKET VOTES			# HARRADINE			Group Total			TICKET VOTES			# TATE			# COATES			# MURPHY			AULICH			Group Total			TICKET VOTES			SPROULE			MCSHANE			Group Total			TICKET VOTES			HENDERSON			JONES			FRY			Group Total			TICKET VOTES			HOPSON			HOPSON			Group Total			TICKET VOTES			BROSZCZYK			DAVIES			Group Total			TICKET VOTES			HARMSEN			STEPHEN			Group Total			TICKET VOTES			# ARCHER			# GIBSON			ABETZ			Group Total			JAMIESON			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Brian									Michael			John			Shayne			Terry									Alan			Frances									Judy			Peter			Marion									Philip			Janelle									Greg			Caroline									Patsy			David									Brian			Brian			Eric						Ian													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Abbotsham		                                  	4	2.78	 	6	4.17	 	10	6.94	 	30	20.83	 	2	1.39	 	1	0.69	 	0	0	 	3	2.08	 	36	25	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.39	 	3	2.08	 	1	0.69	 	1	0.69	 	7	4.86	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	77	53.47	 	10	6.94	 	3	2.08	 	1	0.69	 	91	63.19	 	0	0	 	0	0	 	144	98.63	 	2	1.37	 	146	0.23
Acton		                                      	130	6.16	 	65	3.08	 	195	9.24	 	1196	56.68	 	114	5.4	 	7	0.33	 	45	2.13	 	12	0.57	 	1374	65.12	 	17	0.81	 	3	0.14	 	0	0	 	20	0.95	 	25	1.18	 	8	0.38	 	1	0.05	 	0	0	 	34	1.61	 	8	0.38	 	3	0.14	 	0	0	 	11	0.52	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	21	1	 	5	0.24	 	0	0	 	26	1.23	 	386	18.29	 	54	2.56	 	3	0.14	 	4	0.19	 	447	21.18	 	2	0.09	 	2	0.09	 	2110	96.79	 	70	3.21	 	2180	3.5
Addison Street		                             	40	5.29	 	36	4.76	 	76	10.05	 	315	41.67	 	32	4.23	 	2	0.26	 	5	0.66	 	5	0.66	 	359	47.49	 	4	0.53	 	0	0	 	0	0	 	4	0.53	 	15	1.98	 	11	1.46	 	0	0	 	0	0	 	26	3.44	 	2	0.26	 	1	0.13	 	0	0	 	3	0.4	 	0	0	 	0	0	 	0	0	 	0	0	 	13	1.72	 	1	0.13	 	0	0	 	14	1.85	 	229	30.29	 	32	4.23	 	7	0.93	 	5	0.66	 	273	36.11	 	1	0.13	 	1	0.13	 	756	97.55	 	19	2.45	 	775	1.24
Blythe Heads		                               	14	5.98	 	7	2.99	 	21	8.97	 	95	40.6	 	8	3.42	 	0	0	 	3	1.28	 	1	0.43	 	107	45.73	 	1	0.43	 	0	0	 	0	0	 	1	0.43	 	4	1.71	 	3	1.28	 	0	0	 	0	0	 	7	2.99	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	6	2.56	 	0	0	 	0	0	 	6	2.56	 	76	32.48	 	15	6.41	 	1	0.43	 	0	0	 	92	39.32	 	0	0	 	0	0	 	234	96.69	 	8	3.31	 	242	0.39
