Senate - 1993 Election: Tasmania																																																																																																																									
First Preference Votes by Candidate																																																																																																																									
By Polling Place																																																																																																																									


Bass (66119)																																																																																																																									

	   		 A Tasmanian Independent Senator Brian Harradine Group									 B Australian Labor Party (Tasmanian Branch)																		 C Tasmania Senate Team												 D Tasmanian Greens															 E Call to Australia (Fred Nile) Group												 F Natural Law Party												 G Australian Democrats												 H Liberal Party of Australia - Tasmanian Division															Ungrouped													
    			TICKET VOTES			# HARRADINE			Group Total			TICKET VOTES			# TATE			# COATES			# MURPHY			AULICH			Group Total			TICKET VOTES			SPROULE			MCSHANE			Group Total			TICKET VOTES			HENDERSON			JONES			FRY			Group Total			TICKET VOTES			HOPSON			HOPSON			Group Total			TICKET VOTES			BROSZCZYK			DAVIES			Group Total			TICKET VOTES			HARMSEN			STEPHEN			Group Total			TICKET VOTES			# ARCHER			# GIBSON			ABETZ			Group Total			JAMIESON			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Brian									Michael			John			Shayne			Terry									Alan			Frances									Judy			Peter			Marion									Philip			Janelle									Greg			Caroline									Patsy			David									Brian			Brian			Eric						Ian													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Boat Harbour		                               	7	2.34	 	10	3.34	 	17	5.69	 	54	18.06	 	15	5.02	 	1	0.33	 	2	0.67	 	3	1	 	75	25.08	 	1	0.33	 	0	0	 	1	0.33	 	2	0.67	 	17	5.69	 	6	2.01	 	0	0	 	0	0	 	23	7.69	 	2	0.67	 	1	0.33	 	0	0	 	3	1	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.33	 	0	0	 	0	0	 	1	0.33	 	143	47.83	 	32	10.7	 	0	0	 	1	0.33	 	176	58.86	 	2	0.67	 	2	0.67	 	299	99.01	 	3	0.99	 	302	0.48
Brooklyn		                                   	30	4.73	 	14	2.21	 	44	6.94	 	281	44.32	 	44	6.94	 	1	0.16	 	13	2.05	 	11	1.74	 	350	55.21	 	6	0.95	 	1	0.16	 	1	0.16	 	8	1.26	 	6	0.95	 	5	0.79	 	2	0.32	 	1	0.16	 	14	2.21	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	5	0.79	 	2	0.32	 	2	0.32	 	9	1.42	 	174	27.44	 	28	4.42	 	2	0.32	 	5	0.79	 	209	32.97	 	0	0	 	0	0	 	634	98.75	 	8	1.25	 	642	1.03
Burnie		                                     	83	6.17	 	74	5.5	 	157	11.67	 	440	32.71	 	76	5.65	 	5	0.37	 	9	0.67	 	5	0.37	 	535	39.78	 	8	0.59	 	3	0.22	 	0	0	 	11	0.82	 	34	2.53	 	49	3.64	 	0	0	 	0	0	 	83	6.17	 	1	0.07	 	1	0.07	 	0	0	 	2	0.15	 	1	0.07	 	0	0	 	0	0	 	1	0.07	 	13	0.97	 	3	0.22	 	0	0	 	16	1.19	 	448	33.31	 	75	5.58	 	11	0.82	 	4	0.3	 	538	40	 	2	0.15	 	2	0.15	 	1345	97.39	 	36	2.61	 	1381	2.22
Burnie South		                               	28	5.47	 	28	5.47	 	56	10.94	 	204	39.84	 	23	4.49	 	0	0	 	5	0.98	 	3	0.59	 	235	45.9	 	2	0.39	 	0	0	 	0	0	 	2	0.39	 	11	2.15	 	4	0.78	 	0	0	 	1	0.2	 	16	3.13	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	6	1.17	 	0	0	 	0	0	 	6	1.17	 	174	33.98	 	18	3.52	 	0	0	 	3	0.59	 	195	38.09	 	2	0.39	 	2	0.39	 	512	98.08	 	10	1.92	 	522	0.84
Calder		                                     	1	1.45	 	6	8.7	 	7	10.14	 	8	11.59	 	3	4.35	 	0	0	 	0	0	 	2	2.9	 	13	18.84	 	0	0	 	0	0	 	0	0	 	0	0	 	6	8.7	 	4	5.8	 	0	0	 	0	0	 	10	14.49	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	33	47.83	 	3	4.35	 	2	2.9	 	1	1.45	 	39	56.52	 	0	0	 	0	0	 	69	98.57	 	1	1.43	 	70	0.11
Cooee		                                      	70	7.67	 	43	4.71	 	113	12.38	 	264	28.92	 	60	6.57	 	3	0.33	 	5	0.55	 	9	0.99	 	341	37.35	 	1	0.11	 	3	0.33	 	1	0.11	 	5	0.55	 	17	1.86	 	18	1.97	 	0	0	 	0	0	 	35	3.83	 	5	0.55	 	4	0.44	 	0	0	 	9	0.99	 	1	0.11	 	1	0.11	 	0	0	 	2	0.22	 	10	1.1	 	4	0.44	 	1	0.11	 	15	1.64	 	302	33.08	 	80	8.76	 	7	0.77	 	3	0.33	 	392	42.94	 	1	0.11	 	1	0.11	 	913	96.82	 	30	3.18	 	943	1.51
Cuprona		                                    	7	5.04	 	3	2.16	 	10	7.19	 	28	20.14	 	10	7.19	 	0	0	 	0	0	 	1	0.72	 	39	28.06	 	1	0.72	 	0	0	 	0	0	 	1	0.72	 	2	1.44	 	4	2.88	 	0	0	 	0	0	 	6	4.32	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.72	 	0	0	 	0	0	 	1	0.72	 	65	46.76	 	14	10.07	 	2	1.44	 	1	0.72	 	82	58.99	 	0	0	 	0	0	 	139	97.89	 	3	2.11	 	142	0.23
Currie		                                     	45	5.23	 	27	3.14	 	72	8.36	 	221	25.67	 	31	3.6	 	2	0.23	 	0	0	 	0	0	 	254	29.5	 	8	0.93	 	1	0.12	 	0	0	 	9	1.05	 	31	3.6	 	8	0.93	 	1	0.12	 	0	0	 	40	4.65	 	4	0.46	 	1	0.12	 	0	0	 	5	0.58	 	1	0.12	 	0	0	 	0	0	 	1	0.12	 	11	1.28	 	2	0.23	 	0	0	 	13	1.51	 	425	49.36	 	34	3.95	 	4	0.46	 	4	0.46	 	467	54.24	 	0	0	 	0	0	 	861	95.99	 	36	4.01	 	897	1.44
Devonport Central		                          	127	7.4	 	90	5.24	 	217	12.65	 	482	28.09	 	99	5.77	 	6	0.35	 	3	0.17	 	15	0.87	 	605	35.26	 	9	0.52	 	5	0.29	 	0	0	 	14	0.82	 	50	2.91	 	23	1.34	 	0	0	 	0	0	 	73	4.25	 	5	0.29	 	2	0.12	 	0	0	 	7	0.41	 	0	0	 	0	0	 	1	0.06	 	1	0.06	 	25	1.46	 	6	0.35	 	1	0.06	 	32	1.86	 	680	39.63	 	75	4.37	 	10	0.58	 	1	0.06	 	766	44.64	 	1	0.06	 	1	0.06	 	1716	96.68	 	59	3.32	 	1775	2.85
Devonport East		                             	208	6.84	 	127	4.18	 	335	11.02	 	1253	41.2	 	140	4.6	 	5	0.16	 	15	0.49	 	40	1.32	 	1453	47.78	 	29	0.95	 	7	0.23	 	1	0.03	 	37	1.22	 	57	1.87	 	26	0.85	 	1	0.03	 	1	0.03	 	85	2.8	 	9	0.3	 	4	0.13	 	0	0	 	13	0.43	 	2	0.07	 	0	0	 	0	0	 	2	0.07	 	34	1.12	 	1	0.03	 	2	0.07	 	37	1.22	 	924	30.38	 	134	4.41	 	10	0.33	 	7	0.23	 	1075	35.35	 	4	0.13	 	4	0.13	 	3041	97.28	 	85	2.72	 	3126	5.02
Devonport North		                            	65	8.2	 	26	3.28	 	91	11.48	 	226	28.5	 	46	5.8	 	1	0.13	 	4	0.5	 	9	1.13	 	286	36.07	 	3	0.38	 	3	0.38	 	0	0	 	6	0.76	 	15	1.89	 	9	1.13	 	0	0	 	0	0	 	24	3.03	 	0	0	 	1	0.13	 	0	0	 	1	0.13	 	0	0	 	0	0	 	0	0	 	0	0	 	6	0.76	 	3	0.38	 	0	0	 	9	1.13	 	335	42.24	 	37	4.67	 	4	0.5	 	0	0	 	376	47.41	 	0	0	 	0	0	 	793	97.66	 	19	2.34	 	812	1.3
Devonport South		                            	153	7.11	 	60	2.79	 	213	9.9	 	802	37.28	 	120	5.58	 	8	0.37	 	14	0.65	 	34	1.58	 	978	45.47	 	10	0.46	 	0	0	 	1	0.05	 	11	0.51	 	44	2.05	 	34	1.58	 	0	0	 	0	0	 	78	3.63	 	3	0.14	 	4	0.19	 	0	0	 	7	0.33	 	2	0.09	 	0	0	 	0	0	 	2	0.09	 	20	0.93	 	5	0.23	 	0	0	 	25	1.16	 	710	33.01	 	106	4.93	 	14	0.65	 	7	0.33	 	837	38.91	 	0	0	 	0	0	 	2151	97.33	 	59	2.67	 	2210	3.55
Don		                                        	32	6.11	 	14	2.67	 	46	8.78	 	144	27.48	 	31	5.92	 	4	0.76	 	0	0	 	4	0.76	 	183	34.92	 	4	0.76	 	1	0.19	 	0	0	 	5	0.95	 	28	5.34	 	17	3.24	 	0	0	 	0	0	 	45	8.59	 	3	0.57	 	0	0	 	0	0	 	3	0.57	 	0	0	 	0	0	 	0	0	 	0	0	 	8	1.53	 	1	0.19	 	0	0	 	9	1.72	 	201	38.36	 	24	4.58	 	4	0.76	 	4	0.76	 	233	44.47	 	0	0	 	0	0	 	524	97.76	 	12	2.24	 	536	0.86
Edith Creek		                                	10	6.37	 	6	3.82	 	16	10.19	 	34	21.66	 	4	2.55	 	1	0.64	 	1	0.64	 	0	0	 	40	25.48	 	0	0	 	0	0	 	0	0	 	0	0	 	5	3.18	 	1	0.64	 	0	0	 	0	0	 	6	3.82	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.27	 	2	1.27	 	1	0.64	 	5	3.18	 	83	52.87	 	7	4.46	 	0	0	 	0	0	 	90	57.32	 	0	0	 	0	0	 	157	98.13	 	3	1.88	 	160	0.26
Elliott		                                    	13	5.91	 	12	5.45	 	25	11.36	 	46	20.91	 	18	8.18	 	2	0.91	 	1	0.45	 	0	0	 	67	30.45	 	3	1.36	 	1	0.45	 	0	0	 	4	1.82	 	17	7.73	 	4	1.82	 	0	0	 	0	0	 	21	9.55	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.45	 	1	0.45	 	0	0	 	2	0.91	 	80	36.36	 	15	6.82	 	5	2.27	 	1	0.45	 	101	45.91	 	0	0	 	0	0	 	220	99.1	 	2	0.9	 	222	0.36
Forest		                                     	12	3.03	 	12	3.03	 	24	6.06	 	76	19.19	 	19	4.8	 	1	0.25	 	6	1.52	 	3	0.76	 	105	26.52	 	0	0	 	0	0	 	0	0	 	0	0	 	8	2.02	 	10	2.53	 	1	0.25	 	0	0	 	19	4.8	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.25	 	0	0	 	1	0.25	 	4	1.01	 	1	0.25	 	0	0	 	5	1.26	 	190	47.98	 	45	11.36	 	3	0.76	 	1	0.25	 	239	60.35	 	3	0.76	 	3	0.76	 	396	98.02	 	8	1.98	 	404	0.65
Forth		                                      	45	6.07	 	34	4.59	 	79	10.66	 	147	19.84	 	24	3.24	 	2	0.27	 	1	0.13	 	3	0.4	 	177	23.89	 	4	0.54	 	2	0.27	 	0	0	 	6	0.81	 	29	3.91	 	22	2.97	 	0	0	 	0	0	 	51	6.88	 	2	0.27	 	2	0.27	 	0	0	 	4	0.54	 	1	0.13	 	0	0	 	0	0	 	1	0.13	 	11	1.48	 	5	0.67	 	1	0.13	 	17	2.29	 	365	49.26	 	36	4.86	 	2	0.27	 	2	0.27	 	405	54.66	 	1	0.13	 	1	0.13	 	741	98.28	 	13	1.72	 	754	1.21
Gawler		                                     	20	5.36	 	19	5.09	 	39	10.46	 	92	24.66	 	10	2.68	 	1	0.27	 	0	0	 	1	0.27	 	104	27.88	 	4	1.07	 	2	0.54	 	0	0	 	6	1.61	 	11	2.95	 	3	0.8	 	0	0	 	0	0	 	14	3.75	 	1	0.27	 	0	0	 	0	0	 	1	0.27	 	1	0.27	 	0	0	 	0	0	 	1	0.27	 	2	0.54	 	0	0	 	0	0	 	2	0.54	 	161	43.16	 	41	10.99	 	4	1.07	 	0	0	 	206	55.23	 	0	0	 	0	0	 	373	97.39	 	10	2.61	 	383	0.61
Grassy		                                     	2	2.78	 	4	5.56	 	6	8.33	 	15	20.83	 	1	1.39	 	2	2.78	 	0	0	 	0	0	 	18	25	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.78	 	2	2.78	 	0	0	 	0	0	 	4	5.56	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.78	 	0	0	 	0	0	 	2	2.78	 	38	52.78	 	4	5.56	 	0	0	 	0	0	 	42	58.33	 	0	0	 	0	0	 	72	97.3	 	2	2.7	 	74	0.12
Gunns Plains		                               	7	6.09	 	1	0.87	 	8	6.96	 	21	18.26	 	6	5.22	 	0	0	 	0	0	 	1	0.87	 	28	24.35	 	1	0.87	 	1	0.87	 	0	0	 	2	1.74	 	10	8.7	 	5	4.35	 	0	0	 	1	0.87	 	16	13.91	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.87	 	4	3.48	 	0	0	 	5	4.35	 	48	41.74	 	8	6.96	 	0	0	 	0	0	 	56	48.7	 	0	0	 	0	0	 	115	98.29	 	2	1.71	 	117	0.19
Havenview		                                  	37	6.32	 	27	4.62	 	64	10.94	 	264	45.13	 	36	6.15	 	3	0.51	 	11	1.88	 	0	0	 	314	53.68	 	1	0.17	 	1	0.17	 	0	0	 	2	0.34	 	5	0.85	 	7	1.2	 	0	0	 	1	0.17	 	13	2.22	 	2	0.34	 	0	0	 	0	0	 	2	0.34	 	1	0.17	 	0	0	 	0	0	 	1	0.17	 	11	1.88	 	6	1.03	 	0	0	 	17	2.91	 	153	26.15	 	16	2.74	 	1	0.17	 	2	0.34	 	172	29.4	 	0	0	 	0	0	 	585	98.15	 	11	1.85	 	596	0.96
Highclere		                                  	8	4.1	 	9	4.62	 	17	8.72	 	67	34.36	 	8	4.1	 	1	0.51	 	3	1.54	 	0	0	 	79	40.51	 	4	2.05	 	0	0	 	0	0	 	4	2.05	 	9	4.62	 	4	2.05	 	0	0	 	0	0	 	13	6.67	 	1	0.51	 	0	0	 	0	0	 	1	0.51	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.54	 	2	1.03	 	0	0	 	5	2.56	 	63	32.31	 	10	5.13	 	0	0	 	2	1.03	 	75	38.46	 	1	0.51	 	1	0.51	 	195	97.5	 	5	2.5	 	200	0.32
Irishtown		                                  	7	2.4	 	12	4.11	 	19	6.51	 	59	20.21	 	17	5.82	 	1	0.34	 	2	0.68	 	1	0.34	 	80	27.4	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.68	 	1	0.34	 	0	0	 	0	0	 	3	1.03	 	2	0.68	 	2	0.68	 	0	0	 	4	1.37	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.03	 	0	0	 	0	0	 	3	1.03	 	134	45.89	 	42	14.38	 	3	1.03	 	4	1.37	 	183	62.67	 	0	0	 	0	0	 	292	98.65	 	4	1.35	 	296	0.48
Lileah		                                     	0	0	 	2	2.82	 	2	2.82	 	12	16.9	 	3	4.23	 	1	1.41	 	0	0	 	0	0	 	16	22.54	 	0	0	 	1	1.41	 	0	0	 	1	1.41	 	3	4.23	 	3	4.23	 	0	0	 	0	0	 	6	8.45	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.41	 	1	1.41	 	0	0	 	2	2.82	 	41	57.75	 	3	4.23	 	0	0	 	0	0	 	44	61.97	 	0	0	 	0	0	 	71	98.61	 	1	1.39	 	72	0.12
Malonga Park		                               	74	6.83	 	61	5.63	 	135	12.45	 	277	25.55	 	78	7.2	 	5	0.46	 	8	0.74	 	6	0.55	 	374	34.5	 	5	0.46	 	3	0.28	 	2	0.18	 	10	0.92	 	21	1.94	 	24	2.21	 	0	0	 	0	0	 	45	4.15	 	7	0.65	 	2	0.18	 	0	0	 	9	0.83	 	0	0	 	0	0	 	0	0	 	0	0	 	8	0.74	 	7	0.65	 	0	0	 	15	1.38	 	384	35.42	 	97	8.95	 	7	0.65	 	6	0.55	 	494	45.57	 	2	0.18	 	2	0.18	 	1084	98.55	 	16	1.45	 	1100	1.77
Marrawah		                                   	10	4.98	 	11	5.47	 	21	10.45	 	34	16.92	 	5	2.49	 	2	1	 	1	0.5	 	0	0	 	42	20.9	 	0	0	 	0	0	 	1	0.5	 	1	0.5	 	14	6.97	 	7	3.48	 	0	0	 	0	0	 	21	10.45	 	1	0.5	 	0	0	 	0	0	 	1	0.5	 	0	0	 	0	0	 	0	0	 	0	0	 	4	1.99	 	1	0.5	 	0	0	 	5	2.49	 	94	46.77	 	15	7.46	 	0	0	 	1	0.5	 	110	54.73	 	0	0	 	0	0	 	201	97.57	 	5	2.43	 	206	0.33
Mawbanna		                                   	1	1.47	 	2	2.94	 	3	4.41	 	7	10.29	 	3	4.41	 	0	0	 	0	0	 	1	1.47	 	11	16.18	 	1	1.47	 	0	0	 	0	0	 	1	1.47	 	0	0	 	1	1.47	 	0	0	 	0	0	 	1	1.47	 	1	1.47	 	0	0	 	0	0	 	1	1.47	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.47	 	0	0	 	1	1.47	 	40	58.82	 	10	14.71	 	0	0	 	0	0	 	50	73.53	 	0	0	 	0	0	 	68	100	 	0	0	 	68	0.11
Melrose		                                    	11	6.59	 	6	3.59	 	17	10.18	 	37	22.16	 	6	3.59	 	0	0	 	0	0	 	3	1.8	 	46	27.54	 	3	1.8	 	3	1.8	 	0	0	 	6	3.59	 	3	1.8	 	9	5.39	 	0	0	 	0	0	 	12	7.19	 	1	0.6	 	1	0.6	 	0	0	 	2	1.2	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.6	 	0	0	 	0	0	 	1	0.6	 	72	43.11	 	9	5.39	 	1	0.6	 	1	0.6	 	83	49.7	 	0	0	 	0	0	 	167	94.35	 	10	5.65	 	177	0.28
Montagu		                                    	5	4.1	 	1	0.82	 	6	4.92	 	21	17.21	 	2	1.64	 	0	0	 	2	1.64	 	0	0	 	25	20.49	 	0	0	 	0	0	 	1	0.82	 	1	0.82	 	3	2.46	 	2	1.64	 	0	0	 	0	0	 	5	4.1	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.82	 	0	0	 	1	0.82	 	71	58.2	 	12	9.84	 	0	0	 	1	0.82	 	84	68.85	 	0	0	 	0	0	 	122	98.39	 	2	1.61	 	124	0.2
Montello		                                   	109	6.42	 	77	4.53	 	186	10.95	 	817	48.09	 	91	5.36	 	8	0.47	 	22	1.29	 	16	0.94	 	954	56.15	 	12	0.71	 	1	0.06	 	0	0	 	13	0.77	 	27	1.59	 	16	0.94	 	0	0	 	1	0.06	 	44	2.59	 	6	0.35	 	4	0.24	 	0	0	 	10	0.59	 	1	0.06	 	0	0	 	0	0	 	1	0.06	 	15	0.88	 	3	0.18	 	0	0	 	18	1.06	 	403	23.72	 	62	3.65	 	3	0.18	 	4	0.24	 	472	27.78	 	1	0.06	 	1	0.06	 	1699	97.09	 	51	2.91	 	1750	2.81
Moorleah		                                   	11	5.64	 	7	3.59	 	18	9.23	 	51	26.15	 	10	5.13	 	0	0	 	1	0.51	 	2	1.03	 	64	32.82	 	0	0	 	0	0	 	0	0	 	0	0	 	12	6.15	 	9	4.62	 	0	0	 	0	0	 	21	10.77	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.54	 	3	1.54	 	0	0	 	6	3.08	 	73	37.44	 	11	5.64	 	0	0	 	2	1.03	 	86	44.1	 	0	0	 	0	0	 	195	98.48	 	3	1.52	 	198	0.32
Natone		                                     	4	2.33	 	5	2.91	 	9	5.23	 	57	33.14	 	15	8.72	 	0	0	 	0	0	 	0	0	 	72	41.86	 	2	1.16	 	1	0.58	 	0	0	 	3	1.74	 	6	3.49	 	7	4.07	 	0	0	 	0	0	 	13	7.56	 	1	0.58	 	0	0	 	0	0	 	1	0.58	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.33	 	0	0	 	0	0	 	4	2.33	 	57	33.14	 	13	7.56	 	0	0	 	0	0	 	70	40.7	 	0	0	 	0	0	 	172	97.18	 	5	2.82	 	177	0.28
Nietta		                                     	3	3.26	 	3	3.26	 	6	6.52	 	29	31.52	 	7	7.61	 	0	0	 	1	1.09	 	0	0	 	37	40.22	 	1	1.09	 	0	0	 	0	0	 	1	1.09	 	1	1.09	 	7	7.61	 	0	0	 	0	0	 	8	8.7	 	2	2.17	 	0	0	 	0	0	 	2	2.17	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.17	 	0	0	 	0	0	 	2	2.17	 	33	35.87	 	2	2.17	 	0	0	 	1	1.09	 	36	39.13	 	0	0	 	0	0	 	92	98.92	 	1	1.08	 	93	0.15
Nixon Street		                               	214	7	 	121	3.96	 	335	10.96	 	979	32.04	 	157	5.14	 	11	0.36	 	14	0.46	 	38	1.24	 	1199	39.23	 	13	0.43	 	1	0.03	 	0	0	 	14	0.46	 	77	2.52	 	32	1.05	 	0	0	 	1	0.03	 	110	3.6	 	12	0.39	 	5	0.16	 	0	0	 	17	0.56	 	2	0.07	 	0	0	 	0	0	 	2	0.07	 	34	1.11	 	8	0.26	 	1	0.03	 	43	1.41	 	1124	36.78	 	182	5.96	 	14	0.46	 	12	0.39	 	1332	43.59	 	4	0.13	 	4	0.13	 	3056	98.33	 	52	1.67	 	3108	4.99
North Motton		                               	13	5.31	 	8	3.27	 	21	8.57	 	44	17.96	 	4	1.63	 	0	0	 	2	0.82	 	2	0.82	 	52	21.22	 	3	1.22	 	0	0	 	1	0.41	 	4	1.63	 	16	6.53	 	10	4.08	 	0	0	 	0	0	 	26	10.61	 	0	0	 	1	0.41	 	0	0	 	1	0.41	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.22	 	1	0.41	 	0	0	 	4	1.63	 	123	50.2	 	11	4.49	 	2	0.82	 	0	0	 	136	55.51	 	1	0.41	 	1	0.41	 	245	95.7	 	11	4.3	 	256	0.41
Penguin		                                    	129	5.83	 	64	2.89	 	193	8.72	 	774	34.98	 	99	4.47	 	7	0.32	 	13	0.59	 	16	0.72	 	909	41.08	 	16	0.72	 	3	0.14	 	1	0.05	 	20	0.9	 	84	3.8	 	43	1.94	 	0	0	 	1	0.05	 	128	5.78	 	2	0.09	 	6	0.27	 	2	0.09	 	10	0.45	 	3	0.14	 	1	0.05	 	0	0	 	4	0.18	 	20	0.9	 	12	0.54	 	1	0.05	 	33	1.49	 	788	35.61	 	116	5.24	 	8	0.36	 	4	0.18	 	916	41.39	 	0	0	 	0	0	 	2213	97.75	 	51	2.25	 	2264	3.63
Preston		                                    	3	2.52	 	6	5.04	 	9	7.56	 	18	15.13	 	2	1.68	 	2	1.68	 	0	0	 	1	0.84	 	23	19.33	 	0	0	 	0	0	 	0	0	 	0	0	 	5	4.2	 	1	0.84	 	0	0	 	0	0	 	6	5.04	 	0	0	 	2	1.68	 	0	0	 	2	1.68	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.68	 	0	0	 	0	0	 	2	1.68	 	62	52.1	 	13	10.92	 	0	0	 	2	1.68	 	77	64.71	 	0	0	 	0	0	 	119	95.97	 	5	4.03	 	124	0.2
Redpa		                                      	4	4.4	 	2	2.2	 	6	6.59	 	8	8.79	 	5	5.49	 	4	4.4	 	0	0	 	0	0	 	17	18.68	 	0	0	 	0	0	 	0	0	 	0	0	 	6	6.59	 	2	2.2	 	1	1.1	 	0	0	 	9	9.89	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.2	 	0	0	 	2	2.2	 	50	54.95	 	7	7.69	 	0	0	 	0	0	 	57	62.64	 	0	0	 	0	0	 	91	100	 	0	0	 	91	0.15
Reekara		                                    	4	3.13	 	5	3.91	 	9	7.03	 	21	16.41	 	3	2.34	 	0	0	 	0	0	 	1	0.78	 	25	19.53	 	0	0	 	0	0	 	0	0	 	0	0	 	5	3.91	 	2	1.56	 	0	0	 	0	0	 	7	5.47	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.78	 	1	0.78	 	76	59.38	 	10	7.81	 	0	0	 	0	0	 	86	67.19	 	0	0	 	0	0	 	128	99.22	 	1	0.78	 	129	0.21
Riana		                                      	6	2.84	 	14	6.64	 	20	9.48	 	38	18.01	 	4	1.9	 	0	0	 	0	0	 	0	0	 	42	19.91	 	2	0.95	 	1	0.47	 	0	0	 	3	1.42	 	6	2.84	 	4	1.9	 	0	0	 	0	0	 	10	4.74	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.47	 	1	0.47	 	0	0	 	2	0.95	 	106	50.24	 	25	11.85	 	0	0	 	3	1.42	 	134	63.51	 	0	0	 	0	0	 	211	96.79	 	7	3.21	 	218	0.35
Ridgley		                                    	36	4.71	 	37	4.84	 	73	9.54	 	234	30.59	 	40	5.23	 	3	0.39	 	20	2.61	 	7	0.92	 	304	39.74	 	0	0	 	2	0.26	 	0	0	 	2	0.26	 	18	2.35	 	10	1.31	 	1	0.13	 	0	0	 	29	3.79	 	6	0.78	 	1	0.13	 	0	0	 	7	0.92	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.39	 	0	0	 	0	0	 	3	0.39	 	279	36.47	 	64	8.37	 	1	0.13	 	2	0.26	 	346	45.23	 	1	0.13	 	1	0.13	 	765	97.95	 	16	2.05	 	781	1.25
Rocky Cape		                                 	19	4.85	 	13	3.32	 	32	8.16	 	82	20.92	 	22	5.61	 	1	0.26	 	0	0	 	6	1.53	 	111	28.32	 	1	0.26	 	0	0	 	2	0.51	 	3	0.77	 	12	3.06	 	6	1.53	 	0	0	 	0	0	 	18	4.59	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.51	 	0	0	 	0	0	 	2	0.51	 	7	1.79	 	1	0.26	 	0	0	 	8	2.04	 	179	45.66	 	37	9.44	 	1	0.26	 	0	0	 	217	55.36	 	1	0.26	 	1	0.26	 	392	98	 	8	2	 	400	0.64
Savage River		                               	5	1.88	 	6	2.26	 	11	4.14	 	150	56.39	 	24	9.02	 	6	2.26	 	4	1.5	 	1	0.38	 	185	69.55	 	2	0.75	 	0	0	 	0	0	 	2	0.75	 	4	1.5	 	1	0.38	 	0	0	 	0	0	 	5	1.88	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	5	1.88	 	0	0	 	0	0	 	5	1.88	 	41	15.41	 	13	4.89	 	0	0	 	1	0.38	 	55	20.68	 	3	1.13	 	3	1.13	 	266	98.52	 	4	1.48	 	270	0.43
