	   		 A Republican Party of Australia												 B The Green Party South Australia												 C National Party of Australia (S.A.) Inc.												 D Call to Australia (Fred Nile) Group												 E Australian Labor Party (South Australian Branch)																		F - Unendorsed Group												 G Australian Democrats																		 H Natural Law Party															 I Independent EFF															 J Grey Power															 K Australians Against Further Immigration												 L Liberal Party of Australia - (S.A. Division)																		Ungrouped																			
    			TICKET VOTES			NASRULLAH			HILL			Group Total			TICKET VOTES			FRICKER			WEISSMANN			Group Total			TICKET VOTES			MCCALLUM			BRADSHAW			Group Total			TICKET VOTES			RODWAY			SQUIRRELL			Group Total			TICKET VOTES			# BOLKUS			# FOREMAN			MAGUIRE			MCDONALD			Group Total			TICKET VOTES			LIEW			SCHIRRIPA			Group Total			TICKET VOTES			# LEES			SWIFT			STOTT DESPOJA			TICKLE			Group Total			TICKET VOTES			WELLS			MARTIN			MORRIS			Group Total			TICKET VOTES			DWYER			GIDDINGS			GIDDINGS			Group Total			TICKET VOTES			HOLDER			PRESTON			BOTTAM			Group Total			TICKET VOTES			MOORE			SMITH			Group Total			TICKET VOTES			# VANSTONE			# MINCHIN			# FERGUSON			GUPTA			Group Total			RICE			BROOM			SMITH			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Bilal			Peter									Ally			Gerhard									Nola			Michael									David			David									Nick			Dominic			Graham			Rosalie Ann									Dr Alex			Douglas									Meg			Stephen			Natasha			Patricia									Dr Geoff			Anne			Dulcie									David			Douglas			Vanessa									Jack			Betty			Glen									Evonne			Joe									Amanda			Nick			Alan			Satish						Mark			Bernard William			E.C. (Ean)													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Purnong-Bowhill		                            	2	1.29	 	0	0	 	0	0	 	2	1.29	 	2	1.29	 	2	1.29	 	0	0	 	4	2.58	 	1	0.65	 	0	0	 	0	0	 	1	0.65	 	5	3.23	 	0	0	 	0	0	 	5	3.23	 	19	12.26	 	0	0	 	0	0	 	0	0	 	0	0	 	19	12.26	 	1	0.65	 	0	0	 	0	0	 	1	0.65	 	8	5.16	 	2	1.29	 	0	0	 	0	0	 	0	0	 	10	6.45	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.65	 	0	0	 	0	0	 	0	0	 	1	0.65	 	1	0.65	 	0	0	 	0	0	 	0	0	 	1	0.65	 	0	0	 	0	0	 	0	0	 	0	0	 	108	69.68	 	3	1.94	 	0	0	 	0	0	 	0	0	 	111	71.61	 	0	0	 	0	0	 	0	0	 	0	0	 	155	100	 	0	0	 	155	0.19
Reedy Creek		                                	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.74	 	0	0	 	2	2.74	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.37	 	0	0	 	1	1.37	 	6	8.22	 	0	0	 	0	0	 	0	0	 	0	0	 	6	8.22	 	0	0	 	0	0	 	0	0	 	0	0	 	3	4.11	 	1	1.37	 	0	0	 	0	0	 	0	0	 	4	5.48	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	57	78.08	 	3	4.11	 	0	0	 	0	0	 	0	0	 	60	82.19	 	0	0	 	0	0	 	0	0	 	0	0	 	73	98.65	 	1	1.35	 	74	0.09
Rendelsham		                                 	1	0.69	 	1	0.69	 	0	0	 	2	1.39	 	2	1.39	 	0	0	 	0	0	 	2	1.39	 	1	0.69	 	0	0	 	0	0	 	1	0.69	 	0	0	 	0	0	 	0	0	 	0	0	 	19	13.19	 	0	0	 	0	0	 	0	0	 	0	0	 	19	13.19	 	0	0	 	0	0	 	0	0	 	0	0	 	3	2.08	 	3	2.08	 	0	0	 	0	0	 	0	0	 	6	4.17	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	112	77.78	 	2	1.39	 	0	0	 	0	0	 	0	0	 	114	79.17	 	0	0	 	0	0	 	0	0	 	0	0	 	144	98.63	 	2	1.37	 	146	0.18
Robe		                                       	3	0.41	 	0	0	 	0	0	 	3	0.41	 	3	0.41	 	0	0	 	0	0	 	3	0.41	 	6	0.82	 	0	0	 	0	0	 	6	0.82	 	3	0.41	 	3	0.41	 	0	0	 	6	0.82	 	88	11.97	 	4	0.54	 	0	0	 	0	0	 	1	0.14	 	93	12.65	 	0	0	 	0	0	 	0	0	 	0	0	 	32	4.35	 	4	0.54	 	0	0	 	0	0	 	0	0	 	36	4.9	 	3	0.41	 	2	0.27	 	0	0	 	0	0	 	5	0.68	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.27	 	0	0	 	0	0	 	0	0	 	2	0.27	 	0	0	 	0	0	 	0	0	 	0	0	 	571	77.69	 	7	0.95	 	2	0.27	 	0	0	 	0	0	 	580	78.91	 	1	0.14	 	0	0	 	0	0	 	1	0.14	 	735	98.92	 	8	1.08	 	743	0.92
Salt Creek		                                 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	4	 	0	0	 	0	0	 	2	4	 	2	4	 	0	0	 	0	0	 	2	4	 	10	20	 	0	0	 	0	0	 	0	0	 	0	0	 	10	20	 	0	0	 	0	0	 	0	0	 	0	0	 	5	10	 	0	0	 	0	0	 	0	0	 	0	0	 	5	10	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	31	62	 	0	0	 	0	0	 	0	0	 	0	0	 	31	62	 	0	0	 	0	0	 	0	0	 	0	0	 	50	96.15	 	2	3.85	 	52	0.06
Second Valley		                              	2	1.89	 	0	0	 	0	0	 	2	1.89	 	2	1.89	 	0	0	 	0	0	 	2	1.89	 	1	0.94	 	0	0	 	0	0	 	1	0.94	 	3	2.83	 	0	0	 	0	0	 	3	2.83	 	27	25.47	 	3	2.83	 	0	0	 	0	0	 	1	0.94	 	31	29.25	 	0	0	 	0	0	 	0	0	 	0	0	 	8	7.55	 	1	0.94	 	0	0	 	0	0	 	0	0	 	9	8.49	 	1	0.94	 	1	0.94	 	0	0	 	0	0	 	2	1.89	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	54	50.94	 	2	1.89	 	0	0	 	0	0	 	0	0	 	56	52.83	 	0	0	 	0	0	 	0	0	 	0	0	 	106	99.07	 	1	0.93	 	107	0.13
Sedan		                                      	1	0.6	 	0	0	 	0	0	 	1	0.6	 	3	1.79	 	0	0	 	0	0	 	3	1.79	 	1	0.6	 	0	0	 	0	0	 	1	0.6	 	0	0	 	0	0	 	0	0	 	0	0	 	23	13.69	 	3	1.79	 	0	0	 	0	0	 	0	0	 	26	15.48	 	1	0.6	 	0	0	 	0	0	 	1	0.6	 	7	4.17	 	1	0.6	 	0	0	 	0	0	 	0	0	 	8	4.76	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.6	 	0	0	 	0	0	 	0	0	 	1	0.6	 	1	0.6	 	1	0.6	 	0	0	 	0	0	 	2	1.19	 	1	0.6	 	0	0	 	0	0	 	1	0.6	 	120	71.43	 	4	2.38	 	0	0	 	0	0	 	0	0	 	124	73.81	 	0	0	 	0	0	 	0	0	 	0	0	 	168	97.11	 	5	2.89	 	173	0.21
Sherlock		                                   	0	0	 	0	0	 	0	0	 	0	0	 	2	2.06	 	0	0	 	0	0	 	2	2.06	 	2	2.06	 	0	0	 	0	0	 	2	2.06	 	3	3.09	 	3	3.09	 	0	0	 	6	6.19	 	5	5.15	 	1	1.03	 	0	0	 	0	0	 	0	0	 	6	6.19	 	0	0	 	0	0	 	0	0	 	0	0	 	4	4.12	 	0	0	 	0	0	 	0	0	 	0	0	 	4	4.12	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.03	 	0	0	 	0	0	 	0	0	 	1	1.03	 	3	3.09	 	0	0	 	0	0	 	3	3.09	 	69	71.13	 	3	3.09	 	0	0	 	1	1.03	 	0	0	 	73	75.26	 	0	0	 	0	0	 	0	0	 	0	0	 	97	98.98	 	1	1.02	 	98	0.12
Southend		                                   	0	0	 	1	0.55	 	0	0	 	1	0.55	 	1	0.55	 	0	0	 	0	0	 	1	0.55	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	33	18.03	 	0	0	 	0	0	 	0	0	 	1	0.55	 	34	18.58	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.19	 	1	0.55	 	0	0	 	0	0	 	0	0	 	5	2.73	 	1	0.55	 	0	0	 	0	0	 	0	0	 	1	0.55	 	1	0.55	 	0	0	 	0	0	 	0	0	 	1	0.55	 	2	1.09	 	0	0	 	0	0	 	0	0	 	2	1.09	 	0	0	 	0	0	 	0	0	 	0	0	 	137	74.86	 	0	0	 	0	0	 	0	0	 	1	0.55	 	138	75.41	 	0	0	 	0	0	 	0	0	 	0	0	 	183	98.92	 	2	1.08	 	185	0.23
Stokes Bay		                                 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.72	 	1	1.72	 	0	0	 	2	3.45	 	0	0	 	0	0	 	0	0	 	0	0	 	4	6.9	 	3	5.17	 	0	0	 	7	12.07	 	5	8.62	 	1	1.72	 	0	0	 	0	0	 	0	0	 	6	10.34	 	0	0	 	0	0	 	0	0	 	0	0	 	5	8.62	 	2	3.45	 	0	0	 	0	0	 	0	0	 	7	12.07	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	34	58.62	 	1	1.72	 	0	0	 	0	0	 	0	0	 	35	60.34	 	0	0	 	0	0	 	1	1.72	 	1	1.72	 	58	100	 	0	0	 	58	0.07
Suttontown-Wandilo		                         	0	0	 	1	0.16	 	0	0	 	1	0.16	 	4	0.65	 	4	0.65	 	0	0	 	8	1.3	 	3	0.49	 	0	0	 	0	0	 	3	0.49	 	15	2.44	 	1	0.16	 	0	0	 	16	2.6	 	192	31.22	 	4	0.65	 	1	0.16	 	1	0.16	 	0	0	 	198	32.2	 	3	0.49	 	0	0	 	0	0	 	3	0.49	 	17	2.76	 	6	0.98	 	0	0	 	0	0	 	0	0	 	23	3.74	 	1	0.16	 	0	0	 	0	0	 	0	0	 	1	0.16	 	2	0.33	 	0	0	 	0	0	 	0	0	 	2	0.33	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	4	0.65	 	0	0	 	0	0	 	4	0.65	 	345	56.1	 	11	1.79	 	0	0	 	0	0	 	0	0	 	356	57.89	 	0	0	 	0	0	 	0	0	 	0	0	 	615	98.09	 	12	1.91	 	627	0.78
Swan Reach		                                 	0	0	 	2	0.81	 	0	0	 	2	0.81	 	3	1.21	 	1	0.4	 	0	0	 	4	1.61	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.4	 	1	0.4	 	0	0	 	2	0.81	 	66	26.61	 	0	0	 	0	0	 	0	0	 	0	0	 	66	26.61	 	1	0.4	 	0	0	 	0	0	 	1	0.4	 	24	9.68	 	2	0.81	 	1	0.4	 	0	0	 	0	0	 	27	10.89	 	1	0.4	 	0	0	 	0	0	 	0	0	 	1	0.4	 	1	0.4	 	0	0	 	0	0	 	0	0	 	1	0.4	 	4	1.61	 	0	0	 	0	0	 	0	0	 	4	1.61	 	0	0	 	0	0	 	0	0	 	0	0	 	135	54.44	 	5	2.02	 	0	0	 	0	0	 	0	0	 	140	56.45	 	0	0	 	0	0	 	0	0	 	0	0	 	248	96.88	 	8	3.13	 	256	0.32
Tailem Bend		                                	3	0.24	 	4	0.32	 	0	0	 	7	0.57	 	8	0.65	 	3	0.24	 	0	0	 	11	0.89	 	5	0.41	 	0	0	 	0	0	 	5	0.41	 	6	0.49	 	5	0.41	 	0	0	 	11	0.89	 	495	40.21	 	14	1.14	 	0	0	 	0	0	 	2	0.16	 	511	41.51	 	4	0.32	 	0	0	 	0	0	 	4	0.32	 	86	6.99	 	6	0.49	 	0	0	 	0	0	 	0	0	 	92	7.47	 	4	0.32	 	1	0.08	 	0	0	 	0	0	 	5	0.41	 	26	2.11	 	2	0.16	 	0	0	 	0	0	 	28	2.27	 	12	0.97	 	3	0.24	 	0	0	 	0	0	 	15	1.22	 	7	0.57	 	1	0.08	 	0	0	 	8	0.65	 	520	42.24	 	12	0.97	 	0	0	 	1	0.08	 	1	0.08	 	534	43.38	 	0	0	 	0	0	 	0	0	 	0	0	 	1231	95.95	 	52	4.05	 	1283	1.59
Tantanoola		                                 	1	0.35	 	1	0.35	 	0	0	 	2	0.71	 	5	1.77	 	0	0	 	0	0	 	5	1.77	 	2	0.71	 	0	0	 	0	0	 	2	0.71	 	2	0.71	 	0	0	 	0	0	 	2	0.71	 	97	34.28	 	3	1.06	 	0	0	 	1	0.35	 	0	0	 	101	35.69	 	0	0	 	0	0	 	0	0	 	0	0	 	10	3.53	 	1	0.35	 	0	0	 	0	0	 	0	0	 	11	3.89	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.35	 	0	0	 	0	0	 	0	0	 	1	0.35	 	3	1.06	 	0	0	 	0	0	 	3	1.06	 	152	53.71	 	3	1.06	 	1	0.35	 	0	0	 	0	0	 	156	55.12	 	0	0	 	0	0	 	0	0	 	0	0	 	283	98.95	 	3	1.05	 	286	0.36
Tarpeena		                                   	4	1.01	 	1	0.25	 	0	0	 	5	1.26	 	2	0.5	 	0	0	 	0	0	 	2	0.5	 	2	0.5	 	0	0	 	0	0	 	2	0.5	 	4	1.01	 	0	0	 	0	0	 	4	1.01	 	181	45.59	 	3	0.76	 	0	0	 	0	0	 	0	0	 	184	46.35	 	2	0.5	 	0	0	 	0	0	 	2	0.5	 	13	3.27	 	0	0	 	0	0	 	0	0	 	0	0	 	13	3.27	 	1	0.25	 	0	0	 	0	0	 	0	0	 	1	0.25	 	1	0.25	 	0	0	 	0	0	 	0	0	 	1	0.25	 	1	0.25	 	0	0	 	0	0	 	0	0	 	1	0.25	 	4	1.01	 	0	0	 	0	0	 	4	1.01	 	175	44.08	 	3	0.76	 	0	0	 	0	0	 	0	0	 	178	44.84	 	0	0	 	0	0	 	0	0	 	0	0	 	397	97.3	 	11	2.7	 	408	0.51
Tintinara		                                  	0	0	 	1	0.18	 	0	0	 	1	0.18	 	1	0.18	 	0	0	 	0	0	 	1	0.18	 	3	0.54	 	0	0	 	0	0	 	3	0.54	 	1	0.18	 	1	0.18	 	0	0	 	2	0.36	 	22	3.93	 	0	0	 	0	0	 	0	0	 	0	0	 	22	3.93	 	0	0	 	0	0	 	0	0	 	0	0	 	14	2.5	 	0	0	 	0	0	 	0	0	 	0	0	 	14	2.5	 	3	0.54	 	0	0	 	0	0	 	0	0	 	3	0.54	 	9	1.61	 	0	0	 	0	0	 	0	0	 	9	1.61	 	0	0	 	2	0.36	 	0	0	 	0	0	 	2	0.36	 	2	0.36	 	1	0.18	 	0	0	 	3	0.54	 	490	87.5	 	8	1.43	 	1	0.18	 	1	0.18	 	0	0	 	500	89.29	 	0	0	 	0	0	 	0	0	 	0	0	 	560	99.12	 	5	0.88	 	565	0.7
Victor Harbor		                              	9	0.28	 	3	0.09	 	0	0	 	12	0.38	 	35	1.1	 	5	0.16	 	0	0	 	40	1.26	 	7	0.22	 	2	0.06	 	0	0	 	9	0.28	 	22	0.69	 	18	0.57	 	0	0	 	40	1.26	 	697	21.93	 	26	0.82	 	0	0	 	0	0	 	1	0.03	 	724	22.77	 	7	0.22	 	0	0	 	0	0	 	7	0.22	 	282	8.87	 	39	1.23	 	0	0	 	4	0.13	 	0	0	 	325	10.22	 	17	0.53	 	5	0.16	 	1	0.03	 	0	0	 	23	0.72	 	8	0.25	 	1	0.03	 	0	0	 	0	0	 	9	0.28	 	20	0.63	 	3	0.09	 	1	0.03	 	0	0	 	24	0.75	 	11	0.35	 	1	0.03	 	0	0	 	12	0.38	 	1915	60.24	 	37	1.16	 	1	0.03	 	1	0.03	 	0	0	 	1954	61.47	 	0	0	 	0	0	 	0	0	 	0	0	 	3179	97.46	 	83	2.54	 	3262	4.05
Victor Harbor East		                         	2	0.25	 	1	0.13	 	0	0	 	3	0.38	 	9	1.15	 	7	0.89	 	0	0	 	16	2.04	 	3	0.38	 	1	0.13	 	0	0	 	4	0.51	 	27	3.44	 	7	0.89	 	0	0	 	34	4.33	 	140	17.83	 	9	1.15	 	0	0	 	0	0	 	0	0	 	149	18.98	 	1	0.13	 	0	0	 	0	0	 	1	0.13	 	55	7.01	 	10	1.27	 	0	0	 	0	0	 	0	0	 	65	8.28	 	5	0.64	 	1	0.13	 	0	0	 	0	0	 	6	0.76	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	8	1.02	 	1	0.13	 	0	0	 	0	0	 	9	1.15	 	3	0.38	 	1	0.13	 	0	0	 	4	0.51	 	482	61.4	 	11	1.4	 	1	0.13	 	0	0	 	0	0	 	494	62.93	 	0	0	 	0	0	 	0	0	 	0	0	 	785	98.25	 	14	1.75	 	799	0.99
Walker Flat		                                	1	1.33	 	0	0	 	0	0	 	1	1.33	 	1	1.33	 	0	0	 	0	0	 	1	1.33	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.67	 	0	0	 	0	0	 	2	2.67	 	14	18.67	 	0	0	 	0	0	 	0	0	 	0	0	 	14	18.67	 	0	0	 	0	0	 	0	0	 	0	0	 	7	9.33	 	1	1.33	 	0	0	 	0	0	 	0	0	 	8	10.67	 	2	2.67	 	0	0	 	0	0	 	0	0	 	2	2.67	 	1	1.33	 	0	0	 	0	0	 	0	0	 	1	1.33	 	0	0	 	1	1.33	 	0	0	 	0	0	 	1	1.33	 	0	0	 	0	0	 	0	0	 	0	0	 	45	60	 	0	0	 	0	0	 	0	0	 	0	0	 	45	60	 	0	0	 	0	0	 	0	0	 	0	0	 	75	98.68	 	1	1.32	 	76	0.09
Wanbi		                                      	0	0	 	1	1.27	 	0	0	 	1	1.27	 	1	1.27	 	0	0	 	0	0	 	1	1.27	 	1	1.27	 	0	0	 	0	0	 	1	1.27	 	0	0	 	1	1.27	 	0	0	 	1	1.27	 	4	5.06	 	1	1.27	 	0	0	 	0	0	 	0	0	 	5	6.33	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.53	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.53	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.27	 	0	0	 	0	0	 	1	1.27	 	67	84.81	 	0	0	 	0	0	 	0	0	 	0	0	 	67	84.81	 	0	0	 	0	0	 	0	0	 	0	0	 	79	100	 	0	0	 	79	0.1
Wellington West		                            	0	0	 	0	0	 	0	0	 	0	0	 	2	1.31	 	0	0	 	0	0	 	2	1.31	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.65	 	0	0	 	0	0	 	1	0.65	 	25	16.34	 	3	1.96	 	0	0	 	0	0	 	0	0	 	28	18.3	 	0	0	 	0	0	 	0	0	 	0	0	 	6	3.92	 	1	0.65	 	0	0	 	0	0	 	0	0	 	7	4.58	 	1	0.65	 	0	0	 	0	0	 	0	0	 	1	0.65	 	2	1.31	 	0	0	 	0	0	 	0	0	 	2	1.31	 	0	0	 	1	0.65	 	1	0.65	 	0	0	 	2	1.31	 	0	0	 	0	0	 	0	0	 	0	0	 	108	70.59	 	2	1.31	 	0	0	 	0	0	 	0	0	 	110	71.9	 	0	0	 	0	0	 	0	0	 	0	0	 	153	98.08	 	3	1.92	 	156	0.19
Western Flat		                               	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.83	 	0	0	 	1	0.83	 	2	1.67	 	2	1.67	 	0	0	 	4	3.33	 	1	0.83	 	2	1.67	 	0	0	 	3	2.5	 	8	6.67	 	0	0	 	0	0	 	0	0	 	0	0	 	8	6.67	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.67	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.67	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.67	 	0	0	 	0	0	 	2	1.67	 	100	83.33	 	0	0	 	0	0	 	0	0	 	0	0	 	100	83.33	 	0	0	 	0	0	 	0	0	 	0	0	 	120	99.17	 	1	0.83	 	121	0.15
Willalooka		                                 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.67	 	2	1.33	 	0	0	 	3	2	 	3	2	 	0	0	 	0	0	 	3	2	 	5	3.33	 	0	0	 	0	0	 	0	0	 	0	0	 	5	3.33	 	0	0	 	0	0	 	0	0	 	0	0	 	5	3.33	 	0	0	 	0	0	 	0	0	 	0	0	 	5	3.33	 	2	1.33	 	1	0.67	 	0	0	 	0	0	 	3	2	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	126	84	 	5	3.33	 	0	0	 	0	0	 	0	0	 	131	87.33	 	0	0	 	0	0	 	0	0	 	0	0	 	150	100	 	0	0	 	150	0.19
Wirrega		                                    	0	0	 	0	0	 	0	0	 	0	0	 	1	1.35	 	0	0	 	0	0	 	1	1.35	 	1	1.35	 	1	1.35	 	0	0	 	2	2.7	 	3	4.05	 	2	2.7	 	0	0	 	5	6.76	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.35	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.35	 	1	1.35	 	0	0	 	0	0	 	0	0	 	1	1.35	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	62	83.78	 	2	2.7	 	0	0	 	0	0	 	0	0	 	64	86.49	 	0	0	 	0	0	 	0	0	 	0	0	 	74	98.67	 	1	1.33	 	75	0.09
Wisanger		                                   	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.56	 	0	0	 	1	1.56	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.56	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.56	 	0	0	 	0	0	 	0	0	 	0	0	 	2	3.13	 	1	1.56	 	0	0	 	0	0	 	0	0	 	3	4.69	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.56	 	0	0	 	0	0	 	0	0	 	1	1.56	 	0	0	 	0	0	 	0	0	 	0	0	 	57	89.06	 	1	1.56	 	0	0	 	0	0	 	0	0	 	58	90.63	 	0	0	 	0	0	 	0	0	 	0	0	 	64	96.97	 	2	3.03	 	66	0.08
Wolseley		                                   	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.29	 	1	0.65	 	3	1.94	 	2	1.29	 	0	0	 	0	0	 	2	1.29	 	36	23.23	 	1	0.65	 	0	0	 	0	0	 	0	0	 	37	23.87	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.58	 	3	1.94	 	1	0.65	 	0	0	 	0	0	 	8	5.16	 	1	0.65	 	0	0	 	0	0	 	0	0	 	1	0.65	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.29	 	0	0	 	0	0	 	2	1.29	 	100	64.52	 	2	1.29	 	0	0	 	0	0	 	0	0	 	102	65.81	 	0	0	 	0	0	 	0	0	 	0	0	 	155	98.73	 	2	1.27	 	157	0.19
Wood Point		                                 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.61	 	0	0	 	0	0	 	2	1.61	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	19	15.32	 	2	1.61	 	0	0	 	0	0	 	0	0	 	21	16.94	 	1	0.81	 	0	0	 	0	0	 	1	0.81	 	9	7.26	 	0	0	 	0	0	 	0	0	 	0	0	 	9	7.26	 	2	1.61	 	1	0.81	 	0	0	 	0	0	 	3	2.42	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.61	 	0	0	 	0	0	 	2	1.61	 	84	67.74	 	2	1.61	 	0	0	 	0	0	 	0	0	 	86	69.35	 	0	0	 	0	0	 	0	0	 	0	0	 	124	99.2	 	1	0.8	 	125	0.16
Wrattonbully		                               	0	0	 	0	0	 	0	0	 	0	0	 	1	1.32	 	0	0	 	0	0	 	1	1.32	 	0	0	 	0	0	 	0	0	 	0	0	 	4	5.26	 	0	0	 	0	0	 	4	5.26	 	7	9.21	 	0	0	 	0	0	 	0	0	 	0	0	 	7	9.21	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	61	80.26	 	3	3.95	 	0	0	 	0	0	 	0	0	 	64	84.21	 	0	0	 	0	0	 	0	0	 	0	0	 	76	98.7	 	1	1.3	 	77	0.1
