	   		 A Republican Party of Australia												 B The Green Party South Australia												 C National Party of Australia (S.A.) Inc.												 D Call to Australia (Fred Nile) Group												 E Australian Labor Party (South Australian Branch)																		F - Unendorsed Group												 G Australian Democrats																		 H Natural Law Party															 I Independent EFF															 J Grey Power															 K Australians Against Further Immigration												 L Liberal Party of Australia - (S.A. Division)																		Ungrouped																			
    			TICKET VOTES			NASRULLAH			HILL			Group Total			TICKET VOTES			FRICKER			WEISSMANN			Group Total			TICKET VOTES			MCCALLUM			BRADSHAW			Group Total			TICKET VOTES			RODWAY			SQUIRRELL			Group Total			TICKET VOTES			# BOLKUS			# FOREMAN			MAGUIRE			MCDONALD			Group Total			TICKET VOTES			LIEW			SCHIRRIPA			Group Total			TICKET VOTES			# LEES			SWIFT			STOTT DESPOJA			TICKLE			Group Total			TICKET VOTES			WELLS			MARTIN			MORRIS			Group Total			TICKET VOTES			DWYER			GIDDINGS			GIDDINGS			Group Total			TICKET VOTES			HOLDER			PRESTON			BOTTAM			Group Total			TICKET VOTES			MOORE			SMITH			Group Total			TICKET VOTES			# VANSTONE			# MINCHIN			# FERGUSON			GUPTA			Group Total			RICE			BROOM			SMITH			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Bilal			Peter									Ally			Gerhard									Nola			Michael									David			David									Nick			Dominic			Graham			Rosalie Ann									Dr Alex			Douglas									Meg			Stephen			Natasha			Patricia									Dr Geoff			Anne			Dulcie									David			Douglas			Vanessa									Jack			Betty			Glen									Evonne			Joe									Amanda			Nick			Alan			Satish						Mark			Bernard William			E.C. (Ean)													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Hackham South		                              	1	0.07	 	0	0	 	0	0	 	1	0.07	 	17	1.19	 	3	0.21	 	0	0	 	20	1.4	 	2	0.14	 	0	0	 	0	0	 	2	0.14	 	21	1.47	 	12	0.84	 	0	0	 	33	2.31	 	682	47.66	 	7	0.49	 	0	0	 	0	0	 	3	0.21	 	692	48.36	 	2	0.14	 	0	0	 	0	0	 	2	0.14	 	160	11.18	 	15	1.05	 	2	0.14	 	0	0	 	1	0.07	 	178	12.44	 	9	0.63	 	1	0.07	 	0	0	 	0	0	 	10	0.7	 	7	0.49	 	0	0	 	0	0	 	0	0	 	7	0.49	 	8	0.56	 	0	0	 	0	0	 	0	0	 	8	0.56	 	8	0.56	 	0	0	 	0	0	 	8	0.56	 	463	32.35	 	7	0.49	 	0	0	 	0	0	 	0	0	 	470	32.84	 	0	0	 	0	0	 	0	0	 	0	0	 	1431	97.75	 	33	2.25	 	1464	1.84
Hallett Cove		                               	7	0.24	 	3	0.1	 	0	0	 	10	0.35	 	33	1.14	 	8	0.28	 	0	0	 	41	1.42	 	2	0.07	 	0	0	 	0	0	 	2	0.07	 	37	1.28	 	6	0.21	 	0	0	 	43	1.49	 	1047	36.25	 	30	1.04	 	0	0	 	3	0.1	 	5	0.17	 	1085	37.57	 	6	0.21	 	0	0	 	1	0.03	 	7	0.24	 	257	8.9	 	66	2.29	 	0	0	 	1	0.03	 	0	0	 	324	11.22	 	15	0.52	 	5	0.17	 	0	0	 	0	0	 	20	0.69	 	22	0.76	 	3	0.1	 	0	0	 	0	0	 	25	0.87	 	14	0.48	 	0	0	 	1	0.03	 	0	0	 	15	0.52	 	5	0.17	 	2	0.07	 	2	0.07	 	9	0.31	 	1255	43.46	 	46	1.59	 	1	0.03	 	3	0.1	 	1	0.03	 	1306	45.22	 	1	0.03	 	0	0	 	0	0	 	1	0.03	 	2888	98.53	 	43	1.47	 	2931	3.69
Happy Valley		                               	2	0.09	 	0	0	 	0	0	 	2	0.09	 	23	1.05	 	7	0.32	 	0	0	 	30	1.37	 	0	0	 	2	0.09	 	0	0	 	2	0.09	 	17	0.77	 	2	0.09	 	0	0	 	19	0.87	 	627	28.56	 	14	0.64	 	0	0	 	0	0	 	1	0.05	 	642	29.25	 	1	0.05	 	1	0.05	 	0	0	 	2	0.09	 	196	8.93	 	40	1.82	 	1	0.05	 	0	0	 	0	0	 	237	10.8	 	12	0.55	 	5	0.23	 	0	0	 	0	0	 	17	0.77	 	14	0.64	 	1	0.05	 	0	0	 	0	0	 	15	0.68	 	8	0.36	 	1	0.05	 	0	0	 	0	0	 	9	0.41	 	2	0.09	 	2	0.09	 	0	0	 	4	0.18	 	1189	54.17	 	21	0.96	 	1	0.05	 	2	0.09	 	0	0	 	1213	55.26	 	3	0.14	 	0	0	 	0	0	 	3	0.14	 	2195	98.34	 	37	1.66	 	2232	2.81
Karrara		                                    	2	0.07	 	1	0.03	 	0	0	 	3	0.1	 	35	1.17	 	6	0.2	 	0	0	 	41	1.37	 	0	0	 	2	0.07	 	0	0	 	2	0.07	 	41	1.37	 	3	0.1	 	0	0	 	44	1.47	 	1084	36.15	 	26	0.87	 	1	0.03	 	3	0.1	 	3	0.1	 	1117	37.25	 	13	0.43	 	1	0.03	 	0	0	 	14	0.47	 	269	8.97	 	52	1.73	 	1	0.03	 	0	0	 	1	0.03	 	323	10.77	 	17	0.57	 	4	0.13	 	1	0.03	 	0	0	 	22	0.73	 	5	0.17	 	2	0.07	 	0	0	 	0	0	 	7	0.23	 	8	0.27	 	0	0	 	0	0	 	0	0	 	8	0.27	 	8	0.27	 	1	0.03	 	0	0	 	9	0.3	 	1376	45.88	 	29	0.97	 	2	0.07	 	0	0	 	2	0.07	 	1409	46.98	 	0	0	 	0	0	 	0	0	 	0	0	 	2999	98.75	 	38	1.25	 	3037	3.82
Lonsdale		                                   	1	0.11	 	0	0	 	0	0	 	1	0.11	 	15	1.61	 	4	0.43	 	0	0	 	19	2.04	 	3	0.32	 	0	0	 	0	0	 	3	0.32	 	12	1.29	 	5	0.54	 	0	0	 	17	1.83	 	453	48.66	 	20	2.15	 	1	0.11	 	1	0.11	 	3	0.32	 	478	51.34	 	5	0.54	 	0	0	 	0	0	 	5	0.54	 	99	10.63	 	7	0.75	 	1	0.11	 	0	0	 	0	0	 	107	11.49	 	4	0.43	 	0	0	 	0	0	 	0	0	 	4	0.43	 	5	0.54	 	0	0	 	1	0.11	 	0	0	 	6	0.64	 	2	0.21	 	0	0	 	0	0	 	0	0	 	2	0.21	 	0	0	 	0	0	 	0	0	 	0	0	 	280	30.08	 	7	0.75	 	1	0.11	 	1	0.11	 	0	0	 	289	31.04	 	0	0	 	0	0	 	0	0	 	0	0	 	931	98.62	 	13	1.38	 	944	1.19
Mclaren Flat		                               	2	0.3	 	0	0	 	0	0	 	2	0.3	 	15	2.29	 	0	0	 	0	0	 	15	2.29	 	4	0.61	 	0	0	 	0	0	 	4	0.61	 	5	0.76	 	3	0.46	 	0	0	 	8	1.22	 	141	21.49	 	6	0.91	 	0	0	 	0	0	 	0	0	 	147	22.41	 	3	0.46	 	1	0.15	 	0	0	 	4	0.61	 	40	6.1	 	7	1.07	 	1	0.15	 	0	0	 	0	0	 	48	7.32	 	5	0.76	 	0	0	 	0	0	 	0	0	 	5	0.76	 	8	1.22	 	1	0.15	 	0	0	 	0	0	 	9	1.37	 	4	0.61	 	0	0	 	0	0	 	0	0	 	4	0.61	 	3	0.46	 	0	0	 	0	0	 	3	0.46	 	396	60.37	 	10	1.52	 	0	0	 	1	0.15	 	0	0	 	407	62.04	 	0	0	 	0	0	 	0	0	 	0	0	 	656	98.06	 	13	1.94	 	669	0.84
Mclaren Vale		                               	2	0.11	 	1	0.06	 	0	0	 	3	0.17	 	16	0.89	 	5	0.28	 	0	0	 	21	1.17	 	3	0.17	 	1	0.06	 	0	0	 	4	0.22	 	21	1.17	 	8	0.44	 	0	0	 	29	1.61	 	412	22.89	 	22	1.22	 	0	0	 	1	0.06	 	3	0.17	 	438	24.33	 	4	0.22	 	0	0	 	0	0	 	4	0.22	 	155	8.61	 	31	1.72	 	0	0	 	1	0.06	 	0	0	 	187	10.39	 	15	0.83	 	5	0.28	 	0	0	 	1	0.06	 	21	1.17	 	6	0.33	 	3	0.17	 	0	0	 	1	0.06	 	10	0.56	 	20	1.11	 	1	0.06	 	0	0	 	0	0	 	21	1.17	 	4	0.22	 	2	0.11	 	0	0	 	6	0.33	 	1041	57.83	 	10	0.56	 	1	0.06	 	2	0.11	 	0	0	 	1054	58.56	 	2	0.11	 	0	0	 	0	0	 	2	0.11	 	1800	98.36	 	30	1.64	 	1830	2.3
Maslin Beach		                               	0	0	 	0	0	 	0	0	 	0	0	 	10	2.2	 	2	0.44	 	0	0	 	12	2.64	 	2	0.44	 	1	0.22	 	0	0	 	3	0.66	 	2	0.44	 	0	0	 	0	0	 	2	0.44	 	175	38.46	 	7	1.54	 	0	0	 	0	0	 	1	0.22	 	183	40.22	 	0	0	 	0	0	 	0	0	 	0	0	 	38	8.35	 	12	2.64	 	1	0.22	 	1	0.22	 	0	0	 	52	11.43	 	4	0.88	 	0	0	 	0	0	 	0	0	 	4	0.88	 	1	0.22	 	0	0	 	0	0	 	0	0	 	1	0.22	 	4	0.88	 	0	0	 	0	0	 	0	0	 	4	0.88	 	1	0.22	 	0	0	 	0	0	 	1	0.22	 	186	40.88	 	6	1.32	 	1	0.22	 	0	0	 	0	0	 	193	42.42	 	0	0	 	0	0	 	0	0	 	0	0	 	455	99.34	 	3	0.66	 	458	0.58
Moana		                                      	5	0.22	 	2	0.09	 	0	0	 	7	0.31	 	27	1.18	 	9	0.39	 	0	0	 	36	1.58	 	4	0.18	 	0	0	 	0	0	 	4	0.18	 	29	1.27	 	6	0.26	 	0	0	 	35	1.53	 	902	39.51	 	30	1.31	 	1	0.04	 	1	0.04	 	0	0	 	934	40.91	 	4	0.18	 	0	0	 	0	0	 	4	0.18	 	258	11.3	 	37	1.62	 	0	0	 	2	0.09	 	0	0	 	297	13.01	 	22	0.96	 	6	0.26	 	0	0	 	0	0	 	28	1.23	 	6	0.26	 	0	0	 	0	0	 	0	0	 	6	0.26	 	34	1.49	 	3	0.13	 	0	0	 	0	0	 	37	1.62	 	7	0.31	 	2	0.09	 	0	0	 	9	0.39	 	870	38.11	 	13	0.57	 	0	0	 	1	0.04	 	1	0.04	 	885	38.76	 	1	0.04	 	0	0	 	0	0	 	1	0.04	 	2283	98.45	 	36	1.55	 	2319	2.92
Morphett Vale		                              	9	0.24	 	3	0.08	 	0	0	 	12	0.32	 	52	1.38	 	6	0.16	 	0	0	 	58	1.54	 	4	0.11	 	0	0	 	1	0.03	 	5	0.13	 	53	1.4	 	15	0.4	 	0	0	 	68	1.8	 	1639	43.38	 	33	0.87	 	0	0	 	3	0.08	 	3	0.08	 	1678	44.42	 	9	0.24	 	0	0	 	0	0	 	9	0.24	 	396	10.48	 	55	1.46	 	1	0.03	 	0	0	 	0	0	 	452	11.96	 	15	0.4	 	5	0.13	 	1	0.03	 	0	0	 	21	0.56	 	25	0.66	 	5	0.13	 	0	0	 	0	0	 	30	0.79	 	24	0.64	 	4	0.11	 	0	0	 	0	0	 	28	0.74	 	16	0.42	 	0	0	 	0	0	 	16	0.42	 	1380	36.53	 	21	0.56	 	0	0	 	0	0	 	0	0	 	1401	37.08	 	0	0	 	0	0	 	0	0	 	0	0	 	3778	98.21	 	69	1.79	 	3847	4.84
Morphett Vale East		                         	10	0.29	 	0	0	 	1	0.03	 	11	0.31	 	38	1.09	 	10	0.29	 	1	0.03	 	49	1.4	 	8	0.23	 	1	0.03	 	0	0	 	9	0.26	 	67	1.91	 	15	0.43	 	0	0	 	82	2.34	 	1394	39.84	 	32	0.91	 	0	0	 	1	0.03	 	3	0.09	 	1430	40.87	 	8	0.23	 	0	0	 	1	0.03	 	9	0.26	 	385	11	 	47	1.34	 	1	0.03	 	1	0.03	 	0	0	 	434	12.4	 	20	0.57	 	7	0.2	 	0	0	 	0	0	 	27	0.77	 	28	0.8	 	1	0.03	 	0	0	 	0	0	 	29	0.83	 	22	0.63	 	5	0.14	 	0	0	 	0	0	 	27	0.77	 	13	0.37	 	0	0	 	0	0	 	13	0.37	 	1354	38.7	 	17	0.49	 	4	0.11	 	1	0.03	 	0	0	 	1376	39.33	 	3	0.09	 	0	0	 	0	0	 	3	0.09	 	3499	98.07	 	69	1.93	 	3568	4.49
Morphett Vale North		                        	8	0.4	 	1	0.05	 	0	0	 	9	0.45	 	24	1.19	 	5	0.25	 	1	0.05	 	30	1.49	 	1	0.05	 	1	0.05	 	0	0	 	2	0.1	 	17	0.85	 	5	0.25	 	1	0.05	 	23	1.14	 	792	39.42	 	10	0.5	 	0	0	 	1	0.05	 	0	0	 	803	39.97	 	7	0.35	 	0	0	 	0	0	 	7	0.35	 	215	10.7	 	21	1.05	 	0	0	 	2	0.1	 	2	0.1	 	240	11.95	 	9	0.45	 	0	0	 	0	0	 	0	0	 	9	0.45	 	8	0.4	 	0	0	 	0	0	 	0	0	 	8	0.4	 	9	0.45	 	3	0.15	 	0	0	 	0	0	 	12	0.6	 	6	0.3	 	0	0	 	0	0	 	6	0.3	 	842	41.91	 	16	0.8	 	1	0.05	 	0	0	 	0	0	 	859	42.76	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	2009	98.58	 	29	1.42	 	2038	2.56
Morphett Vale South		                        	0	0	 	1	0.1	 	0	0	 	1	0.1	 	17	1.76	 	4	0.41	 	0	0	 	21	2.17	 	6	0.62	 	0	0	 	0	0	 	6	0.62	 	15	1.55	 	3	0.31	 	0	0	 	18	1.86	 	510	52.69	 	11	1.14	 	1	0.1	 	0	0	 	3	0.31	 	525	54.24	 	3	0.31	 	0	0	 	0	0	 	3	0.31	 	91	9.4	 	7	0.72	 	0	0	 	1	0.1	 	0	0	 	99	10.23	 	5	0.52	 	2	0.21	 	0	0	 	0	0	 	7	0.72	 	4	0.41	 	0	0	 	0	0	 	0	0	 	4	0.41	 	14	1.45	 	3	0.31	 	0	0	 	0	0	 	17	1.76	 	3	0.31	 	2	0.21	 	0	0	 	5	0.52	 	258	26.65	 	2	0.21	 	0	0	 	0	0	 	0	0	 	260	26.86	 	0	0	 	0	0	 	2	0.21	 	2	0.21	 	968	97.88	 	21	2.12	 	989	1.24
Noarlunga Downs		                            	3	0.27	 	2	0.18	 	0	0	 	5	0.45	 	25	2.23	 	8	0.71	 	0	0	 	33	2.94	 	6	0.54	 	0	0	 	0	0	 	6	0.54	 	14	1.25	 	11	0.98	 	0	0	 	25	2.23	 	531	47.37	 	9	0.8	 	0	0	 	0	0	 	3	0.27	 	543	48.44	 	2	0.18	 	0	0	 	0	0	 	2	0.18	 	119	10.62	 	8	0.71	 	0	0	 	0	0	 	0	0	 	127	11.33	 	14	1.25	 	3	0.27	 	1	0.09	 	0	0	 	18	1.61	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	4	0.36	 	3	0.27	 	0	0	 	0	0	 	7	0.62	 	4	0.36	 	0	0	 	0	0	 	4	0.36	 	343	30.6	 	6	0.54	 	0	0	 	0	0	 	0	0	 	349	31.13	 	2	0.18	 	0	0	 	0	0	 	2	0.18	 	1121	96.89	 	36	3.11	 	1157	1.46
O'Halloran Hill		                            	3	0.1	 	0	0	 	0	0	 	3	0.1	 	28	0.92	 	6	0.2	 	0	0	 	34	1.12	 	5	0.16	 	2	0.07	 	0	0	 	7	0.23	 	28	0.92	 	7	0.23	 	0	0	 	35	1.15	 	1042	34.38	 	28	0.92	 	1	0.03	 	0	0	 	4	0.13	 	1075	35.47	 	4	0.13	 	1	0.03	 	0	0	 	5	0.16	 	300	9.9	 	51	1.68	 	0	0	 	2	0.07	 	1	0.03	 	354	11.68	 	17	0.56	 	4	0.13	 	0	0	 	0	0	 	21	0.69	 	11	0.36	 	0	0	 	0	0	 	0	0	 	11	0.36	 	5	0.16	 	3	0.1	 	0	0	 	0	0	 	8	0.26	 	5	0.16	 	2	0.07	 	0	0	 	7	0.23	 	1443	47.61	 	23	0.76	 	0	0	 	1	0.03	 	1	0.03	 	1468	48.43	 	2	0.07	 	0	0	 	1	0.03	 	3	0.1	 	3031	98.96	 	32	1.04	 	3063	3.85
O'Sullivan Beach		                           	3	0.2	 	6	0.41	 	0	0	 	9	0.61	 	28	1.9	 	0	0	 	0	0	 	28	1.9	 	4	0.27	 	1	0.07	 	0	0	 	5	0.34	 	12	0.81	 	1	0.07	 	0	0	 	13	0.88	 	713	48.4	 	16	1.09	 	0	0	 	1	0.07	 	1	0.07	 	731	49.63	 	4	0.27	 	1	0.07	 	0	0	 	5	0.34	 	158	10.73	 	22	1.49	 	1	0.07	 	4	0.27	 	0	0	 	185	12.56	 	7	0.48	 	2	0.14	 	0	0	 	0	0	 	9	0.61	 	5	0.34	 	0	0	 	0	0	 	0	0	 	5	0.34	 	12	0.81	 	1	0.07	 	0	0	 	0	0	 	13	0.88	 	3	0.2	 	0	0	 	0	0	 	3	0.2	 	458	31.09	 	6	0.41	 	2	0.14	 	0	0	 	1	0.07	 	467	31.7	 	0	0	 	0	0	 	0	0	 	0	0	 	1473	98.27	 	26	1.73	 	1499	1.89
Old Noarlunga		                              	0	0	 	0	0	 	0	0	 	0	0	 	15	2.03	 	2	0.27	 	1	0.14	 	18	2.44	 	0	0	 	1	0.14	 	0	0	 	1	0.14	 	2	0.27	 	3	0.41	 	0	0	 	5	0.68	 	270	36.59	 	9	1.22	 	0	0	 	0	0	 	1	0.14	 	280	37.94	 	0	0	 	0	0	 	0	0	 	0	0	 	72	9.76	 	14	1.9	 	1	0.14	 	0	0	 	0	0	 	87	11.79	 	5	0.68	 	1	0.14	 	0	0	 	0	0	 	6	0.81	 	2	0.27	 	1	0.14	 	0	0	 	0	0	 	3	0.41	 	9	1.22	 	5	0.68	 	0	0	 	0	0	 	14	1.9	 	3	0.41	 	1	0.14	 	0	0	 	4	0.54	 	312	42.28	 	7	0.95	 	1	0.14	 	0	0	 	0	0	 	320	43.36	 	0	0	 	0	0	 	0	0	 	0	0	 	738	98.01	 	15	1.99	 	753	0.95
Pimpala		                                    	4	0.2	 	0	0	 	0	0	 	4	0.2	 	34	1.69	 	4	0.2	 	0	0	 	38	1.88	 	3	0.15	 	1	0.05	 	0	0	 	4	0.2	 	27	1.34	 	5	0.25	 	0	0	 	32	1.59	 	799	39.61	 	23	1.14	 	0	0	 	1	0.05	 	1	0.05	 	824	40.85	 	7	0.35	 	0	0	 	1	0.05	 	8	0.4	 	208	10.31	 	29	1.44	 	0	0	 	0	0	 	1	0.05	 	238	11.8	 	17	0.84	 	4	0.2	 	1	0.05	 	0	0	 	22	1.09	 	10	0.5	 	1	0.05	 	0	0	 	0	0	 	11	0.55	 	12	0.59	 	1	0.05	 	0	0	 	0	0	 	13	0.64	 	6	0.3	 	1	0.05	 	0	0	 	7	0.35	 	792	39.27	 	23	1.14	 	0	0	 	1	0.05	 	0	0	 	816	40.46	 	0	0	 	0	0	 	0	0	 	0	0	 	2017	98.2	 	37	1.8	 	2054	2.58
Port Noarlunga		                             	3	0.18	 	1	0.06	 	0	0	 	4	0.24	 	37	2.25	 	7	0.43	 	0	0	 	44	2.68	 	4	0.24	 	2	0.12	 	0	0	 	6	0.37	 	28	1.7	 	6	0.37	 	0	0	 	34	2.07	 	627	38.16	 	12	0.73	 	0	0	 	0	0	 	5	0.3	 	644	39.2	 	3	0.18	 	0	0	 	0	0	 	3	0.18	 	128	7.79	 	35	2.13	 	1	0.06	 	2	0.12	 	0	0	 	166	10.1	 	10	0.61	 	7	0.43	 	0	0	 	0	0	 	17	1.03	 	7	0.43	 	2	0.12	 	0	0	 	0	0	 	9	0.55	 	32	1.95	 	0	0	 	0	0	 	0	0	 	32	1.95	 	3	0.18	 	1	0.06	 	0	0	 	4	0.24	 	663	40.35	 	16	0.97	 	0	0	 	0	0	 	0	0	 	679	41.33	 	0	0	 	0	0	 	1	0.06	 	1	0.06	 	1643	98.56	 	24	1.44	 	1667	2.1
Reynella		                                   	1	0.05	 	0	0	 	0	0	 	1	0.05	 	18	0.83	 	7	0.32	 	0	0	 	25	1.16	 	3	0.14	 	1	0.05	 	0	0	 	4	0.19	 	37	1.71	 	6	0.28	 	0	0	 	43	1.99	 	904	41.87	 	20	0.93	 	0	0	 	1	0.05	 	4	0.19	 	929	43.03	 	2	0.09	 	1	0.05	 	0	0	 	3	0.14	 	216	10	 	30	1.39	 	0	0	 	1	0.05	 	1	0.05	 	248	11.49	 	13	0.6	 	2	0.09	 	1	0.05	 	0	0	 	16	0.74	 	7	0.32	 	4	0.19	 	0	0	 	0	0	 	11	0.51	 	5	0.23	 	1	0.05	 	0	0	 	1	0.05	 	7	0.32	 	3	0.14	 	1	0.05	 	0	0	 	4	0.19	 	851	39.42	 	15	0.69	 	0	0	 	1	0.05	 	0	0	 	867	40.16	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	2159	99.49	 	11	0.51	 	2170	2.73
Reynella East		                              	3	0.08	 	2	0.06	 	0	0	 	5	0.14	 	34	0.95	 	11	0.31	 	2	0.06	 	47	1.32	 	7	0.2	 	1	0.03	 	1	0.03	 	9	0.25	 	43	1.21	 	10	0.28	 	0	0	 	53	1.49	 	1383	38.83	 	23	0.65	 	0	0	 	1	0.03	 	1	0.03	 	1408	39.53	 	14	0.39	 	1	0.03	 	1	0.03	 	16	0.45	 	380	10.67	 	45	1.26	 	1	0.03	 	0	0	 	1	0.03	 	427	11.99	 	11	0.31	 	5	0.14	 	0	0	 	0	0	 	16	0.45	 	24	0.67	 	0	0	 	0	0	 	0	0	 	24	0.67	 	10	0.28	 	1	0.03	 	0	0	 	0	0	 	11	0.31	 	5	0.14	 	0	0	 	1	0.03	 	6	0.17	 	1507	42.31	 	28	0.79	 	2	0.06	 	3	0.08	 	0	0	 	1540	43.23	 	0	0	 	0	0	 	0	0	 	0	0	 	3562	98.45	 	56	1.55	 	3618	4.55
Reynella South		                             	7	0.2	 	3	0.09	 	0	0	 	10	0.29	 	43	1.23	 	10	0.29	 	0	0	 	53	1.52	 	8	0.23	 	2	0.06	 	0	0	 	10	0.29	 	50	1.43	 	11	0.32	 	0	0	 	61	1.75	 	1496	42.84	 	24	0.69	 	1	0.03	 	2	0.06	 	6	0.17	 	1529	43.79	 	17	0.49	 	2	0.06	 	0	0	 	19	0.54	 	318	9.11	 	48	1.37	 	0	0	 	2	0.06	 	0	0	 	368	10.54	 	15	0.43	 	3	0.09	 	0	0	 	0	0	 	18	0.52	 	16	0.46	 	0	0	 	0	0	 	1	0.03	 	17	0.49	 	24	0.69	 	1	0.03	 	0	0	 	0	0	 	25	0.72	 	13	0.37	 	1	0.03	 	0	0	 	14	0.4	 	1343	38.46	 	21	0.6	 	3	0.09	 	0	0	 	1	0.03	 	1368	39.18	 	0	0	 	0	0	 	0	0	 	0	0	 	3492	98.28	 	61	1.72	 	3553	4.47
Seaford		                                    	3	0.11	 	0	0	 	0	0	 	3	0.11	 	31	1.15	 	5	0.19	 	2	0.07	 	38	1.41	 	3	0.11	 	0	0	 	0	0	 	3	0.11	 	24	0.89	 	3	0.11	 	0	0	 	27	1.01	 	1161	43.22	 	35	1.3	 	0	0	 	2	0.07	 	4	0.15	 	1202	44.75	 	5	0.19	 	0	0	 	0	0	 	5	0.19	 	280	10.42	 	39	1.45	 	1	0.04	 	1	0.04	 	0	0	 	321	11.95	 	29	1.08	 	7	0.26	 	0	0	 	0	0	 	36	1.34	 	16	0.6	 	3	0.11	 	0	0	 	1	0.04	 	20	0.74	 	55	2.05	 	6	0.22	 	0	0	 	0	0	 	61	2.27	 	8	0.3	 	0	0	 	0	0	 	8	0.3	 	937	34.88	 	22	0.82	 	0	0	 	2	0.07	 	0	0	 	961	35.78	 	1	0.04	 	0	0	 	0	0	 	1	0.04	 	2686	98.1	 	52	1.9	 	2738	3.45
Sellicks Beach		                             	0	0	 	0	0	 	0	0	 	0	0	 	9	1.24	 	2	0.28	 	0	0	 	11	1.51	 	1	0.14	 	1	0.14	 	0	0	 	2	0.28	 	11	1.51	 	2	0.28	 	1	0.14	 	14	1.93	 	260	35.76	 	4	0.55	 	0	0	 	0	0	 	3	0.41	 	267	36.73	 	1	0.14	 	0	0	 	0	0	 	1	0.14	 	59	8.12	 	11	1.51	 	0	0	 	0	0	 	0	0	 	70	9.63	 	10	1.38	 	3	0.41	 	0	0	 	0	0	 	13	1.79	 	8	1.1	 	1	0.14	 	0	0	 	0	0	 	9	1.24	 	5	0.69	 	0	0	 	0	0	 	0	0	 	5	0.69	 	2	0.28	 	2	0.28	 	0	0	 	4	0.55	 	323	44.43	 	7	0.96	 	0	0	 	1	0.14	 	0	0	 	331	45.53	 	0	0	 	0	0	 	0	0	 	0	0	 	727	98.11	 	14	1.89	 	741	0.93
Sheidow Park		                               	1	0.04	 	1	0.04	 	0	0	 	2	0.08	 	34	1.28	 	10	0.38	 	1	0.04	 	45	1.7	 	2	0.08	 	0	0	 	0	0	 	2	0.08	 	16	0.6	 	7	0.26	 	0	0	 	23	0.87	 	1063	40.08	 	18	0.68	 	0	0	 	0	0	 	4	0.15	 	1085	40.91	 	5	0.19	 	0	0	 	0	0	 	5	0.19	 	247	9.31	 	46	1.73	 	0	0	 	0	0	 	2	0.08	 	295	11.12	 	9	0.34	 	3	0.11	 	0	0	 	1	0.04	 	13	0.49	 	17	0.64	 	3	0.11	 	0	0	 	0	0	 	20	0.75	 	14	0.53	 	2	0.08	 	0	0	 	0	0	 	16	0.6	 	6	0.23	 	1	0.04	 	0	0	 	7	0.26	 	1127	42.5	 	9	0.34	 	1	0.04	 	2	0.08	 	0	0	 	1139	42.95	 	0	0	 	0	0	 	0	0	 	0	0	 	2652	98.88	 	30	1.12	 	2682	3.38
Trott Park		                                 	1	0.18	 	0	0	 	0	0	 	1	0.18	 	3	0.53	 	1	0.18	 	0	0	 	4	0.71	 	0	0	 	0	0	 	0	0	 	0	0	 	4	0.71	 	5	0.88	 	0	0	 	9	1.59	 	198	34.92	 	5	0.88	 	0	0	 	0	0	 	1	0.18	 	204	35.98	 	2	0.35	 	0	0	 	0	0	 	2	0.35	 	56	9.88	 	15	2.65	 	0	0	 	0	0	 	0	0	 	71	12.52	 	2	0.35	 	0	0	 	0	0	 	0	0	 	2	0.35	 	2	0.35	 	0	0	 	0	0	 	0	0	 	2	0.35	 	4	0.71	 	0	0	 	0	0	 	0	0	 	4	0.71	 	2	0.35	 	0	0	 	0	0	 	2	0.35	 	260	45.86	 	6	1.06	 	0	0	 	0	0	 	0	0	 	266	46.91	 	0	0	 	0	0	 	0	0	 	0	0	 	567	98.1	 	11	1.9	 	578	0.73
