	   		 A Pensioner and Citizen Initiated Referendum Alliance												 B Janet Powell Independents' Network																		 C Australians Against Further Immigration												 D Natural Law Party															 E Call to Australia (Fred Nile) Group												 F Democratic Labor Party (DLP) of Australia																					 G Liberal/National Party																								 H Republican Party of Australia												 I Australian Labor Party (ALP)																		 J Australian Democrats																								K - Unendorsed Group												 L The Victorian Green Alliance												Ungrouped																																											
    			TICKET VOTES			MCKAY			MCKAY			Group Total			TICKET VOTES			POWELL			HAMEL-GREEN			O'ROURKE			LEVY			Group Total			TICKET VOTES			MCCORMACK			SPENCER			Group Total			TICKET VOTES			GRIFFITH			SCURFIELD			MASON			Group Total			TICKET VOTES			COOK			GRAHAM			Group Total			TICKET VOTES			MULHOLLAND			ROWE			CREA			DODD			CODY			Group Total			TICKET VOTES			# SHORT			# MCGAURAN			# TROETH			TCHEN			CURTIS			WALL			Group Total			TICKET VOTES			BUCKLEY			GIDLEY			Group Total			TICKET VOTES			# EVANS			# CARR			# ZAKHAROV			MCKENZIE			Group Total			TICKET VOTES			WOOD			KAYAK			WHITE			PINNIGER			CASBOLT			STEAR			Group Total			TICKET VOTES			TOSCANO			ROPER			Group Total			TICKET VOTES			DAVIDSON			ASQUINI			Group Total			MOFFATT			BANJANIN			HARDY			BELL			ROTARU			FLORIN			GOOD			ISHERWOOD			PETHERBRIDGE			PAVLEKOVICH-SMITH			FAZAL			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Neil			Alistair									Janet			Michael			Anne			Laurie									Denis			Robyn Marion									Steve			Lorna			Ngaire									Ken			Murray									John			Michael			Pat			Christine			Matthew									Jim			Julian John			Judith			Tsebin			Ian Ronald			Bill									Brian			Brendan Frederick									Gareth			Kim			Olive			David									Robert			Maria			Marj			John			Diane			Kathryn									Joe			Stephen									Francesca			Loretta						Gordon			Toma			Frank			Laurie			Alex			Steve			Michael			Noelene			Tim			Ivan			Abdul Khaliq													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Pirron Yallock		                             	2	0.58	 	0	0	 	0	0	 	2	0.58	 	1	0.29	 	1	0.29	 	0	0	 	0	0	 	0	0	 	2	0.58	 	2	0.58	 	1	0.29	 	0	0	 	3	0.86	 	2	0.58	 	0	0	 	0	0	 	0	0	 	2	0.58	 	5	1.44	 	3	0.86	 	0	0	 	8	2.31	 	6	1.73	 	1	0.29	 	0	0	 	0	0	 	0	0	 	0	0	 	7	2.02	 	227	65.42	 	6	1.73	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.29	 	234	67.44	 	0	0	 	0	0	 	0	0	 	0	0	 	74	21.33	 	5	1.44	 	0	0	 	0	0	 	0	0	 	79	22.77	 	7	2.02	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	7	2.02	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.58	 	1	0.29	 	0	0	 	3	0.86	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	347	98.58	 	5	1.42	 	352	0.48
Point Lonsdale		                             	10	0.67	 	2	0.13	 	0	0	 	12	0.81	 	12	0.81	 	3	0.2	 	0	0	 	0	0	 	1	0.07	 	16	1.08	 	7	0.47	 	2	0.13	 	0	0	 	9	0.61	 	2	0.13	 	1	0.07	 	0	0	 	0	0	 	3	0.2	 	2	0.13	 	4	0.27	 	0	0	 	6	0.4	 	9	0.61	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	9	0.61	 	907	61	 	15	1.01	 	0	0	 	0	0	 	0	0	 	6	0.4	 	0	0	 	928	62.41	 	4	0.27	 	1	0.07	 	0	0	 	5	0.34	 	404	27.17	 	15	1.01	 	0	0	 	0	0	 	0	0	 	419	28.18	 	49	3.3	 	6	0.4	 	0	0	 	0	0	 	1	0.07	 	0	0	 	0	0	 	56	3.77	 	0	0	 	0	0	 	0	0	 	0	0	 	17	1.14	 	5	0.34	 	1	0.07	 	23	1.55	 	0	0	 	0	0	 	1	0.07	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.07	 	1487	98.02	 	30	1.98	 	1517	2.06
Princetown		                                 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.73	 	0	0	 	0	0	 	1	0.73	 	1	0.73	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.73	 	121	88.32	 	7	5.11	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	128	93.43	 	0	0	 	0	0	 	0	0	 	0	0	 	6	4.38	 	0	0	 	0	0	 	0	0	 	0	0	 	6	4.38	 	1	0.73	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.73	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	137	97.86	 	3	2.14	 	140	0.19
Purrumbete South		                           	1	0.48	 	0	0	 	0	0	 	1	0.48	 	1	0.48	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.48	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	5	2.38	 	1	0.48	 	0	0	 	0	0	 	0	0	 	0	0	 	6	2.86	 	156	74.29	 	4	1.9	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	160	76.19	 	0	0	 	0	0	 	0	0	 	0	0	 	30	14.29	 	5	2.38	 	0	0	 	0	0	 	0	0	 	35	16.67	 	4	1.9	 	1	0.48	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	5	2.38	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.95	 	0	0	 	0	0	 	2	0.95	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	210	98.13	 	4	1.87	 	214	0.29
Queenscliff		                                	6	0.63	 	2	0.21	 	0	0	 	8	0.84	 	16	1.69	 	7	0.74	 	0	0	 	0	0	 	0	0	 	23	2.43	 	6	0.63	 	1	0.11	 	0	0	 	7	0.74	 	2	0.21	 	0	0	 	0	0	 	0	0	 	2	0.21	 	1	0.11	 	2	0.21	 	0	0	 	3	0.32	 	9	0.95	 	1	0.11	 	0	0	 	0	0	 	0	0	 	0	0	 	10	1.06	 	474	50.05	 	19	2.01	 	0	0	 	0	0	 	0	0	 	1	0.11	 	0	0	 	494	52.16	 	0	0	 	0	0	 	0	0	 	0	0	 	328	34.64	 	15	1.58	 	0	0	 	0	0	 	0	0	 	343	36.22	 	36	3.8	 	11	1.16	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	47	4.96	 	0	0	 	0	0	 	0	0	 	0	0	 	7	0.74	 	1	0.11	 	0	0	 	8	0.84	 	0	0	 	0	0	 	2	0.21	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.21	 	947	97.73	 	22	2.27	 	969	1.32
Rokewood		                                   	1	0.43	 	1	0.43	 	0	0	 	2	0.86	 	0	0	 	2	0.86	 	0	0	 	0	0	 	0	0	 	2	0.86	 	1	0.43	 	0	0	 	0	0	 	1	0.43	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	6	2.58	 	1	0.43	 	0	0	 	0	0	 	0	0	 	0	0	 	7	3	 	160	68.67	 	5	2.15	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	165	70.82	 	0	0	 	0	0	 	0	0	 	0	0	 	48	20.6	 	2	0.86	 	0	0	 	0	0	 	0	0	 	50	21.46	 	0	0	 	1	0.43	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.43	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.43	 	0	0	 	0	0	 	1	0.43	 	0	0	 	0	0	 	4	1.72	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	4	1.72	 	233	97.08	 	7	2.92	 	240	0.33
Shelford		                                   	0	0	 	0	0	 	0	0	 	0	0	 	1	0.6	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.6	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.79	 	0	0	 	0	0	 	0	0	 	3	1.79	 	5	2.98	 	0	0	 	0	0	 	5	2.98	 	2	1.19	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.19	 	115	68.45	 	4	2.38	 	0	0	 	0	0	 	0	0	 	1	0.6	 	0	0	 	120	71.43	 	0	0	 	0	0	 	0	0	 	0	0	 	28	16.67	 	3	1.79	 	0	0	 	0	0	 	0	0	 	31	18.45	 	4	2.38	 	2	1.19	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	6	3.57	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	168	98.25	 	3	1.75	 	171	0.23
Teesdale		                                   	0	0	 	1	0.19	 	0	0	 	1	0.19	 	3	0.56	 	0	0	 	0	0	 	0	0	 	0	0	 	3	0.56	 	6	1.13	 	0	0	 	0	0	 	6	1.13	 	3	0.56	 	0	0	 	0	0	 	0	0	 	3	0.56	 	1	0.19	 	0	0	 	1	0.19	 	2	0.38	 	5	0.94	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	5	0.94	 	179	33.71	 	9	1.69	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	188	35.4	 	3	0.56	 	0	0	 	0	0	 	3	0.56	 	287	54.05	 	8	1.51	 	0	0	 	0	0	 	0	0	 	295	55.56	 	18	3.39	 	1	0.19	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	19	3.58	 	0	0	 	0	0	 	0	0	 	0	0	 	5	0.94	 	0	0	 	0	0	 	5	0.94	 	0	0	 	0	0	 	1	0.19	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.19	 	531	97.61	 	13	2.39	 	544	0.74
Torquay		                                    	14	0.43	 	2	0.06	 	0	0	 	16	0.49	 	58	1.78	 	11	0.34	 	0	0	 	0	0	 	1	0.03	 	70	2.15	 	14	0.43	 	1	0.03	 	0	0	 	15	0.46	 	17	0.52	 	4	0.12	 	0	0	 	1	0.03	 	22	0.68	 	73	2.24	 	8	0.25	 	0	0	 	81	2.49	 	29	0.89	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	29	0.89	 	1446	44.4	 	42	1.29	 	1	0.03	 	1	0.03	 	0	0	 	0	0	 	1	0.03	 	1491	45.78	 	3	0.09	 	0	0	 	0	0	 	3	0.09	 	1291	39.64	 	44	1.35	 	1	0.03	 	0	0	 	0	0	 	1336	41.02	 	100	3.07	 	13	0.4	 	0	0	 	1	0.03	 	0	0	 	0	0	 	0	0	 	114	3.5	 	0	0	 	1	0.03	 	0	0	 	1	0.03	 	61	1.87	 	11	0.34	 	1	0.03	 	73	2.24	 	0	0	 	1	0.03	 	4	0.12	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.03	 	0	0	 	0	0	 	6	0.18	 	3257	98.25	 	58	1.75	 	3315	4.51
Wallington		                                 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.26	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.26	 	2	0.52	 	0	0	 	0	0	 	2	0.52	 	5	1.31	 	0	0	 	0	0	 	0	0	 	5	1.31	 	1	0.26	 	1	0.26	 	0	0	 	2	0.52	 	4	1.05	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	4	1.05	 	208	54.45	 	12	3.14	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	220	57.59	 	0	0	 	0	0	 	0	0	 	0	0	 	125	32.72	 	5	1.31	 	0	0	 	0	0	 	0	0	 	130	34.03	 	7	1.83	 	2	0.52	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	9	2.36	 	0	0	 	0	0	 	0	0	 	0	0	 	6	1.57	 	2	0.52	 	0	0	 	8	2.09	 	0	0	 	0	0	 	1	0.26	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.26	 	382	97.95	 	8	2.05	 	390	0.53
Warrion		                                    	3	1.51	 	1	0.5	 	0	0	 	4	2.01	 	1	0.5	 	1	0.5	 	0	0	 	0	0	 	0	0	 	2	1.01	 	1	0.5	 	0	0	 	0	0	 	1	0.5	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.5	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.5	 	129	64.82	 	5	2.51	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	134	67.34	 	0	0	 	0	0	 	0	0	 	0	0	 	49	24.62	 	1	0.5	 	0	0	 	0	0	 	0	0	 	50	25.13	 	4	2.01	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.01	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.01	 	0	0	 	0	0	 	2	1.01	 	0	0	 	0	0	 	1	0.5	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.5	 	199	96.6	 	7	3.4	 	206	0.28
Waurn Ponds		                                	2	0.73	 	0	0	 	0	0	 	2	0.73	 	3	1.09	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.09	 	1	0.36	 	0	0	 	0	0	 	1	0.36	 	1	0.36	 	0	0	 	0	0	 	0	0	 	1	0.36	 	7	2.55	 	2	0.73	 	0	0	 	9	3.27	 	1	0.36	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.36	 	171	62.18	 	6	2.18	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	177	64.36	 	1	0.36	 	0	0	 	0	0	 	1	0.36	 	68	24.73	 	5	1.82	 	0	0	 	0	0	 	0	0	 	73	26.55	 	4	1.45	 	1	0.36	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	5	1.82	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.73	 	0	0	 	0	0	 	2	0.73	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	275	98.92	 	3	1.08	 	278	0.38
Weerite		                                    	1	0.56	 	1	0.56	 	0	0	 	2	1.11	 	0	0	 	1	0.56	 	0	0	 	0	0	 	0	0	 	1	0.56	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.56	 	0	0	 	0	0	 	1	0.56	 	3	1.67	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.67	 	130	72.22	 	4	2.22	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	134	74.44	 	0	0	 	1	0.56	 	0	0	 	1	0.56	 	30	16.67	 	0	0	 	0	0	 	0	0	 	0	0	 	30	16.67	 	3	1.67	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.67	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.22	 	0	0	 	0	0	 	4	2.22	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.56	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.56	 	180	98.36	 	3	1.64	 	183	0.25
Winchelsea		                                 	9	0.82	 	1	0.09	 	0	0	 	10	0.91	 	7	0.64	 	2	0.18	 	0	0	 	0	0	 	0	0	 	9	0.82	 	13	1.19	 	0	0	 	0	0	 	13	1.19	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	11	1	 	2	0.18	 	1	0.09	 	14	1.28	 	20	1.82	 	1	0.09	 	0	0	 	0	0	 	0	0	 	0	0	 	21	1.92	 	531	48.45	 	18	1.64	 	1	0.09	 	0	0	 	0	0	 	1	0.09	 	0	0	 	551	50.27	 	0	0	 	2	0.18	 	0	0	 	2	0.18	 	421	38.41	 	11	1	 	0	0	 	0	0	 	0	0	 	432	39.42	 	20	1.82	 	3	0.27	 	1	0.09	 	0	0	 	0	0	 	1	0.09	 	0	0	 	25	2.28	 	0	0	 	2	0.18	 	0	0	 	2	0.18	 	10	0.91	 	2	0.18	 	0	0	 	12	1.09	 	1	0.09	 	0	0	 	3	0.27	 	0	0	 	0	0	 	0	0	 	1	0.09	 	0	0	 	0	0	 	0	0	 	0	0	 	5	0.46	 	1096	96.48	 	40	3.52	 	1136	1.55
Wurdi Boluc		                                	0	0	 	0	0	 	0	0	 	0	0	 	1	0.56	 	1	0.56	 	0	0	 	0	0	 	0	0	 	2	1.11	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.56	 	0	0	 	0	0	 	1	0.56	 	3	1.67	 	1	0.56	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.22	 	104	57.78	 	2	1.11	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	106	58.89	 	0	0	 	0	0	 	0	0	 	0	0	 	58	32.22	 	0	0	 	0	0	 	0	0	 	0	0	 	58	32.22	 	3	1.67	 	1	0.56	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.22	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.22	 	0	0	 	0	0	 	4	2.22	 	0	0	 	0	0	 	1	0.56	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.56	 	180	98.36	 	3	1.64	 	183	0.25
Special Hospitals		                          	5	2.92	 	0	0	 	0	0	 	5	2.92	 	4	2.34	 	0	0	 	0	0	 	0	0	 	0	0	 	4	2.34	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.17	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.17	 	112	65.5	 	1	0.58	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	113	66.08	 	0	0	 	0	0	 	0	0	 	0	0	 	42	24.56	 	0	0	 	0	0	 	0	0	 	0	0	 	42	24.56	 	3	1.75	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.75	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.58	 	0	0	 	0	0	 	1	0.58	 	0	0	 	0	0	 	1	0.58	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.58	 	171	98.28	 	3	1.72	 	174	0.24
Total Ordinary		                             	350	0.55	 	87	0.14	 	6	0.01	 	443	0.7	 	548	0.86	 	126	0.2	 	0	0	 	1	0	 	7	0.01	 	682	1.07	 	346	0.54	 	30	0.05	 	4	0.01	 	380	0.6	 	222	0.35	 	37	0.06	 	1	0	 	4	0.01	 	264	0.41	 	571	0.9	 	133	0.21	 	3	0	 	707	1.11	 	679	1.07	 	58	0.09	 	2	0	 	1	0	 	1	0	 	2	0	 	743	1.17	 	32914	51.73	 	1003	1.58	 	30	0.05	 	16	0.03	 	3	0	 	33	0.05	 	5	0.01	 	34004	53.44	 	70	0.11	 	12	0.02	 	0	0	 	82	0.13	 	22338	35.11	 	848	1.33	 	5	0.01	 	11	0.02	 	23	0.04	 	23225	36.5	 	1806	2.84	 	260	0.41	 	12	0.02	 	2	0	 	2	0	 	5	0.01	 	8	0.01	 	2095	3.29	 	0	0	 	5	0.01	 	0	0	 	5	0.01	 	689	1.08	 	146	0.23	 	7	0.01	 	842	1.32	 	8	0.01	 	4	0.01	 	119	0.19	 	0	0	 	10	0.02	 	1	0	 	6	0.01	 	1	0	 	4	0.01	 	0	0	 	1	0	 	154	0.24	 	63626	97.48	 	1648	2.52	 	65274	88.84
ABSENT		                                     	25	0.63	 	2	0.05	 	1	0.03	 	28	0.7	 	53	1.33	 	20	0.5	 	0	0	 	1	0.03	 	0	0	 	74	1.86	 	32	0.81	 	8	0.2	 	0	0	 	40	1.01	 	19	0.48	 	1	0.03	 	0	0	 	0	0	 	20	0.5	 	32	0.81	 	4	0.1	 	1	0.03	 	37	0.93	 	59	1.49	 	5	0.13	 	0	0	 	0	0	 	0	0	 	0	0	 	64	1.61	 	1878	47.27	 	40	1.01	 	2	0.05	 	2	0.05	 	0	0	 	2	0.05	 	3	0.08	 	1927	48.5	 	4	0.1	 	0	0	 	0	0	 	4	0.1	 	1385	34.86	 	58	1.46	 	4	0.1	 	5	0.13	 	2	0.05	 	1454	36.6	 	181	4.56	 	23	0.58	 	1	0.03	 	0	0	 	1	0.03	 	0	0	 	0	0	 	206	5.18	 	0	0	 	0	0	 	1	0.03	 	1	0.03	 	88	2.21	 	21	0.53	 	2	0.05	 	111	2.79	 	1	0.03	 	0	0	 	4	0.1	 	0	0	 	1	0.03	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.03	 	0	0	 	7	0.18	 	3973	98.39	 	65	1.61	 	4038	5.5
POSTAL		                                     	27	1.49	 	4	0.22	 	0	0	 	31	1.72	 	15	0.83	 	1	0.06	 	0	0	 	0	0	 	0	0	 	16	0.89	 	14	0.77	 	1	0.06	 	0	0	 	15	0.83	 	3	0.17	 	0	0	 	0	0	 	0	0	 	3	0.17	 	26	1.44	 	2	0.11	 	0	0	 	28	1.55	 	18	1	 	3	0.17	 	0	0	 	0	0	 	0	0	 	0	0	 	21	1.16	 	1072	59.32	 	38	2.1	 	0	0	 	1	0.06	 	0	0	 	1	0.06	 	3	0.17	 	1115	61.7	 	3	0.17	 	0	0	 	0	0	 	3	0.17	 	461	25.51	 	22	1.22	 	6	0.33	 	0	0	 	3	0.17	 	492	27.23	 	41	2.27	 	5	0.28	 	0	0	 	0	0	 	0	0	 	1	0.06	 	1	0.06	 	48	2.66	 	0	0	 	0	0	 	0	0	 	0	0	 	29	1.6	 	3	0.17	 	2	0.11	 	34	1.88	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.06	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.06	 	1807	97.57	 	45	2.43	 	1852	2.52
PRE_POLL		                                   	7	0.34	 	5	0.24	 	0	0	 	12	0.58	 	11	0.53	 	5	0.24	 	0	0	 	0	0	 	0	0	 	16	0.77	 	22	1.06	 	5	0.24	 	1	0.05	 	28	1.35	 	8	0.39	 	0	0	 	0	0	 	0	0	 	8	0.39	 	27	1.3	 	5	0.24	 	0	0	 	32	1.54	 	34	1.64	 	1	0.05	 	0	0	 	0	0	 	0	0	 	0	0	 	35	1.69	 	1088	52.51	 	46	2.22	 	1	0.05	 	3	0.14	 	0	0	 	1	0.05	 	0	0	 	1139	54.97	 	1	0.05	 	0	0	 	0	0	 	1	0.05	 	634	30.6	 	24	1.16	 	1	0.05	 	0	0	 	1	0.05	 	660	31.85	 	73	3.52	 	9	0.43	 	1	0.05	 	1	0.05	 	0	0	 	1	0.05	 	0	0	 	85	4.1	 	0	0	 	0	0	 	0	0	 	0	0	 	43	2.08	 	6	0.29	 	1	0.05	 	50	2.41	 	1	0.05	 	0	0	 	3	0.14	 	0	0	 	0	0	 	0	0	 	1	0.05	 	0	0	 	0	0	 	0	0	 	1	0.05	 	6	0.29	 	2072	98.25	 	37	1.75	 	2109	2.87
PROVISIONAL		                                	2	1.03	 	0	0	 	0	0	 	2	1.03	 	2	1.03	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.03	 	1	0.51	 	0	0	 	0	0	 	1	0.51	 	2	1.03	 	0	0	 	0	0	 	0	0	 	2	1.03	 	3	1.54	 	0	0	 	0	0	 	3	1.54	 	1	0.51	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	1	0.51	 	73	37.44	 	2	1.03	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	75	38.46	 	0	0	 	0	0	 	0	0	 	0	0	 	93	47.69	 	2	1.03	 	0	0	 	0	0	 	0	0	 	95	48.72	 	11	5.64	 	1	0.51	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	12	6.15	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.03	 	0	0	 	0	0	 	2	1.03	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	195	97.99	 	4	2.01	 	199	0.27
ADJUSTMENT		                                 	0		       	-1		       	0		       	-1		       	0		       	-1		       	0		       	0		       	0		       	-1		       	0		       	0		       	0		       	0		       	0		       	1		       	0		       	0		       	1		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	3		       	-3		       	0		       	0		       	0		       	-2		       	0		       	-2		       	0		       	0		       	0		       	0		       	3		       	-1		       	-1		       	0		       	0		       	1		       	0		       	-1		       	0		       	0		       	0		       	0		       	0		       	-1		       	0		       	0		       	0		       	0		       	0		       	-1		       	0		       	-1		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	-4		       	6		       	2	
