House of Representatives -1996 Election : Tasmania																														
First Preference Votes and TCP																														
By Candidate by Polling Place																														


Bass (66017)																														

		# SMITH			SMITH			NICKLASON			BUTLER			FORMAL			INFORMAL			TOTAL										
		Warwick		          	Silvia		         	Kristina		           	Debbie		         			     			     			     	Two Candidate Preferred		    			    		
		LP			ALP			TG			DEM					 			 			 	# SMITH LP			 SMITH ALP			 EXHAUSTED 	
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%
Chigwell	                                    	51	3.04	 	1124	67.06	 	57	3.4	 	13	0.78	 	431	25.72	 	1676	97.05	 	51	2.95	 	1727	2.68	 	1212	72.32	 	464	27.68	 	0
Claremont	                                   	73	4.18	 	1085	62.07	 	54	3.09	 	10	0.57	 	526	30.09	 	1748	97.11	 	52	2.89	 	1800	2.79	 	1168	66.86	 	579	33.14	 	1
Collinsvale	                                 	36	10.37	 	226	65.13	 	19	5.48	 	2	0.58	 	64	18.44	 	347	97.2	 	10	2.8	 	357	0.55	 	271	78.1	 	76	21.9	 	0
Cornelian Bay	                               	38	6.29	 	280	46.36	 	38	6.29	 	2	0.33	 	246	40.73	 	604	98.21	 	11	1.79	 	615	0.95	 	328	54.49	 	274	45.51	 	2
Cosgrove	                                    	47	5.06	 	544	58.62	 	36	3.88	 	9	0.97	 	292	31.47	 	928	96.97	 	29	3.03	 	957	1.48	 	600	65.08	 	322	34.92	 	6
Creek Road	                                  	65	5.88	 	485	43.85	 	57	5.15	 	6	0.54	 	493	44.58	 	1106	98.75	 	14	1.25	 	1120	1.73	 	562	50.81	 	544	49.19	 	0
Cross Street	                                	144	8.35	 	897	52.03	 	70	4.06	 	13	0.75	 	600	34.8	 	1724	97.02	 	53	2.98	 	1777	2.75	 	1064	61.82	 	657	38.18	 	3
Dynnyrne	                                    	140	13.82	 	427	42.15	 	50	4.94	 	5	0.49	 	391	38.6	 	1013	99.12	 	9	0.88	 	1022	1.58	 	559	55.79	 	443	44.21	 	11
Elizabeth Street	                            	127	17.52	 	386	53.24	 	51	7.03	 	10	1.38	 	151	20.83	 	725	97.58	 	18	2.42	 	743	1.15	 	533	73.93	 	188	26.07	 	4
Elwick	                                      	8	1.93	 	291	70.29	 	10	2.42	 	2	0.48	 	103	24.88	 	414	97.87	 	9	2.13	 	423	0.66	 	304	73.43	 	110	26.57	 	0
Fern Tree	                                   	83	21.9	 	171	45.12	 	25	6.6	 	5	1.32	 	95	25.07	 	379	99.48	 	2	0.52	 	381	0.59	 	258	68.62	 	118	31.38	 	3
Glenorchy	                                   	83	2.86	 	1767	60.89	 	89	3.07	 	25	0.86	 	938	32.32	 	2902	97.45	 	76	2.55	 	2978	4.61	 	1881	64.86	 	1019	35.14	 	2
Glenorchy East	                              	84	3.8	 	1444	65.25	 	60	2.71	 	17	0.77	 	608	27.47	 	2213	97.27	 	62	2.73	 	2275	3.52	 	1560	70.49	 	653	29.51	 	0
Goodwood	                                    	56	5.44	 	735	71.43	 	26	2.53	 	7	0.68	 	205	19.92	 	1029	94.49	 	60	5.51	 	1089	1.69	 	800	77.75	 	229	22.25	 	0
Hill Street	                                 	37	9.18	 	189	46.9	 	23	5.71	 	3	0.74	 	151	37.47	 	403	98.53	 	6	1.47	 	409	0.63	 	233	58.4	 	166	41.6	 	4
Hobart	                                      	106	19	 	247	44.27	 	40	7.17	 	3	0.54	 	162	29.03	 	558	98.07	 	11	1.93	 	569	0.88	 	353	63.83	 	200	36.17	 	5
Hobart Central	                              	33	14.93	 	112	50.68	 	9	4.07	 	2	0.9	 	65	29.41	 	221	97.36	 	6	2.64	 	227	0.35	 	140	63.93	 	79	36.07	 	2
Hobart North	                                	65	9.26	 	403	57.41	 	24	3.42	 	2	0.28	 	208	29.63	 	702	98.32	 	12	1.68	 	714	1.11	 	472	67.24	 	230	32.76	 	0
Hobart South	                                	186	13.64	 	622	45.6	 	77	5.65	 	19	1.39	 	460	33.72	 	1364	98.13	 	26	1.87	 	1390	2.15	 	842	62	 	516	38	 	6
Hobart West	                                 	151	15.05	 	509	50.75	 	65	6.48	 	9	0.9	 	269	26.82	 	1003	98.62	 	14	1.38	 	1017	1.58	 	688	68.8	 	312	31.2	 	3
Lansdowne Crescent	                          	125	13.89	 	454	50.44	 	57	6.33	 	8	0.89	 	256	28.44	 	900	97.93	 	19	2.07	 	919	1.42	 	595	66.48	 	300	33.52	 	5
Lenah Valley	                                	127	7.32	 	864	49.77	 	80	4.61	 	15	0.86	 	650	37.44	 	1736	98.69	 	23	1.31	 	1759	2.72	 	1010	58.25	 	724	41.75	 	2
Lower Sandy Bay	                             	124	7.01	 	505	28.53	 	70	3.95	 	5	0.28	 	1066	60.23	 	1770	98.66	 	24	1.34	 	1794	2.78	 	634	35.92	 	1131	64.08	 	5
Lutana	                                      	24	3.3	 	478	65.66	 	28	3.85	 	2	0.27	 	196	26.92	 	728	96.68	 	25	3.32	 	753	1.17	 	516	71.07	 	210	28.93	 	2
Montrose	                                    	19	4.08	 	258	55.36	 	14	3	 	2	0.43	 	173	37.12	 	466	98.31	 	8	1.69	 	474	0.73	 	277	59.44	 	189	40.56	 	0
Moonah	                                      	91	4.18	 	1229	56.51	 	89	4.09	 	28	1.29	 	738	33.93	 	2175	96.97	 	68	3.03	 	2243	3.47	 	1359	62.6	 	812	37.4	 	4
Moonah North	                                	67	6.22	 	626	58.07	 	42	3.9	 	12	1.11	 	331	30.71	 	1078	96.25	 	42	3.75	 	1120	1.73	 	711	66.14	 	364	33.86	 	3
Mount Nelson	                                	107	9.83	 	445	40.9	 	73	6.71	 	4	0.37	 	459	42.19	 	1088	99	 	11	1	 	1099	1.7	 	579	53.46	 	504	46.54	 	5
Mount Stuart	                                	55	6.98	 	331	42.01	 	43	5.46	 	7	0.89	 	352	44.67	 	788	98.25	 	14	1.75	 	802	1.24	 	390	49.74	 	394	50.26	 	4
Newdegate	                                   	104	10.67	 	501	51.38	 	40	4.1	 	9	0.92	 	321	32.92	 	975	97.79	 	22	2.21	 	997	1.54	 	604	62.14	 	368	37.86	 	3
New Town	                                    	72	8.46	 	402	47.24	 	48	5.64	 	7	0.82	 	322	37.84	 	851	98.27	 	15	1.73	 	866	1.34	 	489	57.8	 	357	42.2	 	5
Queenborough	                                	81	13.19	 	265	43.16	 	32	5.21	 	6	0.98	 	230	37.46	 	614	98.56	 	9	1.44	 	623	0.97	 	353	57.77	 	258	42.23	 	3
Roseneath	                                   	3	1.02	 	223	75.59	 	4	1.36	 	2	0.68	 	63	21.36	 	295	97.68	 	7	2.32	 	302	0.47	 	228	77.55	 	66	22.45	 	1
Rosetta	                                     	21	2.53	 	382	45.97	 	37	4.45	 	8	0.96	 	383	46.09	 	831	98.34	 	14	1.66	 	845	1.31	 	416	50.18	 	413	49.82	 	2
St Johns Park	                               	16	9.3	 	100	58.14	 	8	4.65	 	1	0.58	 	47	27.33	 	172	97.73	 	4	2.27	 	176	0.27	 	117	68.02	 	55	31.98	 	0
St Peters	                                   	82	16.02	 	257	50.2	 	24	4.69	 	4	0.78	 	145	28.32	 	512	98.84	 	6	1.16	 	518	0.8	 	343	67.65	 	164	32.35	 	5
Sandy Bay	                                   	143	10.36	 	444	32.17	 	60	4.35	 	14	1.01	 	719	52.1	 	1380	99	 	14	1	 	1394	2.16	 	601	43.61	 	777	56.39	 	2
Sandy Bay Beach	                             	66	6.52	 	278	27.44	 	38	3.75	 	8	0.79	 	623	61.5	 	1013	98.93	 	11	1.07	 	1024	1.59	 	344	33.99	 	668	66.01	 	1
Swan	                                        	80	11.32	 	411	58.13	 	37	5.23	 	4	0.57	 	175	24.75	 	707	97.12	 	21	2.88	 	728	1.13	 	505	71.53	 	201	28.47	 	1
Taroona	                                     	138	10.19	 	530	39.14	 	69	5.1	 	3	0.22	 	614	45.35	 	1354	98.62	 	19	1.38	 	1373	2.13	 	663	49.11	 	687	50.89	 	4
Tolosa	                                      	41	2.76	 	961	64.67	 	57	3.84	 	14	0.94	 	413	27.79	 	1486	97.12	 	44	2.88	 	1530	2.37	 	1036	69.72	 	450	30.28	 	0
Waimea Heights	                              	55	8.17	 	193	28.68	 	23	3.42	 	1	0.15	 	401	59.58	 	673	99.12	 	6	0.88	 	679	1.05	 	244	36.36	 	427	63.64	 	2
Windermere	                                  	26	3.1	 	572	68.1	 	24	2.86	 	3	0.36	 	215	25.6	 	840	97.67	 	20	2.33	 	860	1.33	 	608	72.38	 	232	27.62	 	0
Special Hospitals	                           	29	5.99	 	234	48.35	 	15	3.1	 	6	1.24	 	200	41.32	 	484	98.37	 	8	1.63	 	492	0.76	 	265	54.75	 	219	45.25	 	0
Total Ordinary	                              	3913	7.53	 	27510	52.92	 	2205	4.24	 	396	0.76	 	17965	34.56	 	51989	97.77	 	1185	2.23	 	53174	82.37	 	32041	61.79	 	19815	38.21	 	133
ABSENT	                                      	439	10.19	 	2120	49.22	 	219	5.08	 	34	0.79	 	1495	34.71	 	4307	97.95	 	90	2.05	 	4397	6.81	 	2593	60.39	 	1701	39.61	 	13
POSTAL	                                      	267	9.01	 	1544	52.07	 	141	4.76	 	19	0.64	 	994	33.52	 	2965	98.9	 	33	1.1	 	2998	4.64	 	1834	61.88	 	1130	38.12	 	1
PRE_POLL	                                    	540	16.53	 	1446	44.26	 	181	5.54	 	27	0.83	 	1073	32.84	 	3267	98.55	 	48	1.45	 	3315	5.13	 	1992	61.12	 	1267	38.88	 	8	
PROVISIONAL	                                 	70	10.84	 	403	62.38	 	23	3.56	 	10	1.55	 	140	21.67	 	646	95.85	 	28	4.15	 	674	1.04	 	481	74.46	 	165	25.54	 	0	
Division Summary	                            	5229	8.28	 	33023	52.27	 	2769	4.38	 	486	0.77	 	21667	34.3	 	63174	97.86	 	1384	2.14	 	64558	96.22	 	38941	61.79	 	24078	38.21	 	155	
 																																	


Franklin (64967)																																	

		GLOVER			HALE			# QUICK			PEART			FISHER			FORMAL			INFORMAL			TOTAL										
		Les		      	John		       	Harry		        	Kim		      	Irene		        			     			     			     	Two Candidate Preferred		    			    		
		LP			TG			ALP			IND			DEM					 			 			 	 GLOVER LP			# QUICK ALP			 EXHAUSTED 	
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%
Adventure Bay	                               	116	43.77	 	15	5.66	 	122	46.04	 	4	1.51	 	8	3.02	 	265	98.15	 	5	1.85	 	270	0.43	 	123	46.42	 	142	53.58	 	0	
Alonnah	                                     	98	44.95	 	21	9.63	 	89	40.83	 	1	0.46	 	9	4.13	 	218	97.32	 	6	2.68	 	224	0.36	 	107	49.08	 	111	50.92	 	0	
Barnes Bay	                                  	58	47.15	 	14	11.38	 	40	32.52	 	4	3.25	 	7	5.69	 	123	97.62	 	3	2.38	 	126	0.2	 	64	52.03	 	59	47.97	 	0	
Bellerive	                                   	1270	44.99	 	161	5.7	 	1222	43.29	 	39	1.38	 	131	4.64	 	2823	98.36	 	47	1.64	 	2870	4.56	 	1385	49.11	 	1435	50.89	 	3	
Blackmans Bay	                               	1154	45.58	 	192	7.58	 	995	39.3	 	31	1.22	 	160	6.32	 	2532	98.22	 	46	1.78	 	2578	4.1	 	1288	50.93	 	1241	49.07	 	3
Bligh	                                       	189	23.95	 	26	3.3	 	542	68.69	 	9	1.14	 	23	2.92	 	789	96.69	 	27	3.31	 	816	1.3	 	213	27.03	 	575	72.97	 	1
Bridgewater	                                 	439	18.66	 	50	2.12	 	1775	75.44	 	25	1.06	 	64	2.72	 	2353	96.79	 	78	3.21	 	2431	3.86	 	488	20.77	 	1862	79.23	 	3
Cambridge	                                   	388	49.74	 	73	9.36	 	274	35.13	 	9	1.15	 	36	4.62	 	780	98.48	 	12	1.52	 	792	1.26	 	433	55.66	 	345	44.34	 	2
Clarendon Vale	                              	131	19.15	 	20	2.92	 	498	72.81	 	5	0.73	 	30	4.39	 	684	95.93	 	29	4.07	 	713	1.13	 	148	21.64	 	536	78.36	 	0
Cradoc	                                      	111	58.12	 	20	10.47	 	50	26.18	 	1	0.52	 	9	4.71	 	191	100	 	0	0	 	191	0.3	 	119	62.3	 	72	37.7	 	0
Cygnet	                                      	588	37.86	 	174	11.2	 	691	44.49	 	22	1.42	 	78	5.02	 	1553	96.94	 	49	3.06	 	1602	2.55	 	650	41.99	 	898	58.01	 	5
Dover	                                       	216	44.54	 	19	3.92	 	225	46.39	 	5	1.03	 	20	4.12	 	485	95.28	 	24	4.72	 	509	0.81	 	233	48.14	 	251	51.86	 	1
East Risdon	                                 	114	44.88	 	16	6.3	 	104	40.94	 	4	1.57	 	16	6.3	 	254	97.32	 	7	2.68	 	261	0.41	 	127	50	 	127	50	 	0
Franklin	                                    	242	45.49	 	36	6.77	 	211	39.66	 	7	1.32	 	36	6.77	 	532	97.97	 	11	2.03	 	543	0.86	 	270	50.94	 	260	49.06	 	2
Gagebrook	                                   	339	20.15	 	35	2.08	 	1225	72.83	 	22	1.31	 	61	3.63	 	1682	97.45	 	44	2.55	 	1726	2.74	 	382	22.72	 	1299	77.28	 	1
Geeveston	                                   	387	49.17	 	22	2.8	 	341	43.33	 	11	1.4	 	26	3.3	 	787	97.04	 	24	2.96	 	811	1.29	 	406	51.65	 	380	48.35	 	1
Geilston Bay	                                	517	38.81	 	72	5.41	 	661	49.62	 	14	1.05	 	68	5.11	 	1332	98.38	 	22	1.62	 	1354	2.15	 	580	43.61	 	750	56.39	 	2
Glen Huon	                                   	141	58.26	 	21	8.68	 	70	28.93	 	0	0	 	10	4.13	 	242	98.78	 	3	1.22	 	245	0.39	 	150	61.98	 	92	38.02	 	0
Grove	                                       	287	51.16	 	53	9.45	 	178	31.73	 	7	1.25	 	36	6.42	 	561	96.56	 	20	3.44	 	581	0.92	 	317	56.61	 	243	43.39	 	1
Howden	                                      	87	43.94	 	31	15.66	 	65	32.83	 	1	0.51	 	14	7.07	 	198	99.5	 	1	0.5	 	199	0.32	 	101	51.53	 	95	48.47	 	2
Howrah	                                      	1415	51.91	 	103	3.78	 	1070	39.25	 	32	1.17	 	106	3.89	 	2726	98.06	 	54	1.94	 	2780	4.42	 	1505	55.27	 	1218	44.73	 	3
Huonville	                                   	613	45.44	 	95	7.04	 	546	40.47	 	16	1.19	 	79	5.86	 	1349	96.08	 	55	3.92	 	1404	2.23	 	685	50.82	 	663	49.18	 	1
Judbury	                                     	101	50.25	 	22	10.95	 	62	30.85	 	2	1	 	14	6.97	 	201	99.01	 	2	0.99	 	203	0.32	 	118	58.71	 	83	41.29	 	0
Kettering	                                   	195	47.33	 	51	12.38	 	134	32.52	 	6	1.46	 	26	6.31	 	412	98.56	 	6	1.44	 	418	0.66	 	219	53.28	 	192	46.72	 	1
Kingston	                                    	1502	43.59	 	273	7.92	 	1422	41.27	 	34	0.99	 	215	6.24	 	3446	98.12	 	66	1.88	 	3512	5.58	 	1699	49.46	 	1736	50.54	 	11
Kingston Beach	                              	1146	48.44	 	179	7.57	 	874	36.94	 	24	1.01	 	143	6.04	 	2366	98.01	 	48	1.99	 	2414	3.84	 	1268	53.71	 	1093	46.29	 	5
Lauderdale	                                  	1030	44.45	 	167	7.21	 	961	41.48	 	33	1.42	 	126	5.44	 	2317	98.01	 	47	1.99	 	2364	3.76	 	1144	49.55	 	1165	50.45	 	8
Lindisfarne	                                 	1315	50.81	 	170	6.57	 	949	36.67	 	31	1.2	 	123	4.75	 	2588	98.25	 	46	1.75	 	2634	4.19	 	1434	55.5	 	1150	44.5	 	4
Loatta Road	                                 	732	50.55	 	81	5.59	 	550	37.98	 	15	1.04	 	70	4.83	 	1448	97.64	 	35	2.36	 	1483	2.36	 	792	54.73	 	655	45.27	 	1
Margate	                                     	556	40.2	 	147	10.63	 	573	41.43	 	16	1.16	 	91	6.58	 	1383	98.5	 	21	1.5	 	1404	2.23	 	640	46.34	 	741	53.66	 	2
Middleton	                                   	80	33.9	 	19	8.05	 	118	50	 	1	0.42	 	18	7.63	 	236	94.4	 	14	5.6	 	250	0.4	 	94	39.83	 	142	60.17	 	0
Montagu Bay	                                 	560	45.86	 	62	5.08	 	517	42.34	 	16	1.31	 	66	5.41	 	1221	97.84	 	27	2.16	 	1248	1.98	 	615	50.45	 	604	49.55	 	2
Mornington	                                  	153	30.91	 	31	6.26	 	288	58.18	 	5	1.01	 	18	3.64	 	495	97.44	 	13	2.56	 	508	0.81	 	167	33.81	 	327	66.19	 	1
Opossum Bay	                                 	97	56.73	 	11	6.43	 	58	33.92	 	1	0.58	 	4	2.34	 	171	98.28	 	3	1.72	 	174	0.28	 	103	60.23	 	68	39.77	 	0
Port Huon	                                   	101	52.88	 	4	2.09	 	78	40.84	 	2	1.05	 	6	3.14	 	191	99.48	 	1	0.52	 	192	0.31	 	107	56.02	 	84	43.98	 	0
Ranelagh	                                    	263	47.64	 	45	8.15	 	218	39.49	 	8	1.45	 	18	3.26	 	552	97.35	 	15	2.65	 	567	0.9	 	287	51.99	 	265	48.01	 	0
Risdon Vale	                                 	311	20.21	 	44	2.86	 	1090	70.83	 	23	1.49	 	71	4.61	 	1539	96.37	 	58	3.63	 	1597	2.54	 	354	23.02	 	1184	76.98	 	1
Rokeby	                                      	462	26.84	 	41	2.38	 	1125	65.37	 	21	1.22	 	72	4.18	 	1721	96.47	 	63	3.53	 	1784	2.84	 	511	29.69	 	1210	70.31	 	0
Sandfly	                                     	265	41.67	 	93	14.62	 	238	37.42	 	4	0.63	 	36	5.66	 	636	97.7	 	15	2.3	 	651	1.03	 	299	47.24	 	334	52.76	 	3
Sandford	                                    	330	43.65	 	93	12.3	 	292	38.62	 	6	0.79	 	35	4.63	 	756	98.57	 	11	1.43	 	767	1.22	 	374	49.54	 	381	50.46	 	1
Seven Mile Beach	                            	292	41.95	 	67	9.63	 	299	42.96	 	7	1.01	 	31	4.45	 	696	98.58	 	10	1.42	 	706	1.12	 	325	46.83	 	369	53.17	 	2
Snug	                                        	309	39.67	 	69	8.86	 	333	42.75	 	10	1.28	 	58	7.45	 	779	97.25	 	22	2.75	 	801	1.27	 	349	44.92	 	428	55.08	 	2
South Arm	                                   	179	41.15	 	37	8.51	 	194	44.6	 	7	1.61	 	18	4.14	 	435	98.19	 	8	1.81	 	443	0.7	 	196	45.16	 	238	54.84	 	1
Southport	                                   	87	44.39	 	22	11.22	 	71	36.22	 	1	0.51	 	15	7.65	 	196	96.55	 	7	3.45	 	203	0.32	 	99	50.51	 	97	49.49	 	0
Strathblane	                                 	41	33.61	 	7	5.74	 	70	57.38	 	2	1.64	 	2	1.64	 	122	98.39	 	2	1.61	 	124	0.2	 	45	36.89	 	77	63.11	 	0
Surges Bay	                                  	66	56.9	 	5	4.31	 	33	28.45	 	0	0	 	12	10.34	 	116	93.55	 	8	6.45	 	124	0.2	 	71	61.74	 	44	38.26	 	1
Tranmere	                                    	857	51.85	 	94	5.69	 	597	36.12	 	17	1.03	 	88	5.32	 	1653	98.63	 	23	1.37	 	1676	2.66	 	929	56.27	 	722	43.73	 	2
Warrane	                                     	415	26.02	 	77	4.83	 	1023	64.14	 	15	0.94	 	65	4.08	 	1595	96.84	 	52	3.16	 	1647	2.62	 	472	29.59	 	1123	70.41	 	0
Wentworth Street	                            	530	48.76	 	62	5.7	 	428	39.37	 	17	1.56	 	50	4.6	 	1087	98.02	 	22	1.98	 	1109	1.76	 	580	53.46	 	505	46.54	 	2
Woodbridge	                                  	131	43.23	 	42	13.86	 	102	33.66	 	4	1.32	 	24	7.92	 	303	96.81	 	10	3.19	 	313	0.5	 	150	49.83	 	151	50.17	 	2
Special Hospitals	                           	204	59.65	 	9	2.63	 	107	31.29	 	13	3.8	 	9	2.63	 	342	95.8	 	15	4.2	 	357	0.57	 	216	63.16	 	126	36.84	 	0
Total Ordinary	                              	21210	41.21	 	3293	6.4	 	23798	46.24	 	610	1.19	 	2551	4.96	 	51462	97.65	 	1237	2.35	 	52699	83.76	 	23431	45.6	 	27948	54.4	 	83
ABSENT	                                      	1796	38.17	 	463	9.84	 	2139	45.46	 	65	1.38	 	242	5.14	 	4705	98.14	 	89	1.86	 	4794	7.62	 	2036	43.37	 	2659	56.63	 	10	
POSTAL	                                      	961	40.14	 	208	8.69	 	1036	43.27	 	59	2.46	 	130	5.43	 	2394	99.13	 	21	0.87	 	2415	3.84	 	1096	45.88	 	1293	54.12	 	5	
PRE_POLL	                                    	975	40.02	 	276	11.33	 	990	40.64	 	42	1.72	 	153	6.28	 	2436	97.91	 	52	2.09	 	2488	3.95	 	1111	45.7	 	1320	54.3	 	5	
PROVISIONAL	                                 	126	25.3	 	46	9.24	 	296	59.44	 	12	2.41	 	18	3.61	 	498	95.95	 	21	4.05	 	519	0.82	 	150	30.18	 	347	69.82	 	1	
Division Summary	                            	25068	40.76	 	4286	6.97	 	28259	45.95	 	788	1.28	 	3094	5.03	 	61495	97.74	 	1420	2.26	 	62915	96.84	 	27824	45.32	 	33567	54.68	 	104	
 																																	


Lyons (67774)																																	

		DE LA MOTTE			# ADAMS			MANSKEY			MILLS			ANDERSON			FORMAL			INFORMAL			TOTAL										
		Leigh		        	Dick		       	Debra		        	Duncan		         	Russell		          			     			     			     	Two Candidate Preferred		    			    		
		NP			ALP			TG			DEM			LP					 			 			 	# ADAMS ALP			 ANDERSON LP			 EXHAUSTED 	
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%
Avoca	                                       	5	1.53	 	185	56.57	 	23	7.03	 	10	3.06	 	104	31.8	 	327	94.78	 	18	5.22	 	345	0.53	 	212	64.83	 	115	35.17	 	0	
Bagdad	                                      	19	3.18	 	315	52.68	 	23	3.85	 	25	4.18	 	216	36.12	 	598	97.39	 	16	2.61	 	614	0.94	 	357	59.8	 	240	40.2	 	1	
Beaconsfield	                                	13	1.32	 	539	54.61	 	44	4.46	 	26	2.63	 	365	36.98	 	987	97.15	 	29	2.85	 	1016	1.55	 	590	59.84	 	396	40.16	 	1
Beauty Point	                                	9	1.34	 	350	52.01	 	30	4.46	 	15	2.23	 	269	39.97	 	673	96.83	 	22	3.17	 	695	1.06	 	387	57.59	 	285	42.41	 	1
Bicheno	                                     	12	1.83	 	266	40.61	 	40	6.11	 	18	2.75	 	319	48.7	 	655	97.91	 	14	2.09	 	669	1.02	 	308	47.17	 	345	52.83	 	2
Bishopsbourne	                               	3	2.26	 	16	12.03	 	4	3.01	 	4	3.01	 	106	79.7	 	133	99.25	 	1	0.75	 	134	0.2	 	20	15.04	 	113	84.96	 	0
Bothwell	                                    	15	3.02	 	218	43.95	 	14	2.82	 	5	1.01	 	244	49.19	 	496	96.69	 	17	3.31	 	513	0.78	 	241	48.59	 	255	51.41	 	0
Bracknell	                                   	14	3.48	 	120	29.85	 	28	6.97	 	10	2.49	 	230	57.21	 	402	98.29	 	7	1.71	 	409	0.62	 	141	35.25	 	259	64.75	 	2
Brighton	                                    	24	2.05	 	601	51.41	 	47	4.02	 	46	3.93	 	451	38.58	 	1169	97.91	 	25	2.09	 	1194	1.82	 	681	58.3	 	487	41.7	 	1
Broadmarsh	                                  	2	1.27	 	50	31.85	 	6	3.82	 	6	3.82	 	93	59.24	 	157	98.74	 	2	1.26	 	159	0.24	 	56	35.67	 	101	64.33	 	0
Bronte	                                      	3	2.17	 	52	37.68	 	8	5.8	 	5	3.62	 	70	50.72	 	138	95.17	 	7	4.83	 	145	0.22	 	63	45.65	 	75	54.35	 	0
Buckland	                                    	3	2.46	 	49	40.16	 	5	4.1	 	4	3.28	 	61	50	 	122	99.19	 	1	0.81	 	123	0.19	 	56	45.9	 	66	54.1	 	0
Campania	                                    	6	1.43	 	168	39.9	 	10	2.38	 	6	1.43	 	231	54.87	 	421	97.23	 	12	2.77	 	433	0.66	 	183	43.47	 	238	56.53	 	0
Campbell Town	                               	14	1.79	 	453	57.78	 	17	2.17	 	15	1.91	 	285	36.35	 	784	95.84	 	34	4.16	 	818	1.25	 	475	60.59	 	309	39.41	 	0
Carrick	                                     	6	1.42	 	135	31.84	 	22	5.19	 	11	2.59	 	250	58.96	 	424	97.7	 	10	2.3	 	434	0.66	 	158	37.35	 	265	62.65	 	1
Chudleigh	                                   	3	1.36	 	57	25.79	 	19	8.6	 	12	5.43	 	130	58.82	 	221	97.36	 	6	2.64	 	227	0.35	 	75	34.09	 	145	65.91	 	1
Claude Road	                                 	7	3.98	 	64	36.36	 	16	9.09	 	8	4.55	 	81	46.02	 	176	96.7	 	6	3.3	 	182	0.28	 	82	46.86	 	93	53.14	 	1
Colebrook	                                   	5	2.16	 	112	48.28	 	7	3.02	 	7	3.02	 	101	43.53	 	232	95.47	 	11	4.53	 	243	0.37	 	125	54.11	 	106	45.89	 	1
Coles Bay	                                   	3	1.3	 	69	30	 	21	9.13	 	3	1.3	 	134	58.26	 	230	94.26	 	14	5.74	 	244	0.37	 	87	37.99	 	142	62.01	 	1
Copping	                                     	2	1.03	 	85	43.59	 	29	14.87	 	9	4.62	 	70	35.9	 	195	96.53	 	7	3.47	 	202	0.31	 	115	58.97	 	80	41.03	 	0
Cressy	                                      	7	1	 	271	38.66	 	10	1.43	 	13	1.85	 	400	57.06	 	701	98.32	 	12	1.68	 	713	1.09	 	290	41.43	 	410	58.57	 	1
Deloraine	                                   	33	1.64	 	674	33.52	 	158	7.86	 	67	3.33	 	1079	53.65	 	2011	97.15	 	59	2.85	 	2070	3.16	 	829	41.53	 	1167	58.47	 	15
Dodges Ferry	                                	25	1.58	 	844	53.32	 	154	9.73	 	88	5.56	 	472	29.82	 	1583	97.42	 	42	2.58	 	1625	2.48	 	1032	65.32	 	548	34.68	 	3
Dromedary	                                   	8	3.25	 	128	52.03	 	13	5.28	 	11	4.47	 	86	34.96	 	246	96.09	 	10	3.91	 	256	0.39	 	149	60.82	 	96	39.18	 	1
Dunalley	                                    	8	2.06	 	183	47.16	 	25	6.44	 	6	1.55	 	166	42.78	 	388	96.28	 	15	3.72	 	403	0.61	 	208	54.03	 	177	45.97	 	3
Eaglehawk Neck	                              	1	0.36	 	123	44.24	 	35	12.59	 	13	4.68	 	106	38.13	 	278	98.23	 	5	1.77	 	283	0.43	 	157	56.68	 	120	43.32	 	1
Elizabeth Town	                              	9	2.43	 	102	27.57	 	31	8.38	 	9	2.43	 	219	59.19	 	370	97.63	 	9	2.37	 	379	0.58	 	123	33.33	 	246	66.67	 	1
Ellendale	                                   	0	0	 	67	42.41	 	11	6.96	 	4	2.53	 	76	48.1	 	158	96.93	 	5	3.07	 	163	0.25	 	80	50.96	 	77	49.04	 	1
Epping	                                      	1	0.61	 	61	36.97	 	9	5.45	 	0	0	 	94	56.97	 	165	98.21	 	3	1.79	 	168	0.26	 	68	41.21	 	97	58.79	 	0
Evandale	                                    	15	1.57	 	381	39.77	 	70	7.31	 	46	4.8	 	446	46.56	 	958	97.96	 	20	2.04	 	978	1.49	 	446	46.6	 	511	53.4	 	1
Exeter	                                      	22	1.94	 	383	33.83	 	86	7.6	 	53	4.68	 	588	51.94	 	1132	98.78	 	14	1.22	 	1146	1.75	 	468	41.42	 	662	58.58	 	2
Fingal	                                      	7	1.8	 	255	65.72	 	11	2.84	 	6	1.55	 	109	28.09	 	388	96.52	 	14	3.48	 	402	0.61	 	272	70.1	 	116	29.9	 	0
Forcett	                                     	3	1.28	 	97	41.28	 	15	6.38	 	16	6.81	 	104	44.26	 	235	98.33	 	4	1.67	 	239	0.36	 	119	50.64	 	116	49.36	 	0
Frankford	                                   	6	4.26	 	46	32.62	 	6	4.26	 	11	7.8	 	72	51.06	 	141	97.92	 	3	2.08	 	144	0.22	 	59	42.14	 	81	57.86	 	1
