State;Division;Ballot Position;Member;Candidate;Party;Gender;Vote;Vote Percent;Swing
WA;Pearce;2;;BARNACLE, Robert;GWA;M;4857;6.91;-1.15
WA;Pearce;3;;WARD, Julie Ellen;DEM;F;7031;10.01;5.46
WA;Pearce;4;;ANDREWS, Paul;ALP;M;20313;28.91;-3.68
WA;Pearce;905;;;NP;;0;0.00;-3.46
WA;Perth;1;#;SMITH, Stephen;ALP;M;32018;47.56;1.19
WA;Perth;2;;NELSON, Gary;NLP;M;339;0.50;0.11
WA;Perth;3;;BENBOW, Anthony;;M;418;0.62;0.62
WA;Perth;4;;CONDER, Raymond Noble;IND;M;914;1.36;1.36
WA;Perth;5;;KELLY, Dee;LP;F;25262;37.53;-1.29
WA;Perth;6;;KERR, Jim;DEM;M;4175;6.20;3.88
WA;Perth;7;;JEFFREYS, Elena;GWA;F;4189;6.22;0.59
WA;Perth;901;;;CTA;;0;0.00;-2.20
WA;Perth;997;;;OTH;;0;0.00;-4.26
WA;Stirling;1;#;CAMERON, Eoin;LP;M;33778;50.09;2.96
WA;Stirling;2;;CARBERRY, Kareen;ALP;F;25917;38.43;-5.01
WA;Stirling;3;;HERBERT, Kim;GWA;M;3790;5.62;0.74
WA;Stirling;4;;WAPNAH, Lawrence;DEM;M;3525;5.23;2.09
WA;Stirling;5;;D'CRUZ, Cathryn;NLP;F;429;0.64;0.16
WA;Stirling;997;;;OTH;;0;0.00;-0.93
WA;Swan;1;#;RANDALL, Don;LP;M;27974;42.34;-2.87
WA;Swan;2;;TUCAK, John;IND;M;573;0.87;0.87
WA;Swan;3;;SAUNDERS, Jane;ALP;F;24349;36.86;-7.15
WA;Swan;4;;KELLY, Norm;DEM;M;3574;5.41;2.85
WA;Swan;5;;CLAIRS, Elspeth;NLP;F;235;0.36;-0.03
WA;Swan;6;;WANJURRI-NUNGALA, Mingli;GWA;F;3086;4.67;-0.49
WA;Swan;7;;HILBERT, Bryan;IND;M;6274;9.50;9.50
WA;Swan;997;;;OTH;;0;0.00;-2.66
WA;Tangney;1;;TREWIN, Ilse;DEM;F;6090;8.94;5.35
WA;Tangney;2;;BUCKLEY, Dermot;ALP;M;20426;29.99;-1.59
WA;Tangney;3;#;WILLIAMS, Daryl;LP;M;37759;55.45;-1.58
WA;Tangney;4;;JENKINS, Margaret Mary;GWA;F;3454;5.07;-0.76
WA;Tangney;5;;BARRETT, Ken;NLP;M;372;0.55;0.10
WA;Tangney;905;;;CTA;;0;0.00;-1.54
SA;Adelaide;1;;CAREY, Dan Thomas;IND;M;1142;1.55;1.55
SA;Adelaide;2;;ANDREWS, Mark;DEM;M;6052;8.21;-0.22
SA;Adelaide;3;;GAGO, Gail;ALP;F;27802;37.74;-3.38
SA;Adelaide;4;;BIDSTRUP, David;IND;M;194;0.26;-0.12
SA;Adelaide;5;;MANIFOLD, Jane;IND;F;305;0.41;0.41
SA;Adelaide;6;;GRAHAM, Tim;GRN;M;2028;2.75;2.75
SA;Adelaide;7;;FENWICK, Peter;NLP;M;322;0.44;-1.54
SA;Adelaide;8;#;WORTH, Trish;LP;F;35285;47.89;3.07
SA;Adelaide;9;;FRASER, Barbara;GRY;F;542;0.74;0.74
SA;Adelaide;997;;;OTH;;0;0.00;-3.27
SA;Barker;1;;HELLING, Rita;GRN;F;2924;3.71;3.71
SA;Barker;2;;DORNEY, Dennis;DEM;M;7734;9.82;3.69
SA;Barker;3;;WELLS, Chris;NLP;M;712;0.90;-1.40
SA;Barker;4;#;MCLACHLAN, Ian;LP;M;49204;62.51;2.13
SA;Barker;5;;YORK, Leah;ALP;F;18146;23.05;-2.74
SA;Barker;902;;;CTA;;0;0.00;-2.00
SA;Barker;997;;;OTH;;0;0.00;-3.39
SA;Bonython;1;;KENNEDY, Chris;DEM;M;10185;14.46;5.01
SA;Bonython;2;;O'LEARY, Maya;GRN;F;2141;3.04;3.04
SA;Bonython;3;;BODINAR, Chris;LP;F;21824;30.99;2.30
SA;Bonython;4;#;EVANS, Martyn;ALP;M;34926;49.59;-6.01
SA;Bonython;5;;BRANDER, Michael;;M;1357;1.93;1.93
SA;Bonython;902;;;NLP;;0;0.00;-0.96
SA;Bonython;904;;;CTA;;0;0.00;-1.57
SA;Bonython;997;;;OTH;;0;0.00;-3.74
SA;Boothby;1;;MARTIN, Janet;DEM;F;10367;13.66;4.08
SA;Boothby;2;#;SOUTHCOTT, Andrew;LP;M;40487;53.35;0.47
SA;Boothby;3;;GAYNOR, Jeremy Peter;ALP;M;22350;29.45;-4.22
SA;Boothby;4;;PARNELL, Mark;GRN;M;2159;2.85;2.85
SA;Boothby;5;;MORRIS, Bevan;NLP;M;521;0.69;-1.41
SA;Boothby;997;;;OTH;;0;0.00;-1.77
SA;Grey;1;;JACKSON, Martin;DEM;M;5298;6.91;3.95
SA;Grey;2;;CRISP, Denis;ALP;M;27929;36.43;-1.80
SA;Grey;3;#;WAKELIN, Barry;LP;M;41625;54.29;10.02
SA;Grey;4;;TYMUKAS, Julia;GRN;F;1813;2.36;2.36
SA;Grey;902;;;NLP;;0;0.00;-0.57
SA;Grey;908;;;NP;;0;0.00;-3.67
SA;Grey;909;;;CTA;;0;0.00;-1.04
SA;Grey;910;;;CAP;;0;0.00;-0.16
SA;Grey;997;;;OTH;;0;0.00;-9.10
SA;Hindmarsh;1;;PHILLIPS, Andrew;;M;992;1.29;1.29
SA;Hindmarsh;2;;SJOBERG, Melanie;IND;F;754;0.98;0.46
SA;Hindmarsh;3;#;GALLUS, Chris;LP;F;40054;51.96;4.27
SA;Hindmarsh;4;;FISHER, Matt;GRN;M;1904;2.47;2.47
SA;Hindmarsh;5;;MACASKILL, Pat;DEM;F;5476;7.10;2.28
SA;Hindmarsh;6;;LORENZON, Heather;NLP;F;347;0.45;-1.55
SA;Hindmarsh;7;;ABFALTER, David;ALP;M;27560;35.75;-5.30
SA;Hindmarsh;902;;;GRY;;0;0.00;-0.72
SA;Hindmarsh;908;;;GSA;;0;0.00;-1.87
SA;Hindmarsh;997;;;OTH;;0;0.00;-1.32
SA;Kingston;1;;NEWELL, Paula;IND;F;1004;1.27;1.27
SA;Kingston;2;;WEBB, Debbie;DEM;F;7890;9.95;2.23
SA;Kingston;3;#;JEANES, Susan;LP;F;34023;42.89;0.85
SA;Kingston;4;;MULDOWNEY, Patrick Kevin;IND;M;249;0.31;0.31
SA;Kingston;5;;WATSON, John;IND;M;443;0.56;0.56
SA;Kingston;6;;CAMPBELL, Bob;IND;M;381;0.48;0.48
SA;Kingston;7;;MOORE, Evonne;AFI;F;1780;2.24;2.24
SA;Kingston;8;;BILNEY, Gordon;ALP;M;31372;39.55;-4.90
SA;Kingston;9;;HUNTER, Sally Ann;NLP;F;327;0.41;-0.87
SA;Kingston;10;;NURTON, David;GRN;M;1852;2.33;2.33
SA;Kingston;901;;;CTA;;0;0.00;-2.51
SA;Kingston;997;;;OTH;;0;0.00;-2.00
SA;Makin;1;;SCOTT, Andrew;NLP;M;731;0.91;-0.16
SA;Makin;2;#;DRAPER, Trish;LP;F;35762;44.55;3.36
SA;Makin;3;;ILLERT, Barry;;M;267;0.33;0.33
SA;Makin;4;;HILL, Tony;DEM;M;7404;9.22;2.11
SA;Makin;5;;MUELLER, Henri;GRN;M;1914;2.38;2.38
SA;Makin;6;;DUNCAN, Peter;ALP;M;32709;40.75;-6.04
SA;Makin;7;;BAKER, Tony;IND;M;726;0.90;0.90
SA;Makin;8;;NEWCOMBE, Mary;IND;F;757;0.94;0.94
SA;Makin;904;;;CTA;;0;0.00;-1.26
SA;Makin;997;;;OTH;;0;0.00;-2.58
SA;Mayo;1;#;DOWNER, Alexander;LP;M;46920;57.02;3.04
SA;Mayo;2;;COOMBE, Anthony M.;NLP;M;488;0.59;-0.94
SA;Mayo;3;;CRAIG, Graham;IND;M;1089;1.32;1.32
SA;Mayo;4;;TUCKER-LEE, Cathi;DEM;F;10230;12.43;-1.15
SA;Mayo;5;;MUSSARED, David;GRN;M;2848;3.46;3.46
SA;Mayo;6;;LOUCA, Peter;ALP;M;20714;25.17;-2.16
SA;Mayo;905;;;CTA;;0;0.00;-1.25
SA;Mayo;997;;;OTH;;0;0.00;-2.33
SA;Port Adelaide;1;;APAP, George;GRN;M;3387;4.56;4.56
SA;Port Adelaide;2;;HILL, Rick;LP;M;27315;36.81;3.81
SA;Port Adelaide;3;#;SAWFORD, Rod;ALP;M;35939;48.43;-5.04
SA;Port Adelaide;4;;ROSITANO, Maddalena;DEM;F;7096;9.56;2.78
SA;Port Adelaide;5;;MOHYLENKO, Enid;NLP;F;475;0.64;-0.44
SA;Port Adelaide;905;;;GRY;;0;0.00;-1.53
SA;Port Adelaide;997;;;OTH;;0;0.00;-4.14
SA;Sturt;1;#;PYNE, Christopher;LP;M;38810;54.07;14.66
SA;Sturt;2;;VANCO, George;ALP;M;22906;31.91;-2.31
SA;Sturt;3;;LORENZON, Vladimir;NLP;M;572;0.80;-0.78
SA;Sturt;4;;WILKINS, Craig;GRN;M;2078;2.90;2.90
SA;Sturt;5;;OEHME, Keith;DEM;M;7408;10.32;2.09
SA;Sturt;906;;;CTA;;0;0.00;-1.06
SA;Sturt;997;;;OTH;;0;0.00;-15.49
SA;Wakefield;1;;ROONEY, Eugene;GRY;M;2273;2.83;2.83
SA;Wakefield;2;;PETIT, Paul;GRN;M;2098;2.61;2.61
SA;Wakefield;3;#;ANDREW, Neil;LP;M;48937;60.87;3.79
SA;Wakefield;4;;KELLY, Pam;DEM;F;8759;10.90;2.00
SA;Wakefield;5;;STEVENS, Mike;ALP;M;18325;22.79;-3.32
SA;Wakefield;903;;;NLP;;0;0.00;-1.16
SA;Wakefield;997;;;OTH;;0;0.00;-6.74
TAS;Bass;1;#;SMITH, Warwick;LP;M;31875;51.23;3.91
TAS;Bass;2;;SMITH, Silvia;ALP;F;25034;40.24;-3.56
TAS;Bass;3;;NICKLASON, Kristina;TG;F;3093;4.97;-1.36
TAS;Bass;4;;BUTLER, Debbie;DEM;F;2214;3.56;1.01
TAS;Braddon;1;;THOMPSON, Clare;TG;F;3375;5.64;1.63
TAS;Braddon;2;;SIDEBOTTOM, Peter Sid;ALP;M;22928;38.31;-3.62
TAS;Braddon;3;#;MILES, Chris;LP;M;31201;52.14;2.76
TAS;Braddon;4;;IVORY, Chris;DEM;M;2337;3.91;1.13
TAS;Braddon;997;;;OTH;;0;0.00;-1.90
TAS;Denison;1;;WELDRICK, Karen;TG;F;5229;8.28;-5.94
TAS;Denison;2;#;KERR, Duncan;ALP;M;33023;52.27;1.01
TAS;Denison;3;;DUDGEON, Rachel;DEM;F;2769;4.38;3.20
TAS;Denison;4;;STEPHEN, Sarah;;F;486;0.77;0.77
TAS;Denison;5;;WREN, Ingrid;LP;F;21667;34.30;2.94
TAS;Denison;901;;;CTA;;0;0.00;-1.36
TAS;Denison;997;;;OTH;;0;0.00;-0.61
TAS;Franklin;1;;GLOVER, Les;LP;M;25068;40.76;2.01
TAS;Franklin;2;;HALE, John;TG;M;4286;6.97;-1.24
TAS;Franklin;3;#;QUICK, Harry;ALP;M;28259;45.95;-3.25
TAS;Franklin;4;;PEART, Kim;IND;M;788;1.28;1.28
TAS;Franklin;5;;FISHER, Irene;DEM;F;3094;5.03;1.19
TAS;Lyons;1;;DE LA MOTTE, Leigh;NP;M;1218;1.91;1.91
TAS;Lyons;2;#;ADAMS, Dick;ALP;M;28363;44.42;-3.01
TAS;Lyons;3;;MANSKEY, Debra;TG;F;3706;5.80;-0.71
TAS;Lyons;4;;MILLS, Duncan;DEM;M;2282;3.57;1.36
TAS;Lyons;5;;ANDERSON, Russell;LP;M;28276;44.29;0.45
ACT;Canberra;1;;CHAPLIN, Maryan;NLP;F;778;1.16;0.27
ACT;Canberra;2;#;MCMULLAN, Bob;ALP;M;32405;48.28;-3.70
ACT;Canberra;3;;MCALLISTER, Gordon;GRN;M;6047;9.01;9.01
ACT;Canberra;4;;WILCOX, Gwen;LP;F;25594;38.13;3.32
ACT;Canberra;5;;BULL, Sue;IND;F;1508;2.25;2.25
ACT;Canberra;6;;GRAY-GRZESZKIEWICZ, Jerzy;IND;M;789;1.18;1.18
ACT;Canberra;902;;;ASG;;0;0.00;-0.95
ACT;Canberra;904;;;GDA;;0;0.00;-1.91
ACT;Canberra;907;;;DEM;;0;0.00;-5.73
ACT;Canberra;997;;;OTH;;0;0.00;-3.73
ACT;Fraser;1;;HILL, Cheryl;LP;F;23877;39.59;7.15
ACT;Fraser;2;;KIRSCHBAUM, Miko;GRN;M;5970;9.90;9.90
ACT;Fraser;3;#;LANGMORE, John;ALP;M;30459;50.51;-3.77
ACT;Fraser;906;;;DEM;;0;0.00;-6.42
ACT;Fraser;909;;;NLP;;0;0.00;-0.66
ACT;Fraser;997;;;OTH;;0;0.00;-6.20
ACT;Namadgi;1;;RATTENBURY, Shane;GRN;M;4579;7.22;7.22
ACT;Namadgi;2;#;ELLIS, Annette;ALP;F;28583;45.06;-8.89
ACT;Namadgi;3;;ROSBOROUGH, Derek;IND;M;1636;2.58;2.58
ACT;Namadgi;4;;SMYTH, Brendan;LP;M;28638;45.14;9.99
ACT;Namadgi;902;;;ASG;;0;0.00;-1.77
ACT;Namadgi;904;;;GDA;;0;0.00;-3.15
ACT;Namadgi;906;;;NLP;;0;0.00;-0.82
ACT;Namadgi;907;;;DEM;;0;0.00;-5.16
NT;Northern Territory;1;;BRIAN, Bernie;IND;M;2710;3.19;3.19
NT;Northern Territory;2;#;DONDAS, Nick;CLP;M;38302;45.04;0.35
NT;Northern Territory;3;;SNOWDON, Warren;ALP;M;36994;43.50;-11.81
NT;Northern Territory;4;;GARDINER, Pamela Anne;IND;F;1713;2.01;2.01
NT;Northern Territory;5;;NITSCHKE, Philip;GRN;M;5324;6.26;6.26
