State;Division;Ballot Position;Member;Candidate;Party;Gender;Vote;Vote Percent;Swing
VIC;Melbourne Ports;6;;DAVEY, John;DEM;M;5147;7.08;3.42
VIC;Melbourne Ports;997;;;OTH;;0;0.00;-4.99
VIC;Menzies;1;;BROWN, Susan;NLP;F;1328;1.78;0.66
VIC;Menzies;2;;CARTER, Angela;DEM;F;6602;8.84;4.53
VIC;Menzies;3;#;ANDREWS, Kevin;LP;M;41479;55.52;-2.14
VIC;Menzies;4;;DE ANGELIS, Peter;ALP;M;25307;33.87;-3.05
VIC;Menzies;907;;;CTA;;0;0.00;0.00
VIC;Menzies;997;;;OTH;;0;0.00;0.00
VIC;Murray;1;;LACEY, Dennis;DEM;M;3924;5.05;2.44
VIC;Murray;2;;ROSE, George;NLP;M;497;0.64;-0.42
VIC;Murray;3;#;STONE, Sharman Nancy;LP;F;33565;43.22;42.09
VIC;Murray;4;;WALKER, John;NP;M;23034;29.66;-36.75
VIC;Murray;5;;MORAN, Bernie;ALP;M;16635;21.42;-5.20
VIC;Murray;997;;;OTH;;0;0.00;-2.16
VIC;Scullin;1;;PHILLIPS, Neil;NLP;M;1204;1.68;1.14
VIC;Scullin;2;;BEKIARIS, Evan;DEM;M;6248;8.73;5.50
VIC;Scullin;3;;SEKHON, Gurm;AGV;M;1460;2.04;2.04
VIC;Scullin;4;;MORGAN, Marc;LP;M;17373;24.27;-1.28
VIC;Scullin;5;#;JENKINS, Harry;ALP;M;45295;63.28;-2.06
VIC;Scullin;908;;;CEG;;0;0.00;-1.17
VIC;Scullin;911;;;AFI;;0;0.00;0.00
VIC;Scullin;913;;;CTA;;0;0.00;0.00
VIC;Scullin;997;;;OTH;;0;0.00;-4.17
VIC;Wannon;1;#;HAWKER, David;LP;M;44695;57.50;1.55
VIC;Wannon;2;;LINDOP, Maggie;DEM;F;7051;9.07;7.00
VIC;Wannon;3;;MORROW, Richard Neale;ALP;M;25978;33.42;-2.61
VIC;Wannon;908;;;NLP;;0;0.00;-0.62
VIC;Wannon;910;;;CTA;;0;0.00;-0.04
VIC;Wannon;997;;;OTH;;0;0.00;-5.28
VIC;Wills;1;;STONE, Robert;DEM;M;2811;3.60;1.49
VIC;Wills;2;;RICHARDSON, Martin John;NLP;M;316;0.40;-0.01
VIC;Wills;3;#;THOMSON, Kelvin;ALP;M;39014;49.98;4.37
VIC;Wills;4;;KEPPEL, Sharon;IND;F;1399;1.79;1.79
VIC;Wills;5;;ISHERWOOD, Craig William;;M;196;0.25;0.25
VIC;Wills;6;;MINAS, Jack;LP;M;16576;21.24;-3.30
VIC;Wills;7;;CLEARY, Phil;IND;M;17747;22.74;-2.73
VIC;Wills;910;;;AFI;;0;0.00;-0.19
VIC;Wills;997;;;OTH;;0;0.00;-1.67
QLD;Bowman;1;#;WEST, Andrea G;LP;F;33088;46.53;12.17
QLD;Bowman;2;;VAN ROOYEN, Jenny;DEM;F;5954;8.37;4.50
QLD;Bowman;3;;REILLY, Selina;AIP;F;331;0.47;0.47
QLD;Bowman;4;;SCIACCA, Con;ALP;M;29964;42.13;-9.35
QLD;Bowman;5;;KRAJNIW, Tony;GRN;M;1780;2.50;2.50
QLD;Bowman;902;;;NP;;0;0.00;-4.12
QLD;Bowman;904;;;CAP;;0;0.00;-0.78
QLD;Bowman;907;;;QG;;0;0.00;-3.84
QLD;Bowman;913;;;NLP;;0;0.00;-0.02
QLD;Bowman;997;;;OTH;;0;0.00;-1.54
QLD;Brisbane;1;;BARTLETT, Andrew;DEM;M;7024;9.04;3.21
QLD;Brisbane;2;;TAYLOR, Mark;GRN;M;3180;4.09;4.09
QLD;Brisbane;3;;MATHER, Rose;AIP;F;263;0.34;0.34
QLD;Brisbane;4;;BRADY, Mark;NLP;M;243;0.31;-0.39
QLD;Brisbane;5;;BEGG, Zanny;IND;F;508;0.65;0.65
QLD;Brisbane;6;;DUNN, Jenny;AWP;F;1354;1.74;1.74
QLD;Brisbane;7;#;BEVIS, Arch;ALP;M;29684;38.21;-7.44
QLD;Brisbane;8;;LEACH, Bob;IND;M;739;0.95;0.95
QLD;Brisbane;9;;WILLIAMSON, Jane P;LP;F;34686;44.65;8.59
QLD;Brisbane;906;;;QG;;0;0.00;-4.89
QLD;Brisbane;909;;;NP;;0;0.00;-2.60
QLD;Brisbane;912;;;CAP;;0;0.00;-0.45
QLD;Brisbane;997;;;OTH;;0;0.00;-3.81
QLD;Capricornia;1;;MUIR, Bob;GRN;M;1980;2.54;2.54
QLD;Capricornia;2;#;MAREK, Paul;NP;M;21823;27.94;5.89
QLD;Capricornia;3;;LAWRENCE, Fay;DEM;F;4071;5.21;3.02
QLD;Capricornia;4;;TULL, Bevan;AIP;M;371;0.48;0.16
QLD;Capricornia;5;;HENZELL, Marjorie;ALP;F;31531;40.37;-0.45
QLD;Capricornia;6;;WILKINSON, Mike;LP;M;18321;23.46;6.75
QLD;Capricornia;904;;;QG;;0;0.00;-1.65
QLD;Capricornia;912;;;CAP;;0;0.00;-2.55
QLD;Capricornia;913;;;CEG;;0;0.00;-0.29
QLD;Capricornia;997;;;OTH;;0;0.00;-13.41
QLD;Dawson;1;;WILLIAMSON, Greg;LP;M;18937;23.87;16.27
QLD;Dawson;2;;PAINE, Kevin;DEM;M;3095;3.90;1.39
QLD;Dawson;3;;DUCKETT, Tony;;M;542;0.68;0.68
QLD;Dawson;4;;WATSON, Len;AIP;M;245;0.31;0.31
QLD;Dawson;5;#;KELLY, De-Anne;NP;F;28359;35.74;-2.68
QLD;Dawson;6;;GILBERT, Frank;ALP;M;28168;35.50;-2.84
QLD;Dawson;903;;;CAP;;0;0.00;-8.98
QLD;Dawson;908;;;QG;;0;0.00;-2.38
QLD;Dawson;997;;;OTH;;0;0.00;-1.78
QLD;Dickson;1;;ATKINSON, Geoffrey J;AIP;M;470;0.61;0.61
QLD;Dickson;2;;SAUNDERS, John;NP;M;4615;5.98;-0.06
QLD;Dickson;3;;WILSON, Geoff;NLP;M;190;0.25;0.16
QLD;Dickson;4;;JOYNER, Rona;IND;F;1154;1.50;1.50
QLD;Dickson;5;;LAVARCH, Michael Hugh;ALP;M;30800;39.92;-5.94
QLD;Dickson;6;;PANTANO, Kim;GRN;F;2240;2.90;2.90
QLD;Dickson;7;#;SMITH, Tony;LP;M;32418;42.02;6.23
QLD;Dickson;8;;TOON, Theoron;IND;M;462;0.60;0.60
QLD;Dickson;9;;SPENCER, Tom;DEM;M;4653;6.03;2.59
QLD;Dickson;10;;CONSANDINE, Peter;RPA;M;156;0.20;0.20
QLD;Dickson;903;;;CAP;;0;0.00;-1.49
QLD;Dickson;908;;;QG;;0;0.00;-4.36
QLD;Dickson;997;;;OTH;;0;0.00;-2.94
QLD;Fadden;1;;BRONSCH, Dulcie May;AIP;F;642;0.91;0.70
QLD;Fadden;2;;GABRIEL, William J;GRN;M;1729;2.45;2.45
QLD;Fadden;3;;MERLEHAN, Ray;ALP;M;18349;25.98;-10.52
QLD;Fadden;4;#;JULL, David;LP;M;42977;60.84;13.42
QLD;Fadden;5;;JOHNSTON, Hetty Margarette;DEM;F;6937;9.82;5.37
QLD;Fadden;902;;;CAP;;0;0.00;-1.44
QLD;Fadden;906;;;NP;;0;0.00;-5.43
QLD;Fadden;907;;;QG;;0;0.00;-4.20
QLD;Fadden;909;;;NLP;;0;0.00;-0.20
QLD;Fadden;997;;;OTH;;0;0.00;-0.14
QLD;Fairfax;1;;FITZGERALD, John;GRN;M;3868;5.34;5.34
QLD;Fairfax;2;;OSS-EMER, Elizabeth;DEM;F;5808;8.02;3.32
QLD;Fairfax;3;;MARCONI, Peter J;ALP;M;17355;23.97;-6.65
QLD;Fairfax;4;;HICKS, Colin H T;AIP;M;384;0.53;0.53
QLD;Fairfax;5;#;SOMLYAY, Alex;LP;M;44994;62.14;22.34
QLD;Fairfax;902;;;NP;;0;0.00;-14.99
QLD;Fairfax;903;;;QG;;0;0.00;-4.09
QLD;Fairfax;907;;;NLP;;0;0.00;-1.21
QLD;Fairfax;908;;;CAP;;0;0.00;-2.46
QLD;Fairfax;997;;;OTH;;0;0.00;-2.13
QLD;Fisher;1;;BARNES, Lorraine;IND;F;830;1.21;1.21
QLD;Fisher;2;#;SLIPPER, Peter;LP;M;30902;45.07;12.13
QLD;Fisher;3;;LAZARENKO, Margaret;AFI;F;523;0.76;0.76
QLD;Fisher;4;;EARNSHAW, Gordon;IND;M;257;0.37;0.37
QLD;Fisher;5;;KERLIN, Alan;DEM;M;3625;5.29;2.09
QLD;Fisher;6;;PEACH, Louise;AWP;F;826;1.20;1.20
QLD;Fisher;7;;BJELKE-PETERSEN, John;NP;M;14115;20.59;-0.25
QLD;Fisher;8;;BOND, Alex;AIP;M;117;0.17;-0.07
QLD;Fisher;9;;GWIN, Chris;GRN;M;1686;2.46;2.46
QLD;Fisher;10;;HENDERSON, John;ALP;M;15685;22.88;-8.69
QLD;Fisher;903;;;CAP;;0;0.00;-3.23
QLD;Fisher;905;;;QG;;0;0.00;-2.83
QLD;Fisher;910;;;NLP;;0;0.00;-0.28
QLD;Fisher;997;;;OTH;;0;0.00;-4.89
QLD;Forde;1;;BELL, Marshall;AIP;M;612;0.89;0.84
QLD;Forde;2;#;ELSON, Kay;LP;F;28172;40.82;3.63
QLD;Forde;3;;ADAMS, Xanthe;DEM;F;5507;7.98;2.69
QLD;Forde;4;;CRAWFORD, Mary;ALP;F;23201;33.62;-9.15
QLD;Forde;5;;WISE, Aaron;GRN;M;1683;2.44;2.44
QLD;Forde;6;;CAREY, Garth Eric Cecil;NP;M;9833;14.25;6.06
QLD;Forde;906;;;CAP;;0;0.00;-2.43
QLD;Forde;907;;;QG;;0;0.00;-2.86
QLD;Forde;909;;;NLP;;0;0.00;-0.03
QLD;Forde;997;;;OTH;;0;0.00;-1.19
QLD;Griffith;1;;RUDD, Kevin;ALP;M;31407;41.34;-6.89
QLD;Griffith;2;#;MCDOUGALL, Graeme;LP;M;33262;43.78;7.42
QLD;Griffith;3;;WILSON, Barry G;GRN;M;1951;2.57;2.57
QLD;Griffith;4;;RENTON, Iain;DEM;M;4714;6.21;1.62
QLD;Griffith;5;;STONE, David;NP;M;2818;3.71;0.19
QLD;Griffith;6;;HOLLAND, Gary;IND;M;401;0.53;0.53
QLD;Griffith;7;;EASTWOOD, Jeni;AWP;F;947;1.25;1.25
QLD;Griffith;8;;WYNTER, Coral;IND;F;296;0.39;-0.49
QLD;Griffith;9;;LESLIE, John;AIP;M;172;0.23;0.08
QLD;Griffith;908;;;QG;;0;0.00;-4.17
QLD;Griffith;909;;;NLP;;0;0.00;-0.75
QLD;Griffith;910;;;CAP;;0;0.00;-0.17
QLD;Griffith;997;;;OTH;;0;0.00;-1.18
QLD;Groom;1;;BUCKLEY, Ray;OAP;M;1578;2.04;2.04
QLD;Groom;2;;CAREW, Mark;DEM;M;4459;5.78;2.01
QLD;Groom;3;;MOLES, Sarah;GRN;F;1789;2.32;2.32
QLD;Groom;4;;OUSBY, Peter;IND;M;1657;2.15;2.15
QLD;Groom;5;;MCCARTHY, W J;AIP;M;595;0.77;-0.43
QLD;Groom;6;;GREEN, Neville John;ALP;M;17085;22.13;-4.67
QLD;Groom;7;#;TAYLOR, Bill;LP;M;50046;64.82;30.44
QLD;Groom;902;;;CAP;;0;0.00;-10.18
QLD;Groom;905;;;NP;;0;0.00;-21.40
QLD;Groom;906;;;QG;;0;0.00;-2.27
QLD;Herbert;1;#;LINDSAY, Peter;LP;M;29405;38.75;7.36
QLD;Herbert;2;;SAILOR, Josephine;AWP;F;1338;1.76;1.76
QLD;Herbert;3;;EDWARDS, Colin;DEM;M;4473;5.89;2.16
QLD;Herbert;4;;LINDSAY, Eamon John;ALP;M;27812;36.65;-4.49
QLD;Herbert;5;;KIPPING, Ken;NP;M;11468;15.11;8.92
QLD;Herbert;6;;SMALLWOOD, David;IND;M;730;0.96;0.96
QLD;Herbert;7;;CALDWELL, Alex;IND;M;660;0.87;0.87
QLD;Herbert;902;;;CAP;;0;0.00;-0.73
QLD;Herbert;908;;;AIP;;0;0.00;-0.66
QLD;Herbert;909;;;QG;;0;0.00;-2.34
QLD;Herbert;997;;;OTH;;0;0.00;-13.79
QLD;Hinkler;1;;DABBAGH, Taha;DEM;M;4019;5.12;1.11
QLD;Hinkler;2;;SOETERBOEK, Adrian;IND;M;1820;2.32;2.32
QLD;Hinkler;3;;JOHNSON, Colin;AIP;M;758;0.97;0.63
QLD;Hinkler;4;#;NEVILLE, Paul;NP;M;43497;55.47;25.39
QLD;Hinkler;5;;COURTICE, Brian William;ALP;M;28326;36.12;-6.79
QLD;Hinkler;906;;;LP;;0;0.00;-12.76
QLD;Hinkler;907;;;QG;;0;0.00;-1.91
QLD;Hinkler;908;;;CAP;;0;0.00;-4.65
QLD;Hinkler;909;;;CEG;;0;0.00;-3.35
QLD;Kennedy;1;;PARKER, Col;DEM;M;4973;6.61;4.02
QLD;Kennedy;2;;WALDEN, Clarence;AIP;M;1124;1.49;0.96
QLD;Kennedy;3;;VALENTINE, Jo;GRN;F;1807;2.40;2.40
QLD;Kennedy;4;;DONOVAN, Fay;ALP;F;22257;29.58;-11.84
QLD;Kennedy;5;#;KATTER, Bob;NP;M;45074;59.91;22.75
QLD;Kennedy;902;;;CAP;;0;0.00;-4.24
QLD;Kennedy;907;;;LP;;0;0.00;-11.62
QLD;Kennedy;908;;;QG;;0;0.00;-1.67
QLD;Kennedy;997;;;OTH;;0;0.00;-0.77
QLD;Leichhardt;1;;DODD, Peter;ALP;M;28392;38.05;-3.91
QLD;Leichhardt;2;;LEVISTON, Margaret;NLP;F;352;0.47;-0.71
QLD;Leichhardt;3;;DIMITRIOU, Steve;IND;M;871;1.17;1.17
QLD;Leichhardt;4;;DALY, Pat;GRN;M;2081;2.79;2.79
QLD;Leichhardt;5;;SINGLETON, Jeanette;AIP;F;387;0.52;0.52
QLD;Leichhardt;6;;BURGESS, Bob;NP;M;15236;20.42;6.41
QLD;Leichhardt;7;;WATSON, Leonie;DEM;F;3578;4.80;-0.41
QLD;Leichhardt;8;#;ENTSCH, Warren;LP;M;23721;31.79;0.20
QLD;Leichhardt;903;;;QG;;0;0.00;-3.52
QLD;Leichhardt;906;;;CAP;;0;0.00;-1.44
QLD;Leichhardt;997;;;OTH;;0;0.00;-1.10
QLD;Lilley;1;;CLOTHIER, Noel C;GRN;M;2221;2.84;2.84
QLD;Lilley;2;#;GRACE, Elizabeth;LP;F;36053;46.11;10.15
QLD;Lilley;3;;HIPWOOD, Michael;DEM;M;5145;6.58;2.41
QLD;Lilley;4;;BECKETT, Gloria;AIP;F;210;0.27;0.27
QLD;Lilley;5;;BERTWISTLE, Daryl;IND;M;796;1.02;1.02
QLD;Lilley;6;;SWAN, Wayne;ALP;M;33765;43.18;-6.73
QLD;Lilley;903;;;NP;;0;0.00;-3.63
QLD;Lilley;907;;;QG;;0;0.00;-3.14
QLD;Lilley;908;;;CAP;;0;0.00;-1.11
QLD;Lilley;911;;;NLP;;0;0.00;-0.03
QLD;Lilley;997;;;OTH;;0;0.00;-2.05
QLD;Longman;1;;DIMO, Jim;GRN;M;2145;3.00;3.00
QLD;Longman;2;;BONNICE, Pat;ALP;F;21943;30.69;-8.57
QLD;Longman;3;;MADDEN, Terence Collins;IND;M;966;1.35;1.35
QLD;Longman;4;;HEGARTY, Norman W;AIP;M;187;0.26;0.06
QLD;Longman;5;#;BROUGH, Mal;LP;M;27704;38.74;6.68
QLD;Longman;6;;BRADLEY, Tom;NP;M;12611;17.64;4.80
QLD;Longman;7;;HOLLIS, Greg;DEM;M;5276;7.38;4.41
QLD;Longman;8;;ABNETT, Geoffrey John;OAP;M;673;0.94;0.94
QLD;Longman;902;;;CAP;;0;0.00;-4.30
QLD;Longman;906;;;QG;;0;0.00;-3.54
QLD;Longman;908;;;NLP;;0;0.00;-0.02
QLD;Longman;997;;;OTH;;0;0.00;-4.82
QLD;McPherson;1;;NORMAN-HICKS, Melinda;DEM;F;4460;6.44;2.65
QLD;McPherson;2;;LIGHT, Anja;GRN;F;3109;4.49;4.49
QLD;McPherson;3;;ANDREWS, Margaret;ALP;F;18122;26.17;-10.29
QLD;McPherson;4;;GOODWIN, Kevin Patrick;IND;M;634;0.92;0.92
QLD;McPherson;5;#;BRADFORD, John Walter;LP;M;42640;61.57;12.39
QLD;McPherson;6;;DILLON, David;AIP;M;284;0.41;0.41
QLD;McPherson;902;;;CAP;;0;0.00;-1.99
QLD;McPherson;904;;;NP;;0;0.00;-4.40
QLD;McPherson;906;;;QG;;0;0.00;-4.17
QLD;Maranoa;1;;BEATTY, Franklin;AIP;M;1855;2.43;1.62
QLD;Maranoa;2;;MAY, Alan P;DEM;M;4630;6.06;3.43
QLD;Maranoa;3;#;SCOTT, Bruce;NP;M;53867;70.49;17.06
QLD;Maranoa;4;;MURRAY, Bob;ALP;M;16066;21.02;-4.05
QLD;Maranoa;906;;;QG;;0;0.00;-1.57
QLD;Maranoa;907;;;CAP;;0;0.00;-4.77
QLD;Maranoa;908;;;LP;;0;0.00;-8.83
QLD;Maranoa;997;;;OTH;;0;0.00;-2.89
QLD;Moncrieff;1;;LIGHT, Inge;GRN;F;3311;4.98;4.98
QLD;Moncrieff;2;;PAYNE, Noel Andrew;DEM;M;3286;4.94;1.05
QLD;Moncrieff;3;;PRENZLER, Andrew;IND;M;526;0.79;0.79
QLD;Moncrieff;4;;PILGRIM, Ian K;AIP;M;303;0.46;0.46
QLD;Moncrieff;5;;MACKECHNIE, Matthew;CTA;M;494;0.74;0.74
QLD;Moncrieff;6;;SMITH, Mike;ALP;M;15150;22.78;-9.27
QLD;Moncrieff;7;;PRICE, Sandy;NLP;F;327;0.49;0.49
QLD;Moncrieff;8;#;SULLIVAN, Kathy Martin;LP;F;43098;64.81;11.84
QLD;Moncrieff;902;;;NP;;0;0.00;-5.34
QLD;Moncrieff;905;;;CAP;;0;0.00;-1.76
QLD;Moncrieff;906;;;QG;;0;0.00;-3.99
QLD;Moreton;1;;WILSON, Annette;GRN;F;2572;3.29;3.29
QLD;Moreton;2;;DENT, Wendy;IND;F;581;0.74;0.74
QLD;Moreton;3;;JOHNSON, Norman Abraham;AIP;M;195;0.25;-0.37
QLD;Moreton;4;;GIBSON, Garrie;ALP;M;28886;36.92;-6.62
QLD;Moreton;5;;KIRK, Kirsten;DEM;F;5076;6.49;1.78
QLD;Moreton;6;;ARMSTRONG, Cameron;IND;M;547;0.70;0.70
QLD;Moreton;7;;DHANJI-AYYAR, Jacqueline;NLP;F;153;0.20;0.17
QLD;Moreton;8;#;HARDGRAVE, Gary;LP;M;39268;50.18;7.83
QLD;Moreton;9;;DEAN, Shane;IND;M;234;0.30;0.07
QLD;Moreton;10;;BREMNER, Keith Norman;AFI;M;735;0.94;0.94
QLD;Moreton;902;;;NP;;0;0.00;-3.09
QLD;Moreton;909;;;QG;;0;0.00;-3.77
QLD;Moreton;911;;;CAP;;0;0.00;-1.01
QLD;Moreton;997;;;OTH;;0;0.00;-0.66
QLD;Oxley;1;;WYLES, Carl;;M;765;1.09;1.09
QLD;Oxley;2;;SCOTT, Les;ALP;M;27497;39.36;-15.18
QLD;Oxley;3;#;HANSON, Pauline;LP;F;33960;48.61;22.86
QLD;Oxley;4;;PULLEN, David Roy;DEM;M;4248;6.08;0.56
QLD;Oxley;5;;ROBB, Victor;IND;M;1094;1.57;1.57
QLD;Oxley;6;;MCKEON, John Robert;GRN;M;1870;2.68;2.68
QLD;Oxley;7;;CHAPMAN, Bill;AIP;M;433;0.62;0.62
QLD;Oxley;902;;;CAP;;0;0.00;-2.90
QLD;Oxley;907;;;NP;;0;0.00;-3.86
QLD;Oxley;909;;;QG;;0;0.00;-4.42
QLD;Oxley;997;;;OTH;;0;0.00;-3.01
QLD;Petrie;1;;KARMICHAEL, Nat;IND;M;1148;1.53;1.53
QLD;Petrie;2;;JONES, Dell Lynette;GRN;F;1995;2.66;2.66
QLD;Petrie;3;#;GAMBARO, Teresa;LP;F;38415;51.23;11.51
QLD;Petrie;4;;MATTHEWS, Leonard John;IND;M;382;0.51;0.51
QLD;Petrie;5;;JACKSON, Keryn Ann;AIP;F;236;0.31;0.31
QLD;Petrie;6;;HAY, Kerry Paul;IND;M;275;0.37;0.37
QLD;Petrie;7;;JOHNS, Gary;ALP;M;27280;36.38;-8.24
QLD;Petrie;8;;PHILLIPS, John;IND;M;337;0.45;0.45
QLD;Petrie;9;;JACKSON, Zillah;DEM;F;4918;6.56;2.23
QLD;Petrie;902;;;CAP;;0;0.00;-1.29
QLD;Petrie;904;;;NP;;0;0.00;-2.83
QLD;Petrie;906;;;QG;;0;0.00;-2.47
QLD;Petrie;908;;;NLP;;0;0.00;-0.29
QLD;Petrie;997;;;OTH;;0;0.00;-4.45
QLD;Rankin;1;;BELL, Rosemary Joyce;AIP;F;976;1.38;1.38
QLD;Rankin;2;;NIELSEN, Richard;GRN;M;1977;2.79;2.79
QLD;Rankin;3;;DICKSON, Alan;DEM;M;6050;8.54;3.52
QLD;Rankin;4;;NGUYEN, Xuan Thu;IND;M;899;1.27;1.27
QLD;Rankin;5;;SCOTT, Amanda;LP;F;29046;41.02;10.39
QLD;Rankin;6;#;BEDDALL, David;ALP;M;31869;45.00;-9.93
QLD;Rankin;902;;;NP;;0;0.00;-3.03
QLD;Rankin;907;;;CAP;;0;0.00;-1.75
QLD;Rankin;909;;;QG;;0;0.00;-2.72
QLD;Rankin;997;;;OTH;;0;0.00;-1.92
QLD;Ryan;1;;SKYRING, Alan;IND;M;857;1.10;0.65
QLD;Ryan;2;;CANNON, Cheryl;AIP;F;293;0.38;0.20
QLD;Ryan;3;;BACH, Willy;GRN;M;2405;3.09;3.09
QLD;Ryan;4;;THURLOW, Valerie;NLP;F;267;0.34;0.02
QLD;Ryan;5;#;MOORE, John Colinton;LP;M;46508;59.85;7.38
QLD;Ryan;6;;NIELSEN, Howard Robert;ALP;M;19526;25.13;-6.15
QLD;Ryan;7;;WATSON, Diane;DEM;F;7850;10.10;4.09
QLD;Ryan;904;;;NP;;0;0.00;-3.28
QLD;Ryan;908;;;QG;;0;0.00;-4.50
QLD;Ryan;910;;;CAP;;0;0.00;-0.72
QLD;Ryan;997;;;OTH;;0;0.00;-0.78
QLD;Wide Bay;1;;WATSON, Charlie;AIP;M;1064;1.45;1.45
QLD;Wide Bay;2;;SKILTON, Wayne;OAP;M;908;1.24;1.24
QLD;Wide Bay;3;;FRANCIS, John;IND;M;2891;3.94;3.94
QLD;Wide Bay;4;#;TRUSS, Warren;NP;M;43670;59.55;16.88
QLD;Wide Bay;5;;HOLMES, Alan;ALP;M;19390;26.44;-7.55
QLD;Wide Bay;6;;SOUTH, Pamela;DEM;F;5415;7.38;3.78
QLD;Wide Bay;903;;;CAP;;0;0.00;-5.78
QLD;Wide Bay;906;;;LP;;0;0.00;-8.75
QLD;Wide Bay;907;;;QG;;0;0.00;-2.85
QLD;Wide Bay;997;;;OTH;;0;0.00;-2.36
WA;Brand;1;#;BEAZLEY, Kim;ALP;M;37165;43.86;-4.55
WA;Brand;2;;GENT, Alan;IND;M;2016;2.38;2.38
WA;Brand;3;;MCCARTHY, Brian;IND;M;373;0.44;0.44
WA;Brand;4;;GOODALE, Bob;GWA;M;3577;4.22;-0.71
WA;Brand;5;;MCKERCHER, Mal;DEM;M;2969;3.50;1.02
WA;Brand;6;;ANDERSON, Leone L;IND;F;452;0.53;0.53
WA;Brand;7;;GALLETLY, Clive Philip Arthur;IND;M;301;0.36;0.36
WA;Brand;8;;REBE, Phil;AFI;M;943;1.11;1.11
WA;Brand;9;;WALTON, Malcolm;NP;M;877;1.04;1.04
WA;Brand;10;;HEARNE, Penny;LP;F;36060;42.56;1.11
WA;Brand;902;;;CTA;;0;0.00;-1.57
WA;Brand;904;;;NLP;;0;0.00;-0.34
WA;Brand;997;;;OTH;;0;0.00;-0.82
WA;Canning;1;;TWOMEY, Chris;GWA;M;3686;5.26;1.21
WA;Canning;2;;GEAR, George;ALP;M;28984;41.35;-3.00
WA;Canning;3;;ROBERTS, Patti;NLP;F;307;0.44;0.05
WA;Canning;4;;BLOOMER, Anthony Roy;DEM;M;4332;6.18;3.62
WA;Canning;5;#;JOHNSTON, Ricky;LP;F;30949;44.15;0.13
WA;Canning;6;;DEVEREUX, Michael;IND;M;1839;2.62;2.62
WA;Canning;905;;;CTA;;0;0.00;-2.56
WA;Canning;997;;;OTH;;0;0.00;-2.08
WA;Cowan;1;;JAKOBSEN, Carolyn;ALP;F;31416;41.58;-2.57
WA;Cowan;2;#;EVANS, Richard;LP;M;35083;46.44;-1.27
WA;Cowan;3;;DIK, Otto;GWA;M;3315;4.39;-0.17
WA;Cowan;4;;COYNE, Sue;DEM;F;5734;7.59;4.58
WA;Cowan;904;;;NLP;;0;0.00;-0.57
WA;Curtin;1;;COURT, Ken;LP;M;27012;39.15;-20.65
WA;Curtin;2;;KAILIS, George Peter;NLP;M;816;1.18;-0.47
WA;Curtin;3;;WATSON, Liz;GWA;F;4319;6.26;-3.24
WA;Curtin;4;;BARRETT, Michael;DEM;M;2947;4.27;0.85
WA;Curtin;5;;ROEBUCK, Steven;ALP;M;13658;19.79;-5.24
WA;Curtin;6;#;ROCHER, Allan;IND;M;20251;29.35;29.35
WA;Curtin;997;;;OTH;;0;0.00;-0.59
WA;Forrest;1;;SCHUR, Basil;GWA;M;5537;7.33;-0.88
WA;Forrest;2;;MARSDEN, Alexander;IND;M;1181;1.56;1.56
WA;Forrest;3;;HELLYER, Ronald;DEM;M;3864;5.11;0.11
WA;Forrest;4;#;PROSSER, Geoff;LP;M;43067;56.99;0.92
WA;Forrest;5;;MILLS, Ann;ALP;F;21920;29.01;-1.71
WA;Fremantle;1;#;LAWRENCE, Carmen;ALP;F;33763;46.93;-3.28
WA;Fremantle;2;;GUENTNER, Joe;DEM;M;4188;5.82;2.61
WA;Fremantle;3;;TILLER, Mick;LP;M;29067;40.40;1.66
WA;Fremantle;4;;DE GARIS, Alison;GWA;F;4930;6.85;0.09
WA;Fremantle;903;;;NLP;;0;0.00;-1.08
WA;Kalgoorlie;1;;BOTICA, Deborah;GWA;F;2324;3.73;-0.45
WA;Kalgoorlie;2;;WYATT, Cedric;LP;M;15144;24.30;-10.32
WA;Kalgoorlie;3;#;CAMPBELL, Graeme;IND;M;21895;35.13;35.13
WA;Kalgoorlie;4;;TAYLOR, Ian;ALP;M;21648;34.73;-19.63
WA;Kalgoorlie;5;;THACKRAH, David;DEM;M;1318;2.11;-0.53
WA;Kalgoorlie;906;;;NLP;;0;0.00;-1.12
WA;Kalgoorlie;997;;;OTH;;0;0.00;-3.09
WA;Moore;1;;JONES, Alistair;ALP;M;23766;28.43;-6.54
WA;Moore;2;;HANCOCK, Vicki;IND;F;1171;1.40;1.40
WA;Moore;3;;STEVENAGE, Paul;LP;M;22815;27.29;-27.52
WA;Moore;4;;GILFILLAN, Sarah;DEM;F;3777;4.52;0.52
WA;Moore;5;;FRANSSEN, Bill;GWA;M;3537;4.23;-1.43
WA;Moore;6;#;FILING, Paul;IND;M;28536;34.13;34.13
WA;Moore;902;;;NLP;;0;0.00;-0.56
WA;O'Connor;1;;HEMSLEY, John;GWA;M;2500;3.63;0.36
WA;O'Connor;2;;COLE, Mick;ALP;M;12240;17.76;-3.88
WA;O'Connor;3;;GYORGY, Stephan;IND;M;795;1.15;1.15
WA;O'Connor;4;;ALTHAM, Kevin;NP;M;12456;18.07;18.07
WA;O'Connor;5;;MUNRO, Neil;DEM;M;2338;3.39;0.02
WA;O'Connor;6;#;TUCKEY, Wilson;LP;M;38607;56.00;-12.26
WA;O'Connor;997;;;OTH;;0;0.00;-3.46
WA;Pearce;1;#;MOYLAN, Judi;LP;F;38070;54.18;2.82
