			 A 												 B 												 C Taxi Operators Political Service (Oceania)												 D Christian Democratic Party (Fred Nile Group)												 E Citizens Electoral Council of Australia												 F Liberal Party (W.A. Division) Inc.																								 G National Party of Australia (WA) Inc												 H Unity - Say No To Hanson												 I Pauline Hanson's One Nation																		 J liberals for forests												 K 												 L Curtin Labor Alliance												 M 												 N Progressive Labour Party												 O Australian Democrats															 P Australian Labor Party (Western Australian Branch)																		 Q The Greens (WA) Inc																		Ungrouped														
	    		TICKET VOTES			DALTON			DALTON			Group Total			TICKET VOTES			TAYLOR			SHEIL			Group Total			TICKET VOTES			BATESON			KENNEDY			Group Total			TICKET VOTES			MOSELEY			WATTERSON			Group Total			TICKET VOTES			ROBINSON			WATSON			Group Total			TICKET VOTES			# EGGLESTON			# JOHNSTON			# LIGHTFOOT			CRANE			KEOGH			HALLETT			Group Total			TICKET VOTES			COWAN			DAY			Group Total			TICKET VOTES			HWANG			CHIN			Group Total			TICKET VOTES			CAMPBELL			KENWORTHY			DANIELS			DAVID			Group Total			TICKET VOTES			DAVENPORT			HARRIS			Group Total			TICKET VOTES			NESCI			SCHNEIDER			Group Total			TICKET VOTES			BENNETT			BENNETT			Group Total			TICKET VOTES			ISAACS			WATSON			Group Total			TICKET VOTES			LUPI			WHOOLEY			Group Total			TICKET VOTES			# MURRAY			HODGSON			MEYER			Group Total			TICKET VOTES			# BISHOP			# WEBBER			CUOMO			WAUGH			Group Total			TICKET VOTES			SIEWERT			BELL			SMITH			ZED			Group Total			LEE			Ungrouped Total			FORMAL			INFORMAL			TOTAL		
	    					Jim			Kate									Geoff			Henry									Alan			Ramon									Justin			Kerry									Jean			John									Alan			David			Ross			Winston			Kim			Nigel									Hendy			Margaret									Eddie			Nicholas									Graeme			Gerry			Marye			Peter									Liz			Arthur									Frank			Renu									Adrian			June									Clarrie			Daniel									Mary			Helen									Andrew			Helen			Damian									Mark			Ruth			Mark			Gavin Bruce									Rachel			Lee			Paul			Jenna						Jennifer														
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%	
	Brookdale		3	0.36		0	0.00		0	0.00		3	0.36		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		20	2.43		4	0.49		0	0.00		24	2.92		2	0.24		0	0.00		0	0.00		2	0.24		218	26.49		4	0.49		0	0.00		0	0.00		1	0.12		0	0.00		0	0.00		223	27.10		4	0.49		1	0.12		0	0.00		5	0.61		0	0.00		0	0.00		0	0.00		0	0.00		56	6.80		3	0.36		0	0.00		0	0.00		0	0.00		59	7.17		7	0.85		2	0.24		0	0.00		9	1.09		1	0.12		0	0.00		0	0.00		1	0.12		5	0.61		0	0.00		0	0.00		5	0.61		0	0.00		0	0.00		0	0.00		0	0.00		15	1.82		0	0.00		0	0.00		15	1.82		39	4.74		2	0.24		2	0.24		0	0.00		43	5.22		380	46.17		6	0.73		0	0.00		0	0.00		1	0.12		387	47.02		38	4.62		9	1.09		0	0.00		0	0.00		0	0.00		47	5.71		0	0.00		0	0.00		823	97.51		21	2.49		844	1.15	
	Byford		6	0.26		0	0.00		0	0.00		6	0.26		0	0.00		0	0.00		1	0.04		1	0.04		0	0.00		0	0.00		0	0.00		0	0.00		80	3.43		6	0.26		1	0.04		87	3.73		4	0.17		0	0.00		0	0.00		4	0.17		1035	44.42		8	0.34		1	0.04		0	0.00		7	0.30		0	0.00		0	0.00		1051	45.11		23	0.99		3	0.13		0	0.00		26	1.12		1	0.04		0	0.00		0	0.00		1	0.04		198	8.50		19	0.82		0	0.00		0	0.00		0	0.00		217	9.31		21	0.90		5	0.21		0	0.00		26	1.12		0	0.00		0	0.00		0	0.00		0	0.00		8	0.34		1	0.04		0	0.00		9	0.39		0	0.00		0	0.00		0	0.00		0	0.00		12	0.52		0	0.00		0	0.00		12	0.52		85	3.65		7	0.30		1	0.04		0	0.00		93	3.99		683	29.31		7	0.30		1	0.04		1	0.04		0	0.00		692	29.70		85	3.65		18	0.77		2	0.09		0	0.00		0	0.00		105	4.51		0	0.00		0	0.00		2330	96.24		91	3.76		2421	3.30	
	Canning Vale		8	0.22		0	0.00		0	0.00		8	0.22		7	0.19		2	0.06		0	0.00		9	0.25		1	0.03		0	0.00		0	0.00		1	0.03		61	1.69		12	0.33		0	0.00		73	2.02		3	0.08		0	0.00		0	0.00		3	0.08		1796	49.65		17	0.47		0	0.00		5	0.14		9	0.25		0	0.00		1	0.03		1828	50.54		51	1.41		5	0.14		0	0.00		56	1.55		2	0.06		0	0.00		0	0.00		2	0.06		119	3.29		16	0.44		0	0.00		0	0.00		1	0.03		136	3.76		30	0.83		2	0.06		0	0.00		32	0.88		0	0.00		0	0.00		0	0.00		0	0.00		6	0.17		0	0.00		0	0.00		6	0.17		0	0.00		0	0.00		0	0.00		0	0.00		23	0.64		0	0.00		0	0.00		23	0.64		180	4.98		10	0.28		0	0.00		0	0.00		190	5.25		1142	31.57		17	0.47		3	0.08		0	0.00		2	0.06		1164	32.18		71	1.96		15	0.41		0	0.00		0	0.00		0	0.00		86	2.38		0	0.00		0	0.00		3617	97.36		98	2.64		3715	5.07	
	Canning Vale South		3	0.14		1	0.05		0	0.00		4	0.19		7	0.34		6	0.29		0	0.00		13	0.62		0	0.00		0	0.00		0	0.00		0	0.00		38	1.82		1	0.05		1	0.05		40	1.92		0	0.00		0	0.00		0	0.00		0	0.00		984	47.19		3	0.14		1	0.05		1	0.05		5	0.24		0	0.00		0	0.00		994	47.67		12	0.58		4	0.19		0	0.00		16	0.77		5	0.24		0	0.00		0	0.00		5	0.24		68	3.26		5	0.24		0	0.00		0	0.00		1	0.05		74	3.55		15	0.72		1	0.05		0	0.00		16	0.77		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		8	0.38		0	0.00		0	0.00		8	0.38		87	4.17		10	0.48		1	0.05		0	0.00		98	4.70		757	36.31		6	0.29		0	0.00		0	0.00		2	0.10		765	36.69		45	2.16		4	0.19		0	0.00		0	0.00		0	0.00		49	2.35		2	0.10		2	0.10		2085	98.40		34	1.60		2119	2.89	
	Carcoola		1	0.20		0	0.00		0	0.00		1	0.20		0	0.00		0	0.00		0	0.00		0	0.00		2	0.40		0	0.00		0	0.00		2	0.40		13	2.62		0	0.00		0	0.00		13	2.62		4	0.80		1	0.20		0	0.00		5	1.01		140	28.17		0	0.00		1	0.20		0	0.00		0	0.00		0	0.00		0	0.00		141	28.37		7	1.41		0	0.00		0	0.00		7	1.41		0	0.00		0	0.00		0	0.00		0	0.00		57	11.47		4	0.80		0	0.00		0	0.00		1	0.20		62	12.47		6	1.21		0	0.00		0	0.00		6	1.21		0	0.00		0	0.00		0	0.00		0	0.00		3	0.60		1	0.20		0	0.00		4	0.80		0	0.00		0	0.00		0	0.00		0	0.00		4	0.80		0	0.00		0	0.00		4	0.80		16	3.22		0	0.00		0	0.00		0	0.00		16	3.22		209	42.05		4	0.80		0	0.00		0	0.00		0	0.00		213	42.86		21	4.23		2	0.40		0	0.00		0	0.00		0	0.00		23	4.63		0	0.00		0	0.00		497	97.07		15	2.93		512	0.70	
	Coolup		1	0.40		1	0.40		0	0.00		2	0.80		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.80		0	0.00		0	0.00		2	0.80		1	0.40		0	0.00		0	0.00		1	0.40		113	45.02		1	0.40		0	0.00		2	0.80		4	1.59		0	0.00		0	0.00		120	47.81		7	2.79		2	0.80		0	0.00		9	3.59		0	0.00		0	0.00		0	0.00		0	0.00		30	11.95		6	2.39		0	0.00		0	0.00		0	0.00		36	14.34		5	1.99		0	0.00		0	0.00		5	1.99		1	0.40		0	0.00		0	0.00		1	0.40		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.80		0	0.00		0	0.00		2	0.80		7	2.79		1	0.40		0	0.00		0	0.00		8	3.19		51	20.32		2	0.80		0	0.00		0	0.00		0	0.00		53	21.12		9	3.59		3	1.20		0	0.00		0	0.00		0	0.00		12	4.78		0	0.00		0	0.00		251	94.01		16	5.99		267	0.36	
	Dawesville		5	0.42		1	0.08		0	0.00		6	0.50		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	0.59		2	0.17		0	0.00		9	0.76		0	0.00		0	0.00		0	0.00		0	0.00		536	45.04		12	1.01		0	0.00		0	0.00		11	0.92		0	0.00		1	0.08		560	47.06		8	0.67		2	0.17		0	0.00		10	0.84		0	0.00		0	0.00		0	0.00		0	0.00		78	6.55		11	0.92		0	0.00		0	0.00		0	0.00		89	7.48		15	1.26		4	0.34		0	0.00		19	1.60		1	0.08		0	0.00		0	0.00		1	0.08		1	0.08		0	0.00		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		0	0.00		3	0.25		0	0.00		0	0.00		3	0.25		34	2.86		2	0.17		0	0.00		0	0.00		36	3.03		386	32.44		4	0.34		0	0.00		1	0.08		0	0.00		391	32.86		54	4.54		11	0.92		0	0.00		0	0.00		0	0.00		65	5.46		0	0.00		0	0.00		1190	96.20		47	3.80		1237	1.69	
	Dwellingup		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	1.60		0	0.00		0	0.00		6	1.60		3	0.80		0	0.00		0	0.00		3	0.80		129	34.49		4	1.07		0	0.00		1	0.27		2	0.53		0	0.00		0	0.00		136	36.36		6	1.60		1	0.27		0	0.00		7	1.87		0	0.00		0	0.00		0	0.00		0	0.00		38	10.16		4	1.07		0	0.00		0	0.00		0	0.00		42	11.23		5	1.34		2	0.53		0	0.00		7	1.87		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		31	8.29		0	0.00		0	0.00		0	0.00		31	8.29		109	29.14		7	1.87		1	0.27		0	0.00		1	0.27		118	31.55		21	5.61		2	0.53		0	0.00		0	0.00		0	0.00		23	6.15		1	0.27		1	0.27		374	94.68		21	5.32		395	0.54	
	Falcon		7	0.28		1	0.04		0	0.00		8	0.32		1	0.04		0	0.00		0	0.00		1	0.04		1	0.04		0	0.00		0	0.00		1	0.04		13	0.53		2	0.08		0	0.00		15	0.61		1	0.04		0	0.00		0	0.00		1	0.04		1040	42.21		10	0.41		1	0.04		6	0.24		6	0.24		0	0.00		0	0.00		1063	43.14		17	0.69		6	0.24		0	0.00		23	0.93		0	0.00		0	0.00		0	0.00		0	0.00		191	7.75		9	0.37		2	0.08		0	0.00		0	0.00		202	8.20		24	0.97		3	0.12		0	0.00		27	1.10		0	0.00		0	0.00		1	0.04		1	0.04		11	0.45		1	0.04		0	0.00		12	0.49		0	0.00		0	0.00		0	0.00		0	0.00		18	0.73		0	0.00		0	0.00		18	0.73		105	4.26		12	0.49		2	0.08		1	0.04		120	4.87		802	32.55		11	0.45		1	0.04		0	0.00		0	0.00		814	33.04		142	5.76		14	0.57		0	0.00		0	0.00		2	0.08		158	6.41		0	0.00		0	0.00		2464	96.36		93	3.64		2557	3.49	
	Forrestdale		2	0.21		1	0.11		0	0.00		3	0.32		0	0.00		1	0.11		0	0.00		1	0.11		0	0.00		0	0.00		0	0.00		0	0.00		8	0.85		1	0.11		0	0.00		9	0.96		0	0.00		1	0.11		0	0.00		1	0.11		422	44.80		6	0.64		0	0.00		2	0.21		9	0.96		0	0.00		0	0.00		439	46.60		5	0.53		1	0.11		0	0.00		6	0.64		2	0.21		0	0.00		0	0.00		2	0.21		77	8.17		8	0.85		0	0.00		0	0.00		1	0.11		86	9.13		4	0.42		0	0.00		0	0.00		4	0.42		0	0.00		0	0.00		0	0.00		0	0.00		4	0.42		0	0.00		0	0.00		4	0.42		0	0.00		0	0.00		0	0.00		0	0.00		4	0.42		0	0.00		0	0.00		4	0.42		39	4.14		5	0.53		1	0.11		0	0.00		45	4.78		279	29.62		2	0.21		1	0.11		0	0.00		0	0.00		282	29.94		44	4.67		11	1.17		0	0.00		0	0.00		0	0.00		55	5.84		1	0.11		1	0.11		942	96.52		34	3.48		976	1.33	
